usaf,wban,query,lat,lon,timezone_offset,timezone,country_iso,country,country_code,state,postcode,city
714760,99999,"54.567,-130.683",54.567,-130.683,NA,NA,CA,Canada,ca,British Columbia,NA,NA
591520,99999,"24.8,120.967",24.8,120.967,28800,CST,TW,Taiwan,tw,NA,300,Hsinchu
246520,99999,"63.967,127.467",63.967,127.467,32400,9,RU,Russia,ru,Sakha Republic,678300,городское поселение Сангар
039260,99999,"54.233,-5.617",54.233,-5.617,0,GMT,GB,United Kingdom,gb,NA,NA,NA
722524,12972,"28.0835,-97.048",28.0835,-97.048,-21600,CST,US,United States of America,us,Texas,78358,Rockport
722524,99999,"28.0835,-97.048",28.0835,-97.048,-21600,CST,US,United States of America,us,Texas,78358,Rockport
722334,3976,"30.833,-93.333",30.833,-93.333,-21600,CST,US,United States of America,us,Louisiana,NA,NA
722334,99999,"30.833,-93.333",30.833,-93.333,-21600,CST,US,United States of America,us,Louisiana,NA,NA
691404,99999,"35.9,128.667",35.9,128.667,32400,KST,KR,South Korea,kr,NA,706-925,Daegu
382030,99999,"43.783,70.933",43.783,70.933,21600,6,KZ,Kazakhstan,kz,NA,NA,NA
867210,99999,"-15.717,-42.433",-15.717,-42.433,-10800,BRT,BR,Brazil,br,Minas Gerais,39530-000,NA
940850,99999,"-4.2,152.183",-4.2,152.183,36000,PGT,PG,Papua New Guinea,pg,East New Britain,NA,NA
717700,99999,"49.083,-116.5",49.083,-116.5,-25200,MST,CA,Canada,ca,British Columbia,V0B 1G0,NA
14160,NA,"58.95,5.733",58.95,5.733,3600,CET,NO,Norway,no,Rogaland,4016,Stavanger
29390,NA,"62.767,30.983",62.767,30.983,7200,EET,FI,Finland,fi,Eastern Finland,NA,NA
24710,NA,"60.5,18.867",60.5,18.867,NA,NA,SE,Sweden,se,Uppsala län,NA,NA
915410,99999,"-10.7,165.8",-10.7,165.8,39600,11,SB,Solomon Islands,sb,Temotu Province,NA,NA
030770,99999,"58.317,-3.283",58.317,-3.283,0,GMT,GB,United Kingdom,gb,Scotland,KW3 6AT,NA
106320,99999,"49.967,8.15",49.967,8.15,3600,CET,DE,Germany,de,Rhineland-Palatinate,55126,Mainz
765930,99999,"21.3,-89.65",21.3,-89.65,-21600,CST,MX,Mexico,mx,Yucatán,97320,Progreso
783284,99999,"22.883,-82.5",22.883,-82.5,-18000,CST,CU,Cuba,cu,Artemisa,32500,NA
719666,99999,"43.923,-78.895",43.923,-78.895,-18000,EST,CA,Canada,ca,Ontario,L1J 6T8,Oshawa
108520,99999,"48.425,10.932",48.425,10.932,3600,CET,DE,Germany,de,Bavaria,86169,NA
21080,NA,"65.067,14.8",65.067,14.8,3600,CET,SE,Sweden,se,Västerbottens län,NA,NA
726385,94894,"44.2695,-86.2485",44.2695,-86.2485,-18000,EST,US,United States of America,us,Michigan,49660,NA
726385,99999,"44.2695,-86.2485",44.2695,-86.2485,-18000,EST,US,United States of America,us,Michigan,49660,NA
21500,NA,"58.783,16.917",58.783,16.917,3600,CET,SE,Sweden,se,Södermanlands län,611 92,NA
876390,99999,"-36.187,-61.076",-36.187,-61.076,-10800,-3,AR,Argentina,ar,Buenos Aires,6550,NA
863700,99999,"-31.749,-55.926",-31.749,-55.926,-10800,-3,UY,Uruguay,uy,Tacuarembó,45000,Tacuarembó
063790,99999,"50.8,5.717",50.8,5.717,3600,CET,NL,The Netherlands,nl,Limburg,6229,Eijsden-Margraten
720731,261,"27.283,-96.733",27.283,-96.733,-21600,CST,US,United States of America,us,Texas,NA,NA
720731,99999,"27.283,-96.733",27.283,-96.733,-21600,CST,US,United States of America,us,Texas,NA,NA
719250,99999,"69.108,-105.138",69.108,-105.138,-25200,MST,CA,Canada,ca,Nunavut,X0B 0C0,Cambridge Bay
011540,99999,"68.583,14.3",68.583,14.3,NA,NA,NO,Norway,no,Nordland,NA,NA
725861,24142,"42.917,-114.767",42.917,-114.767,-25200,MST,US,United States of America,us,Idaho,NA,NA
037670,99999,"51.083,-0.817",51.083,-0.817,0,GMT,GB,United Kingdom,gb,England,GU30 7PA,East Hampshire
12650,NA,"62.267,10.733",62.267,10.733,3600,CET,NO,Norway,no,Hedmark,2500,NA
072554,99999,"47.053,2.633",47.053,2.633,3600,CET,FR,France,fr,Centre-Loire Valley,18800,NA
030680,99999,"57.705,-3.339",57.705,-3.339,0,GMT,GB,United Kingdom,gb,Scotland,IV31 6SF,NA
727985,94276,"48.522,-123.0235",48.522,-123.0235,-28800,PST,US,United States of America,us,Washington,98250,NA
727985,99999,"48.522,-123.0235",48.522,-123.0235,-28800,PST,US,United States of America,us,Washington,98250,NA
934040,99999,"-40.317,175.6",-40.317,175.6,46800,NZDT,NZ,New Zealand,nz,NA,4414,Palmerston North
033430,99999,"53.65,-1.833",53.65,-1.833,0,GMT,GB,United Kingdom,gb,England,HD3 4XN,Kirklees
025105,99999,"58.466,13.174",58.466,13.174,3600,CET,SE,Sweden,se,Västra Götalands län,53133,NA
577490,99999,"27.567,110",27.567,110,28800,CST,CN,PRC,cn,Hunan,NA,Huaihua
170920,99999,"39.71,39.527",39.71,39.527,10800,3,TR,Turkey,tr,Eastern Anatolia Region,24000,NA
475950,99999,"37.767,140.467",37.767,140.467,32400,JST,JP,Japan,jp,Fukushima Prefecture,9608116,Fukushima
410550,99999,"20.296,41.634",20.296,41.634,10800,3,SA,Saudi Arabia,sa,NA,NA,NA
140090,99999,"46.033,13.9",46.033,13.9,3600,CET,SI,Slovenia,si,NA,NA,NA
997408,99999,"79.083,-160.117",79.083,-160.117,NA,NA,NA,NA,NA,NA,NA,NA
37860,NA,"51.433,0.383",51.433,0.383,0,GMT,GB,United Kingdom,gb,England,DA12 1PB,NA
997454,99999,"54.9,-22.9",54.9,-22.9,NA,NA,NA,NA,NA,NA,NA,NA
853000,99999,"-19.7,-66.783",-19.7,-66.783,-14400,BOT,BO,Bolivia,bo,PSI,NA,Municipio Tomave
820670,99999,"0.608,-69.186",0.608,-69.186,-14400,-4,BR,Brazil,br,Amazonas,NA,NA
586250,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
722081,13730,"39.417,-77.375",39.417,-77.375,-18000,EST,US,United States of America,us,Maryland,21704,Frederick
722081,99999,"39.417,-77.375",39.417,-77.375,-18000,EST,US,United States of America,us,Maryland,21704,Frederick
714740,99999,"51.15,-121.5",51.15,-121.5,-28800,PST,CA,Canada,ca,British Columbia,V0K 2K0,NA
720383,53847,"30.704,-87.023",30.704,-87.023,-21600,CST,US,United States of America,us,Florida,32570,NA
727970,94240,"47.938,-124.555",47.938,-124.555,-28800,PST,US,United States of America,us,Washington,NA,NA
25740,NA,"58.583,16.15",58.583,16.15,3600,CET,SE,Sweden,se,Östergötlands län,60176,Norrköping
959850,99999,"-40.717,148.117",-40.717,148.117,39600,AEDT,AU,Australia,au,Tasmania,NA,NA
612770,99999,"13.333,-4.833",13.333,-4.833,0,GMT,ML,Mali,ml,Ségou,NA,NA
407000,99999,"39.65,47.917",39.65,47.917,12600,IRST,IR,Iran,ir,Ardabil Province,NA,ساوالان
726364,4883,"43.965,-86.404",43.965,-86.404,-18000,EST,US,United States of America,us,Michigan,49431,NA
726364,99999,"43.965,-86.404",43.965,-86.404,-18000,EST,US,United States of America,us,Michigan,49431,NA
371870,99999,"43.1,40.633",43.1,40.633,14400,4,GE,Georgia,ge,Autonomous Republic of Abkhazia,360000,NA
711074,99999,"52.533,-131.55",52.533,-131.55,NA,NA,CA,Canada,ca,British Columbia,NA,NA
560190,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
64740,NA,"49.917,5.367",49.917,5.367,3600,CET,BE,Belgium,be,Wallonia,6800,NA
953100,99999,"-23.2,117.667",-23.2,117.667,28800,AWST,AU,Australia,au,Western Australia,NA,NA
30250,NA,"58.517,-6.267",58.517,-6.267,0,GMT,GB,United Kingdom,gb,Scotland,HS2 0XH,NA
131730,99999,"45.367,20.417",45.367,20.417,3600,CET,RS,Serbia,rs,Vojvodina,23101,Zrenjanin
788625,99999,"16.783,-62.193",16.783,-62.193,-14400,AST,MS,Montserrat,ms,NA,NA,NA
027700,99999,"61.85,24.283",61.85,24.283,7200,EET,FI,Finland,fi,Western Finland,FIN-35500,NA
105650,99999,"51.083,11.933",51.083,11.933,3600,CET,DE,Germany,de,Saxony-Anhalt,06721,NA
702595,26559,"60.4715,-151.0335",60.4715,-151.0335,-32400,AKST,US,United States of America,us,Alaska,NA,Soldotna
702595,99999,"60.4715,-151.0335",60.4715,-151.0335,-32400,AKST,US,United States of America,us,Alaska,NA,Soldotna
72450,NA,"47.678,1.209",47.678,1.209,3600,CET,FR,France,fr,Centre-Loire Valley,41330,NA
714900,99999,"65.083,-102.417",65.083,-102.417,NA,NA,NA,NA,NA,NA,NA,NA
80720,NA,"42,-4.6",42,-4.6,3600,CET,ES,Spain,es,Castile and León,34192,NA
959300,99999,"-36.9,149.9",-36.9,149.9,39600,AEDT,AU,Australia,au,New South Wales,2548,NA
64480,NA,"50.9,4.5",50.9,4.5,3600,CET,BE,Belgium,be,Flanders,1930,NA
997300,99999,"39.52,-75.8",39.52,-75.8,-18000,EST,US,United States of America,us,Maryland,21915,NA
670850,99999,"-18.867,47.5",-18.867,47.5,10800,EAT,MG,Madagascar,mg,Analamanga,1,NA
388290,99999,"38.267,67.9",38.267,67.9,18000,5,UZ,Uzbekistan,uz,Surxondaryo Region,190500,NA
957780,99999,"-32.183,152.5",-32.183,152.5,39600,AEDT,AU,Australia,au,New South Wales,2428,NA
866510,99999,"-12.15,-45.817",-12.15,-45.817,-10800,-3,BR,Brazil,br,Bahia,NA,NA
841420,99999,"-1.133,-79.083",-1.133,-79.083,-18000,-5,EC,Ecuador,ec,Cotopaxi,NA,NA
12891,NA,"62.583,11.383",62.583,11.383,3600,CET,NO,Norway,no,Trøndelag,NA,NA
319630,99999,"43.8,131.967",43.8,131.967,36000,10,RU,Russia,ru,Primorsky Krai,692522,Ussurijsk
624350,99999,"25.45,30.533",25.45,30.533,7200,EET,EG,Egypt,eg,New Valley Governorate,NA,Kharga Oasis
722697,99999,"32.95,-106.417",32.95,-106.417,-25200,MST,US,United States of America,us,New Mexico,NA,NA
596330,99999,"0,0",0,0,NA,NA,NA,NA,NA,NA,NA,NA
28060,NA,"69.1,27.217",69.1,27.217,7200,EET,FI,Finland,fi,Northern Finland,99910,NA
293350,99999,"57.383,83.917",57.383,83.917,25200,7,RU,Russia,ru,Tomsk Oblast,636300,Кривошеинское сельское поселение
377910,99999,"40.4,44.683",40.4,44.683,14400,4,AM,Armenia,am,Kotayk Province,2501,NA
94880,NA,"51.133,13.8",51.133,13.8,3600,CET,DE,Germany,de,Saxony,01109,Dresden
720954,456,"26.936,-94.686",26.936,-94.686,NA,NA,NA,NA,NA,NA,NA,NA
720954,99999,"26.936,-94.686",26.936,-94.686,NA,NA,NA,NA,NA,NA,NA,NA
720168,99999,"35.583,-89.587",35.583,-89.587,-21600,CST,US,United States of America,us,Tennessee,38019,NA
981340,99999,"20.433,121.967",20.433,121.967,28800,PHT,PH,Philippines,ph,Batanes,3901,NA
22580,NA,"65.817,16.717",65.817,16.717,3600,CET,SE,Sweden,se,Västerbottens län,NA,NA
014260,99999,"58.433,5.867",58.433,5.867,3600,CET,NO,Norway,no,Rogaland,4375,NA
714970,99999,"60.233,-123.467",60.233,-123.467,-25200,MST,CA,Canada,ca,Northwest Territories,X0G 0A0,Fort Liard
025240,99999,"57.933,13.067",57.933,13.067,3600,CET,SE,Sweden,se,Västra Götalands län,NA,NA
471690,99999,"34.687,125.451",34.687,125.451,32400,KST,KR,South Korea,kr,Jeollanam-do,NA,NA
11700,NA,"67.233,15.317",67.233,15.317,3600,CET,NO,Norway,no,Nordland,8206,NA
470600,99999,"38.717,125.383",38.717,125.383,30600,KST,KP,North Korea,kp,Pyongannam-do,NA,Nampo
154550,99999,"44.283,25.533",44.283,25.533,7200,EET,RO,Romania,ro,NA,145300,NA
749417,99999,"-8.483,151.05",-8.483,151.05,36000,PGT,PG,Papua New Guinea,pg,Milne Bay,NA,NA
111500,99999,"47.793,13.004",47.793,13.004,3600,CET,AT,Austria,at,Salzburg,5020,Salzburg
722108,12894,"26.5345,-81.7525",26.5345,-81.7525,-18000,EST,US,United States of America,us,Florida,33913,NA
722108,99999,"26.5345,-81.7525",26.5345,-81.7525,-18000,EST,US,United States of America,us,Florida,33913,NA
726874,99999,"42.9,-117.65",42.9,-117.65,-25200,MST,US,United States of America,us,Oregon,NA,NA
29370,NA,"61.25,22.35",61.25,22.35,7200,EET,FI,Finland,fi,Western Finland,32800,NA
920010,99999,"-6.083,141.183",-6.083,141.183,36000,PGT,PG,Papua New Guinea,pg,Western,NA,NA
204810,99999,"75.867,92.833",75.867,92.833,NA,NA,RU,Russia,ru,Krasnoyarsk Krai,NA,городское поселение Диксон
035833,99999,"52.4,0.567",52.4,0.567,0,GMT,GB,United Kingdom,gb,England,IP27 9BU,Forest Heath
263780,99999,"57.15,31.183",57.15,31.183,10800,MSK,RU,Russia,ru,Novgorod Oblast,175270,Холмское городское поселение
412540,99999,"23.067,57.633",23.067,57.633,14400,GST,OM,Oman,om,Al Batinah South,621,NA
135770,99999,"41.533,20.7",41.533,20.7,3600,CET,MK,Macedonia,mk,Polog Region,NA,NA
701791,99999,"65,-150.65",65,-150.65,-32400,AKST,US,United States of America,us,Alaska,99756,NA
724325,99999,"38.049,-87.381",38.049,-87.381,-21600,CST,US,United States of America,us,Indiana,47610,NA
14820,NA,"59.033,10.517",59.033,10.517,NA,NA,NO,Norway,no,Vestfold,NA,NA
745950,99999,"38.33,-75.08",38.33,-75.08,-18000,EST,US,United States of America,us,Maryland,21842,NA
816090,99999,"3.814,-51.863",3.814,-51.863,-10800,-3,BR,Brazil,br,Amapá,68980000,NA
725708,99999,"40.3,-109.983",40.3,-109.983,-25200,MST,US,United States of America,us,Utah,84066,NA
433180,99999,"11.35,76.8",11.35,76.8,19800,IST,IN,India,in,Tamil Nadu,643101,NA
830750,99999,"-23.432,-46.47",-23.432,-46.47,-10800,-3,BR,Brazil,br,São Paulo,07190-100,Guarulhos
949800,99999,"-40.1,148",-40.1,148,39600,AEDT,AU,Australia,au,Tasmania,NA,NA
160440,99999,"46.033,13.183",46.033,13.183,3600,CET,IT,Italy,it,Friuli Venezia Giulia,33037,NA
218340,99999,"71.383,135.167",71.383,135.167,36000,10,RU,Russia,ru,Sakha Republic,NA,Усть-Янский национальный наслег
060820,99999,"55.967,8.633",55.967,8.633,3600,CET,DK,Denmark,dk,Central Denmark Region,NA,NA
681110,99999,"-20.07,16.13",-20.07,16.13,7200,CAT,NA,Namibia,na,Kunene Region,NA,NA
288670,99999,"53.317,65.55",53.317,65.55,21600,6,KZ,Kazakhstan,kz,Kostanay Region,111600,NA
295520,99999,"56.117,88.517",56.117,88.517,25200,7,RU,Russia,ru,Kemerovo Oblast,652240,NA
726876,387,"44.4,-118.967",44.4,-118.967,-28800,PST,US,United States of America,us,Oregon,97845,NA
726876,99999,"44.4,-118.967",44.4,-118.967,-28800,PST,US,United States of America,us,Oregon,97845,NA
419170,99999,"23.767,90.383",23.767,90.383,21600,BDT,BD,Bangladesh,bd,Dhaka Division,1207,Dhaka
71470,NA,"48.774,2.202",48.774,2.202,3600,CET,FR,France,fr,Ile-de-France,78140,NA
729280,99999,"52.383,-114.917",52.383,-114.917,-25200,MST,CA,Canada,ca,Alberta,T4T 1X1,NA
406420,99999,"33.033,40.283",33.033,40.283,10800,3,IQ,Iraq,iq,Al Anbar,NA,Ar Rutbah
785830,99999,"17.539,-88.308",17.539,-88.308,-21600,CST,BZ,Belize,bz,Belize District,NA,NA
713995,99999,"43.45,-65.467",43.45,-65.467,NA,NA,CA,Canada,ca,Nova Scotia,NA,Municipality of the District of Barrington
715900,99999,"47.42,-68.32",47.42,-68.32,-14400,AST,CA,Canada,ca,New Brunswick,E3V 4G4,NA
236570,99999,"63.117,75.283",63.117,75.283,18000,5,RU,Russia,ru,Yamalo-Nenets Autonomous Okrug,629811,Noyabrsk
12520,NA,"62.817,10.017",62.817,10.017,3600,CET,NO,Norway,no,Trøndelag,7391,NA
332750,99999,"50.85,34.667",50.85,34.667,7200,EET,UA,Ukraine,ua,Sumy Oblast,42343,Sad Rural Council
830880,99999,"-10.467,-40.183",-10.467,-40.183,-10800,BRT,BR,Brazil,br,Bahia,48970000,NA
546240,99999,"38.383,117.35",38.383,117.35,28800,CST,CN,PRC,cn,Hebei,061100,Huanghua
628810,99999,"7.783,33.017",7.783,33.017,10800,EAT,SS,South Sudan,ss,Jonglei,NA,Akobo
833340,99999,"-14.933,-46.25",-14.933,-46.25,-10800,BRT,BR,Brazil,br,Goiás,NA,NA
577410,99999,"27.733,109.167",27.733,109.167,28800,CST,CN,PRC,cn,Guizhou,558000,Tongren
020990,99999,"55.433,13.833",55.433,13.833,3600,CET,SE,Sweden,se,Skåne,27139,NA
996810,99999,"34.48,-120.69",34.48,-120.69,-28800,PST,US,United States of America,us,California,NA,NA
727170,99999,"47.017,-65.45",47.017,-65.45,-14400,AST,CA,Canada,ca,New Brunswick,E1V 6W4,Miramichi
113550,99999,"47.733,14.333",47.733,14.333,3600,CET,AT,Austria,at,Upper Austria,4580,NA
878524,99999,"-45.717,-70.233",-45.717,-70.233,-10800,-3,AR,Argentina,ar,CHB,9030,NA
034020,99999,"52.817,-4.633",52.817,-4.633,0,GMT,GB,United Kingdom,gb,Wales,LL53 8AH,NA
034700,99999,"52.883,0.183",52.883,0.183,0,GMT,GB,United Kingdom,gb,England,PE12 9NN,South Holland
076840,99999,"43.542,6.953",43.542,6.953,3600,CET,FR,France,fr,Provence-Alpes-Côte d'Azur,06210,NA
725530,94918,"41.367,-96.017",41.367,-96.017,-21600,CST,US,United States of America,us,Nebraska,68152,NA
725530,99999,"41.367,-96.017",41.367,-96.017,-21600,CST,US,United States of America,us,Nebraska,68152,NA
680071,99999,"-17.884,15.067",-17.884,15.067,7200,WAST,NA,Namibia,na,NA,NA,NA
471500,99999,"36.333,126.55",36.333,126.55,32400,KST,KR,South Korea,kr,Chungcheongnam-do,NA,Boryeong-si
700639,99999,"69.167,-148.817",69.167,-148.817,-32400,AKST,US,United States of America,us,Alaska,NA,NA
726054,99999,"42.32,-70.88",42.32,-70.88,NA,NA,US,United States of America,us,Massachusetts,02045,NA
10610,NA,"70.067,25.117",70.067,25.117,3600,CET,NO,Norway,no,Finnmark,NA,NA
486870,99999,"1.383,103.717",1.383,103.717,28800,SGT,SG,Singapore,sg,NA,698918,NA
527400,99999,"37.3,99.017",37.3,99.017,21600,6,CN,PRC,cn,Qinghai,NA,Xinyuan
728770,99999,"51.1,-114.017",51.1,-114.017,-25200,MST,CA,Canada,ca,Alberta,T2E 6L2,Calgary
335570,99999,"48.85,27.267",48.85,27.267,7200,EET,UA,Ukraine,ua,Khmelnytskyi Oblast,32616,NA
715340,99999,"44.25,-79.917",44.25,-79.917,-18000,EST,CA,Canada,ca,Ontario,L0M 1C0,Adjala–Tosorontio
562570,99999,"30,100.267",30,100.267,28800,CST,CN,PRC,cn,Sichuan,NA,NA
387990,99999,"38.083,62.8",38.083,62.8,18000,5,TM,Turkmenistan,tm,Mary Region,NA,NA
010840,99999,"69.45,30.033",69.45,30.033,3600,CET,NO,Norway,no,Finnmark,9925,NA
726875,94107,"42.587,-117.8735",42.587,-117.8735,-25200,MST,US,United States of America,us,Oregon,NA,NA
726875,99999,"42.587,-117.8735",42.587,-117.8735,-25200,MST,US,United States of America,us,Oregon,NA,NA
103140,99999,"52.339,7.541",52.339,7.541,3600,CET,DE,Germany,de,North Rhine-Westphalia,48477,NA
488815,99999,"11.95,108.417",11.95,108.417,25200,ICT,VN,Vietnam,vn,Lâm Đồng Province,670000,Dalat
84530,NA,"36.467,-6.2",36.467,-6.2,3600,CET,ES,Spain,es,Andalusia,11100,NA
278570,99999,"53.483,42.633",53.483,42.633,10800,MSK,RU,Russia,ru,Penza Oblast,44200,городское поселение Земетчино
308140,99999,"51.733,103.7",51.733,103.7,28800,8,RU,Russia,ru,Irkutsk Oblast,665911,Култукское городское поселение
563120,99999,"29.567,94.467",29.567,94.467,21600,XJT,CN,PRC,cn,Tibet Autonomous Region,NA,Nyingchi City
722820,3949,"31.385,-93.2215",31.384999999999998,-93.22149999999999,-21600,CST,US,United States of America,us,NA,NA,NA
722820,99999,"31.385,-93.2215",31.384999999999998,-93.22149999999999,-21600,CST,US,United States of America,us,NA,NA,NA
720467,148,"30.8155,-89.866",30.8155,-89.866,-21600,CST,US,United States of America,us,Louisiana,70427,NA
720467,99999,"30.8155,-89.866",30.8155,-89.866,-21600,CST,US,United States of America,us,Louisiana,70427,NA
12450,NA,"62.6,9.667",62.6,9.667,3600,CET,NO,Norway,no,Trøndelag,7340,NA
961950,99999,"-1.638,103.644",-1.638,103.644,25200,WIB,ID,Indonesia,id,Jambi,36135,NA
722359,13978,"33.4895,-90.085",33.4895,-90.08500000000001,-21600,CST,US,United States of America,us,Mississippi,NA,NA
722359,99999,"33.4895,-90.085",33.4895,-90.08500000000001,-21600,CST,US,United States of America,us,Mississippi,NA,NA
718684,99999,"52.817,-102.317",52.817,-102.317,-21600,CST,CA,Canada,ca,Saskatchewan,NA,NA
549520,99999,"35.967,120.483",35.967,120.483,NA,NA,CN,PRC,cn,Shandong,266100,NA
064000,99999,"51.09,2.653",51.09,2.653,3600,CET,BE,Belgium,be,Flanders,8670,NA
956620,99999,"-32.85,135.15",-32.85,135.15,37800,ACDT,AU,Australia,au,South Australia,5654,NA
309150,99999,"50.417,103.617",50.417,103.617,28800,8,RU,Russia,ru,Buryatia,NA,Улентуйское сельское поселение
126650,99999,"49.75,18.633",49.75,18.633,3600,CET,PL,Poland,pl,NA,43-400,NA
712400,99999,"51.667,-110.2",51.667,-110.2,-25200,MST,CA,Canada,ca,Alberta,NA,NA
725864,94182,"44.886,-116.101",44.886,-116.101,-25200,MST,US,United States of America,us,Idaho,83638,McCall
725864,99999,"44.886,-116.101",44.886,-116.101,-25200,MST,US,United States of America,us,Idaho,83638,McCall
066330,99999,"47.383,8.083",47.383,8.083,3600,CET,CH,Switzerland,ch,Aargau,5034,NA
725196,14717,"43.234,-75.4095",43.234,-75.40950000000001,-18000,EST,US,United States of America,us,New York,13441,City of Rome
725196,64775,"43.234,-75.4095",43.234,-75.40950000000001,-18000,EST,US,United States of America,us,New York,13441,City of Rome
997298,99999,"38.317,-76.45",38.317,-76.45,-18000,EST,US,United States of America,us,Maryland,20688,NA
946900,99999,"-35.378,140.538",-35.378,140.538,37800,ACDT,AU,Australia,au,South Australia,5302,NA
725510,14939,"40.851,-96.748",40.851,-96.748,-21600,CST,US,United States of America,us,Nebraska,68524,Lincoln
720374,92825,"27.916,-82.449",27.916,-82.449,-18000,EST,US,United States of America,us,Florida,33606,Tampa
838345,99999,"-21.774,-48.405",-21.774,-48.405,-10800,BRT,BR,Brazil,br,São Paulo,NA,NA
