usaf,lat,lon
836420,-20.75,-42.85
836440,-21.843,-46.568
836460,-20.85,-41.1
836480,-20.317,-40.333
836490,-20.258,-40.286
836500,-20.5,-29.317
836520,-21.134,-47.774
836540,-21.717,-57.883
836590,-22.233,-54.817
836600,-23.05,-43.6
836630,-22.883,-43.033
836690,-21.483,-47.55
836710,-21.985,-47.335
836720,-21.2,-50.433
836723,-16.433,-39.067
836724,-19.909,-43.991
836725,-21.812,-48.133
836726,-25,-53.501
836727,-28.733,-49.417
836728,-10.786,-65.285
836729,-25.387,-51.52
836740,-21.667,-49.75
836760,-21.133,-48.967
836793,-21.133,-47.767
836810,-21.917,-46.383
836820,-21.367,-46.517
836830,-21.667,-45.917
836840,-21.85,-45.3
836850,-21.817,-42.017
836860,-21.817,-45.95
836870,-21.233,-45
836880,-21.3,-44.267
836890,-21.267,-43.761
836920,-21.792,-43.387
836950,-21.2,-41.883
836980,-21.698,-41.302
836993,-22.333,-41.767
837000,-22.05,-41.05
837020,-22.533,-55.7
837030,-22.55,-55.703
837040,-22.317,-53.933
837080,-22.792,-45.205
837085,-22.983,-46.533
837086,-23.183,-46.933
837140,-22.733,-45.583
837160,-22.175,-51.425
837180,-22.033,-42.367
837190,-22.983,-42.033
837210,-23.007,-47.135
837220,-22.345,-49.054
837260,-22.017,-47.883
837290,-22.9,-47.083
837320,-22.283,-46.55
837360,-22.1,-45.017
837380,-22.483,-44.467
837390,-22.483,-44.083
837410,-22.932,-43.719
837420,-22.4,-43.667
837430,-22.917,-43.167
837440,-23.067,-43.15
837450,-22.283,-42.533
837460,-22.809,-43.244
837480,-22.875,-43.385
837490,-22.333,-41.75
837500,-22.517,-43.183
837550,-22.91,-43.163
837590,-22.813,-42.093
837660,-23.383,-51.183
837670,-23.476,-52.016
837680,-23.334,-51.13
837690,-23.15,-49.967
837730,-23.1,-48.917
837740,-23.95,-48.883
837750,-24.083,-54.25
837753,-23.433,-46.467
837780,-22.922,-42.074
837790,-23.509,-46.638
837800,-23.627,-46.655
837810,-23.5,-46.617
837820,-23.933,-46.317
837830,-24.05,-52.367
837840,-23.017,-45.567
837860,-23.45,-45.067
837870,-24.05,-46.267
837880,-23.017,-44.317
838090,-23.233,-45.833
838093,-23.229,-45.862
838110,-24.4,-50.833
838130,-24.783,-50
838140,-24.25,-49.7
838180,-23.925,-46.288
838210,-24.717,-47.55
838250,-25.483,-48.317
838260,-25.533,-54.6
838270,-25.596,-54.487
838280,-24.733,-53.733
838290,-23.217,-45.867
838310,-25.333,-54.25
838340,-25.4,-51.467
838345,-21.774,-48.405
838360,-25.467,-50.633
838370,-25.1,-50.167
838400,-25.528,-49.176
838420,-25.405,-49.232
838440,-25.517,-48.517
838510,-23.483,-47.433
838570,-23.967,-45.55
838600,-26.483,-51.983
838640,-26.233,-51.067
838670,-26.1,-49.8
838690,-26.25,-50.8
838720,-26.9,-49.217
838740,-26.25,-48.65
838810,-27.183,-53.233
838830,-27.117,-52.617
838850,-16.967,-48.95
838870,-27.4,-51.2
838890,-27.2,-50.95
838910,-27.817,-50.333
838930,-22.233,-43.333
838950,-27.3,-48.35
838970,-27.583,-48.567
838990,-27.67,-48.547
839070,-28.4,-55.017
839120,-28.633,-53.6
839140,-28.244,-52.327
839160,-28.417,-51.583
839180,-28.55,-50.867
839190,-28.667,-50.433
839200,-28.283,-49.917
839230,-28.517,-49.317
839240,-28.483,-48.8
839250,-28.6,-48.817
839260,-26.867,-48.633
839270,-29.75,-57.083
839280,-29.782,-57.038
839310,-29.683,-55.517
839360,-29.7,-53.7
839370,-29.711,-53.688
839420,-29.167,-51.2
839480,-29.333,-49.733
839520,-29.933,-51.133
839530,-30.883,-55.533
839640,-30.533,-52.517
839670,-29.946,-51.144
839700,-31.25,-50.9
839710,-29.994,-51.171
839730,-9.367,-37.2
839750,-15.717,-52.75
839800,-31.333,-54.1
839810,-31.391,-54.112
839850,-31.718,-52.328
839950,-32.017,-52.083
839970,-33.517,-53.35
839980,-33.75,-53.367
839985,-4.25,-56
839995,-0.883,-52.6
840010,-0.454,-90.266
840050,-0.6,-80.4
840051,-2.642,-77.157
840052,-2.056,-77.157
840060,-1.5,-78.067
840070,-0.433,-90.267
840080,-0.917,-89.617
840090,-1,-91.083
840100,-0.9,-89.617
840120,-0.95,-80.7
840122,-0.583,-80.4
840130,0.933,-79.667
840150,-0.7,-80.117
840180,0.967,-79.617
840250,-0.083,-76.867
840260,-0.983,-79.633
840270,0.81,-77.708
840320,0.817,-77.7
840340,0.1,-76.883
840350,0.617,-77.933
840360,0.6,-77.817
840430,0.338,-78.136
840450,0.25,-78.733
840480,-0.917,-78.6
840500,0.017,-79.367
840510,0.217,-78.25
840515,-0.433,-90.267
840560,0.033,-78.233
840630,0.1,-76.883
840690,-0.248,-79.214
840710,-0.141,-78.488
840720,-0.167,-78.483
840725,-0.117,-78.367
840750,-0.4,-76.6
840760,-0.217,-78.367
840880,-0.35,-78.55
840990,-0.45,-76.95
841000,-0.463,-76.987
841010,-0.583,-80.417
841020,-0.717,-80.133
841050,-0.467,-79.333
841110,-1.033,-80.467
841115,-1.033,-80.467
841170,-0.95,-80.683
841200,-0.9,-78.6
841230,-0.907,-78.616
841290,-2.15,-79.883
841310,-0.783,-75.517
841320,-0.917,-75.417
841350,-1.033,-80.45
841370,-1.042,-80.472
841380,-1.133,-78.967
841390,-2.883,-78.967
841400,-1.1,-79.483
841420,-1.133,-79.083
841430,-1.017,-78.583
841470,-1.212,-78.575
841490,-0.983,-77.817
841600,-1.35,-78.6
841630,-1.5,-78.05
841760,-1.653,-78.656
841770,-1.75,-78.667
841790,-1.5,-77.9
841890,-1.983,-79.067
841900,-1.883,-79.517
841980,-2.067,-76.976
842000,-2.205,-80.989
842020,-2.117,-79.6
842030,-2.157,-79.884
842040,-2.15,-79.883
842044,-2.752,-78.264
842051,-4.383,-79.967
842140,-2.367,-79.367
842170,-2.299,-78.121
842190,-2.483,-78.183
842200,-2.383,-77.467
842260,-2.55,-78.933
842290,-2.717,-78.617
842350,-2.767,-78.75
842355,-4,-79.367
842390,-2.889,-78.984
842400,-2.883,-78.767
842480,-3.269,-79.962
842520,-3.433,-79.983
842530,-3.423,-78.567
842550,-4.383,-79.933
842570,-3.7,-79.617
842590,-3.7,-79.3
842650,-3.996,-79.372
842700,-4.033,-79.2
842780,-4.333,-79.617
842790,-4.378,-79.941
843010,-0.117,-75.25
843100,-2.583,-72.75
843310,-2.796,-76.467
843470,-6.45,-78.967
843700,-3.553,-80.381
843710,-3.667,-80.667
843770,-3.785,-73.309
843900,-4.577,-81.254
843903,-4.567,-77.917
844000,-5.117,-81.117
844010,-5.206,-80.616
844050,-5.233,-79.45
844100,-5.583,-78.767
844160,-5.183,-80.6
844250,-5.894,-76.118
844350,-6.033,-76.967
844355,-6.05,-77.15
844400,-6.068,-77.16
844440,-6.202,-77.856
844520,-6.787,-79.828
844550,-6.509,-76.373
844720,-7.139,-78.489
844740,-7.169,-76.729
845010,-8.081,-79.109
845050,-8.133,-78.167
845150,-8.378,-74.574
845310,-9.15,-78.524
845340,-9.133,-75.95
845420,-9.347,-77.598
845600,-9.768,-70.706
845640,-9.879,-76.205
845645,-9.9,-76.233
845720,-10.667,-77.833
845800,-11.333,-74.55
845805,-11.85,-72.933
845820,-9.333,-76.183
845930,-10.729,-73.767
846030,-11.083,-75.283
846130,-11.483,-75.9
846230,-11.783,-75.467
846231,-11.783,-75.473
846280,-12.022,-77.114
846285,-12.15,-77
846300,-12.033,-75.317
846310,-11.9,-76.967
846330,-12.067,-75.233
846580,-12.614,-69.229
846655,-13.033,-71.267
846730,-13.155,-74.204
846770,-13.267,-70.667
846860,-13.536,-71.939
846865,-13.7,-73.35
846880,-13.706,-73.35
846910,-13.745,-76.22
847050,-14.7,-74.133
847200,-14.854,-74.962
847210,-15.383,-75.167
847310,-15.533,-74.917
847350,-15.467,-70.158
847465,-15.767,-73.417
847520,-16.341,-71.583
847570,-16.433,-73.1
847600,-16.733,-69.717
847610,-17.033,-72.017
847615,-17.179,-70.931
847710,-17.7,-71.35
847730,-17.695,-71.344
847750,-17.7,-71.383
847820,-18.053,-70.276
847826,17.967,-66.617
847920,-18.65,-70.233
850330,-10.817,-65.35
850335,-10.533,-65.233
850410,-11.04,-68.783
850430,-11.017,-66.117
851040,-13.067,-64.667
851090,-13.3,-64.7
851140,-13.333,-64.15
851160,-13.75,-65.433
851175,-13.767,-65.45
851230,-13.762,-65.435
851390,-14.067,-66.783
851400,-14.3,-67.367
851410,-14.483,-67.483
851510,-14.733,-68.417
851515,-13.583,-63.583
851516,-14.067,-66.783
851520,-14.867,-66.75
851530,-14.967,-65.633
851540,-14.819,-64.918
851710,-15.533,-68
851750,-15.717,-63.1
851950,-16.267,-62.467
851960,-16.25,-62.1
852000,-16.517,-68.3
852010,-16.513,-68.192
852030,-16.517,-68.05
852050,-16.767,-65.183
852070,-16.367,-60.95
852100,-16.333,-58.383
852224,0,0
852230,-17.421,-66.177
852300,-17.583,-69.45
852420,-17.963,-67.076
852440,-17.645,-63.135
852450,-17.812,-63.171
852470,-17.833,-60.75
852640,-18.467,-64.1
852680,-18.317,-59.75
852830,-19.007,-65.289
852890,-18.975,-57.821
852930,-19.543,-65.724
853000,-19.7,-66.783
853005,0,0
853120,-19.783,-63.917
853150,-20.05,-63.567
853220,-20.583,-66.8
853450,-21.255,-63.406
853640,-21.556,-64.701
853645,0,0
853650,-21.961,-63.652
853730,-22.117,-65.55
853940,-22.767,-64.317
854050,-18.467,-70.317
854060,-18.349,-70.339
854100,-26.467,-69.433
854170,-20.533,-70.183
854180,-20.535,-70.181
854320,-22.5,-68.9
854420,-23.444,-70.445
854425,-22.433,-68.917
854480,-29.917,-71.2
854520,-26.294,-80.096
854590,-40.611,-73.061
854591,-43.894,-73.74
854595,-27.261,-70.779
854600,-26.333,-70.607
854640,-32.85,-70.15
854660,-27.067,-70.8
854670,-27.25,-70.77
854680,-27.15,-109.417
854690,-27.165,-109.422
854700,-27.296,-70.414
854705,-27.35,-70.333
854860,-28.596,-70.756
854880,-29.916,-71.2
854990,-28.083,-70.75
855000,-29.95,-71.367
855001,-29.95,-71.367
855080,-30.567,-71.183
855410,-32.833,-70.083
855420,-32.833,-70.133
855430,-32.79,-71.522
855436,-33.667,-78.929
855450,-32.8,-70.083
855480,-32.817,-70.6
855580,-33.033,-71.633
855610,-33.05,-71.583
855620,-33.05,-71.417
855740,-33.393,-70.786
855770,-33.433,-70.683
855780,-33.167,-70.283
855790,-33.493,-70.698
855800,-33.456,-70.547
855810,-33.567,-70.683
855850,-33.633,-78.833
855860,-33.65,-71.617
856040,-34.083,-70.367
856050,-34.233,-70.667
856080,-34.167,-70.767
856200,-35.417,-71.65
856210,-34.583,-71
856290,-34.967,-71.217
856300,-33.017,-70.75
856310,-35.017,-70.5
856400,-35.3,-72.4
856570,-35.85,-71.55
856720,-36.582,-72.031
856770,-36.617,-73.1
856800,-35.283,-72.883
856820,-36.773,-73.063
856830,-36.817,-73.033
856840,-35.167,-72.95
857030,-37.402,-72.425
857040,-36.533,-71.65
857250,-38.233,-72.35
857270,-38.25,-72.683
857320,-38.367,-73.9
857321,-38.36,-73.9
857420,-38.25,-71.417
857430,-38.767,-72.637
857440,-38.933,-72.65
857490,-37.1,-72.767
857571,-39.293,-71.916
857580,-39.35,-72.633
857660,-39.65,-73.086
857670,-39.783,-73.217
857820,-40.6,-73.05
857825,-42.333,-73.717
857990,-41.439,-73.094
858000,-40.533,-71.067
858010,-41.467,-72.817
858180,-41.9,-73.8
858190,-41.9,-73.8
858200,-42.083,-71.867
858203,-42.083,-71.933
858250,-42.483,-73.767
858300,-42.917,-72.7
858310,-43.117,-73.633
858320,-43.2,-71.817
858325,-54.933,-67.633
858326,-43.117,-73.633
858327,-34.167,-70.783
858340,-43.567,-74.833
858360,-43.617,-71.817
858450,-44.55,-71.4
858610,-48.6,-71.3
858620,-45.4,-72.7
858640,-45.594,-72.106
858740,-45.916,-71.689
858860,-46.583,-71.687
858890,-46.8,-75.633
858920,-47.244,-72.588
858960,-52.383,-75.117
859070,-49.133,-74.45
859150,-50.95,-72.417
859210,-51.671,-72.528
859211,-22.498,-68.904
859212,-32.95,-71.479
859300,-52.4,-75.1
859310,-52.4,-68.433
859311,-52.4,-68.43
859340,-53.003,-70.855
859350,-53.15,-70.9
859351,-53.15,-70.9
859360,-53.25,-70.333
859363,-53.254,-70.319
859410,-53.15,-70.883
859670,-54.933,-67.633
859680,-54.933,-67.617
859690,-54.933,-68.533
859691,-54.933,-68.533
859700,-55.95,-67.283
859720,-56.475,-68.73
859840,-62.25,-58.933
859860,-62.5,-59.683
859880,-63.317,-57.9
859950,-64.817,-62.867
860040,-19.917,-60.767
860110,-19.533,-59.367
860170,-20.717,-61.917
860330,-20.233,-58.167
860335,-26.881,-58.318
860336,-22.642,-55.83
860337,-25.24,-57.519
860380,-21.333,-61.5
860650,-22.55,-61.55
860680,-22.045,-60.622
860700,-22.367,-60.05
860860,-22.283,-57.933
860880,-21.267,-56.183
860970,-23.633,-55.833
861070,-23.567,-60.567
861250,-23.383,-58.9
861280,-23.5,-58.783
861340,-23.442,-57.427
861350,-23.05,-56.983
861700,-24.75,-58.833
861840,-24.1,-57.167
861850,-24.067,-57.083
861920,-24.667,-56.433
862000,-24.133,-55.65
862100,-24.033,-54.35
862170,-24.717,-56.35
862180,-25.24,-57.519
862182,-25.45,-54.85
862183,-25.45,-54.833
862200,-25.4,-57.1
862210,-25.633,-57.133
862230,-25.8,-57.217
862280,-25.583,-54.55
862330,-25.767,-56.433
862340,-25.467,-56.4
862400,-25.967,-57.217
862460,-25.45,-54.833
862470,-25.517,-54.783
862480,-25.533,-54.6
862510,-26.217,-56.983
862550,-26.85,-58.317
862600,-26.667,-57.15
862680,-26.183,-56.367
862750,-26.917,-55.667
862850,-26.833,-55.333
862880,-27.217,-58.267
862940,-27.2,-55.783
862960,-27.4,-56.45
862970,-27.317,-55.833
863150,-30.267,-57.583
863300,-30.401,-56.508
863500,-30.975,-55.476
863600,-31.433,-57.983
863700,-31.749,-55.926
864250,-32.367,-58.05
864300,-32.365,-58.061
864400,-32.338,-54.217
864500,-32.683,-57.633
864600,-32.8,-56.517
864805,-34.867,-55.1
864900,-33.25,-58.067
865000,-33.217,-54.383
865300,-33.359,-56.499
865450,-34.083,-56.233
865500,-34.35,-56.717
865550,-34.333,-55.217
865600,-34.456,-57.771
865650,-34.483,-54.3
865750,-34.789,-56.265
865800,-34.838,-56.031
865820,-34.867,-55.1
865823,-34.855,-55.094
865850,-34.85,-56.2
865860,-34.867,-55.1
865950,-34.967,-54.95
865955,-34.914,-54.921
866060,-10.65,-51.567
866070,-10.183,-48.3
866090,-10.717,-43.65
866100,-10.45,-41.2
866110,-10.45,-40.15
866120,-10.983,-39.617
866130,-10.533,-39
866140,-10.733,-38.1
866150,-10.4,-37.75
866160,-10.95,-37.05
866180,-10.467,-36.483
866190,-10.133,-36.283
866200,-11.017,-68.733
866220,-11.45,-61.433
866240,-11.383,-58.783
866250,-11.283,-57.533
866260,-11.983,-55.567
866280,-11.617,-50.733
866290,-11.883,-49.6
866300,-11.75,-49.05
866320,-11.6,-46.85
866330,-11.017,-44.533
866340,-11.083,-43.133
866350,-11.333,-41.867
866360,-11.2,-40.467
866370,-11.667,-39.017
866380,-11.267,-37.8
866390,-11.817,-37.617
866420,-12.733,-60.15
866430,-12.517,-58.233
866450,-12.55,-55.717
866470,-12.633,-52.217
866490,-12.017,-48.55
866500,-12.617,-47.983
866510,-12.15,-45.817
866520,-12.15,-45
866530,-12.2,-43.217
866540,-12.567,-41.383
866550,-12.117,-40.35
866560,-12.517,-40.283
866570,-12.667,-39.15
866580,-12.2,-38.967
866610,-13.717,-59.767
866620,-13.783,-57.833
866630,-13.033,-57.1
866640,-13.45,-56.667
866650,-13.417,-54.75
866660,-13.183,-53.25
866700,-13.25,-46.883
866710,-13.333,-44.617
866720,-13.267,-43.417
866730,-13.15,-41.767
866740,-13.533,-40.117
866750,-13.017,-39.617
866770,-13.907,-38.972
866780,-13,-38.5
866820,-14.65,-57.433
866840,-14.417,-54.033
866850,-14.933,-53.883
866860,-14.017,-52.217
866890,-14.983,-49.533
866900,-14.467,-48.45
866910,-14.133,-47.517
866920,-14.083,-46.367
866930,-14.4,-44.4
866940,-14.2,-42.75
866950,-14.917,-42.8
866960,-14.183,-41.667
866970,-14.883,-40.8
866980,-14.167,-39.7
866990,-14.65,-39.167
867010,-15.067,-59.867
867020,-15.25,-59.35
867030,-15.125,-58.128
867040,-15.325,-57.226
867050,-15.617,-56.1
867070,-15.533,-55.133
867090,-15.9,-52.25
867120,-15.933,-50.133
867125,-17.733,-48.6
867130,-15.217,-48.983
867140,-15.9,-48.117
867150,-15.783,-47.933
867160,-15.6,-47.633
867180,-15.517,-46.433
867190,-15.3,-45.617
867200,-15.083,-44.017
867210,-15.717,-42.433
867220,-15.75,-41.45
867230,-15.25,-40.233
867280,-16.45,-54.567
867290,-16.35,-53.767
867300,-16.967,-51.817
867320,-16.963,-50.425
867340,-16.65,-49.217
867350,-16.683,-48.617
867360,-16.267,-47.967
867370,-16.783,-47.617
867380,-16.55,-46.883
867390,-16.367,-45.117
867400,-16.717,-43.867
867410,-16.167,-42.317
867420,-16.583,-41.483
867430,-16.167,-40.683
867440,-16.083,-39.217
867450,-16.383,-39.183
867480,-17.183,-54.5
867500,-17.817,-53.283
867510,-17.567,-52.6
867520,-17.917,-51.717
867530,-17.783,-50.967
867550,-17.717,-49.1
867560,-17.3,-48.283
867570,-17.567,-47.2
867580,-17.783,-46.117
867590,-17.25,-44.833
867610,-17.7,-42.383
867620,-17.9,-41.517
867630,-17.8,-40.25
867640,-17.733,-39.25
867650,-17.967,-38.7
867670,-19,-57.633
867680,-18.983,-56.617
867720,-18.8,-52.6
867730,-18.967,-50.633
867740,-18.417,-49.2
867750,-18.95,-49.533
867760,-18.917,-48.25
867770,-18.15,-47.933
867780,-19,-46.983
867790,-18.2,-45.467
867800,-18.75,-44.45
867810,-18.233,-43.65
867820,-18.783,-42.95
867830,-18.783,-41.983
867840,-18.783,-40.983
867850,-18.7,-40.383
867860,-18.717,-39.85
867890,-19.417,-54.55
867910,-19.117,-51.717
867920,-19.7,-51.183
867930,-19.533,-49.533
867940,-19.986,-48.153
867950,-19.883,-47.433
867960,-19.6,-46.933
867980,-19.883,-44.417
868000,-19.883,-43.967
868010,-19.583,-42.633
868020,-19.733,-42.133
868030,-19.5,-41.067
868040,-19.983,-40.583
868050,-19.35,-40.067
868070,-20.4,-56.433
868080,-20.483,-55.783
868090,-20.983,-54.967
868100,-20.45,-54.617
868120,-20.417,-52.883
868130,-20.783,-51.7
868140,-20.167,-50.6
868150,-20.417,-49.967
868160,-20.567,-48.55
868170,-20.359,-47.775
868180,-20.583,-47.383
868190,-20.75,-46.633
868200,-20.45,-45.45
868210,-20.033,-44.017
868230,-20.55,-43.75
868240,-20.767,-42.867
868250,-20.267,-42.183
868280,-20.75,-41.483
868290,-20.633,-40.733
868300,-20.317,-40.317
868330,-21.7,-57.55
868340,-21.617,-55.183
868360,-21.783,-54.533
868380,-21.317,-50.933
868390,-21.083,-49.917
868400,-21.667,-49.733
868410,-21.133,-48.833
868420,-21.338,-48.114
868430,-21.856,-48.8
868440,-21.783,-47.083
868450,-21.983,-47.883
868460,-21.917,-46.383
868480,-21.567,-45.4
868490,-21.1,-44.25
868500,-21.217,-43.767
868510,-21.767,-43.367
868520,-21.1,-42.383
868530,-21.1,-41.033
868540,-21.583,-41.95
868550,-21.717,-41.35
868570,-22.533,-55.533
868580,-22.2,-54.917
868590,-22.85,-54.6
868600,-22.3,-53.817
868610,-22.633,-52.883
868620,-22.65,-52.133
868630,-22.117,-51.4
868640,-22.367,-50.967
868650,-22.317,-49.067
868660,-22.95,-49.9
868670,-22.467,-48.55
868680,-22.7,-47.45
868690,-22.417,-46.8
868700,-22.867,-46.05
868710,-22.317,-45.367
868720,-22.75,-45.6
868730,-22.4,-44.967
868740,-22.451,-44.445
868760,-22.467,-43.283
868770,-22.583,-43.267
868780,-22.8,-43.683
868790,-22.861,-43.411
868870,-22.983,-43.183
868880,-22.449,-42.987
868890,-22.333,-42.677
868900,-22.042,-41.052
868905,-22.1,-39.917
868910,-22.343,-41.766
868920,-22.976,-42.021
868940,-23,-55.333
868950,-23.967,-55.024
868960,-23.45,-54.183
868970,-23.39,-53.66
868980,-23.359,-52.932
868990,-23.405,-51.933
869010,-23.417,-50.583
869020,-23.767,-50.183
869030,-23.505,-49.946
869040,-23.1,-48.95
869050,-23.983,-48.883
869060,-23.85,-48.167
869070,-23.433,-47.583
869100,-23.496,-46.62
869110,-23.042,-45.52
869120,-23.233,-45.417
869130,-23.223,-44.727
869140,-23.05,-43.6
869160,-24.533,-54.017
869170,-24.183,-53.033
869190,-24.433,-51.967
869210,-24.783,-49.983
869220,-24.967,-48.417
869230,-24.667,-47.55
869250,-25.6,-54.483
869260,-25.717,-53.75
869270,-25.7,-53.1
869290,-25.567,-51.083
869300,-25.017,-50.85
869330,-25.449,-49.23
869340,-25.517,-48.817
869350,-25.494,-48.326
869360,-26.283,-53.633
869370,-26.783,-53.5
869380,-26.4,-52.85
869390,-26.417,-52.35
869400,-26.933,-52.4
869410,-26.4,-51.35
869420,-26.4,-50.367
869430,-26.817,-50.833
869440,-26.933,-50.15
869450,-26.25,-49.583
869460,-26.917,-49.267
869470,-26.083,-48.65
869480,-26.951,-48.762
869500,-27.883,-54.483
869510,-27.396,-53.429
869520,-27.85,-53.783
869530,-27.917,-53.317
869540,-27.667,-52.3
869550,-27.169,-51.559
869560,-27.283,-50.6
869570,-27.418,-49.647
869580,-27.6,-48.617
869600,-28.65,-56.017
869610,-28.417,-54.967
869620,-28.6,-53.667
869630,-28.229,-52.404
869640,-28.854,-52.542
869650,-28.222,-51.512
869660,-28.514,-50.883
869670,-28.751,-50.058
869680,-28.126,-49.479
869690,-28.283,-49.933
869700,-28.533,-49.317
869710,-28.933,-49.5
869720,-28.6,-48.817
869730,-29.85,-57.083
869750,-29.717,-55.533
869760,-29.183,-54.883
869770,-29.7,-53.7
869780,-29.867,-52.383
869790,-29.167,-51.535
869800,-29.369,-50.828
869810,-29.35,-49.733
869820,-30.369,-56.437
869830,-30.833,-55.6
869840,-30.341,-54.311
869850,-30.983,-54.817
869860,-30.548,-53.468
869880,-30.05,-51.167
869890,-30.811,-51.835
869900,-30.01,-50.135
869920,-31.348,-54.013
869930,-31.406,-52.701
869940,-31.248,-50.906
869950,-32.033,-52.1
869960,-32.554,-53.376
869980,-33.742,-53.371
870070,-22.151,-65.578
870160,-23.153,-64.329
870210,-23.25,-64.3
870220,-22.62,-63.794
870221,-29.21,-59.68
870320,-25.217,-68.217
870460,-24.393,-65.098
870470,-24.856,-65.486
870475,-24.75,-65.433
870520,-25.783,-64.983
870650,-24.167,-62.9
870780,-24.721,-60.549
870970,-25.737,-54.473
871160,-26.8,-65.2
871200,-26.833,-65.2
871210,-26.841,-65.105
871270,-27.45,-64.883
871271,-27.5,-64.933
871290,-27.766,-64.31
871460,-27.567,-60.733
871480,-26.733,-60.483
871490,-26.757,-60.493
871550,-27.45,-59.056
871570,-27.45,-58.967
871610,-26.15,-58.183
871620,-26.213,-58.228
871630,-26.25,-53.817
871660,-27.446,-58.762
871710,-27.75,-57.633
871730,-27.583,-56.667
871780,-27.386,-55.971
871870,-27.483,-55.133
871960,-27.583,-66.317
872000,-28.633,-65.117
872110,-28.038,-67.58
872130,-29.233,-67.433
872140,-29.224,-67.439
872170,-29.382,-66.796
872200,-28.45,-65.767
872220,-28.596,-65.752
872440,-29.9,-63.683
872570,-29.883,-61.95
872700,-29.183,-59.7
872730,-29.1,-59.217
872731,-29.117,-59.217
872733,-29.1,-59.217
872810,-29.217,-58.083
872814,-29.217,-58.1
872860,-29.771,-57.979
872890,-29.689,-57.152
873050,-30.25,-68.75
873110,-31.571,-68.418
873120,-31.583,-68.533
873200,-30.367,-66.283
873205,-30.345,-66.294
873220,-31.333,-66.6
873280,-31.945,-65.146
873290,-32.385,-65.187
873360,-31,-64.533
873440,-31.324,-64.208
873450,-31.4,-64.183
873470,-31.445,-64.283
873490,-31.667,-63.883
873590,-31.183,-61.55
873710,-31.712,-60.812
873740,-31.795,-60.48
873850,-31.85,-59.083
873870,-30.083,-58.767
873930,-30.272,-57.64
873950,-31.297,-57.997
874000,-32.833,-70.083
874020,-32.817,-69.9
874050,-32.6,-69.333
874120,-33.767,-69.033
874160,-33.083,-68.417
874180,-32.832,-68.793
874200,-32.883,-68.85
874270,-33.467,-67.55
874360,-33.273,-66.356
874440,-32.383,-65.183
874480,-33.73,-65.387
874500,-32.183,-64.383
874530,-33.085,-64.261
874670,-32.684,-62.158
874680,-33.667,-61.967
874700,-32.5,-61.667
874780,-32.617,-60.183
874800,-32.904,-60.785
874970,-33.01,-58.613
874980,-33.583,-59.267
875000,0,0
875020,-35.15,-70.2
875060,-35.494,-69.574
875090,-34.588,-68.403
875120,-35,-67.65
875320,-35.696,-63.758
875340,-34.135,-63.362
875440,-35.845,-61.858
875480,-34.546,-60.931
875500,-35.45,-60.883
875530,-34.453,-58.59
875630,-36.067,-59.1
875680,-34.501,-58.604
875690,-34.55,-58.733
875710,-34.61,-58.613
875720,-34.567,-58.783
875740,-34.683,-58.65
875760,-34.822,-58.536
875800,-34.183,-58.267
875820,-34.559,-58.416
875850,-34.583,-58.483
875890,-34.667,-57.983
875930,-34.972,-57.895
875960,-35.367,-57.283
875980,-35.167,-56.25
876160,-36.217,-65.433
876190,-37.367,-64.583
876230,-36.588,-64.276
876370,-37.433,-61.883
876390,-36.187,-61.076
876400,-36.2,-61.067
876410,-36.833,-59.883
876420,-36.75,-59.833
876430,-36.883,-60.217
876450,-37.237,-59.228
876460,-37.533,-59.567
876480,-36.35,-57.733
876490,-37.717,-59.783
876580,-36.55,-56.683
876630,-37.235,-57.029
876730,-38.133,-65.917
876790,-37.6,-62.383
876880,-38.387,-60.33
876920,-37.934,-57.573
876960,-38.05,-57.55
877150,-38.949,-68.156
877360,-39.017,-64.083
877430,-39.383,-62.017
877480,-38.733,-62.167
877500,-38.725,-62.169
877580,-38.483,-58.833
877590,-38.9,-70.05
877610,-40.075,-71.137
877630,-41.25,-71.617
877650,-41.151,-71.158
877680,-40.033,-70.05
877681,-40.033,-70.05
877740,-41.25,-68.733
877744,-41.967,-71.517
877750,0,0
877840,-40.783,-65.1
877895,-42.759,-65.103
877900,-39.217,-61.017
877910,-40.869,-63
878000,-41.943,-71.532
878030,-42.908,-71.139
878034,-42.033,-71.167
878070,-44.05,-70.433
878074,-44.033,-70.467
878140,-43.817,-68.883
878230,-42.733,-65.067
878250,-42.767,-65.033
878280,-43.211,-65.27
878520,-46.517,-71.017
878523,-46.583,-70.017
878524,-45.717,-70.233
878525,-45.017,-70.817
878526,-45.567,-69.067
878527,-46.533,-71
878600,-45.785,-67.466
878690,0,0
878710,-44.767,-65.7
878800,-48.783,-70.167
878900,-51.7,-57.867
878960,-47.735,-65.904
879030,-50.333,-72.3
879035,-50.28,-72.053
879040,-50.267,-72.05
879090,-49.307,-67.803
879120,-50.017,-68.579
879170,-51.6,-72.217
879174,-51.6,-72.217
879250,-51.609,-69.313
879260,-51.633,-69.217
879280,-52.333,-68.35
879340,-53.778,-67.749
879360,-54.7,-67.25
879380,-54.843,-68.296
879490,-54.8,-64.367
888700,-51.417,-60.567
888780,-51.317,-59.6
888800,-51.35,-60.683
888810,-51.667,-58.1
888820,-51.9,-60.9
888830,-51.9,-60.917
888840,-51.95,-60.05
888860,-50.7,-58.4
888880,-51.817,-58.967
888890,-51.823,-58.447
