GEO.id,GEO.id2,GEO.display-label,rescen42010,respop72017
310M300US19500,19500,"Decatur, IL Metro Area",110768,105801
310M300US19660,19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",590289,649202
310M300US19740,19740,"Denver-Aurora-Lakewood, CO Metro Area",2543482,2888227
310M300US19780,19780,"Des Moines-West Des Moines, IA Metro Area",569633,645911
310M300US19820,19820,"Detroit-Warren-Dearborn, MI Metro Area",4296250,4313002
310M300US20020,20020,"Dothan, AL Metro Area",145639,147914
310M300US20100,20100,"Dover, DE Metro Area",162310,176824
310M300US20220,20220,"Dubuque, IA Metro Area",93653,97041
310M300US20260,20260,"Duluth, MN-WI Metro Area",279771,278782
310M300US20500,20500,"Durham-Chapel Hill, NC Metro Area",504357,567428
310M300US20700,20700,"East Stroudsburg, PA Metro Area",169842,168046
310M300US20740,20740,"Eau Claire, WI Metro Area",161151,167484
310M300US20940,20940,"El Centro, CA Metro Area",174528,182830
310M300US21060,21060,"Elizabethtown-Fort Knox, KY Metro Area",148338,150430
310M300US21140,21140,"Elkhart-Goshen, IN Metro Area",197559,205032
310M300US21300,21300,"Elmira, NY Metro Area",88830,85557
310M300US21340,21340,"El Paso, TX Metro Area",804123,844818
310M300US21420,21420,"Enid, OK Metro Area",60580,61581
310M300US21500,21500,"Erie, PA Metro Area",280566,274541
310M300US21660,21660,"Eugene, OR Metro Area",351715,374748
310M300US21780,21780,"Evansville, IN-KY Metro Area",311552,315669
310M300US21820,21820,"Fairbanks, AK Metro Area",97581,99703
310M300US22020,22020,"Fargo, ND-MN Metro Area",208777,241356
310M300US22140,22140,"Farmington, NM Metro Area",130044,126926
310M300US22180,22180,"Fayetteville, NC Metro Area",366383,386662
310M300US22220,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",463204,537463
310M300US22380,22380,"Flagstaff, AZ Metro Area",134421,140776
310M300US22420,22420,"Flint, MI Metro Area",425790,407385
310M300US22500,22500,"Florence, SC Metro Area",205566,205831
310M300US22520,22520,"Florence-Muscle Shoals, AL Metro Area",147137,147038
310M300US22540,22540,"Fond du Lac, WI Metro Area",101633,102548
310M300US22660,22660,"Fort Collins, CO Metro Area",299630,343976
310M300US22900,22900,"Fort Smith, AR-OK Metro Area",280467,282086
310M300US23060,23060,"Fort Wayne, IN Metro Area",416257,434617
310M300US23420,23420,"Fresno, CA Metro Area",930450,989255
310M300US23460,23460,"Gadsden, AL Metro Area",104430,102755
310M300US23540,23540,"Gainesville, FL Metro Area",264275,284687
310M300US23580,23580,"Gainesville, GA Metro Area",179684,199335
310M300US23900,23900,"Gettysburg, PA Metro Area",101407,102336
310M300US24020,24020,"Glens Falls, NY Metro Area",128923,126152
310M300US24140,24140,"Goldsboro, NC Metro Area",122623,124172
310M300US24220,24220,"Grand Forks, ND-MN Metro Area",98461,102414
310M300US24260,24260,"Grand Island, NE Metro Area",81850,85045
310M300US24300,24300,"Grand Junction, CO Metro Area",146723,151616
310M300US24340,24340,"Grand Rapids-Wyoming, MI Metro Area",988938,1059113
310M300US24420,24420,"Grants Pass, OR Metro Area",82713,86352
310M300US24500,24500,"Great Falls, MT Metro Area",81327,81654
310M300US24540,24540,"Greeley, CO Metro Area",252825,304633
310M300US24580,24580,"Green Bay, WI Metro Area",306241,320050
310M300US24660,24660,"Greensboro-High Point, NC Metro Area",723801,761184
310M300US24780,24780,"Greenville, NC Metro Area",168148,179042
310M300US24860,24860,"Greenville-Anderson-Mauldin, SC Metro Area",824112,895923
310M300US25060,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",370702,394232
310M300US25180,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",251599,265498
310M300US25220,25220,"Hammond, LA Metro Area",121097,132497
310M300US25260,25260,"Hanford-Corcoran, CA Metro Area",152982,150101
310M300US25420,25420,"Harrisburg-Carlisle, PA Metro Area",549475,571903
310M300US25500,25500,"Harrisonburg, VA Metro Area",125228,134442
310M300US25540,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1212381,1210259
310M300US25620,25620,"Hattiesburg, MS Metro Area",142842,148877
310M300US25860,25860,"Hickory-Lenoir-Morganton, NC Metro Area",365497,366534
310M300US25940,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",187010,215302
310M300US25980,25980,"Hinesville, GA Metro Area",77917,80400
310M300US26140,26140,"Homosassa Springs, FL Metro Area",141236,145647
310M300US26300,26300,"Hot Springs, AR Metro Area",96024,98658
310M300US26380,26380,"Houma-Thibodaux, LA Metro Area",208178,210512
310M300US26420,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",5920416,6892427
310M300US26580,26580,"Huntington-Ashland, WV-KY-OH Metro Area",364908,356474
310M300US26620,26620,"Huntsville, AL Metro Area",417593,455448
310M300US26820,26820,"Idaho Falls, ID Metro Area",133265,145643
310M300US26900,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1887877,2028614
310M300US26980,26980,"Iowa City, IA Metro Area",152586,171491
310M300US27060,27060,"Ithaca, NY Metro Area",101564,104802
310M300US27100,27100,"Jackson, MI Metro Area",160248,158640
310M300US27140,27140,"Jackson, MS Metro Area",567122,578715
310M300US27180,27180,"Jackson, TN Metro Area",130011,129235
310M300US27260,27260,"Jacksonville, FL Metro Area",1345596,1504980
310M300US27340,27340,"Jacksonville, NC Metro Area",177772,193893
310M300US27500,27500,"Janesville-Beloit, WI Metro Area",160331,162309
310M300US27620,27620,"Jefferson City, MO Metro Area",149807,151465
310M300US27740,27740,"Johnson City, TN Metro Area",198716,202053
310M300US27780,27780,"Johnstown, PA Metro Area",143679,133054
310M300US27860,27860,"Jonesboro, AR Metro Area",121026,131269
310M300US27900,27900,"Joplin, MO Metro Area",175518,178507
310M300US27980,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",154924,166348
310M300US28020,28020,"Kalamazoo-Portage, MI Metro Area",326589,338338
310M300US28100,28100,"Kankakee, IL Metro Area",113449,109605
310M300US28140,28140,"Kansas City, MO-KS Metro Area",2009342,2128912
310M300US28420,28420,"Kennewick-Richland, WA Metro Area",253340,290296
310M300US28660,28660,"Killeen-Temple, TX Metro Area",405300,443773
310M300US28700,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",309544,306659
310M300US28740,28740,"Kingston, NY Metro Area",182493,179417
310M300US28940,28940,"Knoxville, TN Metro Area",837571,877104
310M300US29020,29020,"Kokomo, IN Metro Area",82752,82363
310M300US29100,29100,"La Crosse-Onalaska, WI-MN Metro Area",133665,136934
310M300US29180,29180,"Lafayette, LA Metro Area",466750,491558
310M300US29200,29200,"Lafayette-West Lafayette, IN Metro Area",201789,219239
310M300US29340,29340,"Lake Charles, LA Metro Area",199607,209357
310M300US29420,29420,"Lake Havasu City-Kingman, AZ Metro Area",200186,207200
310M300US29460,29460,"Lakeland-Winter Haven, FL Metro Area",602095,686483
310M300US29540,29540,"Lancaster, PA Metro Area",519445,542903
310M300US29620,29620,"Lansing-East Lansing, MI Metro Area",464036,477656
310M300US29700,29700,"Laredo, TX Metro Area",250304,274794
310M300US29740,29740,"Las Cruces, NM Metro Area",209233,215579
310M300US29820,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",1951269,2204079
310M300US29940,29940,"Lawrence, KS Metro Area",110826,120793
310M300US30020,30020,"Lawton, OK Metro Area",130291,127349
310M300US30140,30140,"Lebanon, PA Metro Area",133568,139754
310M300US30300,30300,"Lewiston, ID-WA Metro Area",60888,62920
310M300US30340,30340,"Lewiston-Auburn, ME Metro Area",107702,107651
310M300US30460,30460,"Lexington-Fayette, KY Metro Area",472099,512650
310M300US30620,30620,"Lima, OH Metro Area",106331,103198
310M300US30700,30700,"Lincoln, NE Metro Area",302157,331519
310M300US30780,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",699757,738344
310M300US30860,30860,"Logan, UT-ID Metro Area",125442,138002
310M300US30980,30980,"Longview, TX Metro Area",214369,217481
310M300US31020,31020,"Longview, WA Metro Area",102410,106910
310M300US31080,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",12828837,13353907
310M300US31140,31140,"Louisville/Jefferson County, KY-IN Metro Area",1235708,1293953
310M300US31180,31180,"Lubbock, TX Metro Area",290805,316983
310M300US31340,31340,"Lynchburg, VA Metro Area",252634,261254
310M300US31420,31420,"Macon-Bibb County, GA Metro Area",232293,228914
310M300US31460,31460,"Madera, CA Metro Area",150865,156890
310M300US31540,31540,"Madison, WI Metro Area",605435,654230
310M300US31700,31700,"Manchester-Nashua, NH Metro Area",400721,409697
310M300US31740,31740,"Manhattan, KS Metro Area",92719,98080
310M300US31860,31860,"Mankato-North Mankato, MN Metro Area",96740,100939
310M300US31900,31900,"Mansfield, OH Metro Area",124475,120589
310M300US32580,32580,"McAllen-Edinburg-Mission, TX Metro Area",774769,860661
310M300US32780,32780,"Medford, OR Metro Area",203206,217479
310M300US32820,32820,"Memphis, TN-MS-AR Metro Area",1324829,1348260
310M300US32900,32900,"Merced, CA Metro Area",255793,272673
310M300US33100,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",5564635,6158824
310M300US33140,33140,"Michigan City-La Porte, IN Metro Area",111467,110029
310M300US33220,33220,"Midland, MI Metro Area",83629,83411
310M300US33260,33260,"Midland, TX Metro Area",141671,170675
310M300US33340,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1555908,1576236
310M300US33460,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3348859,3600618
310M300US33540,33540,"Missoula, MT Metro Area",109299,117441
310M300US33660,33660,"Mobile, AL Metro Area",412992,413955
310M300US33700,33700,"Modesto, CA Metro Area",514453,547899
310M300US33740,33740,"Monroe, LA Metro Area",176441,178445
310M300US33780,33780,"Monroe, MI Metro Area",152021,149649
310M300US33860,33860,"Montgomery, AL Metro Area",374536,373903
310M300US34060,34060,"Morgantown, WV Metro Area",129709,138709
310M300US34100,34100,"Morristown, TN Metro Area",113951,118081
310M300US34580,34580,"Mount Vernon-Anacortes, WA Metro Area",116901,125619
310M300US34620,34620,"Muncie, IN Metro Area",117671,115184
310M300US34740,34740,"Muskegon, MI Metro Area",172188,173693
310M300US34820,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",376722,464165
310M300US34900,34900,"Napa, CA Metro Area",136484,140973
310M300US34940,34940,"Naples-Immokalee-Marco Island, FL Metro Area",321520,372880
310M300US34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1670890,1903045
310M300US35100,35100,"New Bern, NC Metro Area",126802,124864
310M300US35300,35300,"New Haven-Milford, CT Metro Area",862477,860435
310M300US35380,35380,"New Orleans-Metairie, LA Metro Area",1189866,1275762
310M300US35620,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",19567410,20320876
310M300US35660,35660,"Niles-Benton Harbor, MI Metro Area",156813,154259
310M300US35840,35840,"North Port-Sarasota-Bradenton, FL Metro Area",702281,804690
310M300US35980,35980,"Norwich-New London, CT Metro Area",274055,269033
310M300US36100,36100,"Ocala, FL Metro Area",331298,354353
310M300US36140,36140,"Ocean City, NJ Metro Area",97265,93553
310M300US36220,36220,"Odessa, TX Metro Area",137130,157087
310M300US36260,36260,"Ogden-Clearfield, UT Metro Area",597159,665358
310M300US36420,36420,"Oklahoma City, OK Metro Area",1252987,1383737
310M300US36500,36500,"Olympia-Tumwater, WA Metro Area",252264,280588
310M300US36540,36540,"Omaha-Council Bluffs, NE-IA Metro Area",865350,933316
310M300US36740,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2134411,2509831
310M300US36780,36780,"Oshkosh-Neenah, WI Metro Area",166994,170414
310M300US36980,36980,"Owensboro, KY Metro Area",114752,118376
310M300US37100,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",823318,854223
310M300US37340,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",543376,589162
310M300US37460,37460,"Panama City, FL Metro Area",184715,199723
310M300US37620,37620,"Parkersburg-Vienna, WV Metro Area",92673,90898
310M300US37860,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",448991,487784
310M300US37900,37900,"Peoria, IL Metro Area",379186,372427
310M300US37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",5965343,6096120
310M300US38060,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4192887,4737270
310M300US38220,38220,"Pine Bluff, AR Metro Area",100258,90963
310M300US38300,38300,"Pittsburgh, PA Metro Area",2356285,2333367
310M300US38340,38340,"Pittsfield, MA Metro Area",131219,126313
310M300US38540,38540,"Pocatello, ID Metro Area",82839,85269
310M300US38860,38860,"Portland-South Portland, ME Metro Area",514098,532083
310M300US38900,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2226009,2453168
310M300US38940,38940,"Port St. Lucie, FL Metro Area",424107,473429
310M300US39140,39140,"Prescott, AZ Metro Area",211033,228168
310M300US39300,39300,"Providence-Warwick, RI-MA Metro Area",1600852,1621122
310M300US39340,39340,"Provo-Orem, UT Metro Area",526810,617675
310M300US39380,39380,"Pueblo, CO Metro Area",159063,166475
310M300US39460,39460,"Punta Gorda, FL Metro Area",159978,182033
310M300US39540,39540,"Racine, WI Metro Area",195408,196071
310M300US39580,39580,"Raleigh, NC Metro Area",1130490,1335079
310M300US39660,39660,"Rapid City, SD Metro Area",134598,146850
310M300US39740,39740,"Reading, PA Metro Area",411442,417854
310M300US39820,39820,"Redding, CA Metro Area",177223,179921
310M300US39900,39900,"Reno, NV Metro Area",425417,464593
310M300US40060,40060,"Richmond, VA Metro Area",1208101,1294204
310M300US40140,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4224851,4580670
310M300US40220,40220,"Roanoke, VA Metro Area",308707,314128
310M300US40340,40340,"Rochester, MN Metro Area",206877,218280
310M300US40380,40380,"Rochester, NY Metro Area",1079671,1077948
310M300US40420,40420,"Rockford, IL Metro Area",349431,338291
310M300US40580,40580,"Rocky Mount, NC Metro Area",152392,146738
310M300US40660,40660,"Rome, GA Metro Area",96317,97613
310M300US40900,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2149127,2324884
310M300US40980,40980,"Saginaw, MI Metro Area",200169,191934
310M300US41060,41060,"St. Cloud, MN Metro Area",189093,197759
310M300US41100,41100,"St. George, UT Metro Area",138115,165662
310M300US41140,41140,"St. Joseph, MO-KS Metro Area",127329,126935
310M300US41180,41180,"St. Louis, MO-IL Metro Area",2787701,2807338
310M300US41420,41420,"Salem, OR Metro Area",390738,424982
310M300US41500,41500,"Salinas, CA Metro Area",415057,437907
310M300US41540,41540,"Salisbury, MD-DE Metro Area",373802,405853
310M300US41620,41620,"Salt Lake City, UT Metro Area",1087873,1203105
310M300US41660,41660,"San Angelo, TX Metro Area",111823,119535
310M300US41700,41700,"San Antonio-New Braunfels, TX Metro Area",2142508,2473974
310M300US41740,41740,"San Diego-Carlsbad, CA Metro Area",3095313,3337685
310M300US41860,41860,"San Francisco-Oakland-Hayward, CA Metro Area",4335391,4727357
310M300US41940,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,1998463
310M300US42020,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",269637,283405
310M300US42100,42100,"Santa Cruz-Watsonville, CA Metro Area",262382,275897
310M300US42140,42140,"Santa Fe, NM Metro Area",144170,148750
310M300US42200,42200,"Santa Maria-Santa Barbara, CA Metro Area",423895,448150
310M300US42220,42220,"Santa Rosa, CA Metro Area",483878,504217
310M300US42340,42340,"Savannah, GA Metro Area",347611,387543
310M300US42540,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",563631,555426
310M300US42660,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3439809,3867046
310M300US42680,42680,"Sebastian-Vero Beach, FL Metro Area",138028,154383
310M300US42700,42700,"Sebring, FL Metro Area",98786,102883
310M300US43100,43100,"Sheboygan, WI Metro Area",115507,115344
310M300US43300,43300,"Sherman-Denison, TX Metro Area",120877,131140
310M300US43340,43340,"Shreveport-Bossier City, LA Metro Area",439811,440933
310M300US43420,43420,"Sierra Vista-Douglas, AZ Metro Area",131346,124756
310M300US43580,43580,"Sioux City, IA-NE-SD Metro Area",168563,168618
310M300US43620,43620,"Sioux Falls, SD Metro Area",228261,259094
310M300US43780,43780,"South Bend-Mishawaka, IN-MI Metro Area",319224,321815
310M300US43900,43900,"Spartanburg, SC Metro Area",313268,334391
310M300US44060,44060,"Spokane-Spokane Valley, WA Metro Area",527753,564236
310M300US44100,44100,"Springfield, IL Metro Area",210170,208697
310M300US44140,44140,"Springfield, MA Metro Area",621570,631652
310M300US44180,44180,"Springfield, MO Metro Area",436712,462369
310M300US44220,44220,"Springfield, OH Metro Area",138333,134557
310M300US44300,44300,"State College, PA Metro Area",153990,162660
310M300US44420,44420,"Staunton-Waynesboro, VA Metro Area",118502,121999
310M300US44700,44700,"Stockton-Lodi, CA Metro Area",685306,745424
310M300US44940,44940,"Sumter, SC Metro Area",107456,106847
310M300US45060,45060,"Syracuse, NY Metro Area",662577,654841
310M300US45220,45220,"Tallahassee, FL Metro Area",367413,382627
310M300US45300,45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",2783243,3091399
310M300US45460,45460,"Terre Haute, IN Metro Area",172425,169965
310M300US45500,45500,"Texarkana, TX-AR Metro Area",149198,150355
310M300US45540,45540,"The Villages, FL Metro Area",93420,125165
310M300US45780,45780,"Toledo, OH Metro Area",610001,603668
310M300US45820,45820,"Topeka, KS Metro Area",233870,233149
310M300US45940,45940,"Trenton, NJ Metro Area",366513,374733
310M300US46060,46060,"Tucson, AZ Metro Area",980263,1022769
310M300US46140,46140,"Tulsa, OK Metro Area",937478,990706
310M300US46220,46220,"Tuscaloosa, AL Metro Area",230162,242799
310M300US46340,46340,"Tyler, TX Metro Area",209714,227727
310M300US46520,46520,"Urban Honolulu, HI Metro Area",953207,988650
310M300US46540,46540,"Utica-Rome, NY Metro Area",299397,293572
310M300US46660,46660,"Valdosta, GA Metro Area",139588,145437
310M300US46700,46700,"Vallejo-Fairfield, CA Metro Area",413344,445458
310M300US47020,47020,"Victoria, TX Metro Area",94003,99646
310M300US47220,47220,"Vineland-Bridgeton, NJ Metro Area",156898,152538
310M300US47260,47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1676822,1725246
310M300US47300,47300,"Visalia-Porterville, CA Metro Area",442179,464493
310M300US47380,47380,"Waco, TX Metro Area",252772,268696
310M300US47460,47460,"Walla Walla, WA Metro Area",62859,64614
310M300US47580,47580,"Warner Robins, GA Metro Area",179605,191779
310M300US47900,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",5636232,6216589
310M300US47940,47940,"Waterloo-Cedar Falls, IA Metro Area",167819,169892
310M300US48060,48060,"Watertown-Fort Drum, NY Metro Area",116229,114187
310M300US48140,48140,"Wausau, WI Metro Area",134063,135732
310M300US48260,48260,"Weirton-Steubenville, WV-OH Metro Area",124454,118250
310M300US48300,48300,"Wenatchee, WA Metro Area",110884,118478
310M300US48540,48540,"Wheeling, WV-OH Metro Area",147950,141254
310M300US48620,48620,"Wichita, KS Metro Area",630919,645628
310M300US48660,48660,"Wichita Falls, TX Metro Area",151306,151230
310M300US48700,48700,"Williamsport, PA Metro Area",116111,113841
310M300US48900,48900,"Wilmington, NC Metro Area",254884,288156
310M300US49020,49020,"Winchester, VA-WV Metro Area",128472,137887
310M300US49180,49180,"Winston-Salem, NC Metro Area",640595,667733
310M300US49340,49340,"Worcester, MA-CT Metro Area",916980,942475
310M300US49420,49420,"Yakima, WA Metro Area",243231,250193
310M300US49620,49620,"York-Hanover, PA Metro Area",434972,446078
310M300US49660,49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",565773,541926
310M300US49700,49700,"Yuba City, CA Metro Area",166892,173679
310M300US49740,49740,"Yuma, AZ Metro Area",195751,207534
