zip,lat,lon
01119,42.125,-72.5112
01128,42.0923,-72.4891
01129,42.1187,-72.4882
01151,42.1519,-72.5091
01199,42.1206,-72.6045
01201,42.4482,-73.2737
01220,42.6238,-73.1167
01222,42.0587,-73.3222
01223,42.3122,-73.1101
01224,42.5132,-73.1957
01225,42.5634,-73.1533
01226,42.4811,-73.1351
01229,42.2763,-73.3359
01230,42.1732,-73.3243
01235,42.4257,-73.063
01236,42.2665,-73.3784
01237,42.5478,-73.268
01238,42.2975,-73.2301
01240,42.3679,-73.2698
01242,42.3337,-73.2492
01243,42.3501,-73.0241
01244,42.1181,-73.2575
01245,42.1869,-73.2231
01247,42.6985,-73.0843
01253,42.2067,-73.1132
01254,42.382,-73.3655
01255,42.1075,-73.1186
01256,42.5942,-73.0223
01257,42.0852,-73.3675
01258,42.1093,-73.4629
01259,42.0755,-73.2344
01260,42.2957,-73.3425
01262,42.2922,-73.3192
01264,42.2316,-73.2024
01266,42.3124,-73.388
01267,42.6716,-73.247
01270,42.5153,-73.0312
01301,42.6268,-72.6015
01330,42.5139,-72.8215
01331,42.5624,-72.1911
01337,42.6893,-72.5822
01338,42.5726,-72.8243
01339,42.6038,-72.8896
01340,42.6947,-72.711
01341,42.4969,-72.7094
01342,42.5439,-72.6095
01343,42.6576,-72.9789
01344,42.6134,-72.4264
01346,42.6933,-72.8231
01347,42.5593,-72.5188
01349,42.5631,-72.4821
01350,42.7278,-72.9853
01351,42.5399,-72.5217
01354,42.6241,-72.5086
01355,42.4586,-72.3272
01360,42.6771,-72.4539
01364,42.6054,-72.2921
01366,42.4756,-72.1925
01367,42.6955,-72.9091
01368,42.6795,-72.1769
01370,42.5933,-72.7269
01373,42.4755,-72.6154
01375,42.4667,-72.5468
01376,42.5953,-72.555
01378,42.6735,-72.3532
01379,42.5563,-72.4071
01420,42.5849,-71.8169
01430,42.657,-71.9234
01431,42.6763,-71.8325
01432,42.5666,-71.5751
01434,42.5389,-71.612
01436,42.6021,-72.087
01438,42.5622,-72.0314
01440,42.5842,-71.9887
01450,42.6118,-71.5653
01451,42.5019,-71.5682
01452,42.4896,-72.0029
01453,42.52,-71.7632
01460,42.5359,-71.4906
01462,42.5826,-71.7205
01463,42.6706,-71.6029
01464,42.5737,-71.641
01467,42.4896,-71.6096
01468,42.5428,-72.0683
01469,42.6648,-71.6951
01473,42.5546,-71.9054
01474,42.6697,-71.7528
01475,42.6682,-72.0556
01501,42.1987,-71.846
01503,42.3849,-71.6339
01504,42.04,-71.5324
01505,42.355,-71.7162
01506,42.1808,-72.1079
01507,42.1339,-71.968
01510,42.4119,-71.69
01515,42.2097,-72.0402
01516,42.0531,-71.7522
01518,42.1275,-72.1188
01519,42.2034,-71.6797
01520,42.3364,-71.8506
01521,42.0468,-72.1801
01522,42.3756,-71.8674
01523,42.4836,-71.6756
01524,42.2496,-71.9192
01525,42.1068,-71.6305
01527,42.1922,-71.7776
01529,42.0366,-71.5788
01531,42.3191,-72.1308
01532,42.3233,-71.6462
01534,42.1421,-71.6433
01535,42.2676,-72.0669
01536,42.2313,-71.6926
01537,42.159,-71.8971
01540,42.1163,-71.8575
01541,42.4541,-71.8775
01542,42.2043,-71.9089
01543,42.3883,-71.9699
01545,42.2848,-71.7142
01550,42.0597,-72.0339
01560,42.1754,-71.6742
01561,42.444,-71.6856
01562,42.2472,-71.9919
01564,42.4479,-71.776
01566,42.1032,-72.0795
01568,42.1765,-71.6036
01569,42.0559,-71.6312
01570,42.0475,-71.847
01571,42.0538,-71.9351
01581,42.2684,-71.6133
01583,42.3694,-71.785
01585,42.2408,-72.1626
01588,42.1188,-71.6725
01590,42.1321,-71.7503
01602,42.2692,-71.8507
01603,42.2438,-71.8436
01604,42.2533,-71.768
01605,42.2897,-71.7878
01606,42.3152,-71.7957
01607,42.226,-71.7889
01608,42.262,-71.8015
01609,42.2851,-71.83
01610,42.247,-71.8084
01611,42.2376,-71.8758
01612,42.2968,-71.929
01701,42.3196,-71.4428
01702,42.2824,-71.4366
01718,42.5198,-71.4293
01719,42.486,-71.521
01720,42.484,-71.4385
01721,42.2578,-71.4735
01730,42.4993,-71.2819
01731,42.4567,-71.2795
01740,42.4399,-71.6019
01741,42.5366,-71.3618
01742,42.4629,-71.3645
01745,42.2921,-71.4992
01746,42.196,-71.4534
01747,42.123,-71.5314
01748,42.2241,-71.5405
01749,42.3891,-71.5459
01752,42.3496,-71.5472
01754,42.426,-71.4563
01756,42.0939,-71.5445
01757,42.1587,-71.5214
01760,42.2848,-71.3488
01770,42.2319,-71.373
01772,42.3029,-71.5308
01773,42.4255,-71.3108
01775,42.4297,-71.5125
01776,42.3834,-71.4211
01778,42.3437,-71.3812
01801,42.4888,-71.1544
01803,42.5032,-71.2017
01810,42.648,-71.1618
01821,42.5493,-71.2517
01824,42.5908,-71.3552
01826,42.6797,-71.3007
01827,42.6761,-71.4998
01830,42.7963,-71.0534
01832,42.7911,-71.1329
01833,42.7279,-70.982
01834,42.7539,-71.0159
01835,42.7512,-71.0943
01840,42.7068,-71.1604
01841,42.712,-71.1649
01843,42.69,-71.1604
01844,42.7425,-71.1792
01845,42.6739,-71.0913
01850,42.656,-71.3033
01851,42.6278,-71.3353
01852,42.6319,-71.296
01854,42.6495,-71.3482
01860,42.8386,-71.012
01862,42.5785,-71.2956
01863,42.6338,-71.3895
01864,42.5782,-71.0844
01867,42.5352,-71.1054
01876,42.6118,-71.2276
01879,42.6678,-71.4288
01880,42.5015,-71.0675
01886,42.5855,-71.4403
01887,42.5646,-71.1645
01890,42.4528,-71.1443
01901,42.4604,-70.9464
01902,42.471,-70.9415
01904,42.4925,-70.9739
01905,42.466,-70.9758
01906,42.4684,-71.0139
01907,42.4741,-70.9066
01908,42.4283,-70.926
01913,42.8513,-70.9558
01915,42.5707,-70.8676
01921,42.6831,-71.0183
01922,42.7573,-70.9142
01923,42.5742,-70.9505
01929,42.6404,-70.7712
01930,42.6199,-70.6818
01937,42.5857,-70.9841
01938,42.6839,-70.8427
01940,42.5341,-71.0383
01944,42.5766,-70.7672
01945,42.5018,-70.8591
01949,42.6067,-71.0103
01950,42.8124,-70.8911
01951,42.7734,-70.8502
01952,42.8448,-70.8415
01960,42.5343,-70.9698
01966,42.6407,-70.6202
01969,42.7209,-70.8912
01970,42.5244,-70.8709
01982,42.6262,-70.8572
01983,42.6414,-70.9434
01984,42.6006,-70.8833
01985,42.7996,-70.9644
02019,42.0767,-71.4745
02021,42.1757,-71.1254
02025,42.2364,-70.8144
02026,42.2469,-71.1795
02030,42.2342,-71.2912
02032,42.1569,-71.2162
02035,42.0613,-71.2458
02038,42.0849,-71.4106
02043,42.2161,-70.8813
02045,42.2923,-70.9239
02047,42.1339,-70.686
02048,42.0173,-71.2164
02050,42.1151,-70.7103
02052,42.1846,-71.3053
02053,42.1562,-71.4303
02054,42.1731,-71.3638
02056,42.1137,-71.3342
02061,42.1646,-70.8188
02062,42.1874,-71.196
02066,42.2023,-70.7582
02067,42.1076,-71.1818
02071,42.1034,-71.2736
02072,42.119,-71.1037
02081,42.1467,-71.2705
02090,42.2196,-71.2168
02093,42.0527,-71.3569
02108,42.3578,-71.0649
02109,42.367,-71.0505
02110,42.362,-71.0478
02111,42.3505,-71.0591
02113,42.3653,-71.0552
02114,42.3632,-71.0686
02115,42.3371,-71.1057
02116,42.3506,-71.0764
02118,42.3376,-71.0705
02119,42.324,-71.085
02120,42.3321,-71.0965
02121,42.3063,-71.0859
02122,42.2914,-71.0422
02124,42.2858,-71.0706
02125,42.3157,-71.0556
02126,42.2742,-71.0974
02127,42.335,-71.0391
02128,42.3611,-71.007
02129,42.3797,-71.0615
02130,42.3092,-71.1138
02131,42.2843,-71.1262
02132,42.2805,-71.162
02134,42.358,-71.1286
02135,42.3497,-71.154
02136,42.2551,-71.1292
02138,42.3796,-71.1352
02139,42.363,-71.1034
02140,42.3922,-71.134
02141,42.3703,-71.0826
02142,42.3615,-71.082
02143,42.3814,-71.0967
02144,42.3997,-71.1226
02145,42.3916,-71.0899
02148,42.4294,-71.0587
02149,42.4059,-71.0546
02150,42.3968,-71.0313
02151,42.4183,-71.0013
02152,42.3731,-70.9748
02155,42.4238,-71.1077
02163,42.3662,-71.1228
02169,42.2484,-71.0023
02170,42.2664,-71.0156
02171,42.2933,-71.0182
02176,42.4557,-71.059
02180,42.4742,-71.0977
02184,42.2062,-71.0023
02186,42.2416,-71.0824
02188,42.2046,-70.9577
02189,42.2098,-70.9282
02190,42.1667,-70.9524
02191,42.2435,-70.942
02199,42.3475,-71.082
02203,42.3606,-71.0588
02210,42.3475,-71.0393
02215,42.3476,-71.1031
02301,42.0784,-71.0423
02302,42.0889,-70.9984
02322,42.1325,-71.054
02324,41.9724,-70.9788
02330,41.8786,-70.7432
02332,42.0443,-70.7061
02333,42.0373,-70.9405
02338,42.0028,-70.8635
02339,42.123,-70.8563
02341,42.0505,-70.8674
02343,42.1402,-70.9973
02346,41.878,-70.8693
02347,41.8344,-70.9572
02351,42.12,-70.9572
02356,42.0605,-71.1197
02357,42.055,-71.0807
02359,42.0678,-70.8057
02360,41.8821,-70.6313
02364,41.9872,-70.7419
02366,41.851,-70.655
02367,41.9591,-70.8028
02368,42.1764,-71.0516
02370,42.1304,-70.9106
02375,42.003,-71.0769
02379,42.0216,-71.0267
02382,42.079,-70.9394
02420,42.4571,-71.2155
02421,42.4385,-71.2396
02445,42.3255,-71.135
02446,42.3435,-71.1222
02451,42.3978,-71.2557
02452,42.3927,-71.2135
02453,42.3695,-71.2405
02457,42.2994,-71.2742
02458,42.3536,-71.1882
02459,42.3148,-71.192
02460,42.3518,-71.2085
02461,42.3174,-71.2065
02462,42.3287,-71.2559
02464,42.313,-71.2189
02465,42.3489,-71.2263
02466,42.3445,-71.2486
02467,42.3143,-71.1528
02468,42.3286,-71.2295
02472,42.3695,-71.1779
02474,42.4209,-71.1564
02476,42.4156,-71.1757
02478,42.3953,-71.1803
02481,42.3119,-71.2755
02482,42.2931,-71.2985
02492,42.276,-71.2445
02493,42.3605,-71.3034
02494,42.2995,-71.2325
02532,41.7518,-70.5976
02534,41.6689,-70.6194
02535,41.3372,-70.761
02536,41.5963,-70.5675
02537,41.7284,-70.4358
02538,41.7775,-70.6421
02539,41.3777,-70.5221
02540,41.5739,-70.632
02542,41.7078,-70.5455
02543,41.479,-70.7669
02553,41.7116,-70.6229
02554,41.2912,-70.0928
02556,41.6394,-70.6245
02557,41.4417,-70.5761
02558,41.745,-70.6535
02559,41.6902,-70.6163
02561,41.7667,-70.5406
02562,41.7872,-70.5267
02563,41.7281,-70.4765
02564,41.272,-69.9844
02568,41.4586,-70.6135
02571,41.7612,-70.696
02575,41.4003,-70.6569
02576,41.7722,-70.7629
02584,41.2587,-70.0071
02601,41.658,-70.2981
02630,41.7068,-70.3125
02631,41.7475,-70.0662
02632,41.6591,-70.3469
02633,41.6897,-69.9721
02635,41.6241,-70.4394
02637,41.7057,-70.2709
02638,41.7302,-70.1974
02639,41.6681,-70.137
02641,41.7512,-70.1535
02642,41.8413,-69.9774
02643,41.7978,-69.9373
02644,41.6835,-70.5108
02645,41.7111,-70.0576
02646,41.6706,-70.0714
02647,41.6301,-70.3101
02648,41.6709,-70.4154
02649,41.6168,-70.4901
02650,41.7019,-69.9614
02651,41.875,-70.0035
02652,42.0495,-70.095
02653,41.7691,-69.9736
02655,41.628,-70.392
02657,42.0598,-70.2004
02659,41.6815,-70.0235
02660,41.7077,-70.1586
02663,41.8944,-70.012200000000007
02664,41.6747,-70.1956
02666,41.9908,-70.0457
02667,41.922,-70.0234
02668,41.7162,-70.3631
02669,41.6667,-69.9897
02670,41.6601,-70.1707
02671,41.6708,-70.1134
02672,41.6357,-70.3136
02673,41.6557,-70.247
02675,41.7042,-70.2318
02702,41.7851,-71.059
02703,41.9317,-71.2945
02713,41.4413,-70.9022
02715,41.8036,-71.1534
02717,41.7601,-70.9729
02718,41.8625,-71.0117
02719,41.6336,-70.8713
02720,41.7251,-71.1213
02721,41.6751,-71.1483
02723,41.6927,-71.1297
02724,41.6839,-71.1775
02725,41.72,-71.1883
02726,41.7597,-71.1446
02738,41.7041,-70.7522
02739,41.6658,-70.8145
02740,41.6375,-70.9383
02743,41.7182,-70.9012
02744,41.6063,-70.9136
02745,41.7007,-70.9505
02746,41.661,-70.9401
02747,41.6647,-71.0157
02748,41.5531,-70.9715
02760,41.9725,-71.3344
02762,42.0128,-71.3366
02763,41.9669,-71.3086
02764,41.8519,-71.1536
02766,41.9653,-71.1818
02767,41.941,-71.0485
02769,41.8469,-71.2449
02770,41.7598,-70.8384
02771,41.8421,-71.3223
02777,41.7582,-71.2142
02779,41.8381,-71.0776
02780,41.9091,-71.1183
02790,41.5992,-71.0824
02791,41.5285,-71.0781
02802,41.9521,-71.4562
02804,41.4348,-71.7695
02806,41.7348,-71.3197
02807,41.1768,-71.5771
02808,41.4083,-71.7497
02809,41.6757,-71.2733
02812,41.4789,-71.6523
02813,41.3942,-71.6698
02814,41.8959,-71.7004
02815,41.7746,-71.648
02816,41.6965,-71.6227
02817,41.6371,-71.6784
02818,41.6429,-71.4857
02822,41.5702,-71.627
02825,41.7821,-71.7268
02826,41.9827,-71.6531
02827,41.6987,-71.7391
02828,41.8799,-71.564
02830,41.9749,-71.6512
02831,41.7748,-71.6203
02832,41.5147,-71.7296
02833,41.4921,-71.7699
02835,41.5101,-71.3784
02836,41.4547,-71.6202
02837,41.5188,-71.1672
02838,41.9653,-71.4764
02839,41.9408,-71.6415
02840,41.4782,-71.3224
02841,41.5119,-71.3322
02842,41.5187,-71.2817
02852,41.5886,-71.4598
02857,41.8228,-71.6336
02858,41.9645,-71.6513
02859,41.9591,-71.7573
02860,41.8706,-71.3887
02861,41.8786,-71.3531
02863,41.8901,-71.3935
02864,41.9669,-71.4289
02865,41.9155,-71.4498
02871,41.5873,-71.2612
02872,41.5971,-71.3207
02873,41.5331,-71.7805
02874,41.5087,-71.4817
02875,41.4565,-71.6389
02876,41.9943,-71.5855
02878,41.6094,-71.1781
02879,41.424,-71.5343
02881,41.4781,-71.5247
02882,41.4152,-71.4653
02885,41.7251,-71.2588
02886,41.7038,-71.4556
02888,41.7477,-71.4061
02889,41.7006,-71.3769
02891,41.3619,-71.7897
02892,41.492,-71.5948
02893,41.679,-71.5187
02894,41.4445,-71.7032
02895,42.0017,-71.4999
02896,41.9752,-71.5441
02898,41.5176,-71.6685
02903,41.8182,-71.4091
02904,41.8583,-71.4363
02905,41.7847,-71.3961
02906,41.8402,-71.3904
02907,41.7986,-71.4246
02908,41.8398,-71.4368
02909,41.8214,-71.4532
02910,41.775,-71.4356
02911,41.8549,-71.4728
02912,41.8256,-71.4022
02914,41.8148,-71.3653
02915,41.7728,-71.3548
02916,41.8427,-71.3524
02917,41.9058,-71.5233
02919,41.8274,-71.5199
02920,41.7673,-71.4655
02921,41.7685,-71.5158
03031,42.8749,-71.6005
03032,42.9973,-71.3634
03033,42.7493,-71.6757
03034,43.0569,-71.3406
03036,42.9845,-71.2551
03037,43.1413,-71.2482
03038,42.8928,-71.2768
03042,43.0542,-71.0842
03043,42.997,-71.8178
03044,43.0004,-71.1192
03045,43.0215,-71.5635
03046,43.1163,-71.5954
03047,42.9387,-71.8794
03048,42.7429,-71.7618
03049,42.7496,-71.5854
03051,42.7605,-71.4095
03052,42.8461,-71.4683
03053,42.8698,-71.3878
03054,42.852,-71.5199
03055,42.818600000000004,-71.6734
03057,42.9089,-71.6942
03060,42.7411,-71.4583
03062,42.7223,-71.5012
03063,42.7821,-71.518
03064,42.7794,-71.4749
03070,42.9812,-71.6775
03071,42.7463,-71.8744
03076,42.731,-71.3371
03077,43.038,-71.2051
03079,42.7883,-71.2217
03082,42.8964,-71.7683
03084,42.8269,-71.8753
03086,42.8322,-71.7596
03087,42.8111,-71.3027
03101,42.989,-71.4661
03102,43.0119,-71.4911
03103,42.9505,-71.4465
03104,43.0096,-71.4398
03106,43.0826,-71.4469
03109,42.9637,-71.4004
03110,42.9356,-71.5369
03215,43.9427,-71.4477
03216,43.4512,-71.7979
03217,43.7261,-71.6425
03218,43.338,-71.2773
03220,43.4745,-71.4822
03221,43.258,-71.9602
03222,43.6427,-71.7891
03223,43.8554,-71.6855
03224,43.3625,-71.558
03225,43.3638,-71.2417
03226,43.7118,-71.5042
03227,43.8412,-71.4809
03229,43.2022,-71.6968
03230,43.5086,-71.8902
03231,43.4733,-71.7623
03233,43.424,-71.9312
03234,43.2048,-71.3486
03235,43.4491,-71.6743
03237,43.4231,-71.387200000000007
03238,43.9844,-71.9113
03240,43.5747,-71.952
03241,43.7515,-71.8174
03242,43.1694,-71.8312
03243,43.5283,-71.7692
03244,43.1281,-71.9169
03245,43.7616,-71.5833
03246,43.5765,-71.4823
03249,43.5192,-71.3756
03251,44.1007,-71.4941
03253,43.6312,-71.4986
03254,43.7177,-71.3692
03255,43.314,-72.0246
03256,43.6233,-71.6326
03257,43.4177,-71.9906
03258,43.2653,-71.4088
03259,43.8757,-71.395
03260,43.3431,-71.9236
03261,43.2119,-71.2234
03262,43.9999,-71.7144
03263,43.2885,-71.3094
03264,43.7388,-71.7027
03266,43.7829,-71.8847
03268,43.3861,-71.7729
03269,43.5242,-71.6016
03273,43.302,-71.927
03275,43.1705,-71.4171
03276,43.431,-71.576
03278,43.3089,-71.8355
03279,43.9658,-71.8591
03280,43.1901,-72.0939
03281,43.0781,-71.7037
03282,43.8587,-71.9237
03284,43.473,-72.0135
03285,43.9479,-71.6358
03287,43.4431,-71.9226
03290,43.1298,-71.1319
03291,43.1791,-71.1426
03293,43.9706,-71.6799
03301,43.2385,-71.556
03303,43.3117,-71.6654
03304,43.1332,-71.5372
03307,43.334,-71.4467
03431,42.965,-72.2948
03440,43.0503,-71.982
03441,42.7807,-72.447
03442,43.0203,-71.9037
03443,42.8757,-72.4561
03444,42.8893,-72.0698
03445,43.0206,-72.2144
03446,42.8583,-72.2964
03447,42.7532,-72.153
03448,43.0526,-72.2745
03449,42.9773,-71.9978
03450,42.9485,-72.0689
03451,42.8093,-72.5048
03452,42.8293,-72.0599
03455,42.9018,-72.1729
03456,43.1385,-72.2088
03457,42.9995,-72.1217
03458,42.8684,-71.9401
03461,42.7567,-72.0132
03462,42.8892,-72.389
03464,43.0908,-72.1268
03465,42.8288,-72.1889
03466,42.8904,-72.503
03467,42.9681,-72.4309
03470,42.7714,-72.3542
03561,44.3434,-71.7951
03570,44.5046,-71.1555
03574,44.2604,-71.6092
03575,44.3137,-71.4029
03576,44.9124,-71.3851
03579,44.9648,-71.0256
03580,44.1634,-71.6933
03581,44.2898,-71.1522
03582,44.5633,-71.4425
03583,44.3967,-71.4647
03584,44.4839,-71.5459
03585,44.2224,-71.8772
03586,44.2184,-71.8002
03588,44.623,-71.2118
03590,44.7497,-71.4787
03592,45.1162,-71.2611
03593,44.3015,-71.2998
03595,44.3052,-71.4974
03597,44.7448,-71.3816
03598,44.3789,-71.6287
03601,43.2388,-72.2861
03602,43.1408,-72.3476
03603,43.2466,-72.3839
03604,43.1273,-72.3769
03605,43.2366,-72.1849
03607,43.1965,-72.2684
03608,43.0765,-72.3959
03609,43.1439,-72.4464
03740,44.1845,-71.9788
03741,43.6769,-72.007
03743,43.3607,-72.3269
03745,43.4764,-72.3341
03746,43.4944,-72.2572
03748,43.5891,-72.1321
03750,43.721,-72.1852
03751,43.4498,-72.0923
03752,43.272,-72.1007
03753,43.5166,-72.1491
03754,43.3775,-72.1384
03755,43.7277,-72.1428
03765,44.0352,-72.0502
03766,43.6326,-72.2348
03768,43.8166,-72.0943
03770,43.5313,-72.2588
03771,44.2967,-71.9806
03773,43.3713,-72.2028
03774,44.0998,-71.9855
03777,43.8832,-72.0336
03779,43.9618,-72.0013
03780,44.0467,-71.989
03781,43.5601,-72.2994
03782,43.3901,-72.0931
03784,43.6383,-72.3065
03785,44.0435,-71.9122
03801,43.0748,-70.8054
03809,43.465,-71.2004
03810,43.5128,-71.2946
03811,42.8391,-71.1672
03812,44.0811,-71.2972
03813,44.1274,-71.0608
03814,43.7709,-71.1815
03816,43.6894,-71.2588
03817,43.8872,-71.2294
03818,43.9598,-71.274
03819,42.9279,-71.1199
03820,43.1907,-70.8877
03823,43.1746,-70.9415
03824,43.1172,-70.9188
03825,43.2156,-71.039
03826,42.89,-71.1307
03827,42.9037,-70.9956
03830,43.6141,-70.9936
03832,43.907,-71.0475
03833,42.9784,-70.9875
03835,43.3726,-71.0833
03836,43.8421,-71.0751
03837,43.4223,-71.3361
03838,44.1107,-71.2233
03839,43.263,-70.9912
03840,43.0397,-70.8456
03841,42.8819,-71.1824
03842,42.9396,-70.8367
03844,42.9248,-70.8862
03845,44.0954,-71.1205
03846,44.1876,-71.1558
03847,44.072,-71.124
03848,42.9137,-71.0736
03849,43.9025,-71.1299
03850,43.6906,-71.2976
03851,43.4373,-71.0253
03852,43.495,-70.986
03853,43.6428,-71.2827
03854,43.0622,-70.7169
03855,43.4637,-71.1521
03856,43.0385,-70.968
03857,43.0709,-70.9469
03858,42.8704,-71.0459
03860,44.0357,-71.1172
03861,43.1192,-71.0071
03862,42.9799,-70.8294
03864,43.6899,-71.1034
03865,42.8456,-71.0933
03867,43.3035,-70.9882
03868,43.3232,-70.9336
03869,43.2198,-70.8431
03870,43.0086,-70.7583
03871,42.9809,-70.7774
03872,43.5706,-71.0432
03873,42.934,-71.1836
03874,42.8831,-70.8608
03875,43.8951,-71.1893
03878,43.2535,-70.8879
03882,43.7467,-71.0419
03883,43.8085,-71.3203
03884,43.2753,-71.17
03885,43.015,-70.9026
03886,43.864,-71.2961
03887,43.4997,-71.0739
03890,43.8006,-71.2015
03894,43.6038,-71.1771
03901,43.2993,-70.8421
03902,43.2149,-70.6288
03903,43.1465,-70.7743
03904,43.1081,-70.7286
03905,43.0862,-70.6868
03906,43.3523,-70.7794
03907,43.2559,-70.611
