"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023109","1959","32.16667","-110.88333","824.2","DAVIS MONTHAN AFB, AZ US","1745.1","","1745.1","X","45","X","28","X","0","","0","X","0","X","3","X","0","X","289","X","140","X","-1.1","X,0121,","0",",X,1231,+","0","T,X,1213,","22.4",",X,0717,","41.1","X,0624,+","0.0","X,1215","","","","","","","-1.1","X,0121","","","","","","","643.4","","643.4","X","279.5",",X","0","T,X","21.13","X","28.07","X","14.19","X","90","X","25.7","X"
"USW00023109","1960","32.16667","-110.88333","824.2","DAVIS MONTHAN AFB, AZ US","1720.4","","1720.4","X","33","X","19","X","0","","0","X","0","X","18","X","0","X","280","X","148","X","-6.7","X,1207,","0",",X,1231,+","10",",X,0102,","27.4",",X,0111,","44.4","X,0619,","-0.6","X,1128","-3.3","X,1206","-6.7","X,1207","-6.7","X,1207","-3.3","X,0225","-3.3","X,0225","","","","","901.4","","901.4","X","185.6",",X","10",",X","20.39","X","27.60","X","13.17","X","360","X","23.6","X"
"USW00023109","1961","32.16667","-110.88333","824.2","DAVIS MONTHAN AFB, AZ US","1446.0","","1446.0","X","57","X","22","X","0","","0","X","0","X","1","X","0","X","255","X","113","X","0.0","X,1122,","0",",X,1231,+","0","T,X,1121,","54.9",",X,0822,","41.7","X,0614,","0.0","X,1122","","","","","","","","","","","","","","","838.2","","838.2","X","300.6",",X","0","T,X","19.70","X","26.46","X","12.95","X","135","X","24.7","X"
"USW00023109","1962","32.16667","-110.88333","824.2","DAVIS MONTHAN AFB, AZ US","1568.9","","1568.9","X","43","X","23","X","0","","0","X","0","X","4","X","0","X","275","X","125","X","-6.1","X,0111,","0",",X,1231,+","0","T,X,1225,+","50.3",",X,0926,","41.1","X,0811,","","","","","","","","","-1.7","X,0314","-6.1","X,0111","-6.1","X,0111","","","1041.0","","1041.0","X","209.9",",X","0","T,X","20.22","X","27.07","X","13.37","X","45","X","23.1","X"
"USW00023109","1963","32.16667","-110.88333","824.2","DAVIS MONTHAN AFB, AZ US","1645.3","","1645.3","X","45","X","22","X","0","","0","X","0","X","11","X","0","X","276","X","141","X","-4.4","X,0113,","0",",X,1231,+","0",",X,1231,+","29.5",",X,0814,","40.6","X,0725,+","0.0","X,1213","","","","","","","0.0","X,0305","-3.3","X,0120","-4.4","X,0113","","","786.0","","786.0","X","244.7",",X","0",",X","20.49","X","27.53","X","13.46","X","","","",""
"USW00023109","1964","32.16667","-110.88333","824.2","DAVIS MONTHAN AFB, AZ US","1377.4","","1377.4","X","54","X","25","X","1","","2","X","0","X","29","X","0","X","242","X","108","X","-6.7","X,0112,","102",",X,0303,","56",",X,0302,","45.2",",X,0910,","40.6","X,0702,","0.0","X,1115","","","","","","","-1.7","X,0309","-3.3","X,0207","-4.4","X,0204","-6.7","X,0112","1198.8","","1198.8","X","271.9",",X","104",",X","18.53","X","25.33","X","11.73","X","190","X","22.6","X"
"USW00023109","1965","32.16667","-110.88333","824.2","DAVIS MONTHAN AFB, AZ US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1152.2","","1152.2","X","","","","","","","","","","","","","",""
"USW00023109","1966","32.16667","-110.88333","824.2","DAVIS MONTHAN AFB, AZ US","1568.0","","1568.0","X","55","X","31","X","1","","0","X","0","X","16","X","0","X","273","X","127","X","-4.4","X,1229,","25",",X,0209,","0","T,X,1230,","43.7",",X,0912,","40.6","X,0625,","-1.1","X,1211","-2.8","X,1228","-4.4","X,1229","","","-0.6","X,0305","-2.2","X,0303","","","","","","","","","331.2",",X","0","T,X","19.90","X","26.76","X","13.03","X","20","X","31.4","X"
"USW00023109","1967","32.16667","-110.88333","824.2","DAVIS MONTHAN AFB, AZ US","1495.6","","1495.6","X","56","X","31","X","0","","0","X","0","X","11","X","0","X","277","X","113","X","-6.1","X,0107,","0",",X,1231,+","20",",X,1217,","36.8",",X,1215,","40.6","X,0702,+","-3.3","X,1210","-3.3","X,1210","","","","","-3.3","X,0108","-3.3","X,0108","-6.1","X,0107","","","795.3","","795.3","X","302.6",",X","20",",X","20.05","X","26.93","X","13.16","X","113","X","26.2","X"
"USW00023109","1968","32.16667","-110.88333","824.2","DAVIS MONTHAN AFB, AZ US","1367.5","","1367.5","X","50","X","26","X","1","","0","X","0","X","9","X","0","X","265","X","117","X","-5.0","X,1222,","25",",X,1221,","13",",X,1220,","35.8",",X,0819,","42.8","X,0619,","0.0","X,1126","-2.2","X,1218","-5.0","X,1222","","","0.0","X,0106","","","","","","","904.2","","904.2","X","269.3",",X","16",",X","19.49","X","26.36","X","12.62","X","110","X","23.6","X"
"USW00023109","1969","32.16667","-110.88333","824.2","DAVIS MONTHAN AFB, AZ US","1575.1","","1575.1","X","52","X","26","X","0","","0","X","0","X","13","X","0","X","260","X","129","X","-4.4","X,1231,","0",",X,1231,+","0","T,X,1228,+","10.9",",X,1203,+","41.1","X,0702,+","0.0","X,1206","-4.4","X,1231","-4.4","X,1231","","","0.0","X,0316","-2.2","X,0131","","","","","1006.7","","1006.7","X","188.3",",X","0","T,X","19.87","X","26.67","X","13.08","X","60","X","31.9","X"
"USW00023109","1970","32.16667","-110.88333","824.2","DAVIS MONTHAN AFB, AZ US","1438.3","","1438.3","X","39","X","26","X","0","","0","X","0","X","9","X","0","X","266","X","120","X","-3.9","X,0106,+","0",",X,1231,+","0","T,X,1002,+","42.9",",X,0904,","43.9","X,0625,","0.0","X,1216","","","","","","","-1.1","X,0203","-3.9","X,0106","","","","","1056.7","","1056.7","X","267.2",",X","0","T,X","19.63","X","26.65","X","12.62","X","150","X","23.6","X"
