"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00042572","1949","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","81","0","57","0","","","12","0","","","","","","","","","","","","","","","330",",0,0207,","58.4",",0,0222,","","","","","","","","","","","","","","","","","","","946.9",",0","1523",",0","","","","","",""
"USC00042572","1950","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","104","0","75","0","","","19","0","","","","","","","","","","","","","","","533",",0,0204,","101.9",",0,1028,","","","","","","","","","","","","","","","","","","","1876.5",",0","3119",",0","","","","","",""
"USC00042572","1951","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","82","0","64","0","","","22","0","","","","","","","","","","","","","","","508",",0,0121,","103.6",",0,1227,","","","","","","","","","","","","","","","","","","","1705.3",",0","2269",",0","","","","","",""
"USC00042572","1952","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","89","0","74","0","","","33","0","","","","","","","","","","","","","","","559",",0,0106,","60.5",",0,1227,","","","","","","","","","","","","","","","","","","","1508.8",",0","5759",",0","","","","","",""
"USC00042572","1953","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","88","0","68","0","","","","","","","","","","","","","","","","","","","","","152.4",",0,0109,","","","","","","","","","","","","","","","","","","","1488.8",",0","","","","","","","",""
"USC00042572","1955","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","75","0","54","0","33","","13","0","","","","","","","","","","","","","762",",0,0119,+","660",",0,0118,","133.9",",0,1222,","","","","","","","","","","","","","","","","","","","1286.3",",0","2133",",0","","","","","",""
"USC00042572","1956","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","84","0","54","0","","","9","0","","","","","","","","","","","","","","","686",",0,0220,","108.0",",0,0221,","","","","","","","","","","","","","","","","","","","1123.9",",0","1955",",0","","","","","",""
"USC00042572","1957","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","104","0","81","0","","","","","","","","","","","","","","","","","","","","","130.6",",0,0927,","","","","","","","","","","","","","","","","","","","1863.7",",0","","","","","","","",""
"USC00042572","1958","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","106","0","85","0","15","","","","","","","","","","","","","","","","152",",0,0406,+","","","100.3",",0,0321,","","","","","","","","","","","","","","","","","","","1998.2",",0","","","","","","","",""
"USC00042572","1959","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","59","0","45","0","21","","","","","","","","","","","","","","","","432",",0,0105,","","","103.4",",0,0110,","","","","","","","","","","","","","","","","","","","1215.2",",0","","","","","","","",""
"USC00042572","1960","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","95","0","68","0","","","","","","","","","","","","","","","","","","","","","97.3",",0,1201,","","","","","","","","","","","","","","","","","","","1843.6",",0","","","","","","","",""
"USC00042572","1961","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","94","0","70","0","5","","1","0","","","","","","","","","","","","","76",",0,1125,","25",",0,1214,","106.7",",0,1125,","","","","","","","","","","","","","","","","","","","1436.0",",0","45",",0","","","","","",""
"USC00042572","1962","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","83","0","62","0","20","","0","0","","","","","","","","","","","","","279",",0,0301,","0","T,0,0322,+","124.7",",0,1010,","","","","","","","","","","","","","","","","","","","1628.5",",0","0","T,0","","","","","",""
"USC00042572","1963","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","102","0","70","0","10","","","","","","","","","","","","","","","","356",",0,0316,","","","89.9",",0,0131,","","","","","","","","","","","","","","","","","","","1531.5",",0","","","","","","","",""
"USC00042572","1964","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","84","0","62","0","27","","","","","","","","","","","","","","","","330",",0,0122,","","","140.2",",0,1222,","","","","","","","","","","","","","","","","","","","1311.7",",0","","","","","","","",""
"USC00042572","1965","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","76","0","57","0","30","","","","","","","","","","","","","","","","584",",0,0104,+","","","81.0",",0,1118,","","","","","","","","","","","","","","","","","","","1217.7",",0","","","","","","","",""
"USC00042572","1966","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","88","0","62","0","55","","","","","","","","","","","","","","","","813",",0,0104,","","","102.6",",0,1120,","","","","","","","","","","","","","","","","","","","1505.2",",0","","","","","","","",""
"USC00042572","1967","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","85","0","63","0","62","","","","","","","","","","","","","","","","660",",0,0126,","","","82.6",",0,1203,","","","","","","","","","","","","","","","","","","","1417.0",",0","","","","","","","",""
"USC00042572","1968","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","99","0","74","0","45","","","","","","","","","","","","","","","","965",",0,0130,","","","99.3",",0,1012,","","","","","","","","","","","","","","","","","","","1522.9",",0","","","","","","","",""
"USC00042572","1969","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","93","0","71","0","80","","","","","","","","","","","","","","","","1143",",0,0228,+","","","134.6",",0,1221,","","","","","","","","","","","","","","","","","","","1668.5",",0","","","","","","","",""
"USC00042572","1970","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","99","0","78","0","35","","","","","","","","","","","","","","","","711",",0,1221,","","","83.8",",0,1128,","","","","","","","","","","","","","","","","","","","1960.8",",0","","","","","","","",""
"USC00042572","1971","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","89","0","58","0","","","","","","","","","","","","","","","","","","","","","63.8",",0,0116,","","","","","","","","","","","","","","","","","","","1086.7",",0","","","","","","","",""
"USC00042572","1972","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","99","0","77","0","44","","","","","","","","","","","","","","","","635",",0,0127,","","","55.6",",0,1011,","","","","","","","","","","","","","","","","","","","1273.5",",0","","","","","","","",""
"USC00042572","1973","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","114","0","91","0","25","","","","","","","","","","","","","","","","254",",0,0109,","","","104.9",",0,1022,","","","","","","","","","","","","","","","","","","","2354.4",",0","","","","","","","",""
"USC00042572","1974","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","78","0","62","0","18","","","","","","","","","","","","","","","","203",",0,0112,","","","159.8",",0,0116,","","","","","","","","","","","","","","","","","","","1622.2",",0","","","","","","","",""
"USC00042572","1975","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","92","0","68","0","51","","","","","","","","","","","","","","","","660",",0,0201,","","","75.2",",0,0308,","","","","","","","","","","","","","","","","","","","1361.0",",0","","","","","","","",""
"USC00042572","1976","41.21667","-122.26667","737.9","DUNSMUIR RANGER STATION, CA US","","","","","63","0","39","0","6","","","","","","","","","","","","","","","","178",",0,0303,","","","90.2",",0,0226,","","","","","","","","","","","","","","","","","","","602.9",",0","","","","","","","",""
