"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00137669","1966","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","589.0","","589.0","0","83","0","46","0","","","6","0","8","0","128","0","47","0","172","0","29","0","-30.0","0,0129,","","","114",",0,1227,","70.9",",0,0628,","38.9","0,0718,","-3.9","0,1016","-3.9","0,1016","-9.4","0,1102","-9.4","0,1102","-9.4","0,1102","-0.6","0,0501","-5.6","0,0421","-5.6","0,0421","-10.0","0,0324","-10.0","0,0324","3011.2","","3011.2","0","675.6",",0","365",",0","10.88","0","17.47","0","4.29","0","",""
"USC00137669","1967","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","493.8","","493.8","0","90","0","56","0","22","","8","0","7","0","133","0","29","0","173","0","25","0","-23.3","0,1231,","127",",0,0101,","114",",0,0423,","56.9",",0,0530,","36.7","0,0525,+","-1.7","0,1011","-6.7","0,1028","-6.7","0,1028","-6.7","0,1028","-11.1","0,1215","-1.1","0,0503","-3.9","0,0424","-11.7","0,0318","-11.7","0,0318","-11.7","0,0318","3147.9","","3147.9","0","819.6",",0","501",",0","10.82","0","17.43","0","4.21","0","",""
"USC00137669","1968","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","666.0","","666.0","0","96","0","58","0","","","8","0","11","0","130","0","40","0","174","0","51","0","-27.8","0,0107,","","","178",",0,1110,","97.8",",0,1017,","36.7","0,0628,","0.0","0,1019","-4.4","0,1108","-4.4","0,1108","-7.8","0,1109","-17.2","0,1112","-0.6","0,0425","-6.1","0,0405","-6.1","0,0405","-10.6","0,0323","-10.6","0,0323","3141.5","","3141.5","0","723.0",",0","444",",0","11.44","0","17.86","0","5.02","0","",""
"USC00137669","1969","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","630.3","","630.3","0","104","0","62","0","39","","13","0","9","0","137","0","49","0","166","0","28","0","-24.4","0,0104,","127",",0,1229,+","165",",0,1206,","68.8",",0,0626,","37.8","0,0606,","-2.2","0,1014","-2.2","0,1014","-4.4","0,1027","-9.4","0,1114","-9.4","0,1114","-0.6","0,0406","-2.8","0,0331","-7.8","0,0330","-7.8","0,0330","-12.8","0,0329","3474.1","","3474.1","0","1033.5",",0","961",",0","10.60","0","16.46","0","4.74","0","",""
"USC00137669","1970","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","820.3","","820.3","0","88","0","53","0","31","","7","0","12","0","132","0","29","0","166","0","61","0","-25.6","0,0121,","127",",0,0106,+","114",",0,0401,","34.0",",0,0612,","38.9","0,0702,","0.0","0,1009","-2.8","0,1101","-9.4","0,1115","-9.4","0,1115","-9.4","0,1115","0.0","0,0423","-4.4","0,0404","-4.4","0,0404","-6.7","0,0402","-13.3","0,0328","3270.4","","3270.4","0","683.5",",0","417",",0","11.57","0","18.05","0","5.08","0","",""
"USC00137669","1971","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","780.9","","780.9","0","91","0","57","0","39","","14","0","10","0","127","0","38","0","182","0","67","0","-26.1","0,0208,","305",",0,0222,","292",",0,0222,","50.5",",0,1101,","39.4","0,0624,","-1.7","0,1031","-4.4","0,1106","-4.4","0,1106","-10.6","0,1107","-10.6","0,1107","-3.3","0,0406","-3.3","0,0406","-5.0","0,0401","-11.1","0,0324","-11.1","0,0324","3369.9","","3369.9","0","701.3",",0","1346",",0","11.64","0","18.06","0","5.23","0","",""
"USC00137669","1972","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","665.5","","665.5","0","104","0","61","0","25","","7","0","20","0","130","0","38","0","175","0","40","0","-26.1","0,0128,","279",",0,1212,","267",",0,1212,","94.5",",0,0711,","37.2","0,0820,+","-1.1","0,1018","-8.3","0,1019","-8.3","0,1019","-8.3","0,1019","-12.2","0,1203","-0.6","0,0409","-4.4","0,0404","-4.4","0,0404","-8.9","0,0308","-8.9","0,0308","3035.9","","3035.9","0","884.4",",0","888",",0","10.91","0","17.11","0","4.72","0","",""
"USC00137669","1973","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","647.4","","647.4","0","126","0","76","0","60","","17","0","9","0","107","0","38","0","174","0","33","0","-25.0","0,0109,","229",",0,1219,","152",",0,0408,+","80.3",",0,0808,","35.0","0,0826,+","-1.7","0,1029","-6.7","0,1105","-6.7","0,1105","-6.7","0,1105","-11.7","0,1206","0.0","0,0416","-5.6","0,0410","-5.6","0,0410","-13.3","0,0217","-13.3","0,0217","3297.8","","3297.8","0","1244.7",",0","1327",",0","11.64","0","17.20","0","6.09","0","",""
"USC00137669","1974","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","655.7","","655.7","0","87","0","53","0","37","","12","0","10","0","112","0","28","0","184","0","47","0","-29.4","0,0112,","203",",0,0111,+","203",",0,0221,","83.3",",0,1030,","42.8","0,0721,","-1.1","0,1002","-3.9","0,1114","-5.0","0,1124","-6.7","0,1125","-10.6","0,1202","-2.2","0,0408","-2.2","0,0408","-11.7","0,0324","-11.7","0,0324","-11.7","0,0324","2981.3","","2981.3","0","614.5",",0","820",",0","11.90","0","18.37","0","5.44","0","",""
"USC00137669","1975","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","750.2","","750.2","0","92","0","53","0","79","","15","0","9","0","132","0","46","0","176","0","56","0","-25.6","0,0209,","203",",0,0112,+","165",",0,0110,","47.5",",0,0911,","38.9","0,0901,","0.0","0,1019","-2.2","0,1025","-7.2","0,1113","-7.2","0,1113","-10.0","0,1122","-1.1","0,0412","-2.8","0,0411","-6.1","0,0404","-13.3","0,0403","-13.3","0,0403","3327.5","","3327.5","0","702.0",",0","1168",",0","11.38","0","17.59","0","5.16","0","",""
"USC00137669","1976","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","705.2","","705.2","0","68","0","45","0","22","","7","0","13","0","136","0","24","0","172","0","47","0","-25.6","0,1231,","152",",0,0221,","152",",0,0221,","67.8",",0,0424,","38.3","0,0827,+","-2.2","0,1016","-2.2","0,1016","-5.0","0,1017","-7.2","0,1111","-13.9","0,1112","-2.2","0,0503","-2.2","0,0503","-5.0","0,0316","-10.0","0,0313","-10.0","0,0313","2766.4","","2766.4","0","672.1",",0","647",",0","11.79","0","18.66","0","4.93","0","",""
"USC00137669","1977","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","800.1","","800.1","0","103","0","63","0","43","","9","0","15","0","125","0","39","0","189","0","40","0","-29.4","0,0116,","127",",0,0105,+","114",",0,0104,","109.7",",0,0828,","38.9","0,0706,","-0.6","0,1012","-2.2","0,1110","-5.0","0,1112","-10.6","0,1121","-10.6","0,1121","-1.7","0,0406","-3.3","0,0405","-4.4","0,0322","-6.7","0,0305","-12.2","0,0216","3198.4","","3198.4","0","1273.4",",0","540",",0","12.16","0","18.38","0","5.95","0","",""
"USC00137669","1978","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","719.2","","719.2","0","100","0","66","0","72","","17","0","24","0","134","0","65","0","172","0","49","0","-24.4","0,0304,+","381",",0,0302,","279",",0,0213,","74.7",",0,0417,","37.2","0,0617,+","0.0","0,1016","-5.6","0,1114","-5.6","0,1114","-9.4","0,1119","-9.4","0,1119","-1.7","0,0421","-2.8","0,0326","-6.1","0,0317","-15.0","0,0309","-15.0","0,0309","3647.6","","3647.6","0","1012.6",",0","1528",",0","10.15","0","16.17","0","4.12","0","",""
"USC00137669","1979","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","603.9","","603.9","0","87","0","52","0","73","","12","0","26","0","141","0","50","0","169","0","32","0","-26.7","0,0216,","203",",0,0128,+","165",",0,1229,","57.4",",0,0622,","35.6","0,0615,","-3.9","0,1013","-3.9","0,1013","-4.4","0,1107","-8.3","0,1110","-9.4","0,1128","-0.6","0,0410","-6.7","0,0406","-6.7","0,0406","-6.7","0,0406","-11.1","0,0315","3688.0","","3688.0","0","863.2",",0","1050",",0","10.01","0","16.23","0","3.79","0","",""
"USC00137669","1980","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3212.9","","3212.9","0","","","","","","","","","","","",""
"USC00137669","1981","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","652.4","","652.4","0","85","0","49","0","34","","8","0","9","0","108","0","25","0","176","0","23","0","-27.8","0,1219,+","203",",0,1218,+","178",",0,1216,","50.3",",0,0907,","38.3","0,0712,","-1.1","0,1022","-7.2","0,1023","-7.2","0,1023","-7.2","0,1023","-10.0","0,1121","-0.6","0,0323","-4.4","0,0320","-4.4","0,0320","-7.8","0,0307","-16.1","0,0212","","","","","782.4",",0","673",",0","12.18","0","18.39","0","5.97","0","",""
"USC00137669","1982","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","552.3","","552.3","0","","","","","","","14","0","17","0","134","0","53","0","159","0","16","0","-29.4","0,0110,","","","64",",0,1228,+","","","36.7","0,0804,+","-1.1","0,1020","-6.7","0,1104","-6.7","0,1104","-6.7","0,1104","-8.9","0,1105","0.0","0,0422","-3.3","0,0409","-8.9","0,0406","-8.9","0,0406","-8.9","0,0406","3469.4","","3469.4","0","","","677",",0","10.25","0","15.85","0","4.65","0","",""
"USC00137669","1983","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","817.5","","817.5","0","109","0","64","0","66","","24","0","14","0","129","0","52","0","155","0","56","0","-28.3","0,1224,","356",",0,1228,","343",",0,0326,","44.5",",0,0627,","38.3","0,0817,+","0.0","0,1013","-2.8","0,1111","-5.0","0,1123","-8.3","0,1124","-10.6","0,1129","-1.1","0,0419","-3.3","0,0418","-5.0","0,0328","-7.2","0,0322","-19.4","0,0207","3165.8","","3165.8","0","852.3",",0","1891",",0","10.88","0","16.18","0","5.58","0","",""
"USC00137669","1984","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","704.6","","704.6","0","112","0","64","0","45","","9","0","6","0","121","0","26","0","151","0","36","0","-25.0","0,0118,","330",",0,0101,","127",",0,0319,","50.0",",0,0519,","38.3","0,0827,","-1.1","0,0929","-5.0","0,1102","-5.0","0,1102","-6.7","0,1120","-10.6","0,1203","0.0","0,0405","-3.9","0,0330","-7.2","0,0321","-7.2","0,0321","-16.1","0,0310","3541.8","","3541.8","0","930.9",",0","802",",0","11.62","0","17.30","0","5.93","0","",""
"USC00137669","1985","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","628.2","","628.2","0","112","0","60","0","67","","12","0","20","0","128","0","53","0","179","0","32","0","-26.7","0,0120,","178",",0,1201,","127",",0,1201,","61.7",",0,0719,","37.8","0,0608,","-0.6","0,1001","-2.2","0,1110","-9.4","0,1119","-9.4","0,1119","-9.4","0,1119","-2.8","0,0409","-2.8","0,0409","-7.8","0,0305","-7.8","0,0305","-14.4","0,0215","2964.2","","2964.2","0","778.2",",0","875",",0","10.65","0","16.58","0","4.71","0","",""
"USC00137669","1986","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","708.6","","708.6","0","110","0","68","0","27","","12","0","6","0","118","0","21","0","176","0","31","0","-22.2","0,0212,","127",",0,0215,+","89",",0,1208,+","132.1",",0,0706,","36.1","0,0720,","-0.6","0,1013","-3.3","0,1109","-7.8","0,1110","-7.8","0,1110","-18.3","0,1111","-1.7","0,0422","-3.9","0,0414","-4.4","0,0321","-9.4","0,0320","-9.4","0,0320","3161.2","","3161.2","0","1106.1",",0","601",",0","12.46","0","18.25","0","6.67","0","",""
"USC00137669","1987","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","753.9","","753.9","0","99","0","65","0","18","","9","0","1","0","99","0","14","0","177","0","43","0","-19.4","0,0123,","254",",0,0329,","229",",0,0329,","113.8",",0,0526,","38.9","0,0801,","0.0","0,1010","-3.3","0,1011","-4.4","0,1110","-8.3","0,1202","-9.4","0,1217","0.0","0,0405","-2.2","0,0404","-4.4","0,0403","-7.8","0,0331","-11.1","0,0330","2626.9","","2626.9","0","1136.0",",0","760",",0","13.20","0","19.15","0","7.25","0","",""
"USC00137669","1988","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","881.0","","881.0","0","","","","","","","","","12","0","116","0","25","0","183","0","60","0","-24.4","0,0211,","","","","","","","39.4","0,0815,+","-0.6","0,1023","-6.1","0,1028","-6.1","0,1028","-10.0","0,1128","-10.0","0,1128","-1.1","0,0418","-6.7","0,0318","-6.7","0,0318","-6.7","0,0318","-10.0","0,0316","2830.5","","2830.5","0","","","","","12.68","0","19.60","0","5.76","0","",""
"USC00137669","1989","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","646.7","","646.7","0","76","0","42","0","43","","8","0","20","0","132","0","42","0","177","0","34","0","-31.7","0,1223,","127",",0,0220,+","140",",0,0213,","105.7",",0,0909,","37.8","0,0805,+","-2.8","0,1020","-2.8","0,1020","-4.4","0,1102","-11.7","0,1116","-11.7","0,1116","0.0","0,0419","-2.2","0,0411","-10.6","0,0321","-10.6","0,0321","-10.6","0,0321","2849.7","","2849.7","0","715.3",",0","530",",0","10.77","0","17.37","0","4.18","0","",""
"USC00137669","1990","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","","","","","97","0","67","0","31","","8","0","","","","","","","","","","","","","127",",0,0315,","127",",0,0315,","180.3",",0,0726,","","","","","","","","","","","","","","","","","","","","","","","3440.8","","3440.8","","876.4",",0","479",",0","","","","","","","",""
"USC00137669","1991","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","679.6","","679.6","0","92","0","61","0","","","8","0","12","0","141","0","50","0","163","0","37","0","-21.7","0,0130,+","","","127",",0,1123,","114.6",",0,0709,","35.6","0,0706,","-1.1","0,0918","-2.2","0,1007","-6.7","0,1030","-6.7","0,1030","-12.2","0,1102","0.0","0,0411","-6.7","0,0331","-6.7","0,0331","-6.7","0,0331","-8.9","0,0303","","","","","802.6",",0","584",",0","10.93","0","16.84","0","5.03","0","",""
"USC00137669","1992","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","","","","","107","0","65","0","19","","5","0","","","","","","","","","","","","","305",",0,0421,","305",",0,0421,","127.0",",0,0713,","","","","","","","","","","","","","","","","","","","","","","","3125.6","","3125.6","0","1074.7",",0","438",",0","","","","","","","",""
"USC00137669","1993","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","439.7","","439.7","0","124","0","88","0","58","","15","0","8","0","147","0","58","0","138","0","14","0","-21.1","0,0218,+","152",",0,0226,+","102",",0,0226,+","103.9",",0,0723,","35.6","0,0823,","-0.6","0,1010","-2.2","0,1028","-4.4","0,1030","-8.3","0,1031","-8.9","0,1106","-2.2","0,0406","-2.2","0,0406","-6.1","0,0402","-7.8","0,0319","-11.1","0,0318","","","","","1319.9",",0","728",",0","8.97","0","14.20","0","3.74","0","",""
"USC00137669","1994","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","522.8","","522.8","0","76","0","51","0","27","","7","0","17","0","134","0","51","0","167","0","25","0","-24.4","0,0210,","127",",0,0226,+","127",",0,0223,","82.0",",0,0602,","34.4","0,0826,+","-1.1","0,1025","-2.8","0,1119","-5.6","0,1129","-6.7","0,1205","-11.1","0,1207","0.0","0,0501","-3.9","0,0408","-5.6","0,0407","-7.2","0,0302","-9.4","0,0228","3609.0","","3609.0","0","611.0",",0","380",",0","10.49","0","16.55","0","4.43","0","",""
"USC00137669","1995","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","","","","","","","","","33","","7","0","","","","","","","","","","","","","229",",0,0108,+","178",",0,0106,","","","","","","","","","","","","","","","","","","","","","","","","","3328.8","","3328.8","","","","563",",0","","","","","","","",""
"USC00137669","1996","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","468.4","","468.4","0","101","0","58","0","29","","7","0","23","0","150","0","56","0","148","0","10","0","-30.6","0,0203,+","152",",0,0128,+","152",",0,0127,","81.8",",0,0523,","35.6","0,0719,","0.0","0,1023","-3.3","0,1101","-7.2","0,1102","-7.2","0,1102","-9.4","0,1124","0.0","0,0424","-5.0","0,0407","-5.0","0,0407","-11.7","0,0327","-11.7","0,0327","","","","","1087.4",",0","369",",0","8.88","0","14.66","0","3.11","0","",""
"USC00137669","1997","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","581.7","","581.7","0","91","0","65","0","","","18","0","13","0","143","0","51","0","152","0","33","0","-25.0","0,0128,","","","127",",0,1026,","81.3",",0,0902,","37.8","0,0726,","0.0","0,1026","-10.0","0,1027","-10.0","0,1027","-10.0","0,1027","-10.0","0,1027","0.0","0,0513","-5.6","0,0414","-5.6","0,0414","-9.4","0,0316","-9.4","0,0316","3753.4","","3753.4","0","863.3",",0","1118",",0","9.96","0","15.73","0","4.20","0","",""
"USC00137669","1998","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","654.7","","654.7","0","104","0","64","0","","","12","0","9","0","110","0","47","0","164","0","35","0","-23.3","0,0312,","","","178",",0,0308,","70.1",",0,0722,","36.7","0,0721,","-2.8","0,1106","-2.8","0,1106","-4.4","0,1207","-10.0","0,1220","-10.0","0,1220","0.0","0,0404","-2.2","0,0324","-6.1","0,0316","-10.0","0,0315","-10.0","0,0315","3366.0","","3366.0","0","894.0",",0","629",",0","11.71","0","16.92","0","6.49","0","",""
"USC00137669","1999","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","521.4","","521.4","0","85","0","56","0","46","","9","0","8","0","124","0","27","0","157","0","21","0","-23.9","0,0105,","279",",0,0223,","229",",0,0223,","72.4",",0,0521,","37.2","0,0730,","0.0","0,1004","-2.2","0,1024","-5.6","0,1206","-11.1","0,1216","-11.1","0,1216","0.0","0,0417","-2.8","0,0327","-5.0","0,0315","-7.8","0,0306","-12.8","0,0115","2996.9","","2996.9","0","821.9",",0","697",",0","11.26","0","17.09","0","5.43","0","",""
"USC00137669","2000","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","649.2","","649.2","0","","","","","31","","10","0","10","0","132","0","50","0","172","0","34","0","-22.2","0,1222,","152",",0,1231,+","76",",0,1211,","","","38.9","0,0903,+","-1.7","0,1006","-3.3","0,1007","-6.1","0,1108","-7.2","0,1109","-11.7","0,1117","-0.6","0,0413","-3.3","0,0409","-4.4","0,0328","-7.8","0,0317","-9.4","0,0217","2787.4","","2787.4","0","","","387",",0","11.10","0","17.13","0","5.07","0","",""
"USC00137669","2001","40.736","-95.643","347.5","SIDNEY 1 SSE, IA US","580.1","","580.1","0","101","0","67","0","58","","7","0","8","0","121","0","38","0","163","0","24","0","-23.3","0,0202,","152",",0,0212,+","102",",0,0209,","52.8",",0,0908,","35.6","0,0822,+","-0.6","0,1017","-2.8","0,1027","-5.0","0,1128","-7.2","0,1223","-12.8","0,1225","-1.7","0,0418","-6.7","0,0328","-6.7","0,0328","-6.7","0,0328","-10.0","0,0327","3529.4","","3529.4","0","852.7",",0","432",",0","11.05","0","16.60","0","5.50","0","",""
