"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00416210","1996","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","","","","","78","0","45","0","0","","0","0","0","0","64","0","3","0","267","0","105","0","-14.4","0,0205,+","0",",0,1231,+","0",",0,1231,+","83.8",",0,0829,","40.6","0,0708,","-1.1","0,1104","-3.9","0,1125","-4.4","0,1126","-8.3","0,1218","-10.0","0,1219","-2.2","0,0327","-2.2","0,0327","-5.0","0,0321","-7.2","0,0310","-9.4","0,0309","","","","","","","776.5",",0","0",",0","17.73","0","25.93","0","9.54","0","54273","0"
"USC00416210","1997","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","1471.0","","1471.0","0","","","1035.6",",0","0",",0","","","","","","","",""
"USC00416210","1998","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","","","","","","","","","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1169.1",",0","0",",0","","","","","","","",""
"USC00416210","1999","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","","","","","56","0","44","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","73.7",",0,0129,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","636.3",",0","0",",0","","","","","","","",""
"USC00416210","2000","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","","","","","68","0","51","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","94.2",",0,0618,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1200.3",",0","0",",0","","","","","","","",""
"USC00416210","2001","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","","","","","93","0","67","0","0","","0","0","","","","","1","0","252","0","104","0","","","0","T,0,1130,+","5",",0,1129,","119.4",",0,1216,","40.6","0,0806,","","","","","","","","","","","","","","","","","","","","","","","","","","","1023.7",",0","5",",0","","","25.41","0","","","44149","0"
"USC00416210","2002","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","1456.2","","1456.2","0","87","0","55","0","0","","0","0","0","0","49","0","0","0","241","0","119","0","-8.9","0,0104,+","0","T,0,0206,","0","T,0,0206,","73.9",",0,1007,","39.4","0,0826,","0.0","0,1127","-2.8","0,1206","","","","","","","-1.1","0,0322","-5.0","0,0305","-5.0","0,0305","-8.3","0,0304","-8.9","0,0104","1188.0","","1188.0","0","","","975.6",",0","0","T,0","18.72","0","25.20","0","12.25","0","",""
"USC00416210","2004","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","1410.7","","1410.7","0","91","0","67","0","","","0","0","0","0","34","0","0","0","266","0","106","0","-7.8","0,1225,","","","0",",0,1231,+","68.8",",0,0501,","39.4","0,0805,","-2.2","0,1201","-2.2","0,1201","-6.7","0,1215","-6.7","0,1215","","","0.0","0,0227","-2.2","0,0215","-4.4","0,0129","","","","","1008.3","","1008.3","0","","","1190.5",",0","0",",0","19.27","0","25.58","0","12.97","0","",""
"USC00416210","2005","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","1552.0","","1552.0","0","78","0","47","0","0","","0","0","0","0","35","0","0","0","272","0","132","0","-10.0","0,1209,","0",",0,1231,+","0",",0,1231,+","55.1",",0,0529,","41.7","0,0927,","-3.3","0,1117","-3.3","0,1117","-4.4","0,1206","-7.2","0,1208","-10.0","0,1209","-0.6","0,0317","-3.3","0,0124","-5.0","0,0123","","","","","997.6","","997.6","0","","","639.9",",0","0",",0","19.47","0","26.56","0","12.38","0","",""
"USC00416210","2006","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","1638.6","","1638.6","0","75","0","46","0","0","","0","0","0","0","34","0","0","0","290","0","138","0","-7.2","0,1209,+","0",",0,1231,+","0",",0,1231,+","73.7",",0,0618,","43.3","0,0719,","-0.6","0,1021","-2.8","0,1104","-5.6","0,1112","-7.2","0,1204","","","-3.9","0,0326","-3.9","0,0326","-5.0","0,0212","-6.7","0,0121","","","1032.6","","1032.6","0","","","733.0",",0","0",",0","20.05","0","27.68","0","12.43","0","44335","0"
"USC00416210","2007","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","1419.8","","1419.8","0","96","0","71","0","0","","0","0","0","0","46","0","1","0","268","0","104","0","-10.0","0,1229,","0",",0,1231,+","0",",0,1231,+","105.9",",0,0330,","38.9","0,0815,+","-2.8","0,1027","-2.8","0,1027","-4.4","0,1122","-7.2","0,1123","-10.0","0,1229","0.0","0,0305","-3.3","0,0304","-7.2","0,0217","-7.2","0,0217","-8.9","0,0216","1201.0","","1201.0","0","","","1482.3",",0","0",",0","18.78","0","25.45","0","12.11","0","38240","0"
"USC00416210","2008","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","","","","","72","0","43","0","0","","0","0","0","0","66","0","","","","","","","-10.0","0,1221,","0",",0,1231,+","0",",0,1231,+","81.3",",0,0514,","","","0.0","0,1028","-2.2","0,1205","-8.3","0,1207","-8.3","0,1207","-8.9","0,1213","-7.8","0,0309","-7.8","0,0309","-7.8","0,0309","-7.8","0,0309","-9.4","0,0202","1188.6","","1188.6","0","","","766.7",",0","0",",0","","","","","10.83","0","47394","0"
"USC00416210","2009","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","1415.8","","1415.8","0","86","0","61","0","0","","0","0","0","0","47","0","0","0","261","0","100","0","-9.4","0,0301,+","0",",0,1231,+","0",",0,1231,+","66.8",",0,0312,","39.4","0,0714,+","-0.6","0,1203","-5.6","0,1205","-5.6","0,1205","","","","","-5.6","0,0329","-5.6","0,0329","-5.6","0,0329","-9.4","0,0301","-9.4","0,0301","","","","","","","1041.0",",0","0",",0","18.72","0","25.42","0","12.02","0","",""
"USC00416210","2010","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","1540.2","","1540.2","0","63","0","49","0","","","","","0","0","48","0","3","0","244","0","104","0","-11.1","0,0111,+","","","","","112.5",",0,0610,","41.1","0,0824,","-1.7","0,1127","-2.8","0,1201","-4.4","0,1213","","","","","0.0","0,0321","-2.8","0,0217","-5.0","0,0113","-11.1","0,0111","-11.1","0,0111","1484.8","","1484.8","0","","","983.0",",0","","","18.60","0","24.70","0","12.49","0","",""
"USC00416210","2011","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","1782.9","","1782.9","K","55","K","39","K","","","","","0","K","36","K","0","K","253","K","131","K","-10.6","K,0210,","","","","","151.4",",K,0622,","42.2","K,0804,","0.0","H,1105","-2.2","H,1128","-5.0","K,1207","","","","","0.0","K,0307","-5.6","K,0214","-5.6","K,0214","-10.0","K,0211","-10.0","K,0211","1161.6","","1161.6","K","","","773.2",",K","","","19.81","K","26.72","K","12.89","K","",""
"USC00416210","2012","31.9611","-96.688","138.4","NAVARRO MILLS DAM, TX US","1562.4","","1562.4","7","62","7","51","7","","","","","0","7","33","7","0","7","271","7","115","7","-5.6","7,1227,+","","","","","157.0",",7,0320,","40.0","7,0815,+","-1.7","7,1113","-5.6","7,1211","-5.6","7,1211","","","","","-2.2","K,0213","-2.2","K,0213","","","","","","","1044.5","","1044.5","7","","","875.3",",7","","","19.90","7","26.28","7","13.51","7","",""
