"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00040232","1966","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","518.8","","518.8","0","43","0","26","0","0","","0","0","0","0","31","0","0","0","220","0","56","0","-4.4","0,0121,","0",",0,1231,+","0",",0,1231,+","31.8",",0,0130,","41.1","0,0615,","1850.7","0","0.0","0,1125","-2.8","0,1228","","","","","-2.8","0,0304","-2.8","0,0304","-4.4","0,0121","","","1557.4","","1557.4","0","248.7",",0","0",",0","15.65","0","23.21","0","8.09","0"
"USC00040232","1967","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","577.2","","577.2","0","62","0","34","0","0","","0","0","0","0","37","0","0","0","191","0","71","0","-5.6","0,1216,","0",",0,1231,+","0",",0,1231,+","38.1",",0,0122,","40.0","0,0815,","1608.6","0","0.0","0,1127","-2.2","0,1211","-5.6","0,1216","","","-1.1","0,0401","-2.8","0,0118","","","","","1748.9","","1748.9","0","357.5",",0","0",",0","15.11","0","22.67","0","7.56","0"
"USC00040232","1968","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","501.9","","501.9","0","53","0","29","0","0","","0","0","0","0","39","0","0","0","212","0","54","0","-5.6","0,0103,","0",",0,1231,+","0",",0,1231,+","38.6",",0,0130,","38.9","0,0706,","1820.1","0","-0.6","0,1127","-3.9","0,1221","-4.4","0,1222","","","0.0","0,0201","-2.2","0,0112","-5.0","0,0105","","","1439.0","","1439.0","0","298.1",",0","0",",0","15.45","0","22.87","0","8.04","0"
"USC00040232","1969","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","513.8","","513.8","0","68","0","41","0","0","","0","0","0","0","27","0","0","0","207","0","62","0","-4.4","0,0110,","0",",0,1231,+","0",",0,1231,+","45.5",",0,1220,","38.9","0,0804,+","1823.9","0","0.0","0,1123","-2.2","0,1129","","","","","0.0","0,0315","-2.2","0,0129","-4.4","0,0110","","","1673.2","","1673.2","0","444.2",",0","0",",0","15.35","0","22.72","0","7.98","0"
"USC00040232","1970","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","493.1","","493.1","0","71","0","40","0","0","","0","0","0","0","16","0","0","0","206","0","58","0","-3.9","0,0103,","0",",0,1231,+","0",",0,1231,+","50.8",",0,1128,","39.4","0,0704,","1901.8","0","0.0","0,1212","-2.2","0,1225","","","","","0.0","0,0223","-2.8","0,0106","","","","","1376.4","","1376.4","0","407.6",",0","0",",0","15.62","0","22.95","0","8.30","0"
"USC00040232","1971","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","462.0","","462.0","0","55","0","26","0","0","","0","0","0","0","41","0","0","0","177","0","47","0","-3.9","0,0107,","0",",0,1231,+","0",",0,1231,+","23.6",",0,1225,","40.0","0,0914,","1820.0","0","-2.2","0,1030","-2.2","0,1030","","","","","-0.6","0,0307","-2.2","0,0306","","","","","1797.9","","1797.9","0","200.3",",0","0",",0","14.28","0","21.47","0","7.09","0"
"USC00040232","1972","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","62","0","32","0","0","","0","0","0","0","40","0","","","","","","","-7.8","0,1212,+","0",",0,1231,+","0","T,0,1213,","31.0",",0,1016,","","","1794.7","0","0.0","0,1031","-3.9","0,1205","-6.7","0,1209","-6.7","0,1209","-2.8","0,0203","-2.8","0,0203","","","","","1863.7","","1863.7","0","353.6",",0","0","T,0","","","","","7.09","0"
"USC00040232","1974","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","562.2","","562.2","0","58","0","27","0","0","","0","0","0","0","32","0","0","0","203","0","66","0","-3.3","0,1226,","0",",0,1231,+","0",",0,1231,+","21.8",",0,1228,","39.4","0,0724,","1728.8","0","0.0","0,1123","-2.2","0,1225","","","","","0.0","0,0310","-2.2","0,0208","","","","","1518.9","","1518.9","0","211.8",",0","0",",0","15.46","0","22.83","0","8.09","0"
"USC00040232","1975","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","63","0","30","0","0","","0","0","0","0","30","0","","","","","","","-5.0","0,1215,+","0",",0,1231,+","0",",0,1231,+","25.4",",0,0314,","","","1735.6","0","0.0","0,1119","-5.0","0,1215","-5.0","0,1215","","","0.0","0,0416","-2.2","0,0128","-5.0","0,0103","","","1700.4","","1700.4","0","271.8",",0","0",",0","","","","","7.06","0"
"USC00040232","1976","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","589.9","","589.9","0","37","0","20","0","0","","0","0","0","0","54","0","0","0","230","0","51","0","-5.0","0,0102,","0",",0,1231,+","0",",0,1231,+","21.6",",0,0929,","40.6","0,0629,","","","-1.1","0,1128","-2.2","0,1129","-4.4","0,1228","","","-0.6","0,0306","-2.2","0,0108","-4.4","0,0103","","","","","","","149.3",",0","0",",0","15.91","0","23.68","0","8.14","0"
"USC00040232","1977","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","569.0","","569.0","0","42","0","23","0","0","","0","0","0","0","13","0","0","0","218","0","62","0","-2.2","0,0109,","0",",0,1231,+","0",",0,1231,+","27.2",",0,0501,+","42.2","0,0731,","","","0.0","0,1119","","","","","","","0.0","0,0331","-2.2","0,0109","","","","","1514.9","","1514.9","0","221.9",",0","0",",0","15.97","0","23.43","0","8.52","0"
"USC00040232","1978","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","51","0","35","0","0","","0","0","0","0","22","0","","","","","","","-6.1","0,1231,","0",",0,1231,+","0",",0,1231,+","25.1",",0,0114,","","","","","0.0","0,1112","-2.2","0,1115","-6.1","0,1231","","","0.0","0,0126","","","","","","","1178.4","","1178.4","0","415.0",",0","0",",0","","","","","8.78","0"
"USC00040232","1979","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","53","0","35","0","0","","0","0","","","","","0","0","202","0","73","0","","","0",",0,1231,+","0",",0,1231,+","37.6",",0,0115,","40.6","0,0913,","","","","","","","","","","","","","","","","","","","","","","","387.1",",0","0",",0","","","23.18","0","",""
"USC00040232","1980","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","441.7","","441.7","0","","","","","0","","0","0","0","0","18","0","0","0","211","0","50","0","-4.4","0,1211,","0",",0,1231,+","0",",0,1231,+","","","39.4","0,0802,+","","","-0.6","0,1121","-2.8","0,1209","-4.4","0,1211","","","0.0","0,0209","","","","","","","","","","","","","0",",0","15.49","0","22.77","0","8.20","0"
"USC00040232","1981","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","693.0","","693.0","0","54","0","26","0","0","","0","0","0","0","5","0","0","0","210","0","76","0","-1.1","0,1125,","0",",0,1231,+","0",",0,1231,+","51.1",",0,1114,","42.8","0,0620,","","","-1.1","0,1125","","","","","","","0.0","0,0201","","","","","","","1406.0","","1406.0","0","287.6",",0","0",",0","16.49","0","23.76","0","9.22","0"
"USC00040232","1982","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","","","","","","","","","","","","","0","0","190","0","48","0","","","","","","","","","37.8","0,0908,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.86","0","",""
"USC00040232","1983","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","542.1","","542.1","0","87","0","63","0","0","","0","0","0","0","5","0","0","0","192","0","55","0","-1.1","0,1114,","0",",0,1231,+","0",",0,1231,+","36.6",",0,0428,","40.6","0,0714,+","","","-1.1","0,1114","","","","","","","0.0","0,0103","","","","","","","1571.5","","1571.5","0","704.9",",0","0",",0","15.79","0","22.31","0","9.26","0"
"USC00040232","1984","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","830.0","","830.0","0","43","0","24","0","0","","0","0","0","0","19","0","0","0","208","0","91","0","-3.9","0,1223,","0",",0,1231,+","0",",0,1231,+","26.9",",0,1108,","41.7","0,0714,+","","","-0.6","0,1126","-2.8","0,1217","","","","","-0.6","0,0204","-2.2","0,0114","","","","","1256.3","","1256.3","0","220.1",",0","0",",0","16.58","0","23.63","0","9.53","0"
"USC00040232","1985","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","41","0","25","0","0","","0","0","0","0","41","0","","","","","","","-4.4","0,1213,","0",",0,1231,+","0",",0,1231,+","26.2",",0,1124,","","","","","-2.2","0,1113","-2.2","0,1113","-4.4","0,1213","","","-0.6","0,0211","-2.2","0,0206","","","","","","","","","218.1",",0","0",",0","","","","","8.30","0"
"USC00040232","1986","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","527.9","","527.9","0","56","0","35","0","0","","0","0","0","0","4","0","0","0","223","0","46","0","-0.6","0,1202,+","0",",0,1231,+","0",",0,1231,+","47.2",",0,0219,","37.8","0,0721,+","","","-0.6","0,1202","","","","","","","-0.6","0,0210","","","","","","","","","","","382.0",",0","0",",0","16.59","0","23.06","0","10.12","0"
"USC00040232","1987","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","656.8","","656.8","0","54","0","33","0","","","0","0","0","0","10","0","0","0","207","0","62","0","-3.3","0,0118,","","","0",",0,1231,+","47.8",",0,0213,","39.4","0,0803,","","","-1.7","0,1220","-2.8","0,1226","","","","","-0.6","0,0121","-3.3","0,0118","","","","","1271.2","","1271.2","0","309.6",",0","0",",0","16.66","0","23.07","0","10.25","0"
"USC00040232","1988","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","1271.7","","1271.7","0","","","0",",0","","","","","",""
"USC00040232","1989","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","48","0","25","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","23.1",",0,1126,","","","","","","","","","","","","","","","","","","","","","","","","","230.8",",0","0",",0","","","","","",""
"USC00040232","1990","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","788.0","","788.0","0","34","0","21","0","0","","0","0","0","0","15","0","0","0","224","0","69","0","-6.7","0,1223,+","0",",0,1231,+","0","T,0,0214,","24.9",",0,0528,","41.7","0,0713,","","","-1.7","0,1204","-4.4","0,1221","-4.4","0,1221","-6.7","0,1222","0.0","0,0220","-2.2","0,0215","","","","","1371.9","","1371.9","0","197.1",",0","0","T,0","16.71","0","23.41","0","10.01","0"
"USC00040232","1992","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","818.3","","818.3","0","49","0","36","0","0","","0","0","0","0","12","0","0","0","221","0","78","0","-2.2","0,0123,","0",",0,1231,+","0",",0,1231,+","25.1",",0,0212,","40.0","0,0820,","","","-1.7","0,1216","","","","","","","-0.6","0,0125","-2.2","0,0123","","","","","1288.2","","1288.2","0","298.8",",0","0",",0","17.05","0","23.55","0","10.55","0"
"USC00040232","1993","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","61","0","36","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","52.8",",0,0113,","","","","","","","","","","","","","","","","","","","","","1268.7","","1268.7","0","429.4",",0","0",",0","","","","","",""
"USC00040232","1994","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","52","0","28","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","50.8",",0,1106,","","","","","","","","","","","","","","","","","","","","","","","","","266.3",",0","0",",0","","","","","",""
"USC00040232","1995","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","70","0","40","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","55.4",",0,1212,","","","","","","","","","","","","","","","","","","","","","","","","","500.0",",0","0",",0","","","","","",""
"USC00040232","1996","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","757.3","","757.3","0","63","0","36","0","0","","0","0","0","0","0","0","0","0","212","0","76","0","0.6","0,1219,","0",",0,1231,+","0",",0,1231,+","59.4",",0,1117,","41.1","0,0812,+","","","","","","","","","","","","","","","","","","","1041.0","","1041.0","0","442.7",",0","0",",0","17.10","0","23.76","0","10.43","0"
"USC00040232","1997","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","794.8","","794.8","0","47","0","26","0","0","","0","0","0","0","10","0","0","0","230","0","64","0","-3.9","0,0114,","0",",0,1231,+","0",",0,1231,+","40.6",",0,0123,","40.0","0,0807,+","","","0.0","0,1211","-2.8","0,1225","","","","","-2.2","0,0115","-2.2","0,0115","","","","","1110.9","","1110.9","0","309.8",",0","0",",0","17.27","0","23.69","0","10.85","0"
"USC00040232","1998","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","94","0","63","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","59.2",",0,0203,","","","","","","","","","","","","","","","","","","","","","","","","","566.7",",0","0",",0","","","","","",""
"USC00040232","2005","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","56","0","39","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","55.9",",0,1228,","","","","","","","","","","","","","","","","","","","","","1467.4","","1467.4","0","522.6",",0","0",",0","","","","","",""
"USC00040232","2006","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","708.3","","708.3","0","","","","","0","","0","0","0","0","5","0","0","0","198","0","59","0","-1.1","0,1219,+","0",",0,1231,+","0",",0,1231,+","","","43.3","0,0724,+","","","0.0","0,1217","","","","","","","","","","","","","","","","","","","","","0",",0","16.45","0","23.10","0","9.79","0"
"USC00040232","2007","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","","","","","0","","0","0","","","","","0","0","216","0","48","0","","","0",",0,1231,+","0",",0,1231,+","","","41.1","0,0707,+","","","","","","","","","","","","","","","","","","","1252.2","","1252.2","0","","","0",",0","","","23.35","0","",""
"USC00040232","2008","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","767.8","","767.8","0","","","","","","","","","0","0","8","0","0","0","215","0","69","0","-2.2","0,1215,+","","","","","","","42.8","0,0709,","","","-1.7","0,1209","-2.2","0,1210","","","","","0.0","0,0102","","","","","","","","","","","","","","","16.77","0","23.48","0","10.06","0"
"USC00040232","2013","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","724.9","","724.9","7","18","7","9","7","","","","","0","7","10","7","0","7","224","7","48","7","-2.2","7,0115,","","","","","16.5",",7,1120,","40.6","7,0704,+","","","-1.1","7,1206","","","","","","","-2.2","7,0115","-2.2","7,0115","","","","","","","","","101.7",",7","","","17.18","7","23.74","7","10.62","7"
"USC00040232","2014","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","813.2","","813.2","7","54","7","31","7","","","","","0","7","0","7","0","7","232","7","64","7","1.7","7,1227,+","","","","","71.4",",7,1211,","39.4","7,0609,","","","","","","","","","","","","","","","","","","","1002.1","","1002.1","7","414.6",",7","","","18.17","7","24.47","7","11.87","7"
"USC00040232","2015","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","826.2","","826.2","7","36","7","17","7","","","","","0","7","7","7","0","7","232","7","64","7","-2.8","7,1227,","","","","","22.4",",7,0208,","41.7","7,0911,","","","0.0","7,1128","-2.8","7,1227","","","","","-0.6","7,0103","","","","","","","871.8","","871.8","7","166.7",",7","","","17.77","7","24.27","7","11.27","7"
"USC00040232","2016","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050.8","","1050.8","7","","","","","","","","","",""
