"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093839","1972","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","1041.7","","1041.7","X","126","X","88","X","0","","1","X","0","X","60","X","2","X","208","X","55","X","-15.6","X,0115,","0","T,X,1211,+","38",",X,0104,","77.7",",X,0822,","36.7","X,0727,","-0.6","X,1026","-2.8","X,1123","-5.0","X,1124","-6.7","X,1207","","","-2.8","X,0309","-2.8","X,0309","-4.4","X,0220","-7.2","X,0204","-13.3","X,0116","1569.8","","1569.8","X","1335.6",",X","43",",X","15.87","X","21.26","X","10.49","X","280","X","25.2","X"
"USW00093839","1973","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","1107.2","","1107.2","X","129","X","85","X","6","","1","X","0","X","52","X","10","X","216","X","60","X","-12.2","X,0113,","76",",X,0109,+","117",",X,0107,","121.2",",X,0419,","35.6","X,0625,","-3.3","X,1110","-3.3","X,1110","-4.4","X,1207","-6.7","X,1220","-11.1","X,1221","0.0","X,0411","-3.3","X,0222","-9.4","X,0217","-9.4","X,0217","-9.4","X,0217","1963.3","","1963.3","X","1604.4",",X","125",",X","16.62","X","21.83","X","11.42","X","270","X","29.8","X"
"USW00093839","1974","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","940.1","","940.1","X","131","X","95","X","3","","1","X","0","X","54","X","8","X","213","X","41","X","-10.0","X,0101,","25",",X,0105,+","25",",X,0103,","136.7",",X,0606,","37.8","X,0719,","-2.8","X,1114","-2.8","X,1114","-4.4","X,1115","","","","","-5.0","X,0324","-5.0","X,0324","-5.0","X,0324","-7.2","X,0102","-10.0","X,0101","1564.4","","1564.4","X","1563.3",",X","25",",X","16.27","X","21.52","X","11.01","X","360","X","29.8","X"
"USW00093839","1975","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","1061.0","","1061.0","X","129","X","85","X","2","","3","X","0","X","53","X","2","X","208","X","64","X","-11.1","X,0113,","51",",X,0314,","51",",X,0314,","98.6",",X,0312,","37.8","X,0903,","-0.6","X,1113","-2.2","X,1126","-5.0","X,1217","-8.9","X,1218","-8.9","X,1218","-1.1","X,0315","-3.3","X,0305","-5.6","X,0210","-6.7","X,0207","-11.1","X,0113","1825.6","","1825.6","X","1425.0",",X","121",",X","16.19","X","21.65","X","10.74","X","","","",""
"USW00093839","1976","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","809.6","","809.6","X","101","X","70","X","0","","1","X","0","X","76","X","8","X","199","X","43","X","-15.0","X,1231,","0","T,X,1129,+","48",",X,1114,","68.6",",X,0217,","37.2","X,0726,","-1.7","X,1020","-2.2","X,1021","-6.1","X,1105","-7.8","X,1129","-8.9","X,1221","0.0","X,0410","-6.7","X,0207","-6.7","X,0207","-6.7","X,0207","-10.0","X,0109","1698.1","","1698.1","X","1127.5",",X","66",",X","15.09","X","21.12","X","9.05","X","","","",""
"USW00093839","1977","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","1282.3","","1282.3","X","113","X","67","X","7","","2","X","0","X","66","X","12","X","217","X","82","X","-16.7","X,0119,+","51",",X,0107,","157",",X,0106,","77.0",",X,0924,","37.8","X,0707,","-0.6","X,1112","-5.6","X,1126","-5.6","X,1126","-6.7","X,1207","-8.9","X,1210","-1.1","X,0323","-3.9","X,0228","-5.0","X,0220","-7.2","X,0216","-9.4","X,0131","2247.0","","2247.0","X","1175.8",",X","330",",X","16.47","X","22.03","X","10.90","X","230","X","29.8","X"
"USW00093839","1978","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","1113.1","","1113.1","X","107","X","77","X","16","","4","X","0","X","75","X","26","X","214","X","74","X","-12.2","X,0206,","51",",X,0222,+","53",",X,0221,","76.7",",X,0107,","37.8","X,0630,+","-2.2","X,1204","-2.2","X,1204","-5.0","X,1209","","","","","-0.6","X,0318","-7.2","X,0305","-7.2","X,0305","-7.2","X,0305","-11.1","X,0222","2257.0","","2257.0","X","1626.0",",X","262",",X","15.34","X","20.95","X","9.74","X","10","X","23.6","X"
"USW00093839","1979","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","851.1","","851.1","X","126","X","86","X","16","","5","X","0","X","77","X","16","X","193","X","28","X","-14.4","X,0209,","76",",X,0218,+","64",",X,0105,","107.2",",X,0401,","36.1","X,0704,+","0.0","X,1107","-2.8","X,1113","-5.6","X,1130","-6.7","X,1202","-10.0","X,1217","-0.6","X,0326","-3.9","X,0227","-8.9","X,0219","-8.9","X,0219","-8.9","X,0219","2061.9","","2061.9","X","1727.3",",X","322",",X","14.56","X","19.64","X","9.48","X","190","X","27.8","X"
"USW00093839","1980","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","1357.4","","1357.4","X","96","X","62","X","2","","4","X","0","X","63","X","12","X","198","X","95","X","-11.1","X,0201,","25",",X,0208,+","112",",X,0208,","69.9",",X,0320,","41.1","X,0715,","-1.1","X,1119","-3.3","X,1203","-6.1","X,1219","-8.9","X,1220","-8.9","X,1220","-1.1","X,0318","-8.3","X,0303","-8.3","X,0303","-8.3","X,0303","-10.0","X,0302","2124.2","","2124.2","X","1153.1",",X","223",",X","16.26","X","21.67","X","10.85","X","300","X","28.8","X"
"USW00093839","1981","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","1138.4","","1138.4","X","102","X","65","X","0","","0","X","0","X","54","X","8","X","218","X","59","X","-12.8","X,0211,","0","T,X,0211,","0","T,X,1211,+","87.6",",X,0530,","38.3","X,0624,","-0.6","X,1024","-3.9","X,1121","-6.1","X,1217","-10.0","X,1218","-10.0","X,1218","0.0","X,0312","-2.8","X,0214","-5.0","X,0213","-10.6","X,0212","-10.6","X,0212","1844.6","","1844.6","X","1132.2",",X","0","T,X","16.45","X","22.01","X","10.88","X","350","X","24.2","X"
"USW00093839","1982","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","1203.4","","1203.4","X","123","X","87","X","4","","2","X","3","X","60","X","11","X","212","X","63","X","-18.3","X,0117,+","127",",X,0113,","124",",X,0112,","118.4",",X,1203,","38.3","X,0721,","0.0","X,1026","-3.3","X,1105","-5.0","X,1212","","","","","0.0","X,0406","-2.2","X,0308","-6.1","X,0211","-10.0","X,0210","-10.0","X,0210","1925.5","","1925.5","X","1730.4",",X","172",",X","16.58","X","21.99","X","11.17","X","270","X","30.3","X"
"USW00093839","1983","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","1234.7","","1234.7","X","107","X","69","X","5","","2","X","1","X","52","X","10","X","204","X","83","X","-18.9","X,1225,","25",",X,1229,+","46",",X,1227,","79.8",",X,0515,","38.9","X,0824,+","0.0","X,1112","-2.2","X,1207","-4.4","X,1216","-7.2","X,1218","-10.6","X,1219","-0.6","X,0329","-2.8","X,0322","-5.0","X,0204","","","","","1789.6","","1789.6","X","1287.8",",X","90",",X","16.12","X","21.48","X","10.76","X","160","X","22.6","X"
"USW00093839","1984","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","1107.5","","1107.5","X","123","X","82","X","4","","2","X","0","X","60","X","6","X","205","X","61","X","-16.1","X,0121,","51",",X,0310,","53",",X,0310,","86.4",",X,0304,","37.8","X,0620,","-1.7","X,1112","-2.8","X,1122","-5.6","X,1206","","","","","0.0","X,0401","-4.4","X,0309","-4.4","X,0309","-9.4","X,0206","-9.4","X,0206","2048.1","","2048.1","X","1381.5",",X","91",",X","16.57","X","22.03","X","11.11","X","200","X","21.6","X"
"USW00093839","1985","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","1081.5","","1081.5","X","112","X","76","X","16","","5","X","2","X","77","X","16","X","220","X","55","X","-21.7","X,0121,+","178",",X,0203,+","302",",X,0103,","114.6",",X,0423,","36.7","X,0710,","-0.6","X,1105","-3.3","X,1201","-6.7","X,1202","-6.7","X,1202","-10.0","X,1214","0.0","X,0318","-2.8","X,0216","-4.4","X,0215","-7.2","X,0212","-11.7","X,0208","1811.9","","1811.9","X","1277.8",",X","647",",X","15.69","X","21.09","X","10.30","X","270","X","19.5","X"
"USW00093839","1986","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","1188.8","","1188.8","X","104","X","67","X","1","","0","X","0","X","62","X","5","X","209","X","78","X","-12.8","X,0127,","25",",X,0211,","13",",X,0210,","64.3",",X,0405,","40.0","X,0731,","0.0","X,1112","-7.2","X,1113","-7.2","X,1113","-7.2","X,1113","","","-5.6","X,0322","-5.6","X,0322","-5.6","X,0322","-6.7","X,0301","-11.1","X,0213","1805.0","","1805.0","X","961.9",",X","18",",X","16.61","X","22.18","X","11.04","X","210","X","26.2","X"
"USW00093839","1987","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","2.2","X","1260.0","","1260.0","X","100","X","71","X","0","","5","X","0","X","53","X","3","X","213","X","95","X","-7.8","X,0126,","0","T,X,0218,+","53",",X,0330,","163.3",",X,1225,","39.4","X,0803,","0.0","X,1022","-2.2","X,1112","","","","","","","-0.6","X,0405","-2.2","X,0404","-5.0","X,0209","-7.2","X,0127","","","1848.3","","1848.3","X","1476.7",",X","187",",X","16.84","X","22.71","X","10.98","X","210","X","27.2","X"
"USW00093839","1988","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","2.3","X","1097.0","","1097.0","X","103","X","72","X","8","","2","X","1","X","54","X","8","X","216","X","73","X","-20.0","X,0109,","178",",X,0107,","86",",X,0107,","177.3",",X,1119,","38.9","X,0629,+","-0.6","X,1202","-2.8","X,1212","-5.0","X,1216","","","","","0.0","X,0319","-3.3","X,0316","-14.4","X,0213","-14.4","X,0213","-14.4","X,0213","1889.6","","1889.6","X","1420.2",",X","188",",X","16.30","X","22.18","X","10.41","X","","","",""
"USW00093839","1989","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","2.6","X","948.3","","948.3","X","128","X","85","X","0","","0","X","2","X","59","X","14","X","210","X","47","X","-20.0","X,1222,","0","T,X,1225,+","20",",X,0227,","119.6",",X,0604,","35.0","X,0827,+","-1.1","X,1116","-2.8","X,1117","-7.8","X,1212","-7.8","X,1212","-9.4","X,1213","-1.7","X,0411","-2.2","X,0309","-7.2","X,0224","-7.2","X,0224","-8.9","X,0205","1701.2","","1701.2","X","1487.7",",X","46",",X","15.66","X","21.00","X","10.32","X","290","X","25.2","X"
"USW00093839","1990","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","2.7","X","1302.6","","1302.6","X","111","X","79","X","0","","0","X","0","X","27","X","3","X","223","X","83","X","-11.1","X,1224,","0","T,X,1225,+","3",",X,1223,","95.5",",X,0203,","40.0","X,0709,","0.0","X,1129","-2.2","X,1207","-4.4","X,1222","-8.3","X,1223","-11.1","X,1224","-1.1","X,0320","-2.2","X,0225","-4.4","X,0113","","","","","1595.0","","1595.0","X","1415.6",",X","3",",X","18.00","X","23.82","X","12.18","X","270","X","20.6","X"
"USW00093839","1991","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","2.5","X","1326.0","","1326.0","X","124","X","83","X","0","","0","X","0","X","53","X","0","X","218","X","80","X","-7.2","X,0216,+","0","T,X,1108,+","3",",X,1107,","74.4",",X,1119,","38.9","X,0702,","-2.2","X,1103","-2.2","X,1103","-5.6","X,1104","-6.7","X,1109","","","0.0","X,0331","-3.3","X,0226","-7.2","X,0216","-7.2","X,0216","","","1514.9","","1514.9","X","1732.1",",X","3",",X","17.49","X","22.73","X","12.26","X","270","X","35.0","X"
"USW00093839","1992","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","2.1","X","1004.8","","1004.8","X","114","X","72","X","0","","0","X","0","X","48","X","0","X","210","X","46","X","-8.9","X,0116,","0","T,X,1127,","0","T,X,1225,+","89.7",",X,0318,","36.1","X,0619,","-0.6","X,1106","-2.2","X,1107","","","","","","","-0.6","X,0403","-2.2","X,0210","-5.6","X,0209","-7.2","X,0119","-8.9","X,0116","1660.3","","1660.3","X","1168.9",",X","0","T,X","16.49","X","21.96","X","11.03","X","240","X","19.0","X"
"USW00093839","1993","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","2.3","X","1157.7","","1157.7","X","121","X","75","X","0","","0","X","0","X","68","X","1","X","185","X","86","X","-8.3","X,0218,","0",",X,1231,+","10",",X,0215,","44.7",",X,1116,","38.9","X,0826,","-0.6","X,1031","-3.9","X,1101","-6.1","X,1107","-6.7","X,1224","","","-0.6","X,0403","-6.7","X,0314","-6.7","X,0314","-6.7","X,0314","","","1934.1","","1934.1","X","1043.3",",X","13",",X","15.90","X","21.37","X","10.43","X","320","X","23.6","X"
"USW00093839","1994","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","2.2","X","1046.2","","1046.2","X","110","X","74","X","2","","0","X","0","X","51","X","5","X","220","X","61","X","-12.8","X,0119,","25",",X,0212,+","10",",X,0117,","57.9",",X,0327,","36.1","X,0706,+","0.0","X,1123","-2.2","X,1211","-4.4","X,1212","","","","","-0.6","X,0407","-2.2","X,0310","-6.1","X,0226","-7.2","X,0201","-10.0","X,0121","1913.3","","1913.3","X","1143.4",",X","34",",X","16.57","X","22.17","X","10.96","X","240","X","21.6","X"
"USW00093839","1995","35.35","-89.86667","97.5","MEMPHIS NAS, TN US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1417.2","","1417.2","X","","","","","","","","","","","","","",""
