"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES"
"USW00014861","1940","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","531.2","","531.2","0","153","0","80","0","38","","11","0","2","0","102","0","36","0","147","0","21","0","-20.6","0,0119,","406",",0,0214,","302",",0,0214,","62.0",",0,0908,","35.6","0,0726,","0.0","0,1019","-2.2","0,1020","-4.4","0,1128","-10.0","0,1203","-10.0","0,1203","-3.9","0,0414","-3.9","0,0414","-5.0","0,0413","-7.8","0,0326","-10.0","0,0325","3121.4","","3121.4","0","1072.8",",0","","","1061",",0","10.92","0","15.63","0","6.22","0","",""
"USW00014861","1941","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","648.8","","648.8","0","119","0","71","0","31","","7","0","0","0","97","0","27","0","170","0","25","0","-12.8","0,0318,","229",",0,0309,","127",",0,0308,","61.0",",0,0815,","37.2","0,0727,","0.0","0,1117","-3.9","0,1125","-5.0","0,1210","","","","","-7.2","0,0330","-7.2","0,0330","-7.2","0,0330","-7.2","0,0330","-12.8","0,0318","2911.5","","2911.5","0","892.9",",0","","","499",",0","12.33","0","17.39","0","7.26","0","",""
"USW00014861","1942","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","630.4","","630.4","0","163","0","92","0","40","","9","0","2","0","91","0","31","0","161","0","12","0","-18.9","0,0108,","432",",0,0303,","432",",0,0303,","49.5",",0,0409,","36.7","0,0718,","0.0","0,1026","-2.2","0,1027","-4.4","0,1113","-13.3","0,1202","-13.3","0,1202","-0.6","0,0413","-3.3","0,0228","-5.6","0,0225","-8.3","0,0224","-9.4","0,0222","2657.6","","2657.6","0","1022.1",",0","","","1094",",0","12.10","0","16.90","0","7.30","0","",""
"USW00014861","1943","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","612.9","","612.9","0","138","0","79","0","25","","10","0","1","0","110","0","29","0","152","0","20","0","-17.8","0,0215,","127",",0,0128,","122",",0,0128,","64.3",",0,0727,","35.0","0,0624,","-0.6","0,1110","-2.8","0,1114","-7.2","0,1211","-7.2","0,1211","-10.0","0,1213","0.0","0,0418","-3.9","0,0415","-4.4","0,0323","-8.3","0,0309","-12.2","0,0308","2970.3","","2970.3","0","853.1",",0","","","715",",0","11.48","0","16.47","0","6.48","0","",""
"USW00014861","1944","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","701.6","","701.6","0","156","0","90","0","","","","","0","0","100","0","25","0","162","0","24","0","-14.4","0,1222,","","","","","39.1",",0,0304,","36.1","0,0812,+","0.0","0,1105","-2.8","0,1126","-5.0","0,1130","-7.2","0,1214","-11.1","0,1219","0.0","0,0406","-5.0","0,0405","-5.0","0,0405","-8.3","0,0319","-9.4","0,0309","2974.4","","2974.4","0","1058.4",",0","","","","","12.27","0","17.14","0","7.39","0","",""
"USW00014861","1945","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","584.2","","584.2","0","175","0","93","0","","","","","1","0","94","0","36","0","163","0","18","0","-17.8","0,1216,","","","","","64.0",",0,0306,","35.0","0,0629,","-0.6","0,1104","-2.8","0,1122","-5.0","0,1123","-7.2","0,1212","-9.4","0,1215","0.0","0,0321","-3.3","0,0308","-4.4","0,0220","-8.3","0,0219","-11.1","0,0204","2899.8","","2899.8","0","1134.0",",0","","","","","11.94","0","16.87","0","7.02","0","",""
"USW00014861","1946","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","453.1","","453.1","0","127","0","66","0","","","","","0","0","79","0","16","0","169","0","14","0","-15.6","0,0123,","","","","","35.6",",0,0613,","34.4","0,0719,+","-1.7","0,1118","-4.4","0,1123","-4.4","0,1123","-7.2","0,1201","-9.4","0,1219","-1.1","0,0411","-2.8","0,0310","-7.8","0,0225","-7.8","0,0225","-12.2","0,0215","2704.9","","2704.9","0","799.0",",0","","","","","12.89","0","18.33","0","7.45","0","",""
"USW00014861","1947","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","628.8","","628.8","0","142","0","75","0","","","","","0","0","105","0","27","0","162","0","18","0","-16.7","0,0205,","","","","","41.9",",0,0607,","34.4","0,0820,","0.0","0,1113","-2.2","0,1114","-7.8","0,1130","-7.8","0,1130","","","0.0","0,0428","-2.8","0,0331","-4.4","0,0328","-7.2","0,0326","-11.1","0,0224","2763.3","","2763.3","0","854.8",",0","","","","","11.97","0","16.83","0","7.11","0","",""
"USW00014861","1948","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","575.5","","575.5","0","146","0","86","0","","","","","1","0","82","0","30","0","159","0","17","0","-17.8","0,0131,","","","","","44.7",",0,0612,","37.8","0,0827,","0.0","0,1201","-2.8","0,1202","-5.0","0,1211","-10.6","0,1225","-10.6","0,1225","-1.1","0,0404","-2.2","0,0329","-7.8","0,0313","-7.8","0,0313","-11.1","0,0312","2804.2","","2804.2","0","1043.0",",0","","","","","12.32","0","17.36","0","7.28","0","",""
"USW00014861","1949","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","669.4","","669.4","0","153","0","90","0","","","","","0","0","80","0","10","0","167","0","28","0","-13.9","0,0130,","","","","","41.4",",0,0717,","36.1","0,0705,+","0.0","0,1027","-2.2","0,1121","-5.6","0,1122","-7.8","0,1209","-8.9","0,1216","-1.1","0,0417","-6.1","0,0320","-6.1","0,0320","-7.2","0,0319","-10.0","0,0203","2501.4","","2501.4","0","877.0",",0","","","","","13.24","0","18.31","0","8.17","0","",""
"USW00014861","1950","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","446.1","","446.1","0","159","0","91","0","","","10","0","0","0","107","0","29","0","160","0","4","0","-15.6","0,1228,","","","340",",0,1124,","60.5",",0,0705,","33.9","0,0626,","-1.1","0,1111","-3.3","0,1112","-10.6","0,1124","-10.6","0,1124","-10.6","0,1124","-1.1","0,0416","-7.8","0,0414","-7.8","0,0414","-7.8","0,0414","-9.4","0,0309","2651.6","","2651.6","0","1206.2",",0","","","1234",",0","11.56","0","16.44","0","6.67","0","",""
"USW00014861","1951","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","572.2","","572.2","0","155","0","91","0","","","6","0","1","0","93","0","20","0","163","0","17","0","-21.7","0,1216,","","","145",",0,0107,","34.0",",0,0723,","34.4","0,0815,+","-3.3","0,1103","-3.3","0,1103","-4.4","0,1105","-7.2","0,1121","-9.4","0,1214","0.0","0,0417","-4.4","0,0326","-4.4","0,0326","-11.1","0,0210","-11.1","0,0210","2847.4","","2847.4","0","1087.3",",0","","","790",",0","12.21","0","17.31","0","7.12","0","",""
"USW00014861","1952","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","625.4","","625.4","0","148","0","82","0","","","7","0","0","0","84","0","15","0","161","0","32","0","-11.7","0,0130,","","","152",",0,1231,","59.4",",0,0622,","37.2","0,0626,","0.0","0,1020","-2.2","0,1021","-4.4","0,1128","-6.7","0,1201","","","-1.7","0,0330","-5.0","0,0316","-5.0","0,0316","-8.3","0,0215","-11.7","0,0130","2732.0","","2732.0","0","979.2",",0","","","712",",0","12.72","0","17.67","0","7.77","0","",""
"USW00014861","1953","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","639.7","","639.7","0","136","0","76","0","","","8","0","0","0","71","0","14","0","171","0","34","0","-11.1","0,1218,","","","124",",0,0418,","46.7",",0,0722,","37.8","0,0903,","-1.1","0,1105","-3.9","0,1106","-6.7","0,1216","-6.7","0,1216","-9.4","0,1217","-0.6","0,0421","-2.2","0,0419","-7.2","0,0309","-7.2","0,0309","-8.9","0,0218","2553.6","","2553.6","0","831.1",",0","","","522",",0","13.32","0","18.48","0","8.16","0","",""
"USW00014861","1954","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","610.9","","610.9","0","150","0","79","0","","","5","0","0","0","94","0","20","0","168","0","21","0","-11.7","0,0118,+","","","99",",0,0301,","90.7",",0,1015,","37.2","0,0714,","-0.6","0,1101","-2.2","0,1202","-5.0","0,1203","-8.3","0,1206","-8.9","0,1220","-1.7","0,0409","-5.0","0,0404","-5.0","0,0404","-8.9","0,0306","-8.9","0,0306","2548.6","","2548.6","0","1008.0",",0","","","453",",0","12.59","0","17.57","0","7.62","0","",""
"USW00014861","1955","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","654.4","","654.4","0","130","0","68","0","","","7","0","0","0","101","0","29","0","173","0","27","0","-16.7","0,0204,","","","86",",0,1119,","65.0",",0,0608,","35.6","0,0804,+","-0.6","0,1106","-3.9","0,1117","-10.6","0,1128","-10.6","0,1128","-10.6","0,1128","0.0","0,0408","-2.2","0,0329","-6.1","0,0328","-6.7","0,0327","-12.8","0,0213","2673.1","","2673.1","0","945.6",",0","","","532",",0","12.55","0","17.63","0","7.47","0","",""
"USW00014861","1956","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","479.7","","479.7","0","175","0","96","0","","","","","0","0","90","0","15","0","145","0","8","0","-10.6","0,0222,","","","","","84.8",",0,0805,","34.4","0,0614,+","-1.1","0,1117","-6.1","0,1122","-6.1","0,1122","-7.2","0,1123","-10.0","0,1230","-0.6","0,0425","-2.2","0,0401","-6.1","0,0325","-6.7","0,0320","-10.6","0,0222","2980.6","","2980.6","0","1151.3",",0","","","","","12.08","0","16.89","0","7.27","0","",""
"USW00014861","1957","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","600.4","","600.4","0","135","0","71","0","","","5","0","1","0","92","0","15","0","160","0","17","0","-18.3","0,0117,","","","36",",0,1203,+","47.0",",0,0708,","35.0","0,0803,+","0.0","0,1026","-3.3","0,1110","-6.7","0,1201","-6.7","0,1201","-11.1","0,1211","-1.1","0,0415","-2.8","0,0310","-5.0","0,0305","-6.7","0,0304","-10.6","0,0124","2603.6","","2603.6","0","822.2",",0","","","363",",0","12.43","0","17.35","0","7.51","0","",""
"USW00014861","1958","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","446.8","","446.8","0","156","0","74","0","","","7","0","1","0","104","0","41","0","156","0","5","0","-20.6","0,0217,","","","150",",0,1128,","34.5",",0,0504,","33.3","0,0704,","-1.1","0,1123","-4.4","0,1127","-4.4","0,1127","-12.8","0,1129","-12.8","0,1129","-3.3","0,0409","-3.3","0,0409","-4.4","0,0310","-8.3","0,0221","-11.1","0,0219","2999.5","","2999.5","0","871.6",",0","","","740",",0","10.85","0","15.47","0","6.24","0","",""
"USW00014861","1959","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","763.6","","763.6","0","154","0","77","0","","","11","0","1","0","100","0","26","0","167","0","25","0","-17.8","0,0105,","","","132",",0,1221,","44.2",",0,0706,","35.0","0,0826,+","0.0","0,1103","-8.3","0,1117","-8.3","0,1117","-8.3","0,1117","-10.6","0,1118","0.0","0,0414","-2.8","0,0329","-5.0","0,0323","-7.8","0,0322","-10.0","0,0221","2972.7","","2972.7","0","918.8",",0","","","905",",0","12.67","0","17.83","0","7.51","0","",""
"USW00014861","1960","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","535.7","","535.7","0","140","0","78","0","","","13","0","0","0","115","0","42","0","166","0","6","0","-16.1","0,1222,","","","224",",0,0303,","42.4",",0,0629,","32.8","0,0829,+","0.0","0,1026","-2.8","0,1124","-6.1","0,1130","-6.7","0,1208","-8.9","0,1209","-1.1","0,0411","-2.2","0,0327","-5.0","0,0326","-8.9","0,0325","-8.9","0,0325","2910.9","","2910.9","0","790.4",",0","","","1313",",0","11.57","0","16.30","0","6.85","0","",""
"USW00014861","1961","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","571.6","","571.6","0","163","0","93","0","","","14","0","2","0","85","0","29","0","152","0","11","0","-19.4","0,0202,","","","221",",0,0203,","48.0",",0,0719,","33.3","0,0912,+","-1.1","0,1109","-3.3","0,1122","-6.1","0,1208","-7.2","0,1214","-13.9","0,1229","0.0","0,0403","-2.2","0,0402","-8.3","0,0317","-8.3","0,0317","-19.4","0,0202","3030.6","","3030.6","0","967.6",",0","","","1232",",0","11.80","0","16.48","0","7.12","0","",""
"USW00014861","1962","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","574.0","","574.0","0","132","0","80","0","","","12","0","2","0","113","0","34","0","155","0","17","0","-18.3","0,0110,","","","180",",0,0305,","58.2",",0,0902,","35.6","0,0820,","0.0","0,1025","-2.8","0,1126","-7.2","0,1209","-7.2","0,1209","-8.9","0,1210","-1.7","0,0417","-2.2","0,0319","-5.0","0,0308","-7.2","0,0304","-10.6","0,0303","2862.5","","2862.5","0","911.4",",0","","","912",",0","11.46","0","16.35","0","6.57","0","",""
"USW00014861","1963","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","441.5","","441.5","0","129","0","65","0","","","13","0","4","0","98","0","42","0","171","0","15","0","-25.0","0,0124,","","","107",",0,1129,","47.8",",0,0304,","35.0","0,0717,","-2.2","0,1125","-2.2","0,1125","-4.4","0,1213","-11.7","0,1214","-11.7","0,1214","0.0","0,0501","-2.8","0,0323","-6.1","0,0228","-16.7","0,0227","-16.7","0,0227","3136.5","","3136.5","0","656.8",",0","","","967",",0","11.12","0","16.53","0","5.72","0","",""
"USW00014861","1964","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","522.5","","522.5","0","132","0","75","0","","","7","0","0","0","94","0","21","0","158","0","24","0","-15.0","0,0114,","","","254",",0,0112,","55.9",",0,0712,","34.4","0,0910,+","0.0","0,1024","-6.1","0,1121","-6.1","0,1121","-8.9","0,1122","-8.9","0,1122","-1.1","0,0409","-5.6","0,0404","-5.6","0,0404","-9.4","0,0318","-9.4","0,0318","2846.5","","2846.5","0","983.4",",0","","","1010",",0","12.21","0","17.46","0","6.95","0","",""
"USW00014861","1965","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","510.3","","510.3","0","138","0","69","0","","","8","0","1","0","100","0","27","0","150","0","7","0","-18.3","0,0117,","","","91",",0,0305,","32.5",",0,0831,","35.0","0,0817,+","0.0","0,1025","-4.4","0,1029","-4.4","0,1029","-6.7","0,1220","","","-2.8","0,0404","-2.8","0,0404","-5.0","0,0403","-6.7","0,0331","-9.4","0,0321","2919.3","","2919.3","0","705.2",",0","46.4","X","602",",0","11.60","0","16.60","0","6.60","0","128526",",X"
"USW00014861","1966","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","499.3","","499.3","0","138","0","68","0","","","11","0","2","0","111","0","43","0","141","0","20","0","-18.9","0,0129,","","","224",",0,0122,","51.1",",0,0213,","36.7","0,0703,+","-2.2","0,1103","-2.2","0,1103","-4.4","0,1120","-12.2","0,1202","-12.2","0,1202","-1.7","0,0510","-4.4","0,0329","-4.4","0,0329","-7.2","0,0325","-9.4","0,0308","3059.7","","3059.7","0","814.1",",0","41.7","X","952",",0","10.88","0","15.85","0","5.91","0","116520",",X"
"USW00014861","1967","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","418.3","","418.3","0","134","0","81","0","","","15","0","0","0","104","0","30","0","146","0","5","0","-16.7","0,0225,","","","165",",0,0306,","64.3",",0,0727,","33.3","0,0617,+","-1.7","0,1029","-2.8","0,1105","-6.1","0,1115","-7.2","0,1116","-10.0","0,1227","0.0","0,0425","-2.8","0,0412","-11.1","0,0319","-11.1","0,0319","-11.1","0,0319","3015.5","","3015.5","0","952.2",",0","40.2","X","1152",",0","11.06","0","15.98","0","6.14","0","112374",",X"
"USW00014861","1968","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","518.9","","518.9","0","145","0","78","0","","","8","0","3","0","105","0","42","0","153","0","13","0","-20.0","0,0108,","","","89",",0,0312,","32.8",",0,0910,","35.0","0,0718,","-1.7","0,1031","-2.2","0,1120","-4.4","0,1206","-9.4","0,1209","-9.4","0,1209","-2.8","0,0406","-2.8","0,0406","-8.3","0,0314","-8.3","0,0314","-10.6","0,0303","3220.9","","3220.9","0","798.0",",0","49.5","X","659",",0","11.16","0","16.21","0","6.11","0","137100",",X"
"USW00014861","1969","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","513.4","","513.4","0","159","0","73","0","","","7","0","0","0","120","0","38","0","157","0","9","0","-16.1","0,0101,","","","61",",0,1114,","38.1",",0,0705,","35.0","0,0630,+","0.0","0,1022","-2.8","0,1024","-5.0","0,1114","-6.7","0,1115","-9.4","0,1221","-0.6","0,0420","-7.8","0,0331","-7.8","0,0331","-7.8","0,0331","-10.6","0,0312","3019.6","","3019.6","0","732.9",",0","46.1","X","697",",0","11.02","0","15.99","0","6.05","0","126942",",X"
"USW00014861","1970","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","621.0","","621.0","0","152","0","82","0","","","11","0","6","0","96","0","43","0","164","0","11","0","-20.0","0,0109,+","","","112",",0,0329,","42.2",",0,0726,","33.9","0,0701,","-1.1","0,1116","-10.6","0,1123","-10.6","0,1123","-10.6","0,1123","-10.6","0,1123","0.0","0,0507","-7.2","0,0330","-7.2","0,0330","-7.2","0,0330","-14.4","0,0226","3268.4","","3268.4","0","933.4",",0","37.9","X","866",",0","11.67","0","16.49","0","6.84","0","105186",",X"
"USW00014861","1971","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","498.0","","498.0","0","134","0","71","0","","","8","0","3","0","104","0","28","0","162","0","11","0","-19.4","0,0202,+","","","160",",0,0303,","54.9",",0,0506,","35.6","0,0629,+","0.0","0,1105","-5.0","0,1107","-5.0","0,1107","-7.8","0,1123","","","0.0","0,0427","-2.2","0,0407","-6.7","0,0325","-6.7","0,0325","-9.4","0,0304","3086.4","","3086.4","0","831.5",",0","41.6","X","809",",0","11.49","0","16.55","0","6.43","0","115722",",X"
"USW00014861","1972","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","413.2","","413.2","0","170","0","101","0","","","15","0","2","0","106","0","28","0","149","0","9","0","-22.8","0,0116,","","","64",",0,0206,","42.2",",0,0620,","33.3","0,0722,+","-1.1","0,1019","-4.4","0,1020","-4.4","0,1020","-7.2","0,1207","-10.6","0,1216","-5.6","0,0409","-5.6","0,0409","-5.6","0,0409","-7.2","0,0408","-10.0","0,0309","2845.2","","2845.2","0","1046.3",",0","37.3","X","696",",0","11.05","0","15.88","0","6.22","0","103254",",X"
