"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00085895","1935","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","108","0","74","0","","","","","","","","","0","0","336","0","103","0","","","","","","","47.2",",0,0425,","36.7","0,0806,","","","","","","","","","","","","","","","","","","","","","1038.1",",0","","","","","28.69","0","","","",""
"USC00085895","1936","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","126","0","87","0","","","","","","","","","0","0","342","0","67","0","","","","","","","213.4",",0,0615,","35.6","0,0907,","","","","","","","","","","","","","","","","","","","","","1454.5",",0","","","","","28.02","0","","","",""
"USC00085895","1937","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","120","0","71","0","","","","","","","","","0","0","339","0","88","0","","","","","","","107.2",",0,0701,","35.0","0,0910,+","","","","","","","","","","","","","","","","","","","","","1533.1",",0","","","","","28.05","0","","","",""
"USC00085895","1938","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","96","0","62","0","","","","","","","","","0","0","344","0","78","0","","","","","","","111.3",",0,0603,","36.1","0,0819,","","","","","","","","","","","","","216.3","","216.3","0","","","","","858.7",",0","","","","","28.47","0","","","",""
"USC00085895","1939","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","118","0","84","0","","","","","","","","","0","0","348","0","106","0","","","","","","","69.9",",0,0712,","35.0","0,0927,+","","","","","","","","","","","","","","","","","","","","","1263.5",",0","","","","","29.17","0","","","",""
"USC00085895","1940","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","111","0","74","0","","","","","","","","","0","0","326","0","78","0","","","","","","","88.9",",0,0828,","36.7","0,0725,","","","","","","","","","","","","","","","","","","","","","1486.3",",0","","","","","27.52","0","","","",""
"USC00085895","1941","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","129","0","96","0","","","","","","","","","0","0","332","0","95","0","","","","","","","94.2",",0,0118,","35.0","0,0812,+","","","","","","","","","","","","","","","","","","","","","1565.3",",0","","","","","27.84","0","","","",""
"USC00085895","1942","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","105","0","75","0","","","","","","","","","0","0","328","0","109","0","","","","","","","85.1",",0,0417,","37.8","0,0722,","","","","","","","","","","","","","","","","","","","","","1136.8",",0","","","","","28.24","0","","","",""
"USC00085895","1943","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","97","0","69","0","","","","","","","","","0","0","339","0","110","0","","","","","","","68.8",",0,0717,","35.6","0,0814,","","","","","","","","","","","","","","","","","","","","","1004.3",",0","","","","","28.61","0","","","",""
"USC00085895","1944","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","95","0","61","0","","","","","","","","","0","0","340","0","151","0","","","","","","","53.8",",0,0611,","36.7","0,0625,","","","","","","","","","","","","","","","","","","","","","978.1",",0","","","","","29.31","0","","","",""
"USC00085895","1945","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","104","0","72","0","","","","","","","","","0","0","344","0","123","0","","","","","","","83.8",",0,0916,","37.2","0,0601,","","","","","","","","","","","","","","","","","","","","","1155.4",",0","","","","","29.25","0","","","",""
"USC00085895","1946","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2086.0","","2086.0","0","102","0","60","0","","","","","0","0","0","0","0","0","353","0","110","0","3.3","0,0225,+","","","","","70.9",",0,0515,","35.0","0,0812,+","","","","","","","","","","","","","155.8","","155.8","0","","","","","1013.9",",0","","","23.84","0","29.30","0","18.37","0","",""
"USC00085895","1947","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2086.4","","2086.4","0","132","0","88","0","","","","","0","0","1","0","0","0","333","0","87","0","-2.2","0,0206,","","","","","90.2",",0,0320,","34.4","0,0830,+","","","","","","","","","-2.2","0,0206","-2.2","0,0206","168.1","","168.1","0","","","","","1663.3",",0","","","23.47","0","28.33","0","18.61","0","",""
"USC00085895","1948","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2058.8","","2058.8","0","106","0","71","0","","","","","0","0","1","0","0","0","350","0","97","0","0.0","0,0115,","","","","","180.8",",0,0922,","35.6","0,0720,","","","","","","","","","0.0","0,0115","","","97.3","","97.3","0","","","","","1276.8",",0","","","23.73","0","29.10","0","18.37","0","",""
"USC00085895","1949","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","103","0","69","0","0","","0","0","","","","","0","0","356","0","103","0","","","0",",0,1231,+","0",",0,1231,+","73.9",",0,0928,","35.0","0,0531,+","1693.0","0","","","","","","","","","","","78.5","","78.5","0","","","","","1216.7",",0","0",",0","","","29.26","0","","","",""
"USC00085895","1950","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1732.8","","1732.8","0","105","0","56","0","0","","0","0","0","0","2","0","0","0","343","0","90","0","-0.6","0,1219,","0",",0,1231,+","0",",0,1231,+","68.1",",0,1018,","36.7","0,0626,","1739.3","0","-0.6","0,1219","","","","","","","","","","","","","","","","","1019.8",",0","0",",0","22.39","0","28.69","0","16.09","0","30066","0"
"USC00085895","1951","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1830.6","","1830.6","0","109","0","61","0","0","","0","0","0","0","2","0","0","0","345","0","121","0","-1.1","0,0109,","0",",0,1231,+","0","T,0,0419,","150.6",",0,1002,","36.7","0,0610,","","","","","","","","","0.0","0,0203","","","345.9","","345.9","0","","","","","1209.6",",0","0","T,0","22.66","0","28.66","0","16.67","0","35250","0"
"USC00085895","1952","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1913.2","","1913.2","0","120","0","81","0","0","","0","0","0","0","0","0","0","0","347","0","100","0","1.1","0,1212,","0",",0,1231,+","0",",0,1231,+","96.3",",0,0707,","36.1","0,0613,","","","","","","","","","","","","","161.4","","161.4","0","","","","","1556.1",",0","0",",0","23.01","0","28.29","0","17.74","0","38029","0"
"USC00085895","1953","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2016.5","","2016.5","0","131","0","82","0","0","","0","0","0","0","0","0","0","0","342","0","84","0","2.2","0,1216,","0",",0,1231,+","0",",0,1231,+","84.3",",0,1009,","36.7","0,0528,","1837.4","0","","","","","","","","","","","175.1","","175.1","0","","","","","1485.0",",0","0",",0","23.37","0","28.33","0","18.42","0","37921","0"
"USC00085895","1954","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1812.4","","1812.4","0","126","0","87","0","","","","","0","0","0","0","0","0","333","0","67","0","0.6","0,1221,","","","","","93.0",",0,0619,","35.0","0,0828,+","1771.9","0","","","","","","","","","","","220.3","","220.3","0","","","","","1552.1",",0","","","22.50","0","27.78","0","17.22","0","31449","0"
"USC00085895","1955","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1755.6","","1755.6","0","113","0","63","0","","","","","0","0","0","0","0","0","342","0","77","0","1.1","0,0213,+","","","","","152.4",",0,0612,","35.0","0,0812,+","1810.6","0","","","","","","","","","","","320.5","","320.5","0","","","","","1133.8",",0","","","22.46","0","28.25","0","16.68","0","30816","0"
"USC00085895","1956","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1830.2","","1830.2","0","100","0","63","0","0","","0","0","0","0","3","0","0","0","337","0","87","0","-2.2","0,0109,","0",",0,1231,+","0",",0,1231,+","54.1",",0,0616,","36.1","0,0810,","1868.7","0","","","","","","","0.0","0,0115","-2.2","0,0109","272.5","","272.5","0","","","","","786.0",",0","0",",0","22.46","0","28.59","0","16.34","0","33431","0"
"USC00085895","1957","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1879.1","","1879.1","0","151","0","104","0","0","","0","0","0","0","2","0","0","0","349","0","67","0","-1.7","0,1212,","0",",0,1231,+","0",",0,1231,+","132.6",",0,1224,","35.0","0,0818,+","1669.3","0","-1.7","0,1212","","","","","","","","","186.0","","186.0","0","","","","","1480.6",",0","0",",0","23.06","0","28.28","0","17.85","0","32541","0"
"USC00085895","1958","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1823.7","","1823.7","0","128","0","85","0","0","","0","0","0","0","5","0","0","0","314","0","74","0","-1.7","0,0204,","0",",0,1231,+","0",",0,1231,+","62.2",",0,1019,","35.0","0,1002,+","1664.5","0","","","","","","","0.0","0,0221","","","454.7","","454.7","0","","","","","1447.1",",0","0",",0","22.10","0","27.27","0","16.93","0","31497","0"
"USC00085895","1959","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1919.9","","1919.9","0","149","0","98","0","0","","0","0","0","0","4","0","0","0","338","0","55","0","-0.6","0,0118,","0",",0,1231,+","0",",0,1231,+","88.6",",0,0618,","34.4","0,0801,+","1639.0","0","","","","","","","0.0","0,0119","","","220.1","","220.1","0","","","","","1629.1",",0","0",",0","22.94","0","28.03","0","17.85","0","30068","0"
"USC00085895","1960","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1842.2","","1842.2","0","137","0","90","0","0","","0","0","0","0","1","0","0","0","328","0","81","0","-1.1","0,0122,","0",",0,1231,+","0",",0,1231,+","96.3",",0,0911,","35.0","0,0721,+","","","","","","","","","-1.1","0,0122","","","330.9","","330.9","0","","","","","1602.8",",0","0",",0","22.46","0","27.85","0","17.06","0","28384","0"
"USC00085895","1961","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1906.8","","1906.8","0","97","0","57","0","0","","0","0","0","0","3","0","0","0","342","0","117","0","-0.6","0,0122,","0",",0,1231,+","0",",0,1231,+","89.9",",0,0626,","35.0","0,0803,+","1806.4","0","0.0","0,1226","","","","","-0.6","0,0122","","","258.1","","258.1","0","","","","","957.2",",0","0",",0","22.90","0","29.04","0","16.75","0","21737","0"
"USC00085895","1962","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1871.7","","1871.7","0","117","0","75","0","0","","0","0","0","0","6","0","0","0","339","0","133","0","-4.4","0,1213,","0",",0,1231,+","0",",0,1231,+","88.4",",0,0921,","35.0","0,0908,+","1715.8","0","-4.4","0,1213","-4.4","0,1213","-4.4","0,1213","-0.6","0,0114","","","215.5","","215.5","0","","","","","1237.9",",0","0",",0","22.65","0","29.05","0","16.26","0","21356","0"
"USC00085895","1963","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1911.7","","1911.7","0","106","0","62","0","0","","0","0","0","0","0","0","0","0","322","0","140","0","0.6","0,1206,","0",",0,1231,+","0",",0,1231,+","61.2",",0,0627,","36.7","0,0725,","1744.5","0","","","","","","","","","","","324.9","","324.9","0","","","","","1009.3",",0","0",",0","22.62","0","28.84","0","16.39","0","23171","0"
"USC00085895","1964","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1963.7","","1963.7","0","113","0","66","0","0","","0","0","0","0","3","0","0","0","336","0","101","0","-2.2","0,0102,","0",",0,1231,+","0",",0,1231,+","73.7",",0,0808,","35.0","0,0806,+","1644.9","0","","","","","","","0.0","0,0116","-2.2","0,0102","362.2","","362.2","0","     16.59","0,P,N","     29.03","0,P,N","951.2",",0","0",",0","23.06","0","28.50","0","17.62","0","24253","0"
"USC00085895","1965","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1889.5","","1889.5","0","108","0","67","0","0","","0","0","0","0","2","0","0","0","340","0","72","0","-0.6","0,0118,","0",",0,1231,+","0",",0,1231,+","79.2",",0,1001,","34.4","0,0605,","1816.8","0","","","","","","","0.0","0,0119","","","157.8","","157.8","0","     16.40","0,P,N","     29.04","0,P,N","1132.3",",0","0",",0","22.99","0","28.34","0","17.64","0","29106","0"
"USC00085895","1966","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1760.3","","1760.3","0","150","0","84","0","0","","0","0","0","0","2","0","0","0","327","0","56","0","-0.6","0,0131,","0",",0,1231,+","0",",0,1231,+","77.2",",0,0609,","34.4","0,0715,","1770.1","0","","","","","","","0.0","0,0205","","","237.3","","237.3","0","     15.81","0,P,N","     27.90","0,P,N","1520.5",",0","0",",0","22.34","0","27.13","0","17.54","0","35015","0"
"USC00085895","1967","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1838.3","","1838.3","0","120","0","68","0","0","","0","0","0","0","1","0","0","0","351","0","93","0","0.0","0,0226,","0",",0,1231,+","0",",0,1231,+","50.8",",0,0922,","36.1","0,0825,","1922.8","0","","","","","","","0.0","0,0226","","","214.7","","214.7","0","     16.04","0,P,N","     29.14","0,P,N","1053.9",",0","0",",0","22.93","0","28.66","0","17.20","0","33874","0"
"USC00085895","1968","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1738.9","","1738.9","0","115","0","71","0","0","","0","0","0","0","2","0","0","0","319","0","63","0","-2.8","0,1216,","0",",0,1231,+","0",",0,1231,+","101.9",",0,0527,","34.4","0,0729,","1863.1","0","-2.8","0,1216","-2.8","0,1216","","","","","","","289.8","","289.8","0","     15.35","0,P,N","     27.78","0,P,N","1204.4",",0","0",",0","21.95","0","27.42","0","16.48","0","35192","0"
"USC00085895","1969","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1811.4","","1811.4","0","139","0","89","0","0","","0","0","0","0","0","0","0","0","323","0","79","0","3.3","0,0108,+","0",",0,1231,+","0",",0,1231,+","111.8",",0,1003,","36.1","0,0712,","1822.5","0","","","","","","","","","","","374.0","","374.0","0","     17.98","0,P,N","     30.38","0,P,N","1634.7",",0","0",",0","22.41","0","27.41","0","17.42","0","37021","0"
"USC00085895","1970","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1829.4","","1829.4","0","88","0","59","0","0","","0","0","0","0","4","0","0","0","329","0","97","0","-0.6","0,0111,+","0",",0,1231,+","0",",0,1231,+","99.1",",0,0326,","35.6","0,0806,+","1952.1","0","0.0","0,1125","","","","","-0.6","0,0111","","","338.1","","338.1","0","     17.98","0,P,N","     30.64","0,P,N","1324.7",",0","0",",0","22.38","0","28.02","0","16.74","0","35257","0"
"USC00085895","1971","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1895.8","","1895.8","0","115","0","65","0","0","","0","0","0","0","5","0","0","0","348","0","106","0","-1.7","0,0121,+","0",",0,1231,+","0",",0,1231,+","105.9",",0,0627,","35.6","0,0619,","1898.3","0","","","","","","","0.0","0,0210","","","309.7","","309.7","0","     18.52","0,P,N","     31.11","0,P,N","1215.3",",0","0",",0","22.93","0","29.03","0","16.83","0","26729","0"
"USC00085895","1972","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1826.1","","1826.1","0","103","0","59","0","0","","0","0","0","0","0","0","0","0","347","0","94","0","0.6","0,0220,","0",",0,1231,+","0",",0,1231,+","80.3",",0,0609,","37.2","0,0901,","1920.6","0","","","","","","","","","","","102.5","","102.5","0","     19.13","0,P,N","     31.56","0,P,N","979.4",",0","0",",0","22.85","0","29.02","0","16.68","0","31258","0"
"USC00085895","1973","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1773.9","","1773.9","0","104","0","75","0","0","","0","0","0","0","3","0","0","0","331","0","82","0","-1.1","0,1222,","0",",0,1231,+","0",",0,1231,+","73.7",",0,0510,","36.7","0,0530,","1827.8","0","-1.1","0,1222","","","","","0.0","0,0130","","","318.2","","318.2","0","     18.47","0,P,N","     30.87","0,P,N","1298.4",",0","0",",0","22.22","0","28.23","0","16.20","0","30486","0"
"USC00085895","1974","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1859.8","","1859.8","0","119","0","82","0","0","","0","0","0","0","0","0","0","0","346","0","100","0","2.2","0,1205,+","0",",0,1231,+","0",",0,1231,+","104.6",",0,0626,","35.0","0,0402,","","","","","","","","","","","","","184.3","","184.3","0","     18.76","0,P,N","     31.61","0,P,N","1463.3",",0","0",",0","23.03","0","28.99","0","17.08","0","28718","0"
"USC00085895","1975","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2072.0","","2072.0","0","108","0","65","0","0","","0","0","0","0","0","0","0","0","348","0","127","0","1.1","0,1223,+","0",",0,1231,+","0",",0,1231,+","64.0",",0,1003,","36.7","0,0626,","2016.6","0","","","","","","","","","","","132.3","","132.3","0","     18.78","0,P,N","     31.61","0,P,N","1043.3",",0","0",",0","23.52","0","29.53","0","17.51","0","38548","0"
"USC00085895","1976","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","292.3","","292.3","0","","","","","","","","","","","","","","","",""
"USC00085895","1977","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1829.2","","1829.2","0","104","0","73","0","0","","0","0","0","0","6","0","0","0","325","0","117","0","-3.9","0,0120,","0",",0,1231,+","0",",0,1231,+","98.3",",0,1130,","36.1","0,0701,+","2052.1","0","","","","","","","0.0","0,0217","-3.3","0,0121","","","","","     17.28","0,P,N","     30.40","0,P,N","1157.0",",0","0",",0","22.23","0","28.32","0","16.14","0","39849","0"
"USC00085895","1978","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1906.7","","1906.7","0","101","0","68","0","0","","0","0","0","0","1","0","0","0","317","0","92","0","-1.1","0,0223,","0",",0,1231,+","0",",0,1231,+","66.8",",0,0518,","35.6","0,0706,+","2012.6","0","","","","","","","-1.1","0,0223","","","437.7","","437.7","0","     18.32","0,P,N","     30.76","0,P,N","1240.1",",0","0",",0","22.59","0","27.96","0","17.22","0","42644","0"
"USC00085895","1979","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1940.9","","1940.9","0","97","0","74","0","0","","0","0","0","0","0","0","0","0","335","0","98","0","0.6","0,0104,+","0",",0,1231,+","0",",0,1231,+","73.7",",0,0915,","36.1","0,0710,+","","","","","","","","","","","","","218.8","","218.8","0","","","","","1233.9",",0","0",",0","22.92","0","28.32","0","17.51","0","43684","0"
"USC00085895","1980","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1886.9","","1886.9","0","97","0","69","0","0","","0","0","0","0","4","0","0","0","326","0","112","0","-3.3","0,0304,","0",",0,1231,+","0",",0,1231,+","67.3",",0,0408,","36.7","0,0714,+","2074.6","0","","","","","","","-3.3","0,0304","-3.3","0,0304","283.7","","283.7","0","","","","","1095.7",",0","0",",0","22.59","0","28.43","0","16.74","0","42761","0"
"USC00085895","1981","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1822.5","","1822.5","0","80","0","57","0","0","","0","0","0","0","12","0","0","0","331","0","131","0","-3.9","0,1220,","0",",0,1231,+","0",",0,1231,+","45.7",",0,0819,","37.8","0,0717,","2121.2","0","-2.8","0,1211","-2.8","0,1211","","","-0.6","0,0205","-2.8","0,0114","409.5","","409.5","0","     16.54","0,P,N","","","752.4",",0","0",",0","22.15","0","28.94","0","15.36","0","41455","0"
"USC00085895","1983","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1795.4","","1795.4","0","108","0","80","0","","","0","0","0","0","3","0","0","0","325","0","94","0","-2.8","0,1227,+","","","0",",0,1231,+","68.8",",0,0121,","36.1","0,0724,","1955.5","0","-0.6","0,1225","-2.8","0,1226","","","","","","","220.9","","220.9","0","","","","","1264.4",",0","0",",0","22.57","0","27.81","0","17.33","0","43857","0"
"USC00085895","1984","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","1745.1","","1745.1","0","99","0","64","0","0","","0","0","0","0","0","0","0","0","340","0","71","0","1.7","0,0302,","0",",0,1231,+","0",",0,1231,+","100.3",",0,0324,","35.0","0,0507,","2019.9","0","","","","","","","","","","","272.8","","272.8","0","","","","","1210.9",",0","0",",0","22.51","0","27.91","0","17.13","0","47205","0"
"USC00085895","1985","26.84","-81.0872","10.7","MOORE HAVEN LOCK 1, FL US","2011.3","","2011.3","0","110","0","68","0","0","","0","0","0","0","5","0","0","0","335","0","109","0","-3.3","0,0123,+","0",",0,1231,+","0",",0,1231,+","79.5",",0,0416,","38.3","0,0605,","","","-0.6","0,1226","","","","","-3.3","0,0123","-3.3","0,0123","252.6","","252.6","0","","","","","1066.0",",0","0",",0","22.98","0","28.99","0","16.96","0","41109","0"
