"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013782","1981","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1279.9","","1279.9","0","88","0","60","0","","","","","0","0","19","0","1","0","222","0","46","0","-6.1","0,0105,","","","","","136.9",",0,0819,","37.2","0,0615,","0.0","0,1210","-2.2","0,1220","","","","","","","-1.7","0,0212","-2.2","0,0204","-4.4","0,0113","","","","","1202.7","","1202.7","0","1026.1",",0","","","18.54","0","22.71","0","14.36","0","","","","","","","","","","","",""
"USW00013782","1983","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1160.8","","1160.8","0","101","0","73","0","","","","","0","0","9","0","1","0","207","0","40","0","-7.8","0,1226,+","","","","","118.6",",0,0901,","37.8","0,0722,","-5.0","0,1224","-5.0","0,1224","-5.0","0,1224","-7.8","0,1225","","","0.0","0,0120","-3.3","0,0119","","","","","","","","","","","1229.7",",0","","","18.15","0","22.17","0","14.12","0","","","","","","","","","","","",""
"USW00013782","1984","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1267.5","","1267.5","0","99","0","69","0","","","","","0","0","7","0","0","0","230","0","29","0","-2.8","0,1207,","","","","","56.6",",0,0718,","37.2","0,0619,","-2.8","0,1207","-2.8","0,1207","","","","","","","0.0","0,0208","","","","","","","","","1064.7","","1064.7","0","1066.5",",0","","","19.13","0","23.29","0","14.98","0","","","","","","","","","","","",""
"USW00013782","1985","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1536.9","","1536.9","0","108","0","70","0","","","","","0","0","18","0","1","0","251","0","68","0","-12.2","0,0121,","","","","","88.9",",0,0830,","40.0","0,0602,","-0.6","0,1220","-2.8","0,1225","-6.1","0,1226","","","","","0.0","0,0213","-2.2","0,0127","-7.2","0,0122","-7.2","0,0122","-12.2","0,0121","1032.6","","1032.6","0","1074.2",",0","","","19.78","0","23.84","0","15.72","0","","","","","","","","","","","",""
"USW00013782","1986","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1419.9","","1419.9","0","92","0","60","0","","","","","0","0","5","0","0","0","228","0","38","0","-10.0","0,0128,","","","","","118.9",",0,0814,","37.2","0,0710,+","","","","","","","","","","","-0.6","0,0129","-10.0","0,0128","-10.0","0,0128","-10.0","0,0128","-10.0","0,0128","918.1","","918.1","0","1075.0",",0","","","19.67","0","23.04","0","16.30","0","","","","","","","","","","","",""
"USW00013782","1987","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1243.4","","1243.4","0","105","0","74","0","","","","","0","0","1","0","0","0","213","0","28","0","-1.1","0,0127,","","","","","128.0",",0,0905,","36.1","0,0823,+","","","","","","","","","","","-1.1","0,0127","","","","","","","","","1070.3","","1070.3","0","1330.0",",0","","","18.64","0","22.11","0","15.16","0","","","","","","","","","","","",""
"USW00013782","1988","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1092.4","","1092.4","0","100","0","62","0","","","","","0","0","16","0","0","0","212","0","12","0","-3.3","0,0207,","","","","","159.0",",0,0909,","33.3","0,0921,+","0.0","0,1212","-2.8","0,1213","","","","","","","-1.7","0,0213","-3.3","0,0207","","","","","","","1123.2","","1123.2","0","973.4",",0","","","18.18","0","21.70","0","14.65","0","","","","","","","","","","","",""
"USW00013782","1989","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1291.0","","1291.0","0","129","0","83","0","","","","","0","0","9","0","1","0","236","0","21","0","-7.8","0,1223,","","","","","152.1",",0,0921,","36.7","0,0806,","0.0","0,1204","-6.1","0,1222","-6.1","0,1222","-7.8","0,1223","","","-1.7","0,0225","","","","","","","","","926.6","","926.6","0","1434.6",",0","","","19.01","0","22.63","0","15.40","0","","","","","","","","","","","",""
"USW00013782","1990","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1455.1","","1455.1","0","98","0","58","0","","","","","0","0","1","0","0","0","250","0","22","0","0.0","0,0226,","","","","","138.7",",0,1011,","37.2","0,0621,","","","","","","","","","","","0.0","0,0226","","","","","","","","","861.0","","861.0","0","1372.2",",0","","","20.61","0","23.98","0","17.25","0","","","","","","","","","","","",""
"USW00013782","1991","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1445.9","","1445.9","0","113","0","66","0","","","","","0","0","5","0","0","0","237","0","32","0","-5.6","0,0216,","","","","","109.5",",0,0915,","35.0","0,0901,+","-2.2","0,1219","-2.2","0,1219","","","","","","","-1.1","0,0217","-5.6","0,0216","-5.6","0,0216","","","","","676.0","","676.0","0","1159.1",",0","","","20.03","0","23.46","0","16.59","0","","","","","","","","","","","",""
"USW00013782","1992","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1206.3","","1206.3","0","117","0","77","0","","","","","0","0","3","0","0","0","223","0","16","0","-0.6","0,0117,","","","","","87.9",",0,0806,","36.1","0,0709,","0.0","0,1206","","","","","","","","","0.0","0,0120","","","","","","","","","912.5","","912.5","0","1470.8",",0","","","19.06","0","22.41","0","15.72","0","","","","","","","","","","","",""
"USW00013782","1993","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1323.8","","1323.8","0","92","0","62","0","","","","","0","0","5","0","0","0","214","0","23","0","-1.7","0,0314,","","","","","87.6",",0,0323,","36.1","0,0711,","-0.6","0,1226","","","","","","","","","-0.6","0,0316","","","","","","","","","986.3","","986.3","0","930.9",",0","","","19.14","0","22.44","0","15.83","0","","","","","","","","","","","",""
"USW00013782","1994","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1221.9","","1221.9","0","110","0","66","0","","","","","0","0","6","0","0","0","239","0","11","0","-6.7","0,0116,","","","","","103.4",",0,1013,","35.0","0,0621,","","","","","","","","","","","-0.6","0,0122","-3.9","0,0120","-6.1","0,0119","-6.7","0,0116","","","955.8","","955.8","0","1380.8",",0","","","19.36","0","22.74","0","15.99","0","","","","","","","","","","","",""
"USW00013782","1995","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1362.6","","1362.6","0","106","0","67","0","","","","","0","0","9","0","0","0","225","0","19","0","-5.0","0,0209,","","","","","55.6",",0,0926,","36.1","0,0818,+","-1.1","0,1211","","","","","","","","","-5.0","0,0209","-5.0","0,0209","-5.0","0,0209","","","","","858.2","","858.2","0","1070.7",",0","","","19.14","0","22.56","0","15.72","0","","","","","","","","","","","",""
"USW00013782","1996","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1277.8","","1277.8","0","112","0","63","0","","","","","0","0","13","0","0","0","218","0","16","0","-7.2","0,0205,","","","","","90.4",",0,1008,","35.6","0,0703,+","-1.7","0,1219","-3.3","0,1220","","","","","","","-2.2","0,0309","-2.2","0,0309","-7.2","0,0205","-7.2","0,0205","","","1153.0","","1153.0","0","768.0",",0","","","18.79","0","22.46","0","15.12","0","","","","","","","","","","","",""
"USW00013782","1997","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1229.4","","1229.4","0","110","0","68","0","","","","","0","0","4","0","0","0","219","0","20","0","-3.9","0,0118,","","","","","187.5",",0,0606,","34.4","0,0829,+","0.0","0,1207","","","","","","","","","0.0","0,0119","-3.9","0,0118","","","","","","","837.9","","837.9","0","1324.3",",0","","","19.36","0","22.84","0","15.87","0","","","","","","","","","","","",""
"USW00013782","1998","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1809.3","","1809.3","0","96","0","69","0","","","","","0","0","0","0","0","0","249","0","71","0","0.6","0,0312,+","","","","","215.9",",0,0921,","37.8","0,0701,+","","","","","","","","","","","","","","","","","","","","","875.6","","875.6","0","1324.6",",0","","","21.29","0","24.83","0","17.74","0","","","","","","","","","","","",""
"USW00013782","1999","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1343.1","","1343.1","0","96","0","55","0","","","","","0","0","4","0","0","0","245","0","39","0","-3.3","0,0105,","","","","","101.3",",0,0915,","39.4","0,0801,","0.0","0,1226","","","","","","","","","-2.2","0,0106","-2.2","0,0106","","","","","","","702.4","","702.4","0","919.0",",0","","","19.83","0","23.44","0","16.22","0","","","","","","","","","","","",""
"USW00013782","2000","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","","","89","0","53","0","","","","","","","","","","","","","","","","","","","","","50.0",",0,0918,","","","","","","","","","","","","","","","","","","","","","","","","","","","702.1",",0","","","","","","","","","","","","","","","","","","","",""
"USW00013782","2001","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1432.0","","1432.0","0","","","","","","","","","0","0","7","0","0","0","256","0","50","0","-1.7","0,0104,+","","","","","","","37.8","0,0711,","","","","","","","","","","","0.0","0,0126","","","","","","","","","","","","","","","","","20.09","0","24.23","0","15.96","0","","","","","","","","","","","",""
"USW00013782","2002","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1415.0","","1415.0","0","104","0","80","0","","","","","0","0","6","0","0","0","229","0","19","0","-1.1","0,0228,","","","","","96.3",",0,0925,","35.6","0,0730,+","","","","","","","","","","","0.0","0,0305","","","","","","","","","686.3","","686.3","0","1350.5",",0","","","19.77","0","22.95","0","16.59","0","","","","","","","","","","","",""
"USW00013782","2003","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1284.5","","1284.5","0","100","0","64","0","","","","","0","0","5","0","0","0","236","0","3","0","-6.1","0,0124,","","","","","88.9",",0,0906,","35.0","0,0709,","","","","","","","","","","","0.0","0,0128","-6.1","0,0124","-6.1","0,0124","","","","","989.6","","989.6","0","1057.0",",0","","","19.11","0","22.34","0","15.89","0","","","","","","","","","","","",""
"USW00013782","2004","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","","","95","0","58","0","","","","","0","0","5","0","0","0","230","0","15","0","-1.7","0,1220,+","","","","","116.6",",0,0829,","35.6","0,0714,","-1.7","0,1220","","","","","","","","","0.0","0,0128","","","","","","","","","1001.6","","1001.6","0","1042.4",",0","","","19.25","0","22.34","0","16.16","0","","","","","","","","","","","",""
"USW00013782","2005","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1339.1","","1339.1","0","106","0","69","0","","","","","0","0","5","0","0","0","220","0","19","0","-3.3","0,0124,","","","","","90.7",",0,1121,","35.0","0,0727,","","","","","","","","","","","0.0","0,0128","-3.3","0,0124","","","","","","","","","","","1228.3",",0","","","19.19","0","22.60","0","15.78","0","","","","","","","","","","","",""
"USW00013782","2006","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1317.7","","1317.7","0","88","0","56","0","","","","","0","0","2","0","0","0","233","0","19","0","-0.6","0,1208,","","","","","72.4",",0,0824,","35.0","0,0803,","-0.6","0,1208","","","","","","","","","0.0","0,0213","","","","","","","","","855.7","","855.7","0","845.4",",0","","","19.75","0","23.32","0","16.18","0","","","","","","","","","","","",""
"USW00013782","2007","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1354.6","","1354.6","0","79","0","54","0","","","","","0","0","2","0","0","0","249","0","19","0","0.0","0,0206,+","","","","","58.4",",0,1024,","35.6","0,0806,","","","","","","","","","","","0.0","0,0206","","","","","","","","","813.1","","813.1","0","817.4",",0","","","19.86","0","23.29","0","16.42","0","","","","","","","","","","","",""
"USW00013782","2008","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1271.9","","1271.9","0","103","0","70","0","","","","","0","0","5","0","0","0","227","0","20","0","-1.1","0,0103,","","","","","132.8",",0,1024,","35.0","0,0806,+","","","","","","","","","","","0.0","0,0228","","","","","","","","","765.6","","765.6","0","1253.5",",0","","","19.44","0","22.94","0","15.94","0","","","","","","","","","","","",""
"USW00013782","2009","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","","","109","0","68","0","","","","","","","","","0","0","222","0","12","0","","","","","","","97.0",",0,1218,","35.6","0,0627,","","","","","","","","","","","","","","","","","","","","","977.3","","977.3","0","1213.5",",0","","","","","22.59","0","","","","","","","","","","","","","",""
"USW00013782","2010","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1503.1","","1503.1","0","91","0","61","0","","","","","0","0","25","0","0","0","227","0","35","0","-3.9","0,1214,","","","","","92.7",",0,0815,","36.7","0,0726,","-1.1","0,1207","-3.9","0,1214","","","","","","","0.0","0,0226","-2.2","0,0105","","","","","","","","","","","1023.4",",0","","","19.08","0","22.62","0","15.54","0","","","","","","","","","","","",""
"USW00013782","2011","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1444.0","","1444.0","X","98","X","59","X","","","","","0","X","6","X","0","X","245","X","31","X","-2.2","X,0113,","","","","","58.9",",X,0726,","37.8","X,0620,","","","","","","","","","","","0.0","X,0123","-2.2","X,0113","","","","","","","1053.7","","1053.7","X","801.2",",X","","","19.90","X","23.45","X","16.35","X","","","","","","","","","","","",""
"USW00013782","2012","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1380.8","","1380.8","W","98","W","59","W","","","","","0","W","3","W","0","W","246","W","21","W","-1.1","W,0212,","","","","","97.0",",W,0828,","34.4","W,0709,","","","","","","","","","","","-1.1","X,0212","","","","","","","","","613.8","","613.8","W","985.8",",W","","","20.21","W","23.61","W","16.81","W","","","","","","","","","","","",""
"USW00013782","2013","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1261.5","","1261.5","W","114","W","73","W","","","","","0","W","1","W","0","W","235","W","11","W","0.0","W,0217,","","","","","80.0",",W,0324,","34.4","W,0812,+","","","","","","","","","","","0.0","W,0217","","","","","","","","","903.5","","903.5","W","1242.1",",W","","","19.37","W","22.82","W","15.92","W","","","","","","","","","","","",""
"USW00013782","2014","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","978.0","","978.0","W","","","","","","","","","","","","","","","","","","","","","",""
"USW00013782","2015","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1470.3","","1470.3","W","117","W","83","W","","","","","0","W","7","W","0","W","265","W","22","W","-5.5","W,0108,","","","","","235.0",",W,1003,","35.6","W,0722,","","","","","","","","","","","-4.9","W,0220","-4.9","W,0220","-4.9","W,0220","","","","","","","","","1699.1",",W","","","20.20","W","23.75","W","16.65","W","","","","","","","","","","","",""
"USW00013782","2016","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1544.2","","1544.2","W","91","W","63","W","","","","","0","W","6","W","0","W","243","W","36","W","-1.6","W,0119,","","","","","110.7",",W,1007,","35.6","W,0729,+","","","","","","","","","","","-1.0","W,0214","","","","","","","","","696.9","","696.9","W","1150.2",",W","","","20.26","W","23.70","W","16.82","W","10","W","60","W","","","18.3","W","23.7","W","",""
"USW00013782","2017","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","3.2","W","1466.8","","1466.8","W","96","W","65","W","","","","","0","W","3","W","0","W","256","W","17","W","-2.7","W,0108,","","","","","115.1",",W,0911,","36.1","W,0817,","-0.5","W,1229","","","","","","","","","-2.1","W,0109","-2.7","W,0108","","","","","","","603.2","","603.2","W","1369.5",",W","","","20.45","W","23.80","W","17.10","W","80","W","90","W","","","17.9","W","23.3","W","",""
