"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00415060","1978","27.5684","-99.4982","131.1","LAREDO 2, TX US","2267.2","","2267.2","0","","","","","0","","0","0","0","0","16","0","0","0","295","0","163","0","-6.7","0,1210,","0",",0,1231,+","0",",0,1231,+","","","41.1","0,0818,+","","","0.0","0,1208","-2.8","0,1209","-6.7","0,1210","-6.7","0,1210","","","0.0","0,0222","-2.2","0,0218","-4.4","0,0120","","","","","","","","","","","0",",0","22.67","0","29.56","0","15.78","0","",""
"USC00415060","1979","27.5684","-99.4982","131.1","LAREDO 2, TX US","2156.6","","2156.6","0","54","0","26","0","0","","0","0","0","0","9","0","0","0","295","0","153","0","-5.6","0,0102,","0",",0,1231,+","0",",0,1231,+","117.6",",0,0601,","41.1","0,0725,+","","","-0.6","0,1123","-2.2","0,1130","","","","","","","0.0","0,0218","-3.3","0,0115","-5.6","0,0102","650.9","","650.9","0","","","","","442.3",",0","0",",0","22.36","0","28.72","0","16.01","0","",""
"USC00415060","1980","27.5684","-99.4982","131.1","LAREDO 2, TX US","2399.1","","2399.1","0","55","0","23","0","0","","0","0","0","0","6","0","0","0","301","0","170","0","-3.3","0,0210,","0",",0,1231,+","0",",0,1231,+","99.6",",0,0810,","43.3","0,0628,","","","-0.6","0,1128","","","","","","","","","-2.8","0,0302","-2.8","0,0302","","","532.5","","532.5","0","","","","","407.6",",0","0",",0","23.21","0","29.66","0","16.75","0","",""
"USC00415060","1981","27.5684","-99.4982","131.1","LAREDO 2, TX US","2052.9","","2052.9","0","69","0","38","0","0","","0","0","0","0","5","0","0","0","308","0","142","0","-2.8","0,1225,","0",",0,1231,+","0",",0,1231,+","84.8",",0,1007,","40.0","0,0517,","","","-1.7","0,1218","-2.8","0,1225","","","","","","","-1.1","0,0212","-2.2","0,0211","","","647.2","","647.2","0","","","","","827.3",",0","0",",0","22.44","0","28.41","0","16.48","0","",""
"USC00415060","1982","27.5684","-99.4982","131.1","LAREDO 2, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","573.3","","573.3","0","","","","","","","","","","","","","","","",""
"USC00415060","1983","27.5684","-99.4982","131.1","LAREDO 2, TX US","2143.2","","2143.2","0","59","0","26","0","0","","0","0","0","0","13","0","2","0","303","0","165","0","-11.7","0,1230,","0",",0,1231,+","0",",0,1231,+","32.0",",0,1009,","42.2","0,0502,","","","-0.6","0,1219","-2.2","0,1222","-7.2","0,1224","-7.2","0,1224","-10.0","0,1225","-1.1","0,0103","","","","","","","","","","","","","373.1",",0","0",",0","22.26","0","28.88","0","15.64","0","",""
"USC00415060","1984","27.5684","-99.4982","131.1","LAREDO 2, TX US","2338.9","","2338.9","0","55","0","22","0","","","0","0","0","0","5","0","0","0","308","0","170","0","-6.1","0,0201,","","","0",",0,1231,+","52.6",",0,0517,","42.8","0,0420,","","","-0.6","0,1128","","","","","","","","","-6.1","0,0201","-6.1","0,0201","-6.1","0,0201","693.2","","693.2","0","","","","","322.4",",0","0",",0","23.26","0","29.67","0","16.86","0","",""
"USC00415060","1985","27.5684","-99.4982","131.1","LAREDO 2, TX US","2340.6","","2340.6","0","61","0","35","0","","","","","0","0","23","0","2","0","293","0","170","0","-6.1","0,0202,","","","","","88.1",",0,1021,","41.7","0,0819,","","","0.0","0,1206","-5.6","0,1214","-5.6","0,1214","","","","","-1.7","0,0212","-6.1","0,0202","-6.1","0,0202","653.0","","653.0","0","","","","","892.3",",0","","","22.70","0","28.95","0","16.45","0","",""
"USC00415060","1986","27.5684","-99.4982","131.1","LAREDO 2, TX US","2448.0","","2448.0","0","62","0","32","0","0","","0","0","0","0","12","0","0","0","311","0","181","0","-3.3","0,1212,","0",",0,1231,+","0",",0,1231,+","49.5",",0,1006,","43.3","0,0820,","","","0.0","0,1129","-3.3","0,1212","","","","","","","0.0","0,0212","-2.2","0,0110","","","486.5","","486.5","0","","","","","472.0",",0","0",",0","23.57","0","30.43","0","16.72","0","",""
"USC00415060","1987","27.5684","-99.4982","131.1","LAREDO 2, TX US","2133.1","","2133.1","0","75","0","35","0","0","","0","0","0","0","13","0","0","0","307","0","153","0","-3.3","0,0119,","0",",0,1231,+","0",",0,1231,+","52.6",",0,0505,","41.7","0,0818,+","","","-0.6","0,1111","-2.2","0,1216","","","","","","","0.0","0,0403","-2.8","0,0331","","","679.1","","679.1","0","","","","","465.9",",0","0",",0","22.51","0","29.34","0","15.67","0","",""
"USC00415060","1988","27.5684","-99.4982","131.1","LAREDO 2, TX US","2424.1","","2424.1","0","54","0","29","0","","","0","0","0","0","10","0","0","0","312","0","194","0","-6.1","0,0111,","","","0","T,0,0207,+","47.0",",0,0916,","45.0","0,0609,","","","0.0","0,1213","","","","","","","","","-2.8","0,0319","-2.8","0,0319","-5.0","0,0121","628.0","","628.0","0","","","","","360.8",",0","0","T,0","23.32","0","30.31","0","16.33","0","",""
"USC00415060","1989","27.5684","-99.4982","131.1","LAREDO 2, TX US","2544.9","","2544.9","0","48","0","26","0","0","","0","0","0","0","23","0","1","0","297","0","196","0","-10.6","0,1223,","0",",0,1231,+","0","T,0,1222,","71.4",",0,0823,","43.3","0,0717,+","","","-0.6","0,1209","-2.2","0,1212","-5.6","0,1213","-10.6","0,1223","-10.6","0,1223","-1.7","0,0308","-2.2","0,0306","","","508.5","","508.5","0","","","","","394.0",",0","0","T,0","23.37","0","30.31","0","16.43","0","",""
"USC00415060","1990","27.5684","-99.4982","131.1","LAREDO 2, TX US","2477.4","","2477.4","0","61","0","31","0","0","","0","0","0","0","5","0","0","0","328","0","163","0","-2.2","0,1224,+","0",",0,1231,+","0",",0,1231,+","72.1",",0,1107,","42.8","0,0520,","","","-0.6","0,1205","-2.2","0,1208","","","","","","","","","","","","","532.7","","532.7","0","","","","","589.0",",0","0",",0","24.01","0","30.57","0","17.46","0","",""
"USC00415060","1991","27.5684","-99.4982","131.1","LAREDO 2, TX US","2478.2","","2478.2","0","65","0","34","0","0","","0","0","0","0","5","0","0","0","305","0","192","0","-1.7","0,1124,+","0",",0,1231,+","0",",0,1231,+","47.2",",0,0514,","44.4","0,0731,","","","-0.6","0,1109","","","","","","","","","-1.7","0,0201","","","","","481.5","","481.5","0","","","","","479.0",",0","0",",0","23.68","0","30.31","0","17.06","0","",""
"USC00415060","1992","27.5684","-99.4982","131.1","LAREDO 2, TX US","2256.5","","2256.5","0","76","0","39","0","0","","0","0","0","0","4","0","0","0","298","0","164","0","-2.2","0,1128,","0",",0,1231,+","0","T,0,0116,","53.8",",0,0417,","44.4","0,0630,","","","0.0","0,1127","-2.2","0,1128","","","","","","","0.0","0,0120","","","","","556.0","","556.0","0","","","","","530.0",",0","0","T,0","23.05","0","29.58","0","16.51","0","",""
"USC00415060","1993","27.5684","-99.4982","131.1","LAREDO 2, TX US","2343.5","","2343.5","0","71","0","28","0","0","","0","0","0","0","7","0","0","0","305","0","182","0","-2.8","0,1223,+","0",",0,1231,+","0","T,0,1030,","68.8",",0,0312,","43.9","0,0603,","","","-2.2","0,1031","-2.2","0,1031","","","","","","","-1.1","0,0126","","","","","491.7","","491.7","0","","","","","335.9",",0","0","T,0","23.31","0","30.08","0","16.54","0","",""
"USC00415060","1994","27.5684","-99.4982","131.1","LAREDO 2, TX US","2505.6","","2505.6","0","71","0","39","0","0","","0","0","0","0","4","0","0","0","319","0","188","0","-4.4","0,0202,","0",",0,1231,+","0",",0,1231,+","61.2",",0,1227,","43.3","0,0725,+","","","","","","","","","","","","","-4.4","0,0202","-4.4","0,0202","-4.4","0,0202","495.8","","495.8","0","","","","","547.6",",0","0",",0","24.12","0","30.84","0","17.40","0","",""
"USC00415060","1995","27.5684","-99.4982","131.1","LAREDO 2, TX US","2426.7","","2426.7","0","68","0","34","0","0","","0","0","0","0","2","0","0","0","309","0","182","0","0.0","0,1210,+","0",",0,1231,+","0",",0,1231,+","103.1",",0,0611,","45.6","0,0513,","","","0.0","0,1210","","","","","","","","","0.0","0,0131","","","","","394.3","","394.3","0","","","","","610.8",",0","0",",0","23.65","0","30.37","0","16.92","0","",""
"USC00415060","1996","27.5684","-99.4982","131.1","LAREDO 2, TX US","2539.6","","2539.6","0","45","0","26","0","0","","0","0","0","0","14","0","0","0","323","0","196","0","-8.3","0,1219,","0",",0,1231,+","0",",0,1231,+","71.1",",0,0726,","42.8","0,0709,+","","","-4.4","0,1218","-4.4","0,1218","-4.4","0,1218","-8.3","0,1219","","","0.0","0,0310","-3.9","0,0203","-5.0","0,0108","566.5","","566.5","0","","","","","583.3",",0","0",",0","23.71","0","30.94","0","16.47","0","",""
"USC00415060","1997","27.5684","-99.4982","131.1","LAREDO 2, TX US","2308.9","","2308.9","0","76","0","39","0","0","","0","0","0","0","15","0","1","0","296","0","173","0","-5.0","0,1213,","0",",0,1231,+","0",",0,1231,+","95.8",",0,1022,","43.3","0,0806,","","","-5.0","0,1213","-5.0","0,1213","-5.0","0,1213","","","","","-1.7","0,0129","-2.2","0,0114","","","571.5","","571.5","0","","","","","535.4",",0","0",",0","22.82","0","29.59","0","16.05","0","",""
"USC00415060","1998","27.5684","-99.4982","131.1","LAREDO 2, TX US","2730.0","","2730.0","0","45","0","27","0","","","0","0","0","0","4","0","0","0","328","0","186","0","-2.8","0,1226,","","","0",",0,1231,+","40.6",",0,1006,","45.6","0,0604,","","","0.0","0,1213","-2.8","0,1226","","","","","","","0.0","0,0108","","","","","461.4","","461.4","0","","","","","264.6",",0","0",",0","24.78","0","31.82","0","17.75","0","",""
"USC00415060","1999","27.5684","-99.4982","131.1","LAREDO 2, TX US","2602.9","","2602.9","0","45","0","28","0","0","","0","0","0","0","6","0","0","0","340","0","194","0","-3.3","0,0110,","0",",0,1231,+","0",",0,1231,+","53.3",",0,0823,","43.9","0,0815,+","","","-0.6","0,1206","","","","","","","","","-2.8","0,0213","-2.8","0,0213","","","319.9","","319.9","0","","","","","420.0",",0","0",",0","24.62","0","31.73","0","17.51","0","",""
"USC00415060","2000","27.5684","-99.4982","131.1","LAREDO 2, TX US","2642.9","","2642.9","0","61","0","27","0","0","","0","0","0","0","4","0","0","0","307","0","183","0","-1.1","0,0105,","0",",0,1231,+","0",",0,1231,+","57.2",",0,0314,","43.3","0,0906,+","","","0.0","0,1213","","","","","","","","","-1.1","0,0105","","","","","292.2","","292.2","0","","","","","424.8",",0","0",",0","24.28","0","30.51","0","18.03","0","",""
"USC00415060","2001","27.5684","-99.4982","131.1","LAREDO 2, TX US","2463.8","","2463.8","0","65","0","29","0","0","","0","0","0","0","2","0","0","0","305","0","166","0","-1.1","0,0120,","0",",0,1231,+","0",",0,1231,+","53.8",",0,1116,","41.7","0,0612,","","","","","","","","","","","","","-1.1","0,0120","","","","","641.0","","641.0","0","","","","","450.3",",0","0",",0","23.74","0","29.77","0","17.72","0","",""
"USC00415060","2002","27.5684","-99.4982","131.1","LAREDO 2, TX US","2427.2","","2427.2","0","48","0","26","0","0","","0","0","0","0","5","0","0","0","312","0","176","0","-2.8","0,0304,+","0",",0,1231,+","0",",0,1231,+","116.8",",0,0909,","43.3","0,0502,","","","","","","","","","","","","","-2.8","0,0304","-2.8","0,0304","","","450.7","","450.7","0","","","","","487.9",",0","0",",0","23.65","0","29.73","0","17.57","0","",""
"USC00415060","2003","27.5684","-99.4982","131.1","LAREDO 2, TX US","2341.2","","2341.2","0","82","0","40","0","0","","0","0","0","0","5","0","0","0","308","0","151","0","-1.7","0,1230,+","0",",0,1231,+","0",",0,1231,+","120.7",",0,1012,","42.2","0,0809,","","","0.0","0,1129","","","","","","","","","0.0","0,0225","","","","","513.2","","513.2","0","","","","","653.0",",0","0",",0","23.33","0","29.21","0","17.45","0","",""
"USC00415060","2004","27.5684","-99.4982","131.1","LAREDO 2, TX US","2283.6","","2283.6","0","73","0","40","0","1","","1","0","0","0","3","0","0","0","309","0","153","0","-2.2","0,1225,","25",",0,1224,","28",",0,1224,","96.8",",0,0907,","42.2","0,0531,","","","-1.1","0,1224","-2.2","0,1225","","","","","","","","","","","","","418.6","","418.6","0","","","","","692.1",",0","28",",0","23.41","0","29.05","0","17.76","0","",""
"USC00415060","2005","27.5684","-99.4982","131.1","LAREDO 2, TX US","2525.8","","2525.8","0","47","0","21","0","0","","0","0","0","0","0","0","0","0","309","0","177","0","1.1","0,1208,","0",",0,1231,+","0",",0,1231,+","54.6",",0,0720,","42.2","0,0925,+","","","","","","","","","","","","","","","","","","","412.1","","412.1","0","","","","","349.8",",0","0",",0","24.06","0","30.36","0","17.76","0","",""
"USC00415060","2006","27.5684","-99.4982","131.1","LAREDO 2, TX US","2587.7","","2587.7","0","36","0","22","0","0","","0","0","0","0","3","0","0","0","331","0","193","0","-2.2","0,0212,","0",",0,1231,+","0",",0,1231,+","112.5",",0,0514,","42.8","0,0510,","","","-0.6","0,1201","","","","","","","","","-2.2","0,0212","-2.2","0,0212","","","353.5","","353.5","0","","","","","492.0",",0","0",",0","24.44","0","30.81","0","18.07","0","",""
"USC00415060","2007","27.5684","-99.4982","131.1","LAREDO 2, TX US","2205.5","","2205.5","0","83","0","42","0","0","","0","0","0","0","5","0","0","0","311","0","155","0","-2.2","0,1216,","0",",0,1231,+","0",",0,1231,+","109.0",",0,0617,","40.0","0,0607,","","","-2.2","0,1216","-2.2","0,1216","","","","","","","-0.6","0,0216","","","","","555.6","","555.6","0","","","","","756.5",",0","0",",0","22.84","0","28.71","0","16.98","0","",""
"USC00415060","2008","27.5684","-99.4982","131.1","LAREDO 2, TX US","2256.3","","2256.3","0","60","0","28","0","0","","0","0","0","0","4","0","0","0","329","0","157","0","-0.6","0,0202,+","0",",0,1231,+","0",",0,1231,+","67.3",",0,0823,","40.6","0,0523,+","","","0.0","0,1211","","","","","","","","","-0.6","0,0202","","","","","406.6","","406.6","0","","","","","578.7",",0","0",",0","23.34","0","29.80","0","16.88","0","",""
"USC00415060","2009","27.5684","-99.4982","131.1","LAREDO 2, TX US","2484.8","","2484.8","0","54","0","28","0","0","","0","0","0","0","3","0","0","0","312","0","171","0","-1.1","0,1205,+","0",",0,1231,+","0",",0,1231,+","36.6",",0,0929,","41.7","0,0801,+","","","-1.1","0,1205","","","","","","","","","-1.1","0,0204","","","","","394.7","","394.7","0","","","","","343.5",",0","0",",0","23.85","0","30.41","0","17.29","0","",""
"USC00415060","2010","27.5684","-99.4982","131.1","LAREDO 2, TX US","2318.4","","2318.4","0","60","0","38","0","0","","0","0","0","0","7","0","0","0","310","0","169","0","-6.1","0,0109,","0",",0,1231,+","0",",0,1231,+","65.5",",0,0701,","42.2","0,0824,","","","-0.6","0,1201","-2.2","0,1226","","","","","","","-0.6","0,0224","-4.4","0,0110","-4.4","0,0110","638.0","","638.0","0","","","","","666.4",",0","0",",0","23.19","0","29.50","0","16.88","0","",""
"USC00415060","2011","27.5684","-99.4982","131.1","LAREDO 2, TX US","2872.9","","2872.9","7","30","7","15","7","","","","","0","7","12","7","1","7","317","7","216","7","-5.6","7,0204,","","","","","68.3",",7,1210,","43.3","7,0426,","","","-0.6","7,1128","-2.8","7,1207","","","","","","","-1.7","K,0212","-3.3","K,0211","-5.6","K,0204","464.1","","464.1","7","","","","","235.6",",7","","","24.72","7","31.61","7","17.83","7","",""
"USC00415060","2012","27.5684","-99.4982","131.1","LAREDO 2, TX US","2721.4","","2721.4","7","44","7","23","7","","","","","0","7","2","7","0","7","318","7","195","7","-1.7","7,0113,","","","","","96.3",",7,0929,","42.8","7,0626,","","","0.0","7,1212","","","","","","","","","-1.7","7,0113","","","","","445.4","","445.4","7","","","","","286.7",",7","","","24.78","7","30.97","7","18.59","7","",""
"USC00415060","2013","27.5684","-99.4982","131.1","LAREDO 2, TX US","2406.1","","2406.1","7","60","7","32","7","","","","","0","7","0","7","0","7","316","7","172","7","0.6","7,1224,+","","","","","55.4",",7,0510,","42.8","7,0629,","","","","","","","","","","","","","","","","","","","333.5","","333.5","7","","","","","587.8",",7","","","23.53","7","29.59","7","17.48","7","",""
"USC00415060","2014","27.5684","-99.4982","131.1","LAREDO 2, TX US","2420.3","","2420.3","7","59","7","29","7","","","","","0","7","8","7","0","7","303","7","176","7","-2.2","7,0212,","","","","","56.6",",7,0523,","41.7","7,0807,+","","","","","","","","","","","","","-2.2","7,0212","-2.2","7,0212","","","678.2","","678.2","7","","","","","428.9",",7","","","23.36","7","29.41","7","17.32","7","",""
"USC00415060","2015","27.5684","-99.4982","131.1","LAREDO 2, TX US","2419.3","","2419.3","7","68","7","26","7","","","","","0","7","0","7","0","7","307","7","168","7","1.1","7,0124,+","","","","","93.5",",7,0530,","41.7","7,0726,","","","","","","","","","","","","","","","","","","","591.5","","591.5","7","","","","","680.8",",7","","","23.49","7","29.21","7","17.77","7","",""
"USC00415060","2016","27.5684","-99.4982","131.1","LAREDO 2, TX US","2633.2","","2633.2","7","66","7","38","7","0","","0","7","0","7","1","7","0","7","320","7","183","7","-0.6","7,1219,","0",",7,1231,+","0",",7,1231,+","65.8",",7,0925,","42.2","7,0812,+","","","-0.6","7,1219","","","","","","","","","","","","","","","325.6","","325.6","7","","","","","639.3",",7","0",",7","24.61","7","30.61","7","18.60","7","",""
"USC00415060","2017","27.5684","-99.4982","131.1","LAREDO 2, TX US","2590.6","","2590.6","7","59","7","24","7","0","","1","7","0","7","5","7","0","7","322","7","179","7","-3.9","7,0108,","0",",7,1231,+","30",",7,1208,","134.6",",7,0926,","42.2","7,0623,","","","0.0","7,1207","","","","","","","","","-3.9","7,0108","-3.9","7,0108","","","254.9","","254.9","7","","","","","645.2",",7","33",",7","24.45","7","30.66","7","18.25","7","",""
