"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00118293","1962","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","370.5","","370.5","0","105","0","65","0","89","","17","0","23","0","155","0","70","0","147","0","4","0","-27.8","0,0301,","432",",0,0305,+","229",",0,0218,","115.6",",0,0702,","33.9","0,0823,","-2.2","0,1024","-2.2","0,1024","-5.0","0,1025","-7.8","0,1026","-8.9","0,1206","-2.8","0,0420","-2.8","0,0420","-4.4","0,0416","-7.8","0,0318","-9.4","0,0316","4021.2","","4021.2","0","824.3",",0","1052",",0","8.21","0","13.60","0","2.81","0","",""
"USC00118293","1963","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","437.7","","437.7","0","85","0","57","0","84","","11","0","40","0","137","0","73","0","177","0","17","0","-31.7","0,0123,","229",",0,0203,+","114",",0,1211,","77.5",",0,0719,","37.2","0,0701,","0.0","0,1029","-5.0","0,1102","-5.0","0,1102","-6.7","0,1123","-9.4","0,1201","0.0","0,0424","-3.9","0,0410","-7.2","0,0322","-7.2","0,0322","-9.4","0,0310","4037.7","","4037.7","0","646.6",",0","737",",0","8.58","0","14.40","0","2.76","0","",""
"USC00118293","1964","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","466.6","","466.6","0","87","0","62","0","51","","16","0","7","0","147","0","57","0","156","0","25","0","-21.7","0,1217,","178",",0,0101,","114",",0,0320,","48.3",",0,0820,","35.6","0,0719,","0.0","0,1006","-2.2","0,1009","-5.6","0,1010","-9.4","0,1120","-9.4","0,1120","-3.3","0,0408","-3.3","0,0408","-5.6","0,0404","-14.4","0,0330","-14.4","0,0330","3528.6","","3528.6","0","665.0",",0","943",",0","9.54","0","15.23","0","3.85","0","",""
"USC00118293","1965","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","337.4","","337.4","0","114","0","77","0","62","","18","0","13","0","143","0","56","0","140","0","10","0","-28.3","0,0202,","178",",0,0324,+","152",",0,0317,","82.6",",0,0920,","35.6","0,0723,","-0.6","0,1012","-2.2","0,1024","-7.8","0,1114","-7.8","0,1114","-9.4","0,1128","-0.6","0,0529","-2.2","0,0403","-6.7","0,0330","-6.7","0,0330","-12.8","0,0327","3935.2","","3935.2","0","1162.2",",0","1037",",0","8.54","0","13.97","0","3.12","0","",""
"USC00118293","1966","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","412.0","","412.0","0","87","0","56","0","33","","5","0","18","0","147","0","58","0","139","0","21","0","-30.6","0,0129,","229",",0,0119,+","178",",0,1228,","49.5",",0,1015,","37.2","0,0710,","-1.1","0,1017","-2.2","0,1030","-8.9","0,1102","-8.9","0,1102","-8.9","0,1102","0.0","0,0511","-2.2","0,0510","-6.1","0,0328","-6.7","0,0327","-12.2","0,0325","3800.6","","3800.6","0","776.4",",0","537",",0","8.60","0","14.29","0","2.91","0","",""
"USC00118293","1967","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","314.8","","314.8","0","113","0","70","0","70","","16","0","14","0","142","0","53","0","138","0","4","0","-28.3","0,0118,","229",",0,0320,","229",",0,0320,","63.5",",0,0718,","32.8","0,0526,","-0.6","0,0929","-3.9","0,1026","-6.1","0,1104","-9.4","0,1115","-9.4","0,1115","0.0","0,0516","-3.9","0,0424","-4.4","0,0322","-13.3","0,0318","-13.3","0,0318","3762.0","","3762.0","0","972.5",",0","912",",0","8.41","0","13.81","0","3.02","0","",""
"USC00118293","1968","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","358.9","","358.9","0","107","0","69","0","51","","","","15","0","139","0","53","0","134","0","7","0","-27.8","0,0107,","127",",0,1231,+","","","43.2",",0,0805,","33.9","0,0607,","-0.6","0,1004","-2.2","0,1007","-5.6","0,1112","-6.7","0,1113","-10.6","0,1206","-1.7","0,0425","-3.3","0,0406","-5.0","0,0405","-7.2","0,0323","-9.4","0,0313","3758.2","","3758.2","0","884.8",",0","","","8.95","0","14.20","0","3.71","0","",""
"USC00118293","1969","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","339.2","","339.2","0","115","0","77","0","87","","15","0","14","0","154","0","64","0","129","0","2","0","-26.7","0,0101,","305",",0,1231,+","193",",0,1207,","53.3",",0,0608,","32.2","0,0705,+","-1.7","0,1014","-2.2","0,1017","-6.7","0,1023","-6.7","0,1023","-11.7","0,1114","-0.6","0,0429","-2.8","0,0406","-13.3","0,0331","-13.3","0,0331","-13.3","0,0331","3961.7","","3961.7","0","935.4",",0","993",",0","8.10","0","13.16","0","3.03","0","",""
"USC00118293","1970","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","401.5","","401.5","0","111","0","68","0","78","","13","0","20","0","141","0","55","0","141","0","5","0","-30.0","0,0121,","381",",0,0114,","102",",0,0402,","41.1",",0,0915,","33.9","0,0701,","0.0","0,1010","-2.2","0,1114","-5.6","0,1115","-8.9","0,1122","-8.9","0,1122","-1.1","0,0506","-2.8","0,0410","-7.2","0,0331","-7.2","0,0331","-9.4","0,0329","4105.4","","4105.4","0","928.4",",0","572",",0","8.36","0","13.41","0","3.31","0","",""
"USC00118293","1971","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","386.9","","386.9","0","102","0","65","0","","","","","22","0","140","0","60","0","146","0","3","0","-26.1","0,0209,","","","","","51.1",",0,1215,","33.9","0,0619,","0.0","0,1012","-5.0","0,1104","-5.0","0,1104","-10.6","0,1107","-10.6","0,1107","-1.1","0,0503","-2.2","0,0424","-4.4","0,0405","-8.9","0,0403","-8.9","0,0403","3978.4","","3978.4","0","786.4",",0","","","8.70","0","13.86","0","3.54","0","",""
"USC00118293","1972","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","338.1","","338.1","0","116","0","82","0","92","","","","25","0","154","0","64","0","124","0","3","0","-29.4","0,0115,","279",",0,0329,","","","84.8",",0,0913,","32.2","0,0814,+","0.0","0,0930","-2.8","0,1018","-7.8","0,1019","-7.8","0,1019","-10.0","0,1115","-3.3","0,0425","-3.3","0,0425","-4.4","0,0409","-12.2","0,0408","-12.2","0,0408","3848.0","","3848.0","0","1169.8",",0","","","7.45","0","12.24","0","2.67","0","",""
"USC00118293","1973","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","393.7","","393.7","0","129","0","96","0","61","","12","0","9","0","120","0","45","0","125","0","6","0","-21.7","0,1231,","305",",0,0411,+","305",",0,0410,","58.9",",0,0527,","35.0","0,0710,","0.0","0,1101","-7.2","0,1105","-7.2","0,1105","-7.2","0,1105","-9.4","0,1207","-4.4","0,0413","-4.4","0,0413","-4.4","0,0413","-7.8","0,0411","-20.6","0,0217","3787.1","","3787.1","0","1243.8",",0","848",",0","9.59","0","14.18","0","5.00","0","",""
"USC00118293","1974","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","285.2","","285.2","0","122","0","75","0","70","","12","0","13","0","149","0","45","0","120","0","4","0","-27.8","0,0112,","178",",0,0113,+","127",",0,0222,","48.5",",0,0522,","33.9","0,0713,","-2.2","0,0922","-2.2","0,0922","-5.0","0,1115","-7.2","0,1125","-8.9","0,1203","-1.1","0,0507","-2.2","0,0423","-5.6","0,0408","-11.1","0,0325","-11.1","0,0325","3757.0","","3757.0","0","1067.0",",0","1017",",0","8.55","0","13.51","0","3.58","0","",""
"USC00118293","1975","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","411.7","","411.7","0","117","0","70","0","","","","","7","0","145","0","65","0","132","0","1","0","-26.1","0,0209,","","","","","36.3",",0,0427,","32.8","0,0821,","-1.1","0,1002","-2.8","0,1113","-7.8","0,1114","-7.8","0,1114","-10.6","0,1125","-0.6","0,0420","-2.2","0,0413","-4.4","0,0406","-9.4","0,0404","-9.4","0,0404","3843.3","","3843.3","0","734.4",",0","","","8.84","0","13.86","0","3.82","0","",""
"USC00118293","1976","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","350.7","","350.7","0","91","0","46","0","","","","","24","0","162","0","57","0","138","0","8","0","-26.7","0,1231,","","","","","31.8",",0,0420,","34.4","0,0710,","-1.7","0,1008","-2.2","0,1017","-6.1","0,1022","-6.7","0,1027","-10.6","0,1112","-0.6","0,0503","-2.2","0,0427","-4.4","0,0412","-11.1","0,0322","-11.1","0,0322","3557.7","","3557.7","0","486.2",",0","","","8.18","0","13.92","0","2.44","0","",""
"USC00118293","1977","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","404.0","","404.0","0","126","0","78","0","","","","","34","0","130","0","68","0","140","0","9","0","-28.9","0,0116,+","","","","","45.0",",0,0918,","34.4","0,0715,+","0.0","0,1011","-5.0","0,1111","-5.0","0,1111","-6.7","0,1112","-15.6","0,1125","-0.6","0,0509","-3.9","0,0408","-4.4","0,0406","-6.7","0,0306","-8.9","0,0302","3997.5","","3997.5","0","914.0",",0","","","8.64","0","13.85","0","3.42","0","",""
"USC00118293","1979","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","281.7","","281.7","0","93","0","68","0","","","","","39","0","160","0","72","0","122","0","1","0","-31.7","0,0111,","","","","","68.6",",0,0818,","32.2","0,0808,","0.0","0,0922","-4.4","0,1014","-4.4","0,1014","-6.7","0,1026","-11.1","0,1111","0.0","0,0501","-5.6","0,0410","-5.6","0,0410","-8.3","0,0407","-11.7","0,0406","","","","","972.5",",0","","","6.57","0","12.55","0","0.59","0","",""
"USC00118293","1980","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","366.0","","366.0","0","105","0","71","0","","","15","0","28","0","166","0","72","0","133","0","6","0","-22.8","0,1225,+","","","89",",0,1202,","62.5",",0,0821,","33.9","0,0721,+","-2.2","0,1004","-2.2","0,1004","-5.0","0,1005","-7.8","0,1029","-8.9","0,1202","-1.7","0,0509","-3.9","0,0426","-5.6","0,0416","-6.7","0,0326","-10.6","0,0314","4168.7","","4168.7","0","966.4",",0","677",",0","7.66","0","13.19","0","2.13","0","",""
"USC00118293","1981","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","248.1","","248.1","0","97","0","65","0","","","5","0","15","0","154","0","53","0","128","0","1","0","-26.1","0,0203,","","","127",",0,0211,","76.2",",0,0828,","34.4","0,0713,","-0.6","0,1002","-2.2","0,1003","-4.4","0,1023","-7.8","0,1024","-8.9","0,1123","-1.7","0,0512","-3.9","0,0421","-4.4","0,0406","-6.7","0,0323","-8.9","0,0318","3909.4","","3909.4","0","1062.6",",0","471",",0","8.23","0","14.00","0","2.47","0","",""
"USC00118293","1982","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","285.5","","285.5","0","115","0","76","0","","","","","30","0","151","0","70","0","127","0","2","0","-32.2","0,0110,","","","","","61.0",",0,0804,","33.3","0,0804,","-2.2","0,1021","-2.2","0,1021","-6.7","0,1022","-6.7","0,1022","-10.6","0,1113","-3.9","0,0428","-3.9","0,0428","-6.1","0,0411","-6.7","0,0409","-13.9","0,0407","4395.7","","4395.7","0","987.6",",0","","","7.12","0","12.46","0","1.78","0","",""
"USC00118293","1983","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","471.9","","471.9","0","109","0","78","0","","","13","0","19","0","156","0","62","0","122","0","27","0","-31.1","0,1224,","","","152",",0,0327,","40.6",",0,1012,","36.7","0,0820,","0.0","0,0923","-2.2","0,1018","-6.7","0,1105","-6.7","0,1105","-10.0","0,1130","0.0","0,0510","-2.2","0,0509","-6.7","0,0419","-6.7","0,0419","-10.6","0,0329","3748.6","","3748.6","0","769.5",",0","870",",0","8.21","0","13.54","0","2.89","0","",""
"USC00118293","1984","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","375.0","","375.0","0","97","0","62","0","","","9","0","16","0","157","0","53","0","132","0","14","0","-31.1","0,0121,","","","102",",0,0318,","71.1",",0,1019,","36.7","0,0808,","-0.6","0,0916","-2.8","0,0929","-6.7","0,1102","-6.7","0,1102","-11.1","0,1120","0.0","0,0516","-3.9","0,0501","-4.4","0,0331","-12.8","0,0313","-12.8","0,0313","4233.9","","4233.9","0","950.1",",0","509",",0","8.35","0","14.06","0","2.64","0","",""
"USC00118293","1985","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","","","","","122","0","77","0","","","21","0","","","","","","","","","","","","","","","178",",0,0101,","53.6",",0,1101,","","","","","","","","","","","","","","","","","","","","","","","3896.0","","3896.0","0","988.3",",0","1271",",0","","","","","","","",""
"USC00118293","1986","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","316.1","","316.1","0","103","0","73","0","","","","","20","0","150","0","52","0","129","0","8","0","-30.6","0,0108,","","","","","66.5",",0,0921,","32.8","0,0719,+","-0.6","0,1006","-2.2","0,1010","-7.8","0,1110","-7.8","0,1110","-13.3","0,1111","0.0","0,0503","-6.1","0,0422","-6.1","0,0422","-11.1","0,0321","-11.1","0,0321","","","","","1002.2",",0","","","8.30","0","13.66","0","2.94","0","",""
"USC00118293","1987","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","464.2","","464.2","0","103","0","67","0","","","9","0","5","0","149","0","43","0","142","0","22","0","-22.8","0,0123,","","","127",",0,1215,","47.2",",0,0817,","36.7","0,0615,","-3.3","0,1003","-3.3","0,1003","-5.0","0,1008","-6.7","0,1011","-11.1","0,1121","0.0","0,0505","-3.9","0,0408","-7.8","0,0404","-7.8","0,0404","-8.9","0,0310","3590.8","","3590.8","0","822.6",",0","528",",0","9.72","0","15.27","0","4.18","0","",""
"USC00118293","1988","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","496.9","","496.9","0","78","0","49","0","","","11","0","25","0","157","0","56","0","151","0","37","0","-30.0","0,0110,+","","","127",",0,0124,","31.5",",0,1227,","37.2","0,0818,+","-0.6","0,1005","-5.0","0,1006","-5.0","0,1006","-6.7","0,1013","-10.6","0,1030","0.0","0,0427","-4.4","0,0421","-4.4","0,0421","-6.7","0,0321","-10.0","0,0315","3997.2","","3997.2","0","501.8",",0","532",",0","8.34","0","14.60","0","2.09","0","",""
"USC00118293","1989","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","288.5","","288.5","0","85","0","46","0","","","14","0","24","0","159","0","73","0","141","0","8","0","-28.9","0,1223,+","","","102",",0,0213,","63.2",",0,0901,","37.2","0,0711,","0.0","0,0923","-3.9","0,1004","-9.4","0,1103","-9.4","0,1103","-9.4","0,1103","-0.6","0,0512","-3.3","0,0507","-5.6","0,0413","-8.9","0,0321","-8.9","0,0321","4015.4","","4015.4","0","650.5",",0","614",",0","7.16","0","12.85","0","1.46","0","",""
"USC00118293","1991","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","436.3","","436.3","0","86","0","65","0","","","9","0","20","0","147","0","61","0","141","0","12","0","-27.2","0,0121,","","","178",",0,0311,","58.7",",0,0614,","33.9","0,0802,+","-1.7","0,0919","-2.8","0,0927","-4.4","0,1018","-7.8","0,1101","-11.1","0,1102","-1.1","0,0420","-3.3","0,0401","-4.4","0,0330","-7.8","0,0329","-9.4","0,0304","3782.3","","3782.3","0","851.0",",0","621",",0","8.53","0","14.02","0","3.03","0","",""
"USC00118293","1992","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","176.7","","176.7","0","110","0","69","0","","","4","0","8","0","150","0","56","0","119","0","1","0","-23.3","0,0116,","","","127",",0,1210,","49.0",",0,1121,","32.2","0,0810,","-1.1","0,0929","-4.4","0,1017","-4.4","0,1017","-7.2","0,1019","-10.0","0,1127","-3.9","0,0506","-3.9","0,0506","-5.0","0,0405","-9.4","0,0323","-9.4","0,0323","3797.9","","3797.9","0","762.7",",0","339",",0","7.74","0","12.91","0","2.58","0","",""
"USC00118293","1993","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","266.2","","266.2","0","122","0","73","0","","","13","0","14","0","156","0","70","0","112","0","0","0","-25.0","0,0224,","","","127",",0,0322,","104.1",",0,0625,","31.1","0,0827,+","-1.7","0,0930","-2.8","0,1010","-5.0","0,1031","-7.8","0,1101","-10.6","0,1107","-1.7","0,0421","-6.1","0,0418","-6.1","0,0418","-6.7","0,0417","-13.9","0,0318","4278.9","","4278.9","0","1138.6",",0","877",",0","7.42","0","12.14","0","2.69","0","",""
"USC00118293","1994","42.3996","-89.9902","295.7","STOCKTON 3 NNE, IL US","279.9","","279.9","0","101","0","63","0","","","","","25","0","137","0","63","0","126","0","4","0","-32.2","0,0118,","","","","","53.3",",0,0704,","34.4","0,0619,","-2.2","0,1010","-2.2","0,1010","-4.4","0,1116","-7.2","0,1130","-14.4","0,1208","0.0","0,0501","-2.8","0,0424","-8.9","0,0407","-8.9","0,0407","-8.9","0,0407","4163.9","","4163.9","0","811.5",",0","","","7.73","0","13.14","0","2.31","0","",""
