"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003104","1961","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2169.4","","2169.4","0","10","0","5","0","0","","0","0","0","0","7","0","0","0","343","0","169","0","-2.2","0,1212,","0",",0,1231,+","0",",0,1231,+","17.8",",0,0815,","48.9","0,0614,","-1.7","0,1208","-2.2","0,1212","","","","","0.0","0,0108","","","","","","","440.5","","440.5","0","36.1",",0","0",",0","22.85","0","31.52","0","14.19","0","","","","","","","",""
"USW00003104","1962","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2175.8","","2175.8","0","12","0","6","0","0","","0","0","0","0","11","0","0","0","329","0","187","0","-5.6","0,0111,","0",",0,1231,+","0",",0,1231,+","7.4",",0,1018,","46.1","0,0825,","-2.8","0,1228","-2.8","0,1228","","","","","0.0","0,0315","-5.0","0,0115","-5.0","0,0115","","","695.2","","695.2","0","35.4",",0","0",",0","22.66","0","31.77","0","13.55","0","","","","","","","",""
"USW00003104","1963","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2139.0","","2139.0","0","13","0","8","0","0","","0","0","0","0","21","0","0","0","333","0","175","0","-6.1","0,0114,","0",",0,1231,+","0",",0,1231,+","33.0",",0,0917,","45.6","0,0909,","-0.6","0,1213","","","","","","","-0.6","0,0123","-3.3","0,0121","-5.0","0,0120","","","517.5","","517.5","0","96.6",",0","0",",0","22.64","0","31.20","0","14.09","0","","","","","","","",""
"USW00003104","1964","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2102.9","","2102.9","0","10","0","5","0","0","","0","0","0","0","30","0","0","0","313","0","176","0","-4.4","0,0109,","0",",0,1231,+","0",",0,1231,+","10.4",",0,1117,","47.8","0,0712,","0.0","0,1213","-3.3","0,1214","","","","","-0.6","0,0301","-2.2","0,0125","-4.4","0,0109","","","750.0","","750.0","0","31.4",",0","0",",0","21.86","0","30.65","0","13.07","0","","","","","","","",""
"USW00003104","1965","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2010.8","","2010.8","0","20","0","11","0","0","","0","0","0","0","12","0","0","0","309","0","170","0","-3.3","0,0212,","0",",0,1231,+","0",",0,1231,+","32.0",",0,1216,","45.6","0,0809,+","","","","","","","","","0.0","0,0305","-2.2","0,0213","","","","","649.3","","649.3","0","116.3",",0","0",",0","22.13","0","30.62","0","13.65","0","","","","","","","",""
"USW00003104","1966","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2283.1","","2283.1","0","9","0","3","0","0","","0","0","0","0","22","0","0","0","321","0","192","0","-3.3","0,0214,+","0",",0,1231,+","0",",0,1231,+","11.4",",0,1010,","46.1","0,0706,","-0.6","0,1223","-2.8","0,1227","","","","","-1.1","0,0304","-3.3","0,0214","","","","","650.3","","650.3","0","28.5",",0","0",",0","22.83","0","31.62","0","14.04","0","","","","","","","",""
"USW00003104","1967","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2081.2","","2081.2","0","17","0","10","0","0","","0","0","0","0","21","0","0","0","328","0","165","0","-3.3","0,0107,","0",",0,1231,+","0",",0,1231,+","9.7",",0,1121,+","46.7","0,0629,","0.0","0,1203","","","","","","","-1.1","0,0222","-3.3","0,0107","","","","","572.6","","572.6","0","62.6",",0","0",",0","22.30","0","30.95","0","13.65","0","","","","","","","",""
"USW00003104","1968","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2134.4","","2134.4","0","11","0","3","0","0","","0","0","0","0","24","0","0","0","332","0","176","0","-6.7","0,1221,","0",",0,1231,+","0",",0,1231,+","23.1",",0,0728,","47.2","0,0711,+","-0.6","0,1205","-3.9","0,1219","-6.7","0,1221","-6.7","0,1221","-1.1","0,0130","-2.8","0,0105","","","","","497.3","","497.3","0","50.9",",0","0",",0","22.69","0","31.39","0","13.98","0","","","","","","","",""
"USW00003104","1969","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2231.5","","2231.5","0","13","0","7","0","0","","0","0","0","0","10","0","0","0","322","0","169","0","-3.3","0,1230,","0",",0,1231,+","0",",0,1231,+","9.4",",0,1110,","48.9","0,0814,","0.0","0,1214","-3.3","0,1230","","","","","-0.6","0,0220","-2.2","0,0201","","","","","635.4","","635.4","0","39.9",",0","0",",0","22.87","0","31.24","0","14.49","0","","","","","","","",""
"USW00003104","1970","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2127.8","","2127.8","0","14","0","9","0","0","","0","0","0","0","10","0","0","0","323","0","173","0","-6.7","0,0103,","0",",0,1231,+","0",",0,1231,+","14.2",",0,0708,","50.0","0,0625,","","","","","","","","","-3.9","0,0130","-3.9","0,0130","-6.7","0,0103","-6.7","0,0103","537.1","","537.1","0","72.2",",0","0",",0","22.53","0","31.28","0","13.78","0","","","","","","","",""
"USW00003104","1971","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","1966.8","","1966.8","0","8","0","4","0","0","","0","0","0","0","26","0","0","0","302","0","158","0","-4.4","0,1215,+","0",",0,1231,+","0",",0,1231,+","8.9",",0,0810,","47.8","0,0912,","-2.2","0,1030","-2.2","0,1030","-4.4","0,1215","","","-1.1","0,0306","-3.3","0,0303","-4.4","0,0105","","","611.7","","611.7","0","23.7",",0","0",",0","21.56","0","30.22","0","12.90","0","","","","","","","",""
"USW00003104","1972","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2062.7","","2062.7","0","9","0","4","0","0","","0","0","0","0","33","0","0","0","315","0","175","0","-8.3","0,0105,","0",",0,1231,+","0",",0,1231,+","11.7",",0,1116,","47.2","0,0731,+","-1.7","0,1206","-3.3","0,1211","-6.1","0,1212","","","0.0","0,0212","-6.7","0,0203","-6.7","0,0203","-6.7","0,0203","795.6","","795.6","0","31.6",",0","0",",0","21.85","0","30.78","0","12.93","0","","","","","","","",""
"USW00003104","1973","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2071.8","","2071.8","0","12","0","3","0","0","","0","0","0","0","17","0","0","0","303","0","174","0","-6.7","0,0106,","0",",0,1231,+","0",",0,1231,+","10.7",",0,0211,","49.4","0,0627,","0.0","0,1204","","","","","","","-1.7","0,0130","-2.8","0,0124","-5.6","0,0107","-6.7","0,0106","869.1","","869.1","0","30.2",",0","0",",0","21.91","0","30.75","0","13.07","0","","","","","","","",""
"USW00003104","1974","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2132.3","","2132.3","0","10","0","7","0","0","","0","0","0","0","9","0","0","0","324","0","175","0","-6.1","0,0103,","0",",0,1231,+","0",",0,1231,+","37.1",",0,0107,","47.2","0,0628,+","0.0","0,1130","-3.3","0,1226","","","","","-6.1","0,0103","-6.1","0,0103","-6.1","0,0103","","","652.6","","652.6","0","90.4",",0","0",",0","22.30","0","30.94","0","13.66","0","","","","","","","",""
"USW00003104","1975","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","1842.0","","1842.0","0","8","0","3","0","0","","0","0","0","0","26","0","0","0","315","0","147","0","-4.4","0,1216,","0",",0,1231,+","0",",0,1231,+","11.9",",0,0409,","47.8","0,0711,","-0.6","0,1120","-4.4","0,1216","-4.4","0,1216","","","-1.1","0,0223","-2.2","0,0202","","","","","831.2","","831.2","0","26.7",",0","0",",0","21.06","0","30.31","0","11.81","0","","","","","","","",""
"USW00003104","1976","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","1945.0","","1945.0","0","12","0","11","0","0","","0","0","0","0","28","0","0","0","329","0","162","0","-5.6","0,0103,","0",",0,1231,+","0",",0,1231,+","82.0",",0,0910,","46.7","0,0627,","-2.2","0,1128","-2.2","0,1128","","","","","0.0","0,0114","-2.8","0,0104","-5.6","0,0103","","","646.6","","646.6","0","220.1",",0","0",",0","21.92","0","30.54","0","13.31","0","","","","","","","",""
"USW00003104","1977","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2002.0","","2002.0","0","14","0","9","0","0","","0","0","0","0","7","0","0","0","328","0","160","0","-1.1","0,0112,+","0",",0,1231,+","0",",0,1231,+","62.0",",0,0816,","45.6","0,0629,+","","","","","","","","","0.0","0,0303","","","","","","","638.7","","638.7","0","122.7",",0","0",",0","22.31","0","30.86","0","13.75","0","","","","","","","",""
"USW00003104","1978","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2139.3","","2139.3","0","32","0","14","0","0","","0","0","0","0","10","0","0","0","295","0","172","0","-6.1","0,1209,","0",",0,1231,+","0",",0,1231,+","22.6",",0,1124,","46.7","0,0719,","0.0","0,1205","-2.2","0,1207","-6.1","0,1209","","","-0.6","0,0125","","","","","","","461.1","","461.1","0","167.4",",0","0",",0","22.33","0","30.48","0","14.18","0","","","","","","","",""
"USW00003104","1979","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2038.8","","2038.8","0","21","0","10","0","0","","0","0","0","0","16","0","0","0","320","0","170","0","-3.3","0,0127,+","0",",0,1231,+","0","T,0,0131,","48.8",",0,0720,","46.7","0,0627,","-1.7","0,1122","","","","","","","0.0","0,0202","-2.8","0,0129","","","","","837.6","","837.6","0","162.8",",0","0","T,0","21.98","0","30.70","0","13.25","0","","","","","","","",""
"USW00003104","1980","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2008.2","","2008.2","0","22","0","13","0","0","","0","0","0","0","3","0","0","0","343","0","166","0","0.0","0,1118,+","0",",0,1231,+","0",",0,1231,+","26.4",",0,0214,","46.7","0,0727,+","0.0","0,1115","","","","","","","0.0","0,0212","","","","","","","481.8","","481.8","0","146.2",",0","0",",0","22.62","0","31.27","0","13.96","0","","","","","","","",""
"USW00003104","1981","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2242.2","","2242.2","0","14","0","8","0","0","","0","0","0","0","5","0","0","0","341","0","178","0","-1.7","0,1223,","0",",0,1231,+","0",",0,1231,+","12.2",",0,0301,","48.9","0,0827,","-1.7","0,1223","","","","","","","-0.6","0,0202","","","","","","","435.0","","435.0","0","64.8",",0","0",",0","23.26","0","31.88","0","14.64","0","","","","","","","",""
"USW00003104","1982","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2019.0","","2019.0","0","26","0","11","0","0","","0","0","0","0","7","0","0","0","320","0","166","0","-2.2","0,0109,","0",",0,1231,+","0",",0,1231,+","25.4",",0,1209,","49.4","0,0902,","0.0","0,1221","","","","","","","-1.1","0,0203","-2.2","0,0109","","","","","518.5","","518.5","0","90.4",",0","0",",0","22.07","0","30.34","0","13.80","0","","","","","","","",""
"USW00003104","1983","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2106.4","","2106.4","0","26","0","16","0","0","","0","0","0","0","5","0","0","0","327","0","157","0","-1.7","0,0102,+","0",",0,1231,+","0",",0,1231,+","55.4",",0,0817,","47.8","0,0712,","-1.1","0,1206","","","","","","","0.0","0,0104","","","","","","","566.8","","566.8","0","217.7",",0","0",",0","22.74","0","30.82","0","14.67","0","","","","","","","",""
"USW00003104","1984","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2247.3","","2247.3","0","18","0","7","0","0","","0","0","0","0","9","0","0","0","329","0","175","0","-1.7","0,1224,+","0",",0,1231,+","0",",0,1231,+","21.6",",0,0721,","47.2","0,0830,+","-1.7","0,1215","","","","","","","0.0","0,0306","","","","","","","450.3","","450.3","0","98.9",",0","0",",0","23.09","0","31.58","0","14.61","0","","","","","","","",""
"USW00003104","1985","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2102.2","","2102.2","0","13","0","6","0","0","","0","0","0","0","13","0","0","0","318","0","175","0","-6.1","0,0201,","0",",0,1231,+","0",",0,1231,+","34.0",",0,1125,","48.9","0,0824,+","-0.6","0,1120","-2.2","0,1213","","","","","0.0","0,0303","-2.2","0,0207","-6.1","0,0201","","","641.0","","641.0","0","61.1",",0","0",",0","22.40","0","31.39","0","13.40","0","","","","","","","",""
"USW00003104","1986","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2193.4","","2193.4","0","16","0","7","0","0","","0","0","0","0","6","0","0","0","346","0","179","0","-2.8","0,1212,","0",",0,1231,+","0",",0,1231,+","29.2",",0,0215,","47.2","0,0626,","-1.1","0,1211","-2.8","0,1212","","","","","-0.6","0,0210","","","","","","","438.3","","438.3","0","78.3",",0","0",",0","23.26","0","31.96","0","14.56","0","","","","","","","",""
"USW00003104","1987","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2173.1","","2173.1","0","26","0","9","0","0","","0","0","0","0","17","0","0","0","319","0","188","0","-3.9","0,1227,+","0",",0,1231,+","0",",0,1231,+","18.8",",0,1031,","46.1","0,0714,","-3.9","0,1215","-3.9","0,1215","","","","","-2.8","0,0122","-2.8","0,0122","","","","","554.6","","554.6","0","100.4",",0","0",",0","22.51","0","31.36","0","13.66","0","","","","","","","",""
"USW00003104","1988","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2224.2","","2224.2","0","11","0","7","0","0","","0","0","0","0","6","0","0","0","332","0","190","0","-3.9","0,1231,+","0",",0,1231,+","0",",0,1231,+","23.9",",0,0202,","44.4","0,0903,+","-3.3","0,1227","-3.3","0,1227","","","","","-0.6","0,0121","","","","","","","571.5","","571.5","0","78.1",",0","0",",0","22.96","0","31.84","0","14.08","0","","","","","","","",""
"USW00003104","1989","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","568.5","","568.5","0","","","","","","","","","","","","","","","","","",""
"USW00003104","1991","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","1994.3","","1994.3","0","24","0","13","0","0","","0","0","0","0","14","0","0","0","321","0","172","0","-3.9","0,1202,","0",",0,1231,+","0",",0,1231,+","20.1",",0,0227,","45.6","0,0728,","0.0","0,1127","-3.9","0,1202","","","","","-2.2","0,0131","-2.2","0,0131","","","","","616.5","","616.5","0","115.2",",0","0",",0","22.13","0","30.98","0","13.28","0","","","","","","","",""
"USW00003104","1992","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2040.7","","2040.7","0","28","0","17","0","0","","0","0","0","0","30","0","0","0","326","0","187","0","-7.8","0,1220,","0",",0,1231,+","0",",0,1231,+","24.4",",0,0206,","46.1","0,0718,","-0.6","0,1112","-2.2","0,1126","-5.0","0,1201","-7.8","0,1220","0.0","0,0124","-2.2","0,0122","","","","","587.0","","587.0","0","163.5",",0","0",",0","22.04","0","31.28","0","12.80","0","","","","","","","",""
"USW00003104","1993","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","1977.3","","1977.3","0","25","0","16","0","0","","0","0","0","0","28","0","0","0","328","0","198","0","-6.1","0,0104,","0",",0,1231,+","0",",0,1231,+","57.7",",0,0116,","48.3","0,0801,","0.0","0,1120","-2.8","0,1125","-4.4","0,1126","","","-1.1","0,0105","-6.1","0,0104","-6.1","0,0104","","","730.8","","730.8","0","170.6",",0","0",",0","21.85","0","31.56","0","12.13","0","","","","","","","",""
"USW00003104","1994","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2004.9","","2004.9","0","17","0","7","0","0","","0","0","0","0","51","0","0","0","317","0","188","0","-8.3","0,1209,","0",",0,1231,+","0",",0,1231,+","13.0",",0,0307,","48.9","0,0628,","0.0","0,1103","-3.9","0,1114","-4.4","0,1115","-8.3","0,1209","-0.6","0,0224","-2.8","0,0214","","","","","695.9","","695.9","0","56.8",",0","0",",0","21.46","0","31.40","0","11.53","0","","","","","","","",""
"USW00003104","1995","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2053.0","","2053.0","0","19","0","9","0","0","","0","0","0","0","5","0","0","0","332","0","177","0","-2.2","0,1227,","0",",0,1231,+","0",",0,1231,+","35.6",",0,0104,","52.2","0,0728,","-0.6","0,1222","-2.2","0,1227","","","","","-1.1","0,0102","","","","","","","771.9","","771.9","0","79.5",",0","0",",0","22.70","0","32.38","0","13.01","0","","","","","","","",""
"USW00003104","1996","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2266.2","","2266.2","0","14","0","5","0","0","","0","0","0","0","21","0","0","0","345","0","198","0","-6.1","0,1219,","0",",0,1231,+","0",",0,1231,+","7.9",",0,0905,","48.3","0,0731,","-2.2","0,1201","-2.2","0,1201","-6.1","0,1219","","","-2.2","0,0227","-2.2","0,0227","","","","","424.9","","424.9","0","28.2",",0","0",",0","23.01","0","32.80","0","13.21","0","","","","","","","",""
"USW00003104","1997","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2210.5","","2210.5","0","19","0","8","0","0","","0","0","0","0","22","0","0","0","335","0","193","0","-5.0","0,1227,","0",",0,1231,+","0",",0,1231,+","48.5",",0,0925,","49.4","0,0805,","0.0","0,1205","-4.4","0,1213","-4.4","0,1213","","","-1.7","0,0306","-3.3","0,0208","","","","","596.6","","596.6","0","123.0",",0","0",",0","22.73","0","32.31","0","13.15","0","","","","","","","",""
"USW00003104","1998","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","1959.0","","1959.0","0","22","0","9","0","0","","0","0","0","0","20","0","0","0","328","0","166","0","-7.8","0,1223,","0",",0,1231,+","0",",0,1231,+","13.7",",0,0314,","50.6","0,0727,","0.0","0,1110","-3.9","0,1208","-4.4","0,1222","-7.8","0,1223","-1.1","0,0123","-3.9","0,0107","","","","","707.3","","707.3","0","74.7",",0","0",",0","21.67","0","31.07","0","12.28","0","","","","","","","",""
"USW00003104","1999","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","1971.4","","1971.4","0","11","0","4","0","0","","0","0","0","0","25","0","0","0","351","0","193","0","-3.3","0,1123,","0",",0,1231,+","0",",0,1231,+","10.4",",0,0922,","47.8","0,0731,","-3.3","0,1123","-3.3","0,1123","","","","","0.0","0,0410","-2.2","0,0213","","","","","685.1","","685.1","0","26.8",",0","0",",0","21.98","0","32.53","0","11.42","0","","","","","","","",""
"USW00003104","2000","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","","","2154.3","","2154.3","0","12","0","4","0","","","","","0","0","32","0","0","0","340","0","189","0","-4.4","0,0108,+","","","","","11.9",",0,0305,","48.9","0,0614,","0.0","0,1109","-2.2","0,1114","","","","","0.0","0,0113","-2.8","0,0109","-4.4","0,0108","","","502.6","","502.6","0","35.1",",0","","","22.48","0","32.29","0","12.66","0","","","","","","","",""
"USW00003104","2001","33.62667","-116.15944","-36.0","DESERT RESORTS REGIONAL AIRPORT, CA US","3.0","X","2263.0","","2263.0","0","14","0","8","0","","","","","0","0","29","0","0","0","294","0","203","0","-3.9","0,1217,","","","","","16.8",",0,0228,","47.8","0,0702,","-0.6","0,1205","-3.3","0,1209","","","","","0.0","0,0224","-2.2","0,0210","","","","","846.9","","846.9","0","69.2",",0","","","22.35","0","31.39","0","13.30","0","190","X","200","X","25.0","X","26.4","X"
