"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00111386","1995","38.5547","-89.1297","140.2","CENTRALIA, IL US","109","0","76","0","","","","","","","","","","","","","","","","","","","","","79.0",",0,0518,","","","","","","","","","","","","","","","","","","","","","","","","","","","1177.1",",0","","","","","","","",""
"USC00111386","1996","38.5547","-89.1297","140.2","CENTRALIA, IL US","114","0","72","0","","","","","","","","","","","","","","","","","","","","","102.1",",0,0429,","","","","","","","","","","","","","","","","","","","","","","","","","","","1144.1",",0","","","","","","","",""
"USC00111386","1997","38.5547","-89.1297","140.2","CENTRALIA, IL US","115","0","82","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","50.8",",0,0227,","","","","","","","","","","","","","","","","","","","","","","","","","","","951.9",",0","0",",0","","","","","",""
"USC00111386","1998","38.5547","-89.1297","140.2","CENTRALIA, IL US","123","0","84","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","59.7",",0,0708,","","","","","","","","","","","","","","","","","","","","","","","","","","","1137.9",",0","0",",0","","","","","",""
"USC00111386","1999","38.5547","-89.1297","140.2","CENTRALIA, IL US","94","0","65","0","","","0","0","","","","","","","","","","","","","","","0",",0,1231,+","62.7",",0,0207,","","","","","","","","","","","","","","","","","","","","","","","","","","","1040.6",",0","0",",0","","","","","",""
"USC00111386","2000","38.5547","-89.1297","140.2","CENTRALIA, IL US","109","0","75","0","","","2","0","","","","","","","","","","","","","","","229",",0,0312,","86.4",",0,0624,","","","","","","","","","","","","","","","","","","","","","","","","","","","1212.4",",0","272",",0","","","","","",""
"USC00111386","2001","38.5547","-89.1297","140.2","CENTRALIA, IL US","102","0","69","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","20",",0,0222,","51.8",",0,0615,","","","","","","","","","","","","","","","","","","","","","","","","","","","922.1",",0","41",",0","","","","","",""
"USC00111386","2002","38.5547","-89.1297","140.2","CENTRALIA, IL US","100","0","73","0","","","2","0","","","","","","","","","","","","","","","51",",0,0226,","46.7",",0,0513,","","","","","","","","","","","","","","","","","","","","","","","","","","","1046.9",",0","102",",0","","","","","",""
"USC00111386","2004","38.5547","-89.1297","140.2","CENTRALIA, IL US","115","0","78","0","4","","","","","","","","","","","","","","","","25",",0,0205,+","","","71.4",",0,0826,","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.7",",0","","","","","","","",""
"USC00111386","2005","38.5547","-89.1297","140.2","CENTRALIA, IL US","99","0","66","0","1","","4","0","","","","","","","","","","","","","102",",0,1209,","97",",0,1209,","54.4",",0,0920,","","","","","","","","","","","","","","","","","","","","","","","","","","","990.3",",0","240",",0","","","","","",""
"USC00111386","2006","38.5547","-89.1297","140.2","CENTRALIA, IL US","114","0","69","0","6","","4","0","","","","","","","","","","","","","51",",0,0321,+","51",",0,0114,","55.4",",0,1017,","","","","","","","","","","","","","","","","","","","","","","","","","","","1089.4",",0","152",",0","","","","","",""
"USC00111386","2007","38.5547","-89.1297","140.2","CENTRALIA, IL US","91","0","65","0","","","3","0","","","","","","","","","","","","","","","51",",0,0214,","45.7",",0,0629,","","","","","","","","","","","","","","","","","","","","","","","","","","","836.8",",0","137",",0","","","","","",""
"USC00111386","2008","38.5547","-89.1297","140.2","CENTRALIA, IL US","123","0","78","0","10","","3","0","","","","","","","","","","","","","152",",0,0202,+","140",",0,0201,","110.5",",0,0508,","","","","","","","","","","","","","","","","","","","","","","","","","","","1476.7",",0","276",",0","","","","","",""
"USC00111386","2009","38.5547","-89.1297","140.2","CENTRALIA, IL US","123","0","85","0","11","","2","0","","","","","","","","","","","","","229",",0,0129,","193",",0,0128,","75.4",",0,1009,","","","","","","","","","","","","","","","","","","","","","","","","","","","1420.3",",0","310",",0","","","","","",""
"USC00111386","2010","38.5547","-89.1297","140.2","CENTRALIA, IL US","102","0","70","0","24","","4","0","","","","","","","","","","","","","76",",0,1225,+","76",",0,1225,+","69.6",",0,1125,","","","","","","","","","","","","","","","","","","","","","","","","","","","964.7",",0","292",",0","","","","","",""
"USC00111386","2011","38.5547","-89.1297","140.2","CENTRALIA, IL US","126","7","85","7","","","","","","","","","","","","","","","","","","","","","106.4",",7,0426,","","","","","","","","","","","","","","","","","","","","","","","","","","","1505.7",",7","","","","","","","",""
"USC00111386","2013","38.5547","-89.1297","140.2","CENTRALIA, IL US","114","7","78","7","","","","","","","","","","","","","","","","","","","","","78.0",",7,0601,","","","","","","","","","","","","","","","","","","","","","","","","","","","1204.4",",7","","","","","","","",""
"USC00111386","2014","38.5547","-89.1297","140.2","CENTRALIA, IL US","117","7","72","7","","","","","","","","","","","","","","","","","","","","","88.9",",7,0817,","","","","","","","","","","","","","","","","","","","","","","","","","","","1268.7",",7","","","","","","","",""
"USC00111386","2015","38.5547","-89.1297","140.2","CENTRALIA, IL US","122","7","80","7","","","","","","","","","","","","","","","","","","","","","74.9",",7,0608,","","","","","","","","","","","","","","","","","","","","","","","","","","","1469.7",",7","","","","","","","",""
"USC00111386","2016","38.5547","-89.1297","140.2","CENTRALIA, IL US","107","7","72","7","","","","","","","","","","","","","","","","","","","","","83.1",",7,0815,","","","","","","","","","","","","","","","","","","","","","","","","","","","1037.2",",7","","","","","","","",""
"USC00111386","2017","38.5547","-89.1297","140.2","CENTRALIA, IL US","98","7","59","7","","","","","","","","","","","","","","","","","","","","","60.2",",7,0430,","","","","","","","","","","","","","","","","","","","","","","","","","","","949.6",",7","","","","","","","",""
