"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USW00023156","1951","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","631.9","","631.9","0","60","0","33","0","0","","3","0","0","0","39","0","0","0","209","0","83","0","-4.4","0,0101,","0","T,0,0429,","66",",0,0301,","56.4",",0,1229,","39.4","0,0915,+","2232.4","0","0.0","0,1124","-2.8","0,1206","","","","","-2.2","0,0401","-2.2","0,0401","-4.4","0,0101","","","","","1401.2","","1401.2","0","396.6",",0","150",",0","15.35","0","23.38","0","7.32","0","73040","0"
"USW00023156","1952","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","697.8","","697.8","0","57","0","37","0","1","","0","0","0","0","38","0","0","0","212","0","99","0","-5.6","0,0104,","25",",0,0307,","15",",0,0307,","51.8",",0,0116,","39.4","0,0823,+","","","-2.2","0,1124","-2.2","0,1124","","","","","0.0","0,0322","-2.2","0,0321","-5.6","0,0104","","","","","1839.9","","1839.9","0","582.9",",0","15",",0","15.26","0","23.00","0","7.52","0","46462","0"
"USW00023156","1953","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1720.6","","1720.6","0","","","","","","","","","","","",""
"USW00023156","1954","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","486.4","","486.4","0","34","0","26","0","0","","0","0","0","0","26","0","0","0","243","0","84","0","-3.3","0,0316,+","0",",0,1231,+","0","T,0,0112,","50.8",",0,1111,","40.6","0,0620,","","","-0.6","0,1201","-2.8","0,1229","","","","","-0.6","0,0326","-3.3","0,0316","","","","","","","","","","","515.5",",0","0","T,0","15.82","0","24.49","0","7.14","0","25671","0"
"USW00023156","1955","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","547.8","","547.8","0","43","0","27","0","0","","1","0","0","0","51","0","0","0","217","0","84","0","-6.7","0,1230,+","0",",0,1231,+","51",",0,0110,","27.9",",0,0116,","41.7","0,0906,","","","-0.6","0,1116","-3.9","0,1229","-6.7","0,1230","-6.7","0,1230","0.0","0,0427","-2.2","0,0420","-4.4","0,0205","-6.7","0,0203","","","1711.9","","1711.9","0","328.8",",0","64",",0","14.98","0","23.28","0","6.68","0","16381","0"
"USW00023156","1956","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","497.4","","497.4","0","34","0","19","0","0","","0","0","0","0","43","0","0","0","239","0","88","0","-5.6","0,0217,","0",",0,1231,+","0",",0,1231,+","75.7",",0,0126,","39.4","0,0823,+","","","-0.6","0,1030","-2.2","0,1101","","","","","-1.1","0,0404","-2.8","0,0313","-5.6","0,0217","","","","","1582.7","","1582.7","0","270.7",",0","0",",0","15.60","0","24.51","0","6.68","0","24671","0"
"USW00023156","1957","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","671.8","","671.8","0","54","0","40","0","0","","3","0","0","0","20","0","0","0","196","0","90","0","-7.8","0,0128,","0",",0,1231,+","140",",0,0129,","40.9",",0,0113,","41.1","0,0704,","","","0.0","0,1106","","","","","","","-0.6","0,0324","-2.2","0,0322","-7.8","0,0128","-7.8","0,0128","","","1433.6","","1433.6","0","499.6",",0","255",",0","15.82","0","23.24","0","8.40","0","",""
"USW00023156","1958","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","762.2","","762.2","0","35","0","28","0","0","","0","0","0","0","28","0","0","0","227","0","105","0","-6.7","0,1117,","0",",0,1231,+","0",",0,1231,+","60.2",",0,0204,","41.7","0,0710,","","","-4.4","0,1116","-4.4","0,1116","-4.4","0,1116","-6.7","0,1117","-0.6","0,0406","-2.2","0,0306","-4.4","0,0122","","","","","1595.9","","1595.9","0","563.4",",0","0",",0","16.64","0","24.73","0","8.56","0","",""
"USW00023156","1959","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","685.5","","685.5","0","27","0","18","0","0","","0","0","0","0","18","0","0","0","253","0","91","0","-3.9","0,0203,","0",",0,1231,+","0",",0,1231,+","28.4",",0,0210,","41.7","0,0725,+","","","-1.1","0,1116","-2.2","0,1226","","","","","-1.7","0,0325","-2.2","0,0213","","","","","","","1192.2","","1192.2","0","269.5",",0","0",",0","16.63","0","25.00","0","8.27","0","",""
"USW00023156","1960","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","747.3","","747.3","0","40","0","27","0","0","","0","0","0","0","42","0","1","0","230","0","108","0","-7.2","0,0103,","0",",0,1231,+","13",",0,1208,","41.9",",0,1106,","43.9","0,0717,","","","0.0","0,1115","-5.6","0,1207","-5.6","0,1207","-6.7","0,1209","-2.2","0,0425","-2.2","0,0425","-4.4","0,0117","-7.2","0,0103","","","1489.7","","1489.7","0","358.4",",0","13",",0","15.91","0","24.77","0","7.05","0","",""
"USW00023156","1961","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","667.1","","667.1","0","32","0","16","0","0","","0","0","0","0","31","0","0","0","227","0","96","0","-3.9","0,1119,","0",",0,1231,+","0",",0,1231,+","54.9",",0,1202,","42.2","0,0709,","","","0.0","0,1009","-3.9","0,1119","","","","","-1.1","0,0425","-2.2","0,0219","","","","","","","1446.8","","1446.8","0","200.3",",0","0",",0","15.89","0","24.69","0","7.09","0","",""
"USW00023156","1962","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","40","0","32","0","0","","0","0","","","","","0","0","237","0","99","0","","","0",",0,1231,+","0",",0,1231,+","37.8",",0,0121,","41.7","0,0812,","","","","","","","","","","","","","","","","","","","","","","","","","353.4",",0","0",",0","","","24.82","0","","","",""
"USW00023156","1963","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","646.1","","646.1","0","46","0","28","0","0","","0","0","0","0","32","0","0","0","224","0","90","0","-5.0","0,0114,","0",",0,1231,+","0",",0,1231,+","72.1",",0,0210,","40.6","0,0911,","","","-0.6","0,1118","","","","","","","-1.1","0,0424","-2.2","0,0127","-5.0","0,0114","","","","","1293.7","","1293.7","0","400.1",",0","0",",0","16.31","0","24.63","0","8.00","0","",""
"USW00023156","1964","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","32","0","22","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","32.8",",0,0323,","","","","","","","","","","","","","","","","","","","","","","","1510.3","","1510.3","0","250.1",",0","0",",0","","","","","","","",""
"USW00023156","1966","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","20","0","13","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","106.4",",0,1203,","","","","","","","","","","","","","","","","","","","","","","","","","","","393.6",",0","0",",0","","","","","","","",""
"USW00023156","1967","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","49","0","36","0","0","","1","0","","","","","","","","","","","","","0",",0,1231,+","25",",0,1215,","66.0",",0,1119,","","","","","","","","","","","","","","","","","","","","","","","","","","","492.2",",0","25",",0","","","","","","","",""
"USW00023156","1968","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","25","0","21","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","52.3",",0,0308,","","","","","","","","","","","","","","","","","","","","","","","1169.0","","1169.0","0","215.7",",0","0",",0","","","","","","","",""
"USW00023156","1969","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","49","0","35","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","119.1",",0,0125,","","","","","","","","","","","","","","","","","","","","","","","","","","","753.7",",0","0",",0","","","","","","","",""
"USW00023156","1970","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","33","0","26","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","64.8",",0,0301,","","","","","","","","","","","","","","","","","","","","","","","1259.1","","1259.1","0","421.8",",0","0",",0","","","","","","","",""
"USW00023156","1971","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","","","",""
"USW00023156","1972","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1279.8","","1279.8","0","","","","","","","","","","","",""
"USW00023156","1973","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","44","0","32","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","46.7",",0,0211,","","","","","","","","","","","","","","","","","","","","","","","","","","","447.4",",0","0",",0","","","","","","","",""
"USW00023156","1974","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","39","0","28","0","","","1","0","","","","","","","","","","","","","","","102",",0,0104,","49.8",",0,0108,","","","","","","","","","","","","","","","","","","","","","","","","","","","413.3",",0","102",",0","","","","","","","",""
"USW00023156","1975","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","54","0","32","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","47.8",",0,0306,","","","","","","","","","","","","","","","","","","","","","","","","","","","375.6",",0","0",",0","","","","","","","",""
"USW00023156","1977","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","40","0","22","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","48.5",",0,0509,","","","","","","","","","","","","","","","","","","","","","","","","","","","432.8",",0","0",",0","","","","","","","",""
"USW00023156","1981","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","949.5","","949.5","0","50","0","26","0","0","","0","0","0","0","8","0","0","0","261","0","116","0","-1.7","0,1223,+","0",",0,1231,+","0","T,0,1128,","36.1",",0,0301,","42.2","0,0828,+","","","0.0","0,1222","","","","","","","-0.6","0,0207","","","","","","","","","","","","","311.2",",0","0","T,0","17.99","0","26.41","0","9.57","0","",""
"USW00023156","1982","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","653.4","","653.4","0","65","0","42","0","3","","1","0","0","0","15","0","0","0","205","0","73","0","-3.9","0,0103,","51",",0,1231,+","38",",0,1230,","78.7",",0,1130,","44.4","0,0902,","","","-2.8","0,1202","-2.8","0,1202","","","","","0.0","0,0402","-3.9","0,0103","","","","","","","1302.0","","1302.0","0","737.1",",0","38",",0","16.04","0","23.52","0","8.57","0","",""
"USW00023156","1983","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","763.6","","763.6","0","83","0","57","0","","","0","0","0","0","9","0","0","0","210","0","84","0","-2.2","0,1126,+","","","0","T,0,0203,+","68.3",",0,1225,","42.8","0,0713,","","","-1.1","0,1122","-2.2","0,1126","","","","","0.0","0,0203","-2.2","0,0121","","","","","","","1422.7","","1422.7","0","860.7",",0","0","T,0","16.87","0","24.23","0","9.50","0","",""
"USW00023156","1984","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","978.3","","978.3","0","49","0","25","0","0","","0","0","0","0","19","0","0","0","243","0","110","0","-2.8","0,1214,","0",",0,1231,+","0",",0,1231,+","46.5",",0,0713,","40.6","0,0706,","","","0.0","0,1122","-2.2","0,1126","","","","","0.0","0,0401","","","","","","","","","1046.1","","1046.1","0","370.4",",0","0",",0","17.66","0","25.73","0","9.60","0","",""
"USW00023156","1985","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","739.7","","739.7","0","45","0","26","0","2","","3","0","0","0","21","0","0","0","246","0","100","0","-4.4","0,1212,","76",",0,0202,","76",",0,1112,+","47.8",",0,1111,","44.4","0,0825,","","","0.0","0,1112","-2.2","0,1113","-4.4","0,1212","","","-3.9","0,0330","-3.9","0,0330","","","","","","","1378.7","","1378.7","0","291.8",",0","203",",0","16.86","0","25.47","0","8.24","0","",""
"USW00023156","1986","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","730.0","","730.0","0","44","0","27","0","0","","0","0","0","0","7","0","0","0","246","0","90","0","-2.8","0,0210,","0",",0,1231,+","0","T,0,0208,","39.6",",0,0316,","41.1","0,0820,","","","-0.6","0,1227","","","","","","","0.0","0,0317","-2.8","0,0210","","","","","","","1031.6","","1031.6","0","404.6",",0","0","T,0","17.51","0","25.80","0","9.22","0","",""
"USW00023156","1987","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","737.3","","737.3","0","54","0","34","0","3","","5","0","0","0","33","0","0","0","226","0","92","0","-6.1","0,1226,+","152",",0,1217,","152",",0,1217,","42.7",",0,0105,","39.4","0,0831,+","","","0.0","0,1130","-5.6","0,1214","-5.6","0,1214","","","0.0","0,0325","-3.3","0,0227","-6.1","0,0117","","","","","1176.2","","1176.2","0","443.1",",0","381",",0","16.71","0","24.84","0","8.57","0","",""
"USW00023156","1988","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","885.7","","885.7","0","38","0","23","0","0","","0","0","0","0","17","0","0","0","263","0","119","0","-4.4","0,1227,","0",",0,1231,+","0",",0,1231,+","43.4",",0,0117,","41.7","0,0902,+","","","0.0","0,1115","-2.2","0,1223","-4.4","0,1227","","","-0.6","0,0310","-3.3","0,0119","","","","","","","1207.4","","1207.4","0","309.6",",0","0",",0","17.69","0","26.49","0","8.88","0","",""
"USW00023156","1989","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","833.9","","833.9","0","30","0","20","0","1","","0","0","0","0","16","0","0","0","272","0","110","0","-5.0","0,0107,","25",",0,0205,","0","T,0,0107,","51.1",",0,0204,","42.8","0,0704,","","","0.0","0,1217","","","","","","","-1.1","0,0304","-2.2","0,0215","-5.0","0,0107","","","","","1078.2","","1078.2","0","272.1",",0","0","T,0","17.83","0","26.65","0","9.01","0","",""
"USW00023156","1990","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","908.5","","908.5","0","41","0","24","0","0","","0","0","0","0","28","0","0","0","260","0","103","0","-7.2","0,0215,","0",",0,1231,+","0","T,0,1221,+","35.6",",0,0905,","42.2","0,0626,","","","0.0","0,1103","-3.3","0,1217","-4.4","0,1223","","","-1.1","0,0314","-2.8","0,0313","-4.4","0,0216","-7.2","0,0215","","","1040.7","","1040.7","0","302.3",",0","0","T,0","17.58","0","26.14","0","9.02","0","",""
"USW00023156","1991","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","43","0","29","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","5",",0,0327,+","120.4",",0,0228,","","","","","","","","","","","","","","","","","","","","","","","1187.3","","1187.3","0","570.8",",0","15",",0","","","","","","","",""
"USW00023156","1992","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","857.6","","857.6","0","57","0","44","0","0","","0","0","0","0","14","0","0","0","250","0","104","0","-2.2","0,0112,","0",",0,1231,+","0",",0,1231,+","44.2",",0,0321,","42.8","0,0817,","","","0.0","0,1122","","","","","","","0.0","0,0121","-2.2","0,0112","","","","","","","","","","","584.7",",0","0",",0","17.59","0","25.64","0","9.54","0","",""
"USW00023156","1993","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","713.9","","713.9","0","47","0","41","0","0","","0","0","0","0","11","0","0","0","249","0","91","0","-6.1","0,0103,","0",",0,1231,+","0",",0,1231,+","94.0",",0,0208,","41.1","0,0909,","","","0.0","0,1207","","","","","","","-1.1","0,0228","-6.1","0,0103","-6.1","0,0103","","","","","1128.3","","1128.3","0","1001.0",",0","0",",0","17.18","0","25.40","0","8.96","0","",""
"USW00023156","1994","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","52","0","35","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","63.2",",0,0814,","","","","","","","","","","","","","","","","","","","","","","","1097.7","","1097.7","0","443.0",",0","0",",0","","","","","","","",""
"USW00023156","1995","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","840.2","","840.2","0","59","0","43","0","0","","0","0","0","0","5","0","0","0","260","0","112","0","-2.2","0,0325,","0",",0,1231,+","0",",0,1231,+","78.0",",0,0311,","45.6","0,0728,","","","-1.7","0,1217","","","","","","","-2.2","0,0325","-2.2","0,0325","","","","","","","","","","","752.0",",0","0",",0","17.67","0","26.21","0","9.14","0","",""
"USW00023156","1996","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","975.6","","975.6","0","40","0","28","0","","","2","0","0","0","12","0","0","0","261","0","118","0","-3.9","0,0123,","","","76",",0,0226,","39.6",",0,0201,","43.3","0,0829,","","","-2.8","0,1130","-2.8","0,1130","","","","","-1.7","0,0229","-2.2","0,0227","","","","","","","874.6","","874.6","0","477.1",",0","114",",0","18.27","0","27.09","0","9.45","0","",""
"USW00023156","1997","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","895.7","","895.7","0","41","0","24","0","0","","0","0","0","0","15","0","0","0","256","0","111","0","-2.2","0,1223,+","0",",0,1231,+","0",",0,1231,+","49.3",",0,0925,","45.0","0,0805,","","","-2.2","0,1209","-2.2","0,1209","","","","","-0.6","0,0402","-2.2","0,0301","","","","","","","998.8","","998.8","0","431.2",",0","0",",0","17.85","0","26.51","0","9.20","0","",""
"USW00023156","1998","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","736.2","","736.2","0","77","0","51","0","","","0","0","0","0","23","0","0","0","225","0","80","0","-5.6","0,1222,","","","0","T,0,0223,+","51.3",",0,0222,","44.4","0,0804,","","","0.0","0,1206","-3.9","0,1207","-5.6","0,1222","","","-1.1","0,0416","-3.9","0,0106","","","","","","","1455.8","","1455.8","0","721.5",",0","0","T,0","16.27","0","24.29","0","8.26","0","",""
"USW00023156","1999","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","834.4","","834.4","0","40","0","20","0","0","","0","0","0","0","15","0","0","0","260","0","110","0","-2.2","0,1211,+","0","T,0,0413,+","0","T,0,0413,","37.1",",0,0712,","41.1","0,0825,","","","-0.6","0,1208","-2.2","0,1211","","","","","-1.1","0,0410","-2.2","0,0128","","","","","","","1299.1","","1299.1","0","221.1",",0","0","T,0","17.50","0","26.23","0","8.77","0","",""
"USW00023156","2000","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","873.6","","873.6","0","38","0","27","0","0","","0","0","0","0","11","0","0","0","274","0","117","0","-2.2","0,0306,","0","T,0,0306,","0",",0,1231,+","49.3",",0,0221,","42.8","0,0614,","","","-1.1","0,1112","","","","","","","0.0","0,0309","-2.2","0,0306","","","","","","","889.4","","889.4","0","319.0",",0","0",",0","17.92","0","27.02","0","8.82","0","",""
"USW00023156","2001","33.9255","-116.9903","789.7","BEAUMONT NUMBER 2, CA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1232.0","","1232.0","0","","","","","","","","","","","",""
