"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00148323","1949","38.6442","-100.1687","800.1","UTICA, KS US","65","0","49","0","30","","9","0","","","","","","","152",",0,0130,+","165",",0,0127,","74.2",",0,0516,","","","","","","","","","","","","","","","","","","","","","","","","","726.6",",0","588",",0","",""
"USC00148323","1950","38.6442","-100.1687","800.1","UTICA, KS US","61","0","41","0","5","","3","0","","","","","","","51",",0,0319,+","51",",0,0318,+","50.8",",0,1002,","","","","","","","","","","","","","","","","","","","","","","","","","695.0",",0","162",",0","",""
"USC00148323","1951","38.6442","-100.1687","800.1","UTICA, KS US","84","0","53","0","33","","11","0","","","","","","","127",",0,0102,","127",",0,0102,","48.5",",0,0602,","","","","","","","","","","","","","","","","","","","","","","","","","788.3",",0","575",",0","",""
"USC00148323","1952","38.6442","-100.1687","800.1","UTICA, KS US","53","0","37","0","34","","13","0","","","","","","","178",",0,1222,","127",",0,1222,+","57.9",",0,0420,","","","","","","","","","","","","","","","","","","","","","","","","","415.7",",0","915",",0","",""
"USC00148323","1953","38.6442","-100.1687","800.1","UTICA, KS US","55","0","36","0","25","","11","0","","","","","","","254",",0,1120,","305",",0,1120,","51.8",",0,0807,","","","","","","","","","","","","","","","","","","","","","","","","","442.0",",0","887",",0","",""
"USC00148323","1954","38.6442","-100.1687","800.1","UTICA, KS US","54","0","38","0","6","","3","0","","","","","","","76",",0,0219,","76",",0,0219,","40.1",",0,0517,","","","","","","","","","","","","","","","","","","","","","","","","","426.8",",0","165",",0","",""
"USC00148323","1955","38.6442","-100.1687","800.1","UTICA, KS US","52","0","28","0","15","","6","0","","","","","","","102",",0,0325,+","102",",0,0325,+","62.7",",0,0413,","","","","","","","","","","","","","","","","","","","","","","","","","491.4",",0","405",",0","",""
"USC00148323","1956","38.6442","-100.1687","800.1","UTICA, KS US","40","0","28","0","18","","8","0","","","","","","","330",",0,0203,+","203",",0,0129,","50.8",",0,0531,","","","","","","","","","","","","","","","","","","","","","","","","","348.8",",0","698",",0","",""
"USC00148323","1957","38.6442","-100.1687","800.1","UTICA, KS US","69","0","50","0","19","","7","0","","","","","","","406",",0,0324,","127",",0,1117,","119.6",",0,0616,","","","","","","","","","","","","","","","","","","","","","","","","","742.6",",0","345",",0","",""
"USC00148323","1959","38.6442","-100.1687","800.1","UTICA, KS US","50","0","38","0","13","","7","0","","","","","","","102",",0,0201,+","102",",0,0131,","47.2",",0,1005,","","","","","","","","","","","","","","","","","","","","","","","","","494.9",",0","354",",0","",""
"USC00148323","1960","38.6442","-100.1687","800.1","UTICA, KS US","57","0","42","0","","","15","0","","","","","","","","","229",",0,0223,","51.1",",0,0504,","","","","","","","","","","","","","","","","","","","","","","","","","495.6",",0","1422",",0","",""
"USC00148323","1961","38.6442","-100.1687","800.1","UTICA, KS US","56","0","46","0","20","","7","0","","","","","","","152",",0,1116,+","152",",0,1115,","95.3",",0,0605,","","","","","","","","","","","","","","","","","","","","","","","","","844.1",",0","508",",0","",""
"USC00148323","1962","38.6442","-100.1687","800.1","UTICA, KS US","54","0","44","0","16","","5","0","","","","","","","76",",0,0228,+","76",",0,0227,","69.9",",0,0916,","","","","","","","","","","","","","","","","","","","","","","","","","578.7",",0","254",",0","",""
"USC00148323","1964","38.6442","-100.1687","800.1","UTICA, KS US","39","0","34","0","15","","6","0","","","","","","","102",",0,0216,+","152",",0,0215,","49.5",",0,0612,","","","","","","","","","","","","","","","","","","","","","","","","","457.6",",0","483",",0","",""
"USC00148323","1965","38.6442","-100.1687","800.1","UTICA, KS US","56","0","45","0","","","","","","","","","","","","","","","49.5",",0,1018,","","","","","","","","","","","","","","","","","","","","","","","","","570.2",",0","","","",""
"USC00148323","1966","38.6442","-100.1687","800.1","UTICA, KS US","39","0","32","0","","","8","0","","","","","","","","","203",",0,1227,","35.6",",0,0813,","","","","","","","","","","","","","","","","","","","","","","","","","345.6",",0","610",",0","",""
"USC00148323","1967","38.6442","-100.1687","800.1","UTICA, KS US","46","0","33","0","","","4","0","","","","","","","","","76",",0,1227,+","109.2",",0,0530,","","","","","","","","","","","","","","","","","","","","","","","","","567.4",",0","279",",0","",""
"USC00148323","1968","38.6442","-100.1687","800.1","UTICA, KS US","52","0","38","0","","","4","0","","","","","","","","","102",",0,1218,","52.1",",0,0725,","","","","","","","","","","","","","","","","","","","","","","","","","492.9",",0","255",",0","",""
"USC00148323","1969","38.6442","-100.1687","800.1","UTICA, KS US","54","0","42","0","","","5","0","","","","","","","","","102",",0,0302,+","82.6",",0,0822,","","","","","","","","","","","","","","","","","","","","","","","","","663.5",",0","331",",0","",""
"USC00148323","1970","38.6442","-100.1687","800.1","UTICA, KS US","40","0","28","0","6","","4","0","","","","","","","102",",0,0327,","102",",0,0401,+","39.6",",0,0619,","","","","","","","","","","","","","","","","","","","","","","","","","414.8",",0","370",",0","",""
"USC00148323","1971","38.6442","-100.1687","800.1","UTICA, KS US","52","0","44","0","","","5","0","","","","","","","","","203",",0,0220,","58.4",",0,0530,","","","","","","","","","","","","","","","","","","","","","","","","","703.9",",0","483",",0","",""
"USC00148323","1972","38.6442","-100.1687","800.1","UTICA, KS US","66","0","47","0","","","6","0","","","","","","","","","102",",0,1212,","62.2",",0,0506,","","","","","","","","","","","","","","","","","","","","","","","","","689.7",",0","382",",0","",""
"USC00148323","1973","38.6442","-100.1687","800.1","UTICA, KS US","66","0","53","0","","","8","0","","","","","","","","","102",",0,1225,+","89.7",",0,0629,","","","","","","","","","","","","","","","","","","","","","","","","","863.1",",0","534",",0","",""
"USC00148323","1974","38.6442","-100.1687","800.1","UTICA, KS US","41","0","30","0","","","6","0","","","","","","","","","102",",0,0102,","41.9",",0,1012,","","","","","","","","","","","","","","","","","","","","","","","","","398.5",",0","253",",0","",""
"USC00148323","1975","38.6442","-100.1687","800.1","UTICA, KS US","51","0","35","0","","","10","0","","","","","","","","","102",",0,1120,","52.3",",0,1119,","","","","","","","","","","","","","","","","","","","","","","","","","542.6",",0","546",",0","",""
"USC00148323","1976","38.6442","-100.1687","800.1","UTICA, KS US","40","0","28","0","6","","4","0","","","","","","","102",",0,0222,+","203",",0,1027,","49.5",",0,0908,","","","","","","","","","","","","","","","","","","","","","","","","","399.9",",0","483",",0","",""
"USC00148323","1977","38.6442","-100.1687","800.1","UTICA, KS US","56","0","41","0","","","4","0","","","","","","","","","102",",0,0106,+","49.3",",0,0802,","","","","","","","","","","","","","","","","","","","","","","","","","481.9",",0","254",",0","",""
"USC00148323","1978","38.6442","-100.1687","800.1","UTICA, KS US","50","0","27","0","","","9","0","","","","","","","","","254",",0,0212,","52.8",",0,0501,","","","","","","","","","","","","","","","","","","","","","","","","","361.8",",0","813",",0","",""
"USC00148323","1979","38.6442","-100.1687","800.1","UTICA, KS US","46","0","37","0","","","5","0","","","","","","","","","152",",0,0114,","63.5",",0,1030,","","","","","","","","","","","","","","","","","","","","","","","","","581.6",",0","483",",0","",""
"USC00148323","1980","38.6442","-100.1687","800.1","UTICA, KS US","59","0","39","0","","","9","0","","","","","","","","","457",",0,0324,","52.3",",0,0324,","","","","","","","","","","","","","","","","","","","","","","","","","477.1",",0","1081",",0","",""
"USC00148323","1981","38.6442","-100.1687","800.1","UTICA, KS US","54","0","41","0","","","3","0","","","","","","","","","152",",0,0308,+","87.9",",0,0703,","","","","","","","","","","","","","","","","","","","","","","","","","596.6",",0","355",",0","",""
"USC00148323","1982","38.6442","-100.1687","800.1","UTICA, KS US","60","0","41","0","","","9","0","","","","","","","","","152",",0,0212,","38.1",",0,0319,","","","","","","","","","","","","","","","","","","","","","","","","","520.5",",0","786",",0","",""
"USC00148323","1983","38.6442","-100.1687","800.1","UTICA, KS US","64","0","45","0","","","15","0","","","","","","","","","178",",0,1128,+","32.5",",0,1128,","","","","","","","","","","","","","","","","","","","","","","","","","454.3",",0","1295",",0","",""
"USC00148323","1984","38.6442","-100.1687","800.1","UTICA, KS US","55","0","45","0","","","7","0","","","","","","","","","178",",0,1214,+","32.3",",0,0821,","","","","","","","","","","","","","","","","","","","","","","","","","580.7",",0","648",",0","",""
"USC00148323","1986","38.6442","-100.1687","800.1","UTICA, KS US","50","0","36","0","","","4","0","","","","","","","","","38",",0,1208,+","77.5",",0,0624,","","","","","","","","","","","","","","","","","","","","","","","","","663.8",",0","152",",0","",""
"USC00148323","1987","38.6442","-100.1687","800.1","UTICA, KS US","51","0","44","0","","","8","0","","","","","","","","","279",",0,0330,","50.8",",0,0708,","","","","","","","","","","","","","","","","","","","","","","","","","717.4",",0","1016",",0","",""
"USC00148323","1988","38.6442","-100.1687","800.1","UTICA, KS US","40","0","33","0","","","7","0","","","","","","","","","114",",0,0317,","62.2",",0,0804,","","","","","","","","","","","","","","","","","","","","","","","","","443.1",",0","560",",0","",""
"USC00148323","1989","38.6442","-100.1687","800.1","UTICA, KS US","48","0","36","0","","","10","0","","","","","","","","","191",",0,0410,","78.7",",0,0713,","","","","","","","","","","","","","","","","","","","","","","","","","531.7",",0","634",",0","",""
"USC00148323","1990","38.6442","-100.1687","800.1","UTICA, KS US","60","0","51","0","","","8","0","","","","","","","","","216",",0,0119,","72.4",",0,0721,","","","","","","","","","","","","","","","","","","","","","","","","","673.1",",0","751",",0","",""
"USC00148323","1991","38.6442","-100.1687","800.1","UTICA, KS US","49","0","41","0","","","12","0","","","","","","","","","178",",0,1030,","60.5",",0,0724,","","","","","","","","","","","","","","","","","","","","","","","","","568.3",",0","775",",0","",""
"USC00148323","1992","38.6442","-100.1687","800.1","UTICA, KS US","","","","","","","5","0","","","","","","","","","127",",0,1215,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","305",",0","",""
"USC00148323","1993","38.6442","-100.1687","800.1","UTICA, KS US","82","0","69","0","","","15","0","","","","","","","","","279",",0,0216,","55.4",",0,0618,+","","","","","","","","","","","","","","","","","","","","","","","","","1114.0",",0","1372",",0","",""
"USC00148323","1994","38.6442","-100.1687","800.1","UTICA, KS US","48","0","39","0","","","9","0","","","","","","","","","165",",0,0222,","34.3",",0,1120,","","","","","","","","","","","","","","","","","","","","","","","","","504.2",",0","762",",0","",""
"USC00148323","1995","38.6442","-100.1687","800.1","UTICA, KS US","","","","","","","4","0","","","","","","","","","178",",0,0213,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","551",",0","",""
"USC00148323","1996","38.6442","-100.1687","800.1","UTICA, KS US","57","0","46","0","0","","1","0","","","","","","","0","T,0,1217,+","127",",0,0101,","45.7",",0,0621,","","","","","","","","","","","","","","","","","","","","","","","","","578.9",",0","127",",0","",""
"USC00148323","1997","38.6442","-100.1687","800.1","UTICA, KS US","58","0","38","0","","","","","","","","","","","","","","","59.9",",0,0522,","","","","","","","","","","","","","","","","","","","","","","","","","531.1",",0","","","",""
"USC00148323","1998","38.6442","-100.1687","800.1","UTICA, KS US","66","0","48","0","","","6","0","","","","","","","","","152",",0,0307,","48.3",",0,0724,","","","","","","","","","","","","","","","","","","","","","","","","","602.8",",0","355",",0","",""
"USC00148323","1999","38.6442","-100.1687","800.1","UTICA, KS US","66","0","47","0","6","","6","0","","","","","","","305",",0,0312,","305",",0,0312,","45.2",",0,0716,","","","","","","","","","","","","","","","","","","","","","","","","","632.7",",0","481",",0","",""
"USC00148323","2000","38.6442","-100.1687","800.1","UTICA, KS US","61","0","40","0","","","6","0","","","","","","","","","152",",0,0303,","58.4",",0,0624,","","","","","","","","","","","","","","","","","","","","","","","","","502.3",",0","433",",0","",""
"USC00148323","2001","38.6442","-100.1687","800.1","UTICA, KS US","72","0","40","0","","","5","0","","","","","","","","","216",",0,0128,","66.0",",0,0914,","","","","","","","","","","","","","","","","","","","","","","","","","566.0",",0","566",",0","",""
"USC00148323","2002","38.6442","-100.1687","800.1","UTICA, KS US","57","0","33","0","13","","4","0","","","","","","","152",",0,0202,+","152",",0,0131,","34.0",",0,0613,","","","","","","","","","","","","","","","","","","","","","","","","","376.3",",0","266",",0","",""
"USC00148323","2003","38.6442","-100.1687","800.1","UTICA, KS US","58","0","41","0","15","","4","0","","","","","","","51",",0,1213,+","51",",0,0223,","38.1",",0,0516,","","","","","","","","","","","","","","","","","","","","","","","","","411.8",",0","211",",0","",""
"USC00148323","2004","38.6442","-100.1687","800.1","UTICA, KS US","68","0","45","0","19","","6","0","","","","","","","152",",0,0207,+","51",",0,0205,+","60.5",",0,0517,","","","","","","","","","","","","","","","","","","","","","","","","","576.5",",0","254",",0","",""
"USC00148323","2005","38.6442","-100.1687","800.1","UTICA, KS US","71","0","46","0","29","","7","0","","","","","","","76",",0,1219,+","38",",0,1218,+","51.3",",0,1011,","","","","","","","","","","","","","","","","","","","","","","","","","581.4",",0","227",",0","",""
"USC00148323","2007","38.6442","-100.1687","800.1","UTICA, KS US","58","0","41","0","37","","8","0","","","","","","","203",",0,0121,","203",",0,0121,","87.4",",0,0614,","","","","","","","","","","","","","","","","","","","","","","","","","664.7",",0","659",",0","",""
"USC00148323","2008","38.6442","-100.1687","800.1","UTICA, KS US","75","0","48","0","17","","7","0","","","","","","","152",",0,0206,","76",",0,0206,+","65.3",",0,1013,","","","","","","","","","","","","","","","","","","","","","","","","","577.4",",0","342",",0","",""
"USC00148323","2009","38.6442","-100.1687","800.1","UTICA, KS US","79","0","48","0","29","","9","0","","","","","","","178",",0,1210,+","102",",0,1223,","63.5",",0,0715,","","","","","","","","","","","","","","","","","","","","","","","","","651.7",",0","570",",0","",""
"USC00148323","2010","38.6442","-100.1687","800.1","UTICA, KS US","65","0","31","0","17","","7","0","","","","","","","102",",0,0126,+","76",",0,0123,","36.6",",0,0519,","","","","","","","","","","","","","","","","","","","","","","","","","360.8",",0","291",",0","",""
"USC00148323","2013","38.6442","-100.1687","800.1","UTICA, KS US","65","7","43","7","","","","","","","","","","","","","","","82.8",",7,0808,","","","","","","","","","","","","","","","","","","","","","","","","","591.2",",7","","","",""
"USC00148323","2014","38.6442","-100.1687","800.1","UTICA, KS US","83","7","43","7","","","","","","","","","","","","","","","74.9",",7,0612,","","","","","","","","","","","","","","","","","","","","","","","","","711.5",",7","","","",""
"USC00148323","2015","38.6442","-100.1687","800.1","UTICA, KS US","86","7","54","7","12","","2","7","","","","","","","51",",7,0224,+","53",",7,0222,","38.9",",7,1214,","","","","","","","","","","","","","","","","","","","","","","","","","628.1",",7","153",",7","",""
"USC00148323","2016","38.6442","-100.1687","800.1","UTICA, KS US","67","7","38","7","7","","2","7","","","","","","","152",",7,0204,+","165",",7,0202,","35.1",",7,0618,","","","","","","","","","","","","","","","","","","","","","","","","","499.8",",7","295",",7","",""
"USC00148323","2017","38.6442","-100.1687","800.1","UTICA, KS US","68","7","46","7","4","","4","7","","","","","","","76",",7,0501,+","165",",7,0501,","49.0",",7,0430,","","","","","","","","","","","","","","","","","","","","","","","","","600.7",",7","344",",7","",""
