"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00410262","1958","33.35","-96.51667","207.3","ANNA, TX US","","","","","84","0","62","0","1","","1","0","","","","","","","","","","","","","51",",0,1231,","51",",0,1231,","86.4",",0,0919,","","","","","","","","","","","","","","","","","","","","","1059.2",",0","51",",0","","","","","",""
"USC00410262","1959","33.35","-96.51667","207.3","ANNA, TX US","","","","","81","0","55","0","1","","1","0","","","","","","","","","","","","","76",",0,0220,","76",",0,0220,","71.1",",0,0828,","","","","","","","","","","","","","","","","","","","","","969.4",",0","76",",0","","","","","",""
"USC00410262","1960","33.35","-96.51667","207.3","ANNA, TX US","","","","","94","0","64","0","2","","2","0","","","","","","","","","","","","","25",",0,0225,+","76",",0,0106,","43.2",",0,0926,","","","","","","","","","","","","","","","","","","","","","942.3",",0","101",",0","","","","","",""
"USC00410262","1961","33.35","-96.51667","207.3","ANNA, TX US","","","","","86","0","66","0","2","","2","0","","","","","","","","","","","","","76",",0,0207,","76",",0,0207,","66.8",",0,0913,","","","","","","","","","","","","","","","","","","","","","888.0",",0","101",",0","","","","","",""
"USC00410262","1962","33.35","-96.51667","207.3","ANNA, TX US","","","","","83","0","60","0","1","","1","0","","","","","","","","","","","","","51",",0,0109,","38",",0,0109,","80.8",",0,0907,","","","","","","","","","","","","","","","","","","","","","939.9",",0","38",",0","","","","","",""
"USC00410262","1963","33.35","-96.51667","207.3","ANNA, TX US","","","","","63","0","36","0","1","","1","0","","","","","","","","","","","","","51",",0,1222,","51",",0,1222,","68.1",",0,0714,","","","","","","","","","","","","","","","","","","","","","595.5",",0","56",",0","","","","","",""
"USC00410262","1964","33.35","-96.51667","207.3","ANNA, TX US","","","","","62","0","50","0","1","","1","0","","","","","","","","","","","","","127",",0,0116,","127",",0,0116,","104.1",",0,0921,","","","","","","","","","","","","","","","","","","","","","1143.8",",0","127",",0","","","","","",""
"USC00410262","1965","33.35","-96.51667","207.3","ANNA, TX US","","","","","61","0","48","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","109.0",",0,0922,","","","","","","","","","","","","","","","","","","","","","856.0",",0","0",",0","","","","","",""
"USC00410262","1966","33.35","-96.51667","207.3","ANNA, TX US","","","","","61","0","47","0","3","","1","0","","","","","","","","","","","","","76",",0,0122,","25",",0,0223,","66.3",",0,0424,","","","","","","","","","","","","","","","","","","","","","929.2",",0","25",",0","","","","","",""
"USC00410262","1967","33.35","-96.51667","207.3","ANNA, TX US","","","","","67","0","53","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","88.4",",0,0531,","","","","","","","","","","","","","","","","","","","","","739.2",",0","0",",0","","","","","",""
"USC00410262","1969","33.35","-96.51667","207.3","ANNA, TX US","","","","","63","0","59","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","81.3",",0,1013,","","","","","","","","","","","","","","","","","","","","","995.7",",0","0",",0","","","","","",""
"USC00410262","1970","33.35","-96.51667","207.3","ANNA, TX US","","","","","58","0","54","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","61.0",",0,0823,","","","","","","","","","","","","","","","","","","","","","946.9",",0","0",",0","","","","","",""
"USC00410262","1971","33.35","-96.51667","207.3","ANNA, TX US","","","","","61","0","55","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","104.1",",0,0923,","","","","","","","","","","","","","","","","","","","","","1110.5",",0","0",",0","","","","","",""
"USC00410262","1972","33.35","-96.51667","207.3","ANNA, TX US","","","","","56","0","50","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","57.9",",0,0810,","","","","","","","","","","","","","","","","","","","","","725.5",",0","0",",0","","","","","",""
"USC00410262","1973","33.35","-96.51667","207.3","ANNA, TX US","","","","","77","0","73","0","","","","","","","","","","","","","","","","","","","","","165.1",",0,0927,","","","","","","","","","","","","","","","","","","","","","1371.5",",0","","","","","","","",""
"USC00410262","1975","33.35","-96.51667","207.3","ANNA, TX US","","","","","77","0","60","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0206,","48.8",",0,0131,","","","","","","","","","","","","","","","","","","","","","868.4",",0","0","T,0","","","","","",""
"USC00410262","1976","33.35","-96.51667","207.3","ANNA, TX US","","","","","70","0","55","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0","T,0,0305,","61.5",",0,0308,","","","","","","","","","","","","","","","","","","","","","760.3",",0","0","T,0","","","","","",""
"USC00410262","1977","33.35","-96.51667","207.3","ANNA, TX US","","","","","64","0","44","0","","","","","","","","","","","","","","","","","","","","","74.2",",0,0327,","","","","","","","","","","","","","","","","","","","","","820.6",",0","","","","","","","",""
"USC00410262","1978","33.35","-96.51667","207.3","ANNA, TX US","","","","","74","0","51","0","","","","","","","","","","","","","","","","","","","","","70.6",",0,1116,","","","","","","","","","","","","","","","","","","","","","755.2",",0","","","","","","","",""
"USC00410262","1979","33.35","-96.51667","207.3","ANNA, TX US","","","","","83","0","61","0","","","","","","","","","","","","","","","","","","","","","56.6",",0,0531,","","","","","","","","","","","","","","","","","","","","","1008.1",",0","","","","","","","",""
"USC00410262","1980","33.35","-96.51667","207.3","ANNA, TX US","","","","","56","0","40","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","107.2",",0,0929,","","","","","","","","","","","","","","","","","","","","","776.7",",0","0",",0","","","","","",""
"USC00410262","1981","33.35","-96.51667","207.3","ANNA, TX US","","","","","77","0","60","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","132.8",",0,1007,","","","","","","","","","","","","","","","","","","","","","1258.9",",0","0",",0","","","","","",""
"USC00410262","1982","33.35","-96.51667","207.3","ANNA, TX US","","","","","96","0","61","0","","","2","0","","","","","","","","","","","","","","","102",",0,0227,","268.2",",0,0513,","","","","","","","","","","","","","","","","","","","","","1384.4",",0","153",",0","","","","","",""
"USC00410262","1983","33.35","-96.51667","207.3","ANNA, TX US","","","","","81","0","50","0","","","1","0","","","","","","","","","","","","","","","127",",0,1216,","86.6",",0,0201,","","","","","","","","","","","","","","","","","","","","","840.7",",0","127",",0","","","","","",""
"USC00410262","1984","33.35","-96.51667","207.3","ANNA, TX US","","","","","89","0","62","0","","","","","","","","","","","","","","","","","","","","","83.8",",0,0502,","","","","","","","","","","","","","","","","","","","","","1066.1",",0","","","","","","","",""
"USC00410262","1985","33.35","-96.51667","207.3","ANNA, TX US","","","","","79","0","60","0","","","3","0","","","","","","","","","","","","","","","76",",0,0102,","69.3",",0,0423,","","","","","","","","","","","","","","","","","","","","","992.0",",0","152",",0","","","","","",""
"USC00410262","1986","33.35","-96.51667","207.3","ANNA, TX US","","","","","88","0","63","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","69.1",",0,0203,","","","","","","","","","","","","","","","","","","","","","1092.2",",0","0",",0","","","","","",""
"USC00410262","1987","33.35","-96.51667","207.3","ANNA, TX US","","","","","87","0","68","0","","","","","","","","","","","","","","","","","","","","","120.7",",0,0504,","","","","","","","","","","","","","","","","","","","","","1155.8",",0","","","","","","","",""
"USC00410262","1988","33.35","-96.51667","207.3","ANNA, TX US","","","","","71","0","47","0","0","","0","0","","","","","","","","","","","","","0","T,0,0211,+","0","T,0,0211,+","62.7",",0,0712,","","","","","","","","","","","","","","","","","","","","","879.2",",0","0","T,0","","","","","",""
"USC00410262","1989","33.35","-96.51667","207.3","ANNA, TX US","","","","","62","0","53","0","2","","2","0","","","","","","","","","","","","","76",",0,0305,","48",",0,0305,","130.8",",0,0604,","","","","","","","","","","","","","","","","","","","","","1232.2",",0","91",",0","","","","","",""
"USC00410262","1990","33.35","-96.51667","207.3","ANNA, TX US","","","","","75","0","62","0","0","","0","0","","","","","","","","","","","","","0","T,0,1231,+","0","T,0,1231,+","183.6",",0,0503,","","","","","","","","","","","","","","","","","","","","","1572.5",",0","0","T,0","","","","","",""
"USC00410262","1992","33.35","-96.51667","207.3","ANNA, TX US","","","","","87","0","57","0","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","86.4",",0,0728,","","","","","","","","","","","","","","","","","","","","","1071.4",",0","0",",0","","","","","",""
"USC00410262","1993","33.35","-96.51667","207.3","ANNA, TX US","","","","","","","","","0","","0","0","","","","","","","","","","","","","0",",0,1231,+","0",",0,1231,+","","","","","","","","","","","","","","","","","","","","","","","","","0",",0","","","","","",""
