"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093901","1956","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1900.3","","1900.3","X","51","X","33","X","4","","1","X","0","X","30","X","2","X","264","X","137","X","-8.3","X,0119,","127",",X,0119,","127",",X,0118,","95.5",",X,0501,","41.7","X,0816,+","-0.6","X,1109","-3.3","X,1129","","","","","","","0.0","X,0316","-3.3","X,0205","-5.0","X,0120","-8.3","X,0119","","","","","","","542.0",",X","160",",X","20.24","X","26.28","X","14.20","X","225","X","31.9","X"
"USW00093901","1957","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1483.1","","1483.1","X","104","X","70","X","0","","0","X","0","X","20","X","3","X","216","X","94","X","-8.3","X,0117,","0","T,X,0127,+","3",",X,1110,","118.4",",X,0426,","42.2","X,0730,","-0.6","X,1027","-5.6","X,1211","-5.6","X,1211","","","","","0.0","X,0413","-2.8","X,0308","-4.4","X,0118","-8.3","X,0117","","","1222.3","","1222.3","X","1298.0",",X","3",",X","18.82","X","23.83","X","13.82","X","","","",""
"USW00093901","1958","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1555.2","","1555.2","X","80","X","56","X","2","","2","X","0","X","34","X","0","X","218","X","98","X","-8.9","X,1214,","51",",X,1231,","38",",X,1230,","88.6",",X,0705,","40.6","X,0813,","-1.1","X,1128","-2.2","X,1129","-6.1","X,1213","-8.9","X,1214","-8.9","X,1214","0.0","X,0314","-3.3","X,0217","-5.6","X,0216","-7.8","X,0213","","","1444.4","","1444.4","X","955.6",",X","71",",X","18.46","X","23.50","X","13.42","X","","","",""
"USW00093901","1959","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1466.7","","1466.7","X","81","X","49","X","1","","1","X","0","X","35","X","3","X","227","X","87","X","-13.3","X,0104,","25",",X,0219,","53",",X,0219,","107.2",",X,1001,","39.4","X,0830,","-2.2","X,1106","-2.2","X,1106","-6.7","X,1117","-6.7","X,1117","","","-1.1","X,0220","-4.4","X,0206","-4.4","X,0206","-8.9","X,0122","-8.9","X,0122","1370.3","","1370.3","X","878.5",",X","53",",X","18.45","X","23.81","X","13.10","X","","","",""
"USW00093901","1960","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1611.7","","1611.7","X","81","X","58","X","0","","1","X","0","X","42","X","2","X","237","X","111","X","-8.3","X,0225,","0","T,X,0225,+","38",",X,0224,","55.6",",X,0821,","40.0","X,0713,","-1.1","X,1110","-2.8","X,1216","-5.6","X,1221","","","","","0.0","X,0318","-3.3","X,0305","-6.7","X,0303","-6.7","X,0303","","","1540.8","","1540.8","X","729.2",",X","38",",X","18.58","X","23.85","X","13.31","X","","","",""
"USW00093901","1961","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1405.8","","1405.8","X","83","X","51","X","2","","1","X","0","X","28","X","4","X","239","X","88","X","-11.1","X,0129,","51",",X,0129,","81",",X,0206,","76.7",",X,1002,","38.3","X,0803,","-1.7","X,1211","-6.1","X,1212","-6.1","X,1212","-7.2","X,1213","","","0.0","X,0219","-5.0","X,0130","-5.0","X,0130","-11.1","X,0129","-11.1","X,0129","1299.7","","1299.7","X","825.8",",X","101",",X","18.49","X","23.79","X","13.19","X","","","",""
"USW00093901","1962","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1589.1","","1589.1","X","74","X","52","X","5","","2","X","0","X","32","X","5","X","237","X","96","X","-13.9","X,0110,","51",",X,0111,+","69",",X,0109,","57.7",",X,0802,","39.4","X,0824,+","-3.9","X,1211","-3.9","X,1211","-7.2","X,1212","-7.2","X,1212","","","-0.6","X,0314","-2.8","X,0302","-7.2","X,0301","-7.2","X,0301","-9.4","X,0120","1368.6","","1368.6","X","885.2",",X","120",",X","19.14","X","24.62","X","13.67","X","","","",""
"USW00093901","1963","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1914.5","","1914.5","X","50","X","27","X","0","","0","X","0","X","45","X","6","X","254","X","130","X","-13.3","X,0124,","0","T,X,1224,+","3",",X,1212,","82.6",",X,0428,","40.6","X,0724,+","-1.1","X,1124","-2.8","X,1211","-6.1","X,1215","-8.3","X,1222","-11.7","X,1223","-0.6","X,0306","-6.1","X,0222","-6.1","X,0222","-8.3","X,0128","-10.6","X,0127","1305.0","","1305.0","X","471.6",",X","3",",X","19.73","X","25.72","X","13.74","X","248","X","21.1","X"
"USW00093901","1964","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1642.6","","1642.6","X","75","X","43","X","2","","1","X","0","X","36","X","2","X","253","X","95","X","-12.2","X,0114,","152",",X,0117,","254",",X,0116,","51.6",",X,1103,","42.8","X,0811,","0.0","X,1120","-2.2","X,1122","-5.6","X,1217","-8.9","X,1218","-8.9","X,1218","-1.1","X,0326","-3.9","X,0222","-7.2","X,0117","-7.2","X,0117","-12.2","X,0114","1355.0","","1355.0","X","715.8",",X","267",",X","19.30","X","24.97","X","13.63","X","113","X","22.1","X"
"USW00093901","1965","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1642.1","","1642.1","X","86","X","51","X","0","","0","X","0","X","33","X","0","X","243","X","107","X","-8.3","X,0224,","0",",X,1231,+","0","T,X,0325,+","102.4",",X,0510,","40.0","X,0821,","0.0","X,1220","","","","","","","","","-1.1","X,0326","-5.6","X,0320","-5.6","X,0320","-8.3","X,0224","","","1343.0","","1343.0","X","883.4",",X","0","T,X","19.53","X","25.02","X","14.03","X","293","X","24.7","X"
"USW00093901","1966","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1440.6","","1440.6","X","69","X","50","X","3","","2","X","0","X","42","X","3","X","247","X","95","X","-12.2","X,0130,+","51",",X,0123,+","84",",X,0121,","69.1",",X,0209,","38.9","X,0731,+","-1.1","X,1102","-2.2","X,1210","-4.4","X,1211","-6.7","X,1213","","","0.0","X,0324","-3.3","X,0224","-4.4","X,0217","-12.2","X,0130","-12.2","X,0130","1141.1","","1141.1","X","855.2",",X","124",",X","18.57","X","24.23","X","12.91","X","270","X","26.7","X"
"USW00093901","1967","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1687.0","","1687.0","X","75","X","44","X","0","","0","X","0","X","38","X","0","X","273","X","102","X","-6.1","X,0119,","0",",X,1231,+","0","T,X,1227,","36.8",",X,0914,","42.2","X,0830,","-0.6","X,1104","-3.3","X,1203","-4.4","X,1229","","","","","-4.4","X,0308","-4.4","X,0308","-4.4","X,0308","","","","","1088.6","","1088.6","X","630.3",",X","0","T,X","19.87","X","26.06","X","13.67","X","180","X","19.5","X"
"USW00093901","1968","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1309.5","","1309.5","X","98","X","56","X","2","","1","X","0","X","52","X","4","X","237","X","73","X","-11.1","X,0107,","25",",X,0223,+","33",",X,0108,","79.2",",X,0813,","38.9","X,0810,","-0.6","X,1108","-2.8","X,1112","-4.4","X,1214","-9.4","X,1231","-9.4","X,1231","-3.9","X,0323","-3.9","X,0323","-4.4","X,0224","-11.1","X,0107","-11.1","X,0107","1395.1","","1395.1","X","851.4",",X","58",",X","17.95","X","23.66","X","12.25","X","90","X","22.6","X"
"USW00093901","1969","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1533.3","","1533.3","X","76","X","47","X","0","","0","X","0","X","33","X","0","X","240","X","99","X","-7.8","X,0124,","0",",X,1231,+","0","T,X,1230,+","104.4",",X,0506,","41.7","X,0813,+","-2.8","X,1114","-2.8","X,1114","-6.7","X,1231","-6.7","X,1231","","","-2.2","X,0326","-2.2","X,0326","-5.6","X,0309","-7.8","X,0124","","","1419.5","","1419.5","X","808.5",",X","0","T,X","18.57","X","24.58","X","12.57","X","270","X","20.0","X"
"USW00093901","1970","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1565.2","","1565.2","X","70","X","46","X","0","","0","X","0","X","46","X","2","X","242","X","97","X","-9.4","X,0107,","0","T,X,0321,","18",",X,0321,","51.3",",X,0923,","41.1","X,0808,+","0.0","X,1105","-2.2","X,1115","-5.6","X,1124","","","","","-1.7","X,0322","-2.8","X,0226","-6.1","X,0203","-6.7","X,0118","-8.9","X,0109","1493.6","","1493.6","X","721.0",",X","18",",X","18.66","X","24.53","X","12.79","X","248","X","19.5","X"
"USW00093901","1971","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1327.5","","1327.5","X","81","X","49","X","3","","2","X","0","X","37","X","1","X","259","X","74","X","-12.8","X,0208,","25",",X,0303,+","25",",X,0302,+","71.6",",X,1209,+","39.4","X,0716,","-1.1","X,1218","","","","","","","","","-1.1","X,0407","-2.8","X,0320","-7.2","X,0303","-7.2","X,0303","-8.9","X,0209","1310.6","","1310.6","X","880.9",",X","50",",X","18.49","X","24.53","X","12.45","X","270","X","29.3","X"
"USW00093901","1972","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1556.4","","1556.4","X","75","X","43","X","0","","0","X","0","X","45","X","3","X","249","X","115","X","-10.0","X,0115,","0","T,X,1211,+","10",",X,0104,","52.8",",X,0427,","41.1","X,0625,","0.0","X,1121","-2.8","X,1205","-7.2","X,1206","-7.2","X,1206","-9.4","X,1216","-0.6","X,0302","-4.4","X,0213","-4.4","X,0213","-6.7","X,0208","-10.0","X,0115","1121.5","","1121.5","X","562.0",",X","13",",X","18.67","X","24.86","X","12.49","X","140","X","28.8","X"
"USW00093901","1973","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1295.5","","1295.5","X","96","X","72","X","2","","2","X","0","X","36","X","5","X","248","X","76","X","-16.1","X,0112,","102",",X,0111,","76",",X,0111,","111.3",",X,0603,","37.2","X,0814,+","0.0","X,1205","-3.3","X,1207","-5.6","X,1220","","","","","-1.1","X,0410","-2.8","X,0216","-6.7","X,0210","-6.7","X,0210","-16.1","X,0112","1658.5","","1658.5","X","1125.8",",X","101",",X","18.19","X","23.85","X","12.53","X","270","X","29.3","X"
"USW00093901","1974","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1475.3","","1475.3","X","91","X","56","X","0","","0","X","0","X","34","X","2","X","264","X","86","X","-8.9","X,0101,","0",",X,1231,+","0","T,X,1129,+","121.4",",X,0505,","42.2","X,0723,","0.0","X,1125","-3.9","X,1130","-6.7","X,1209","-6.7","X,1209","","","-1.1","X,0324","-6.1","X,0225","-6.1","X,0225","-6.7","X,0104","-8.9","X,0101","1015.8","","1015.8","X","1122.9",",X","0","T,X","19.21","X","25.25","X","13.18","X","320","X","29.3","X"
"USW00093901","1975","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1446.0","","1446.0","X","81","X","53","X","1","","1","X","0","X","35","X","0","X","247","X","101","X","-9.4","X,0113,","102",",X,0223,","127",",X,0223,","144.3",",X,0725,","38.3","X,0903,+","0.0","X,1122","-5.0","X,1123","-5.0","X,1123","-7.2","X,1218","","","0.0","X,0403","-2.2","X,0330","-7.8","X,0207","-7.8","X,0207","-9.4","X,0113","1288.7","","1288.7","X","853.4",",X","127",",X","18.82","X","24.83","X","12.82","X","","","",""
"USW00093901","1976","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1050.8","","1050.8","","","","","","","","","","","","","","",""
"USW00093901","1977","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1800.2","","1800.2","X","68","X","43","X","1","","1","X","0","X","35","X","1","X","259","X","132","X","-10.6","X,0110,+","102",",X,0131,","112",",X,0130,","149.9",",X,0820,","41.7","X,0725,+","-1.1","X,1110","-2.8","X,1206","-5.0","X,1209","","","","","-1.7","X,0227","-3.3","X,0201","-9.4","X,0131","-9.4","X,0131","-9.4","X,0131","","","","","863.1",",X","112",",X","19.93","X","25.84","X","14.01","X","","","",""
"USW00093901","1978","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1843.9","","1843.9","X","74","X","41","X","14","","7","X","0","X","56","X","8","X","252","X","121","X","-12.2","X,0219,","152",",X,0219,+","221",",X,0217,","38.1",",X,0805,","43.9","X,0715,","0.0","X,1203","-4.4","X,1208","-4.4","X,1208","-6.7","X,1210","","","-1.7","X,0305","-5.6","X,0304","-5.6","X,0304","-12.2","X,0219","-12.2","X,0219","1504.3","","1504.3","X","590.9",",X","627",",X","19.04","X","24.86","X","13.21","X","170","X","29.8","X"
"USW00093901","1979","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1468.6","","1468.6","X","82","X","51","X","6","","2","X","0","X","45","X","6","X","243","X","105","X","-11.7","X,0102,","51",",X,0218,+","53",",X,0217,","106.9",",X,0503,","39.4","X,0629,","-0.6","X,1123","-6.1","X,1130","-6.1","X,1130","-7.8","X,1217","","","0.0","X,0305","-4.4","X,0219","-4.4","X,0219","-8.9","X,0209","-8.9","X,0209","1467.1","","1467.1","X","936.5",",X","101",",X","18.25","X","23.82","X","12.68","X","280","X","25.2","X"
"USW00093901","1980","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1844.4","","1844.4","X","63","X","41","X","1","","2","X","0","X","38","X","0","X","250","X","128","X","-8.3","X,0302,","25",",X,0210,","76",",X,0209,","116.1",",X,0929,","44.4","X,0626,","-0.6","X,1030","-2.2","X,1128","-6.1","X,1221","-6.7","X,1225","","","-0.6","X,0318","-8.3","X,0302","-8.3","X,0302","-8.3","X,0302","","","1249.6","","1249.6","X","608.4",",X","106",",X","19.85","X","26.00","X","13.69","X","320","X","27.8","X"
"USW00093901","1981","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1540.8","","1540.8","X","81","X","59","X","0","","0","X","0","X","24","X","1","X","251","X","104","X","-10.6","X,0211,","0",",X,1231,+","0","T,X,0509,+","57.4",",X,1007,","39.4","X,0815,+","0.0","X,1215","-2.8","X,1217","-5.6","X,1218","","","","","-0.6","X,0319","-5.0","X,0212","-5.0","X,0212","-10.6","X,0211","-10.6","X,0211","1185.3","","1185.3","X","1004.3",",X","0","T,X","19.34","X","24.91","X","13.76","X","270","X","31.4","X"
"USW00093901","1982","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1642.2","","1642.2","X","90","X","65","X","0","","0","X","0","X","34","X","3","X","256","X","110","X","-12.8","X,0111,+","0","T,X,0205,+","23",",X,0131,","57.2",",X,0707,","40.0","X,0806,","-1.1","X,1113","-5.0","X,1212","-5.0","X,1212","","","","","-2.2","X,0307","-2.2","X,0307","-4.4","X,0207","-9.4","X,0206","-9.4","X,0206","1288.3","","1288.3","X","1010.2",",X","44",",X","19.25","X","24.83","X","13.66","X","","","",""
"USW00093901","1983","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1480.8","","1480.8","X","81","X","50","X","2","","1","X","0","X","33","X","11","X","232","X","95","X","-15.0","X,1222,","76",",X,1216,","104",",X,1216,","72.6",",X,0819,","40.0","X,0815,+","-0.6","X,1124","-7.8","X,1218","-7.8","X,1218","-7.8","X,1218","-12.2","X,1221","0.0","X,0311","-2.2","X,0203","-4.4","X,0123","","","","","1274.8","","1274.8","X","720.0",",X","104",",X","18.25","X","23.75","X","12.75","X","320","X","24.2","X"
"USW00093901","1984","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1541.5","","1541.5","X","88","X","57","X","0","","0","X","0","X","32","X","1","X","246","X","106","X","-11.7","X,0119,","0",",X,1231,+","0","T,X,1018,+","59.2",",X,1020,","42.2","X,0819,","0.0","X,1122","","","","","","","","","-3.9","X,0229","-3.9","X,0229","-5.0","X,0206","-10.0","X,0121","-10.0","X,0121","1517.4","","1517.4","X","883.7",",X","0","T,X","19.01","X","24.84","X","13.19","X","230","X","23.6","X"
"USW00093901","1985","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1539.5","","1539.5","Z","75","X","56","X","6","","3","X","0","X","52","Z","7","X","239","X","97","X","-12.8","Z,0202,","102",",X,0102,","76",",X,0101,","48.8",",X,0422,","41.7","X,0901,","0.0","X,1120","-3.3","X,1201","-7.2","X,1202","-7.2","X,1202","-8.9","X,1214","-3.9","X,0212","-3.9","X,0212","-8.3","X,0203","-8.3","X,0203","-12.8","X,0202","1303.0","","1303.0","X","787.8",",X","169",",X","18.53","Z","24.00","X","13.06","Z","190","X","24.2","X"
"USW00093901","1986","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","","","1498.2","","1498.2","X","86","X","55","X","0","","0","X","0","X","22","X","1","X","255","X","99","X","-6.7","X,0211,","0","T,X,1212,","0","T,X,1212,+","89.9",",X,0601,","41.1","X,0730,","-4.4","X,1113","-4.4","X,1113","-4.4","X,1113","","","","","-1.1","X,0301","-6.7","X,0211","-6.7","X,0211","-6.7","X,0211","","","1183.4","","1183.4","X","1060.5",",X","0","T,X","19.31","X","24.67","X","13.96","X","200","X","25.7","X"
"USW00093901","1987","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","3.6","X","1660.0","","1660.0","X","82","X","53","X","0","","1","X","0","X","25","X","0","X","248","X","107","X","-4.4","X,0119,","0","T,X,1227,+","25",",X,0329,","61.5",",X,0615,","40.6","X,0805,","-2.2","X,1215","-2.2","X,1215","","","","","","","-0.6","X,0403","-2.2","X,0218","-4.4","X,0119","","","","","1272.6","","1272.6","X","746.4",",X","25",",X","19.63","X","25.53","X","13.73","X","310","X","26.2","X"
"USW00093901","1988","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","3.3","X","1716.7","","1716.7","X","69","X","48","X","5","","1","X","0","X","29","X","3","X","269","X","118","X","-8.3","X,0211,","25",",X,0206,+","25",",X,0211,","74.4",",X,0702,","41.7","X,0808,+","0.0","X,1128","","","","","","","","","-0.6","X,0319","-2.2","X,0314","-6.7","X,0212","-6.7","X,0212","","","1206.3","","1206.3","X","643.6",",X","28",",X","20.01","X","26.16","X","13.86","X","170","X","28.3","X"
"USW00093901","1989","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","3.9","X","1478.5","","1478.5","X","71","X","48","X","2","","0","X","1","X","39","X","10","X","252","X","85","X","-17.8","X,1223,","51",",X,0305,","3",",X,0305,+","97.8",",X,0516,","38.9","X,0718,","0.0","X,1208","-2.2","X,1209","-7.2","X,1212","-7.2","X,1212","-10.0","X,1215","-2.2","X,0308","-2.2","X,0308","-6.1","X,0307","-7.2","X,0305","-9.4","X,0206","1109.8","","1109.8","X","998.2",",X","6",",X","18.45","X","24.12","X","12.79","X","20","X","28.3","X"
"USW00093901","1990","32.73333","-96.96667","150.0","DALLAS HENSLEY FIELD NAS, TX US","3.6","X","1639.3","","1639.3","X","89","X","60","X","0","","0","X","0","X","15","X","3","X","260","X","108","X","-12.2","X,1223,","0","T,X,1230,+","0","T,X,1230,+","111.0",",X,0502,","41.1","X,0831,","-1.1","X,1204","-9.4","X,1221","-9.4","X,1221","-9.4","X,1221","-9.4","X,1221","-1.7","X,0129","-2.2","X,0113","","","","","","","1182.9","","1182.9","X","1148.4",",X","0","T,X","19.85","X","25.51","X","14.18","X","","","31.4","X"
