"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USC00425654","1939","38.40168","-113.01624","1526.7","MILFORD, UT US","476.9","","476.9","0","53","0","15","0","38","","8","0","11","0","155","0","24","0","172","0","64","0","-23.9","0,0202,","152",",0,0209,","102",",0,0122,","19.8",",0,0906,","40.0","0,0715,+","-3.3","0,1010","-3.3","0,1010","-5.0","0,1028","-10.0","0,1110","-10.0","0,1110","0.0","0,0507","-2.8","0,0418","-5.6","0,0319","-6.7","0,0315","-12.2","0,0306","3299.1","","3299.1","0","134.3",",0","","","444",",0","10.59","0","19.22","0","1.95","0","","","","","","","","","",""
"USC00425654","1940","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","50","0","20","0","12","","2","0","","","","","","","","","","","","","178",",0,1214,","152",",0,1212,","18.3",",0,1026,","","","","","","","","","","","","","","","","","","","","","","","","","","","140.5",",0","","","190",",0","","","","","","","","","","","","","","","",""
"USC00425654","1941","38.40168","-113.01624","1526.7","MILFORD, UT US","274.8","","274.8","0","88","0","38","0","11","","9","0","0","0","171","0","9","0","144","0","34","0","-13.9","0,1225,+","152",",0,1227,+","89",",0,0324,","23.1",",0,0411,","37.2","0,0722,","-0.6","0,0909","-2.2","0,1005","-4.4","0,1007","-8.9","0,1119","-8.9","0,1119","0.0","0,0518","-2.8","0,0420","-7.8","0,0419","-7.8","0,0419","-9.4","0,0205","","","","","335.9",",0","","","474",",0","9.91","0","17.60","0","2.21","0","","","","","","","","","",""
"USC00425654","1942","38.40168","-113.01624","1526.7","MILFORD, UT US","398.8","","398.8","0","54","0","27","0","","","","","8","0","182","0","22","0","163","0","53","0","-26.7","0,0105,","","","","","19.1",",0,0805,","38.3","0,0723,+","-2.2","0,0919","-2.2","0,0919","-6.1","0,1029","-8.3","0,1105","-10.6","0,1120","-0.6","0,0527","-2.8","0,0514","-4.4","0,0513","-9.4","0,0327","-9.4","0,0327","3706.7","","3706.7","0","182.0",",0","","","","","9.60","0","18.12","0","1.07","0","","","","","","","","","",""
"USC00425654","1943","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","47","0","28","0","11","","4","0","3","0","169","0","","","","","","","-21.7","0,0119,","152",",0,0210,+","140",",0,0209,","23.9",",0,0927,","","","-2.8","0,1013","-2.8","0,1013","-6.1","0,1031","-10.6","0,1101","-10.6","0,1101","-2.8","0,0606","-2.8","0,0606","-5.6","0,0517","-7.8","0,0321","-13.9","0,0319","3237.2","","3237.2","0","209.7",",0","","","309",",0","","","","","1.93","0","","","","","","","","","",""
"USC00425654","1944","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","58","0","23","0","64","","21","0","9","0","177","0","","","","","","","-27.2","0,0129,","381",",0,0129,+","203",",0,0127,","21.6",",0,1105,","","","-2.8","0,0916","-2.8","0,0916","-5.6","0,1115","-10.0","0,1122","-10.0","0,1122","-1.1","0,0520","-2.2","0,0423","-6.1","0,0415","-7.8","0,0329","-8.9","0,0328","","","","","205.6",",0","","","1244",",0","","","","","0.10","0","","","","","","","","","",""
"USC00425654","1945","38.40168","-113.01624","1526.7","MILFORD, UT US","325.2","","325.2","0","72","0","29","0","37","","12","0","6","0","184","0","18","0","158","0","45","0","-23.9","0,1214,+","127",",0,0122,+","102",",0,1211,+","24.1",",0,0315,","37.2","0,0727,+","0.0","0,0923","-2.2","0,0925","-4.4","0,0930","-7.8","0,1024","-10.6","0,1109","-1.1","0,0521","-3.9","0,0427","-5.0","0,0417","-11.7","0,0414","-11.7","0,0414","","","","","241.9",",0","","","850",",0","9.20","0","17.63","0","0.76","0","","","","","","","","","",""
"USC00425654","1946","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3504.6","","3504.6","0","","","","","","","","","","","","","","","","","","","","","",""
"USC00425654","1947","38.40168","-113.01624","1526.7","MILFORD, UT US","","","","","60","0","25","0","41","","10","0","","","","","","","","","","","","","279",",0,1230,","152",",0,1229,","32.8",",0,0621,","","","","","","","","","","","","","","","","","","","","","","","","","","","304.5",",0","","","735",",0","","","","","","","","","","","","","","","",""
"USC00425654","1948","38.40168","-113.01624","1526.7","MILFORD, UT US","304.9","","304.9","0","50","0","21","0","47","","16","0","20","0","188","0","26","0","167","0","62","0","-26.1","0,0208,","254",",0,0102,","168",",0,0319,","24.6",",0,1030,","37.2","0,0902,+","-1.1","0,0926","-2.8","0,1006","-7.8","0,1017","-7.8","0,1017","-10.0","0,1105","-2.2","0,0522","-2.2","0,0522","-5.6","0,0509","-6.7","0,0401","-20.6","0,0321","","","","","178.0",",0","","","1292",",0","8.66","0","17.95","0","-0.62","0","","","","","","","","","",""
"USC00425654","1949","38.40168","-113.01624","1526.7","MILFORD, UT US","324.9","","324.9","0","65","0","31","0","91","","23","0","44","0","178","0","59","0","164","0","54","0","-33.3","0,0117,","610",",0,0208,+","330",",0,1220,","24.6",",0,1210,","37.8","0,0731,","0.0","0,0919","-3.9","0,1011","-6.1","0,1021","-6.7","0,1031","-8.9","0,1123","-0.6","0,0507","-4.4","0,0415","-4.4","0,0415","-9.4","0,0330","-9.4","0,0330","4186.6","","4186.6","0","239.6",",0","","","1990",",0","7.85","0","16.97","0","-1.28","0","","","","","","","","","",""
"USC00425654","1950","38.40168","-113.01624","1526.7","MILFORD, UT US","301.5","","301.5","0","38","0","18","0","33","","8","0","9","0","175","0","19","0","182","0","55","0","-29.4","0,0104,","279",",0,0112,","163",",0,0103,","14.5",",0,0325,","37.2","0,0831,+","-0.6","0,0920","-4.4","0,1001","-4.4","0,1001","-6.7","0,1002","-10.0","0,1109","0.0","0,0617","-4.4","0,0510","-4.4","0,0510","-7.2","0,0429","-9.4","0,0425","3600.0","","3600.0","0","114.1",",0","","","728",",0","9.91","0","19.28","0","0.53","0","","","","","","","","","",""
"USC00425654","1951","38.40168","-113.01624","1526.7","MILFORD, UT US","364.3","","364.3","0","53","0","32","0","50","","18","0","16","0","178","0","25","0","157","0","55","0","-31.1","0,0131,","178",",0,0131,+","152",",0,0129,","30.5",",0,1026,","37.8","0,0718,+","-1.7","0,0922","-2.2","0,1006","-6.7","0,1022","-6.7","0,1022","-11.1","0,1102","-0.6","0,0513","-3.3","0,0502","-4.4","0,0413","-8.3","0,0329","-11.1","0,0324","3331.8","","3331.8","0","271.4",",0","","","1102",",0","9.18","0","17.80","0","0.55","0","","","","","","","","","",""
"USC00425654","1952","38.40168","-113.01624","1526.7","MILFORD, UT US","387.3","","387.3","0","55","0","25","0","53","","16","0","16","0","176","0","23","0","181","0","52","0","-23.9","0,0103,","203",",0,0121,+","135",",0,0118,","13.7",",0,0807,","37.2","0,0805,+","-1.7","0,0912","-6.1","0,1015","-6.1","0,1015","-8.9","0,1104","-8.9","0,1104","0.0","0,0423","-4.4","0,0415","-4.4","0,0415","-10.0","0,0323","-10.0","0,0323","3798.3","","3798.3","0","196.4",",0","","","1091",",0","9.52","0","18.08","0","0.96","0","","","","","","","","","",""
"USC00425654","1953","38.40168","-113.01624","1526.7","MILFORD, UT US","383.9","","383.9","0","41","0","18","0","37","","12","0","8","0","187","0","11","0","164","0","64","0","-20.6","0,0211,","229",",0,0210,","201",",0,0208,","22.1",",0,0329,","38.3","0,0708,+","0.0","0,1003","-6.1","0,1004","-6.1","0,1004","-7.2","0,1107","-8.9","0,1108","-2.8","0,0528","-2.8","0,0528","-4.4","0,0503","-9.4","0,0412","-9.4","0,0412","3402.4","","3402.4","0","167.1",",0","","","920",",0","9.89","0","19.13","0","0.65","0","","","","","","","","","",""
"USC00425654","1954","38.40168","-113.01624","1526.7","MILFORD, UT US","368.1","","368.1","0","50","0","30","0","22","","12","0","1","0","183","0","9","0","179","0","45","0","-20.6","0,1228,","152",",0,1130,","165",",0,1129,","22.1",",0,0119,","40.0","0,0623,","0.0","0,0916","-2.2","0,0930","-5.0","0,1015","-9.4","0,1028","-9.4","0,1028","0.0","0,0610","-4.4","0,0502","-4.4","0,0502","-9.4","0,0331","-9.4","0,0331","3318.6","","3318.6","0","228.0",",0","","","843",",0","10.31","0","19.47","0","1.15","0","","","","","","","","","",""
"USC00425654","1955","38.40168","-113.01624","1526.7","MILFORD, UT US","373.4","","373.4","0","60","0","18","0","62","","10","0","25","0","186","0","28","0","169","0","57","0","-28.3","0,0211,","381",",0,0204,","157",",0,0202,","19.3",",0,0818,","38.9","0,0714,","-1.1","0,0919","-5.0","0,1007","-5.0","0,1007","-6.7","0,1028","-10.6","0,1102","-2.8","0,0516","-2.8","0,0516","-4.4","0,0502","-7.2","0,0427","-11.1","0,0404","3887.8","","3887.8","0","151.6",",0","","","761",",0","8.79","0","17.71","0","-0.13","0","","","","","","","","","",""
"USC00425654","1956","38.40168","-113.01624","1526.7","MILFORD, UT US","402.8","","402.8","0","45","0","17","0","26","","10","0","11","0","181","0","18","0","180","0","66","0","-26.1","0,1209,","127",",0,0216,","112",",0,0224,","13.2",",0,0419,","38.3","0,0709,","0.0","0,0922","-2.8","0,0923","-7.2","0,1020","-7.2","0,1020","-10.6","0,1025","-1.1","0,0515","-2.8","0,0414","-6.1","0,0409","-6.7","0,0402","-11.7","0,0328","3283.1","","3283.1","0","128.8",",0","","","739",",0","9.84","0","19.41","0","0.26","0","","","","","","","","","",""
"USC00425654","1957","38.40168","-113.01624","1526.7","MILFORD, UT US","370.1","","370.1","0","71","0","26","0","36","","12","0","8","0","160","0","16","0","146","0","60","0","-25.0","0,0131,+","330",",0,0127,","300",",0,0126,","20.8",",0,0422,","37.8","0,0731,+","-0.6","0,0920","-2.2","0,0921","-6.1","0,1005","-8.9","0,1104","-8.9","0,1104","0.0","0,0616","-2.2","0,0428","-5.0","0,0408","-8.9","0,0324","-8.9","0,0324","3557.0","","3557.0","0","214.3",",0","","","1030",",0","9.67","0","18.02","0","1.32","0","","","","","","","","","",""
"USC00425654","1958","38.40168","-113.01624","1526.7","MILFORD, UT US","428.4","","428.4","0","65","0","19","0","32","","11","0","9","0","174","0","8","0","173","0","70","0","-25.0","0,1118,","127",",0,0120,+","135",",0,0118,","16.0",",0,0511,","40.0","0,0712,","-3.9","0,0925","-3.9","0,0925","-5.6","0,1020","-8.9","0,1021","-8.9","0,1021","0.0","0,0503","-3.3","0,0430","-5.6","0,0426","-8.9","0,0313","-8.9","0,0313","3489.7","","3489.7","0","165.0",",0","","","942",",0","10.22","0","19.47","0","0.96","0","","","","","","","","","",""
"USC00425654","1959","38.40168","-113.01624","1526.7","MILFORD, UT US","442.5","","442.5","0","56","0","18","0","20","","12","0","7","0","188","0","11","0","165","0","70","0","-20.6","0,0214,+","178",",0,0213,+","147",",0,0324,","20.6",",0,0324,","38.3","0,0723,+","-1.1","0,0924","-4.4","0,0928","-4.4","0,0928","-9.4","0,1105","-9.4","0,1105","-4.4","0,0520","-4.4","0,0520","-4.4","0,0520","-7.8","0,0416","-8.9","0,0410","3351.0","","3351.0","0","143.9",",0","","","775",",0","10.01","0","19.12","0","0.90","0","","","","","","","","","",""
"USC00425654","1960","38.40168","-113.01624","1526.7","MILFORD, UT US","475.5","","475.5","0","58","0","20","0","42","","8","0","8","0","168","0","26","0","177","0","72","0","-28.3","0,0103,","102",",0,0119,+","69",",0,1127,","21.6",",0,0313,","40.0","0,0726,","-0.6","0,1012","-5.0","0,1029","-5.0","0,1029","-6.7","0,1030","-8.9","0,1120","-2.2","0,0524","-2.2","0,0524","-8.3","0,0425","-8.3","0,0425","-8.9","0,0229","3583.7","","3583.7","0","172.6",",0","","","570",",0","10.15","0","18.92","0","1.38","0","","","","","","","","","",""
"USC00425654","1961","38.40168","-113.01624","1526.7","MILFORD, UT US","435.4","","435.4","0","64","0","25","0","28","","12","0","9","0","188","0","8","0","157","0","64","0","-25.6","0,0128,","102",",0,1122,+","99",",0,1121,","24.9",",0,0917,","39.4","0,0623,","0.0","0,0924","-2.2","0,0925","-7.2","0,1023","-7.2","0,1023","-12.2","0,1106","-3.3","0,0508","-3.3","0,0508","-5.0","0,0505","-7.2","0,0406","-11.1","0,0308","3365.8","","3365.8","0","201.4",",0","","","770",",0","9.57","0","18.53","0","0.62","0","","","","","","","","","",""
"USC00425654","1962","38.40168","-113.01624","1526.7","MILFORD, UT US","286.5","","286.5","0","65","0","27","0","53","","16","0","24","0","179","0","29","0","169","0","65","0","-30.0","0,0124,","152",",0,0125,+","122",",0,0120,","28.2",",0,0928,","38.3","0,0814,","-1.7","0,0909","-2.2","0,1021","-5.6","0,1027","-7.8","0,1107","-13.9","0,1119","0.0","0,0521","-2.8","0,0516","-4.4","0,0501","-6.7","0,0430","-8.9","0,0315","3884.0","","3884.0","0","182.1",",0","","","924",",0","9.16","0","18.76","0","-0.45","0","","","","","","","","","",""
"USC00425654","1963","38.40168","-113.01624","1526.7","MILFORD, UT US","372.6","","372.6","0","70","0","25","0","32","","14","0","13","0","164","0","21","0","181","0","60","0","-28.3","0,0113,","127",",0,0211,","127",",0,0210,","17.0",",0,0602,","37.2","0,0814,+","-1.1","0,1014","-7.8","0,1101","-7.8","0,1101","-7.8","0,1101","-11.1","0,1117","-1.1","0,0513","-2.2","0,0512","-7.2","0,0424","-7.2","0,0424","-9.4","0,0314","3434.6","","3434.6","0","217.7",",0","","","1091",",0","10.01","0","19.07","0","0.95","0","","","","","","","","","",""
"USC00425654","1964","38.40168","-113.01624","1526.7","MILFORD, UT US","345.8","","345.8","0","72","0","30","0","48","","21","0","14","0","183","0","28","0","166","0","57","0","-23.3","0,1117,","254",",0,1116,","211",",0,1113,","21.1",",0,1113,","38.9","0,0729,","-1.1","0,0904","-3.3","0,0920","-4.4","0,1018","-6.7","0,1020","-8.9","0,1025","0.0","0,0528","-2.8","0,0503","-5.6","0,0426","-9.4","0,0407","-9.4","0,0407","3754.9","","3754.9","0","220.3",",0","","","1573",",0","8.59","0","17.66","0","-0.48","0","","","","","","","","","",""
"USC00425654","1965","38.40168","-113.01624","1526.7","MILFORD, UT US","223.6","","223.6","0","94","0","45","0","44","","17","0","8","0","183","0","18","0","161","0","41","0","-24.4","0,1224,","127",",0,1224,+","155",",0,0917,","10.7",",0,0206,+","36.7","0,0728,","0.0","0,0916","-2.2","0,0917","-5.6","0,1026","-11.1","0,1126","-11.1","0,1126","0.0","0,0523","-2.2","0,0510","-5.6","0,0509","-10.0","0,0325","-10.0","0,0325","3573.0","","3573.0","0","275.4",",0","","","1391",",0","9.22","0","18.03","0","0.40","0","","","","","","","","","",""
"USC00425654","1966","38.40168","-113.01624","1526.7","MILFORD, UT US","404.1","","404.1","0","51","0","26","0","51","","17","0","14","0","182","0","30","0","180","0","69","0","-28.9","0,1228,","229",",0,1230,+","170",",0,1227,","23.6",",0,1206,","38.3","0,0808,+","0.0","0,0915","-3.9","0,1013","-4.4","0,1015","-7.8","0,1105","-10.6","0,1124","-0.6","0,0524","-2.2","0,0501","-6.7","0,0428","-6.7","0,0428","-8.9","0,0420","3495.8","","3495.8","0","188.4",",0","","","1319",",0","9.78","0","19.11","0","0.44","0","","","","","","","","","",""
"USC00425654","1967","38.40168","-113.01624","1526.7","MILFORD, UT US","434.8","","434.8","0","73","0","31","0","71","","15","0","19","0","182","0","28","0","162","0","60","0","-26.7","0,1221,","203",",0,0125,","231",",0,0123,","31.5",",0,0922,","37.8","0,0728,","-0.6","0,0920","-6.1","0,1016","-6.1","0,1016","-6.7","0,1030","-10.0","0,1103","-1.7","0,0515","-4.4","0,0514","-4.4","0,0514","-7.8","0,0502","-14.4","0,0330","3649.6","","3649.6","0","297.0",",0","","","1470",",0","9.32","0","18.11","0","0.53","0","","","","","","","","","",""
"USC00425654","1968","38.40168","-113.01624","1526.7","MILFORD, UT US","344.6","","344.6","0","75","0","25","0","55","","18","0","12","0","195","0","15","0","156","0","48","0","-30.6","0,1222,","127",",0,1223,+","99",",0,0319,","17.5",",0,0724,","38.9","0,0627,","0.0","0,0917","-3.9","0,0922","-5.0","0,1009","-6.7","0,1113","-9.4","0,1114","-1.1","0,0525","-3.9","0,0517","-5.0","0,0507","-6.7","0,0423","-8.9","0,0201","3552.9","","3552.9","0","207.7",",0","","","1043",",0","9.38","0","18.07","0","0.70","0","","","","","","","","","",""
"USC00425654","1969","38.40168","-113.01624","1526.7","MILFORD, UT US","450.9","","450.9","0","85","0","37","0","46","","16","0","0","0","175","0","10","0","165","0","65","0","-17.2","0,0309,+","254",",0,0307,+","188",",0,0303,","15.7",",0,0415,","37.8","0,0727,","-2.2","0,1003","-2.2","0,1003","-6.7","0,1005","-6.7","0,1005","-10.0","0,1117","-2.2","0,0428","-2.2","0,0428","-5.0","0,0427","-6.7","0,0425","-8.9","0,0325","3482.0","","3482.0","0","296.1",",0","","","1472",",0","10.16","0","18.59","0","1.72","0","","","","","","","","","",""
"USC00425654","1970","38.40168","-113.01624","1526.7","MILFORD, UT US","456.6","","456.6","0","64","0","23","0","8","","10","0","5","0","187","0","8","0","148","0","61","0","-23.3","0,0106,","25",",0,1222,+","71",",0,0430,","33.8",",0,0905,","40.6","0,0626,","-0.6","0,0916","-2.2","0,0926","-6.1","0,1008","-7.8","0,1016","-13.3","0,1028","-0.6","0,0515","-2.2","0,0503","-4.4","0,0502","-7.2","0,0429","-8.9","0,0405","3502.4","","3502.4","0","199.0",",0","","","679",",0","9.86","0","18.74","0","0.98","0","","","","","","","","","",""
"USC00425654","1971","38.40168","-113.01624","1526.7","MILFORD, UT US","424.5","","424.5","0","73","0","30","0","57","","19","0","10","0","188","0","29","0","155","0","64","0","-31.7","0,0106,+","330",",0,1030,","234",",0,0217,","21.8",",0,1024,","39.4","0,0714,","-3.3","0,0918","-3.3","0,0918","-5.0","0,1002","-11.1","0,1029","-11.1","0,1029","0.0","0,0601","-2.2","0,0519","-5.0","0,0406","-6.7","0,0405","-10.0","0,0402","3630.4","","3630.4","0","268.2",",0","","","1658",",0","8.95","0","17.63","0","0.28","0","","","","","","","","","",""
"USC00425654","1972","38.40168","-113.01624","1526.7","MILFORD, UT US","351.4","","351.4","0","53","0","27","0","41","","15","0","16","0","177","0","24","0","171","0","51","0","-35.6","0,1210,","483",",0,1210,+","226",",0,1208,","26.7",",0,0827,","38.3","0,0729,+","-1.7","0,0930","-4.4","0,1029","-4.4","0,1029","-8.3","0,1030","-9.4","0,1031","-0.6","0,0522","-2.2","0,0521","-5.0","0,0501","-10.0","0,0331","-10.0","0,0331","3555.4","","3555.4","0","270.8",",0","","","1389",",0","9.47","0","18.35","0","0.59","0","","","","","","","","","",""
"USC00425654","1973","38.40168","-113.01624","1526.7","MILFORD, UT US","319.8","","319.8","0","81","0","31","0","81","","19","0","19","0","190","0","25","0","158","0","54","0","-30.6","0,0107,","406",",0,0127,","175",",0,0417,","17.8",",0,0417,","38.9","0,0705,","-0.6","0,0902","-6.7","0,1004","-6.7","0,1004","-6.7","0,1004","-12.2","0,1104","-1.1","0,0619","-2.2","0,0503","-4.4","0,0422","-7.2","0,0409","-9.4","0,0408","4211.4","","4211.4","0","267.2",",0","65.5","X","1908",",0","8.32","0","16.88","0","-0.25","0","178926",",X","","","225","X","","","25.0","X"
