usaf,wban,station,ctry,st,call,lat,lon,elev,begin,end
013591,99999,HAUGASTOL,NO,NA,NA,60.517,7.867,988,2007-03-07,2007-03-07
013600,99999,BRATA-SLETTOM,NO,NA,NA,61.9,7.9,664,1973-01-01,2018-06-16
013610,99999,GROTLI III,NO,NA,NA,62.017,7.667,872,1973-01-01,2018-06-16
013620,99999,JUVVASSHOE,NO,NA,NA,61.667,8.367,1894,2009-06-26,2018-06-16
013640,99999,FILEFJELL,NO,NA,NA,61.183,8.117,955.1,1949-01-01,2018-06-10
013650,99999,BEITOSTOLEN II,NO,NA,NA,61.251,8.917,965,1973-04-04,2018-06-16
013660,99999,SOGNEFJELL,NO,NA,NA,61.567,8,1413,1979-03-01,2018-06-16
013670,99999,FAGERNES,NO,NA,NA,60.983,9.217,365.4,1982-10-01,2018-06-16
013671,99999,BEITOSTOLEN,NO,NA,NA,61.233,8.933,828,1973-01-01,1980-11-05
013680,99999,LEIRIN,NO,NA,ENFG,61.016,9.288,822,1988-10-14,2018-06-16
013690,99999,ABJORSBRATEN,NO,NA,NA,60.917,9.283,639,1988-10-01,2017-12-30
013700,99999,SKABU,NO,NA,NA,61.517,9.4,928,1973-01-01,2018-06-16
013710,99999,LOKEN I VOLBU,NO,NA,NA,61.117,9.067,521,1973-01-01,2018-06-16
013720,99999,NESBYEN-SKOGLUND,NO,NA,NA,60.567,9.133,167,1973-01-01,2004-01-21
013730,99999,NESBYEN-TODOKK,NO,NA,NA,60.567,9.133,166,1973-01-01,2018-06-16
013740,99999,VEST-TORPA II,NO,NA,NA,60.933,10.033,542,1981-05-01,2018-06-16
013743,99999,FAGERNES/LEIRIN   &,NO,NA,NA,61,9.3,822,1988-01-05,1988-09-13
013750,99999,KVITFJELL,NO,NA,NA,61.467,10.133,1028,1973-01-01,2018-06-16
013755,99999,GULLFAX (PLATFORM),NO,NA,ENGC,61.033,2.033,10,1989-11-15,2018-06-16
013760,99999,GULSVIK II,NO,NA,NA,60.383,9.6,142,1973-01-01,2018-06-16
013780,99999,LILLEHAMMER-SAETHERENGEN,NO,NA,NA,61.1,10.467,239,1973-01-01,2018-06-16
013790,99999,SOR-NESSET,NO,NA,NA,61.883,10.15,739,1973-01-01,2005-12-09
013800,99999,VENABU,NO,NA,NA,61.65,10.117,930,1985-01-10,2018-06-16
013801,99999,KITTILBU,NO,NA,NA,61.167,9.967,816,1974-11-14,1984-08-27
013810,99999,APELSVOLL,NO,NA,NA,60.7,10.867,264,2011-10-03,2018-06-16
013820,99999,KISE,NO,NA,NA,60.767,10.8,128,1973-01-01,2018-06-16
013830,99999,EVENSTAD-DIH,NO,NA,NA,61.4,11.08,255,1973-01-01,2018-06-16
013839,99999,HAMAR / STAFSBERG,NO,NA,ENHA,60.817,11.067,223,1987-02-05,1990-02-22
013840,99999,GARDERMOEN,NO,NA,ENGM,60.194,11.1,207.6,1940-05-11,2018-06-16
013850,99999,HAMER,NO,NA,NA,60.817,11.067,222.3,2006-10-24,2018-06-16
013860,99999,HAMAR II,NO,NA,NA,60.8,11.1,132,2009-07-01,2018-06-16
013870,99999,FAVANG,NO,NA,NA,61.45,10.183,200,2011-09-29,2018-06-16
013890,99999,RENA AP,NO,NA,NA,61.183,11.367,255.7,1973-01-01,2018-06-16
013910,99999,FLISA,NO,NA,NA,60.617,12.017,188,1973-01-01,2005-03-31
013920,99999,FLISA II,NO,NA,NA,60.617,12.017,185,2005-02-18,2018-06-16
013930,99999,DREVSJO,NO,NA,NA,61.883,12.033,673.5,1973-01-01,2018-06-16
013970,99999,TRYSIL VEGSTASJON,NO,NA,NA,61.3,12.267,361.4,1973-01-01,2018-06-16
014000,99999,EKOFISK,NO,NA,NA,56.55,3.217,48.8,1998-12-23,2018-06-16
014010,99999,FRIGG,NO,NA,NA,59.983,2.25,48,2001-06-01,2007-03-07
014030,99999,UTSIRA FYR,NO,NA,NA,59.3,4.867,56.3,1928-01-02,2018-06-16
014033,99999,EKOFISK OIL PLTFRM,NO,NA,ENEK,56.55,3.25,48.8,1981-05-06,2018-06-16
014035,99999,KARMOY,NO,NA,NA,59.35,5.217,23,1975-11-01,1984-08-07
014060,99999,SLATTEROY FYR,NO,NA,NA,59.917,5.067,16,1973-01-01,2018-06-16
014080,99999,KARMOY,NO,NA,ENHD,59.345,5.208,26.2,1984-09-09,2018-06-16
014090,99999,SKUDENES,NO,NA,NA,59.15,5.25,7,2005-02-18,2005-10-28
014110,99999,KVITSOY - NORDBO,NO,NA,NA,59.067,5.417,22,2005-06-12,2018-06-16
014120,99999,OBRESTAD,NO,NA,NA,58.65,5.567,26,1973-01-01,2018-06-16
014130,99999,SAERHEIM,NO,NA,NA,58.75,5.65,87,2011-09-28,2018-06-16
014140,99999,ROVER,NO,NA,NA,59.433,5.067,25,1989-05-20,2018-06-16
014150,99999,SOLA,NO,NA,ENZV,58.877,5.638,8.8,1940-04-10,2018-06-16
014160,99999,STAVANGER VAALAND,NO,NA,NA,58.95,5.733,72,2008-07-24,2018-06-16
014170,99999,NEDRE VATS,NO,NA,NA,59.483,5.75,65,1973-01-03,2018-06-16
014180,99999,AUSTEVOLL,NO,NA,NA,60.017,5.2,32,1973-01-01,2018-06-16
014190,99999,LIARVATN,NO,NA,NA,59.05,6.117,300,2010-07-02,2018-06-16
014211,99999,INDRE MATRE,NO,NA,NA,59.85,6,24,2002-03-14,2002-03-14
014220,99999,FISTER SIGMUNDSTAD,NO,NA,NA,59.167,6.033,25,2007-06-05,2018-06-16
014230,99999,FISTER-TONNEVIK,NO,NA,NA,59.167,6.05,50,1973-01-01,2007-05-29
014240,99999,SAUDA,NO,NA,NA,59.65,6.367,6,1973-01-01,2018-06-16
014250,99999,EIK HOVE,NO,NA,NA,58.517,6.517,66,1973-01-01,2018-06-16
014260,99999,EIGEROYA,NO,NA,NA,58.433,5.867,49,2004-04-25,2018-06-16
014270,99999,LISTA FYR,NO,NA,NA,58.117,6.567,14,1928-01-01,2018-06-16
014280,99999,LISTA,NO,NA,ENLI,58.099,6.626,8.8,1973-01-01,2007-08-13
014281,99999,ULA OIL PLATFORM,NO,NA,ENLA,59.111,2.846,94,2013-08-06,2018-06-16
014300,99999,MANDAL II,NO,NA,NA,58.017,7.45,138,1973-01-01,2018-06-16
014310,99999,SIRDAL-SINNES,NO,NA,NA,58.933,6.917,557,2007-08-06,2018-06-16
014320,99999,SIRDAL-TJORHOM,NO,NA,NA,58.883,6.85,500,1974-11-14,2010-03-31
014321,99999,FIDJELAND,NO,NA,NA,58.967,6.933,568,2007-03-07,2007-03-07
014330,99999,MIDTLAEGER,NO,NA,NA,59.833,6.983,1081,1973-01-01,2015-05-28
014340,99999,VAAGSLI,NO,NA,NA,59.767,7.367,822,2004-04-06,2018-06-16
014350,99999,HAUKELISETER TESTFELT,NO,NA,NA,59.817,7.217,989.5,1985-01-11,2018-06-12
014360,99999,LINDESNES FYR,NO,NA,NA,57.983,7.05,13,1973-01-01,2018-06-16
014390,99999,KONSMO-HOYLAND,NO,NA,NA,58.25,7.442,260,1973-01-01,2018-06-16
014400,99999,BLASJO,NO,NA,NA,59.333,6.867,1104.6,1973-01-01,2018-06-16
014410,99999,HOVDEN-LUNDANE,NO,NA,NA,59.583,7.383,836,1983-01-01,2018-06-16
014420,99999,BYGLANDSFJORD,NO,NA,NA,58.667,7.8,211,1973-01-01,2018-06-16
014440,99999,VALLE,NO,NA,NA,59.2,7.517,302,2011-09-26,2018-06-16
014450,99999,SKAFSA,NO,NA,NA,59.45,8,77,1973-01-01,1989-11-13
014460,99999,OYFJELL-TROVATN,NO,NA,NA,59.567,8.2,714,1983-01-01,2004-07-31
014470,99999,HOYDALSMO II,NO,NA,NA,59.5,8.2,562,2006-11-21,2018-06-16
014480,99999,OKSOY FYR,NO,NA,NA,58.067,8.05,8,1949-01-01,2018-06-16
014490,99999,GJERSTAD,NO,NA,NA,58.867,9.033,32,2012-01-05,2018-06-16
014500,99999,MOSSTRAND II,NO,NA,NA,59.833,8.183,977,1973-01-01,2018-06-16
014520,99999,KJEVIK,NO,NA,ENCN,58.204,8.085,17.4,1940-05-01,2018-06-16
014530,99999,HYNNEKLEIV,NO,NA,NA,58.6,8.417,162,2012-01-05,2018-06-16
014550,99999,TVEITSUND,NO,NA,NA,59.033,8.517,252,1973-01-01,2018-06-16
014590,99999,NELAUG,NO,NA,NA,58.65,8.633,142,1973-01-01,2018-06-16
014600,99999,GULLHOLMEN,NO,NA,NA,59.433,10.583,14,2012-11-02,2018-06-16
014611,99999,GAUSTATOPPEN,NO,NA,NA,59.85,8.65,1803.7,2014-06-05,2018-06-16
014620,99999,PORSGRUNN,NO,NA,NA,59.083,9.667,90,2013-07-29,2018-06-16
014630,99999,AS,NO,NA,NA,59.65,10.767,89,2011-09-29,2018-06-16
014640,99999,LANDVIK,NO,NA,NA,58.333,8.517,6,2011-09-28,2018-06-16
014650,99999,TORUNGEN FYR,NO,NA,NA,58.4,8.783,15,1973-01-01,2018-06-16
014660,99999,KJELLER AP,NO,NA,NA,59.967,11.033,109,2011-09-28,2018-06-16
014670,99999,LYNGOR FYR,NO,NA,NA,58.633,9.15,5,1973-01-01,2018-06-16
014680,99999,KONGSVINGER,NO,NA,NA,60.183,12,148,2006-10-03,2018-06-16
014690,99999,HONEFOSS-HOYBY,NO,NA,NA,60.167,10.25,140,2005-07-19,2018-06-16
014700,99999,GVARV,NO,NA,NA,59.383,9.2,93,1973-01-01,2016-03-15
014703,99999,NOTODDEN,NO,NA,ENNO,59.566,9.212,19.2,1990-10-19,2018-06-16
014710,99999,VEGGLI II,NO,NA,NA,60.05,9.15,275,2006-10-03,2018-06-16
014730,99999,KONGSBERG BRANNSTASJON,NO,NA,NA,59.617,9.633,173,2004-05-10,2018-06-16
014740,99999,LYNGDAL I NUMEDAL,NO,NA,NA,59.9,9.533,294,1973-01-01,2006-08-31
014750,99999,SKIEN-GEITERYGGEN,NO,NA,ENSN,59.183,9.567,141,1985-07-17,2005-04-11
014760,99999,JOMFRULAND FYR,NO,NA,NA,58.85,9.55,5,1973-01-01,2018-06-16
014770,99999,KONNERUD,NO,NA,NA,59.717,10.15,193,1973-01-01,2018-06-16
014780,99999,SVENNER LH,NO,NA,NA,58.967,10.15,15,1973-01-01,2018-06-16
014800,99999,DRAMMEN BERSKOG,NO,NA,NA,59.75,10.133,8,2005-02-18,2018-06-16
014810,99999,MELSOM,NO,NA,NA,59.233,10.35,26,1974-05-19,2018-06-16
014820,99999,FERDER LH,NO,NA,NA,59.033,10.517,7.7,1931-01-01,2018-06-16
014825,99999,TORP,NO,NA,ENTO,59.187,10.259,87.2,2005-03-29,2018-06-16
014830,99999,TORP,NO,NA,NA,59.183,10.267,88,1973-01-01,2010-03-10
014840,99999,AURSKOG,NO,NA,NA,59.917,11.583,128,1973-01-01,2018-06-16
014843,99999,OSEBERG,NO,NA,ENOA,59.317,10.45,15,1990-10-19,2018-06-16
014850,99999,DANDE-GALLEBERG,NO,NA,NA,59.617,10.217,60,2011-09-28,2018-06-16
014860,99999,ASKER,NO,NA,NA,59.85,10.433,163,2004-05-10,2018-06-16
014870,99999,ALNA,NO,NA,NA,59.933,10.833,90,2004-09-24,2015-06-01
014880,99999,HAKADAL,NO,NA,NA,60.117,10.833,170,1953-01-01,2018-06-16
014881,99999,STATFJORD B OIL PLATFORM,NO,NA,ENFB,61.206,1.829,142,1940-04-07,2018-06-16
014890,99999,BJORNHOLT,NO,NA,NA,60.05,10.683,360,2011-09-28,2018-06-06
014900,99999,TRYVANNSHOGDA,NO,NA,NA,59.983,10.683,528,1973-01-01,2018-06-16
014920,99999,OSLO-BLINDERN,NO,NA,NA,59.95,10.717,97,1973-08-03,2018-06-16
014930,99999,SARPSBORG,NO,NA,NA,59.283,11.117,57,2004-05-10,2018-06-16
014940,99999,RYGGE,NO,NA,ENRY,59.379,10.786,53,1973-01-01,2018-06-16
014950,99999,STROMTANGEN FYR,NO,NA,NA,59.15,10.833,10,2004-04-06,2018-06-16
014960,99999,HOLAND-FOSSER,NO,NA,NA,59.817,11.483,154,1973-01-01,2007-10-20
014970,99999,PRESTEBAKKE,NO,NA,NA,59,11.533,157,1973-01-01,2010-04-09
014980,99999,MAGNOR,NO,NA,NA,59.967,12.217,153,1983-01-01,2005-08-31
015000,99999,RAKKESTAD,NO,NA,NA,59.383,11.383,100,2009-07-08,2009-12-16
020001,99999,LJUNGBYHED,SW,NA,ESTL,56.083,13.213,42.7,2004-05-10,2018-06-16
020120,99999,RITSEM,SW,NA,NA,67.733,17.467,521,1981-08-01,2005-09-24
020130,99999,RITSEM,SW,NA,NA,67.733,17.467,542.7,2001-06-01,2018-06-16
020180,99999,SUORVA,SW,NA,NA,67.533,18.233,415,1935-01-01,1938-12-31
020190,99999,KATTERJAKK A,SW,NA,NA,68.417,18.167,516,2008-10-27,2018-06-16
020200,99999,KATTERJAKK,SW,NA,NA,68.417,18.167,517,1935-01-01,2018-06-16
020220,99999,ABISKO,SW,NA,NA,68.35,18.817,394,2001-11-07,2005-12-28
020230,99999,TORNEHAMN (AUT),SW,NA,NA,68.433,18.633,512,1986-04-27,2005-05-26
020240,99999,STORA SJOFALLET,SW,NA,NA,67.5,18.3,425,2001-06-01,2018-06-16
020260,99999,ALUOKTA,SW,NA,NA,67.317,18.883,385,2002-10-23,2005-09-30
020290,99999,TARFALA,SW,NA,NA,67.917,18.6,1146,2001-06-01,2018-06-16
020310,99999,RENSJON,SW,NA,NA,68.067,19.833,493,2001-06-01,2018-06-16
020320,99999,TORNETRASK LAKE,SW,NA,NA,68.217,19.717,393,1977-07-01,2003-09-09
020360,99999,NIKKALUOKTA,SW,NA,NA,67.85,19.033,468,1977-07-01,2018-06-16
020380,99999,LATNIVAARA,SW,NA,NA,67.25,20.267,453,2001-06-01,2018-06-16
020430,99999,ESRANGE,SW,NA,NA,67.933,21.067,341,1994-03-01,1999-06-30
020440,99999,KIRUNA,SW,NA,ESNQ,67.822,20.337,459.6,1977-07-01,2018-06-16
020450,99999,KIRUNA-SOL,SW,NA,NA,67.833,20.417,424,1995-04-01,2003-09-22
020480,99999,MALMBERGET,SW,NA,NA,67.167,20.667,375,1935-01-01,1991-05-05
020490,99999,GALLIVARE,SW,NA,ESNG,67.132,20.815,313,1979-08-03,2018-06-16
020500,99999,RIKSGRANSEN,SW,NA,NA,68.417,18.117,508,1973-01-01,1977-06-30
020510,99999,KARESUANDO,SZ,NA,NA,68.45,22.5,327.1,1955-01-01,1959-12-31
020520,99999,KVIKKJOKK         &,SW,NA,NA,66.95,17.75,337,1955-01-01,1977-06-30
020530,99999,MALMBERGET,SW,NA,NA,67.133,20.667,365,1955-01-01,1977-06-30
020540,99999,NEDRE SOPPERO,SW,NA,NA,68.05,21.75,360,1955-01-01,2016-04-21
020550,99999,NAIMAKKA,SW,NA,NA,68.683,21.533,402,1973-01-01,2018-06-16
020560,99999,STENSELE,SZ,NA,NA,65.067,17.167,330.1,1955-01-01,1959-12-31
020570,99999,KALLAX/LULEA (AFB),SW,NA,ESPA,65.55,22.133,17,1955-01-01,1977-06-30
020580,99999,HAPARANDA         &,SW,NA,NA,65.833,24.15,7,1973-01-01,1977-06-30
020590,99999,GADDEDE,SW,NA,NA,64.5,14.133,318,1955-01-01,1977-06-30
020600,99999,NAIMAKKA,SW,NA,NA,68.683,21.533,403,1955-01-01,2004-10-21
020620,99999,OSTERSUND FROSON AB,SW,NA,NA,63.183,14.5,376,1955-01-01,2005-08-15
020630,99999,ASELE,SW,NA,NA,64.167,17.367,329,1955-01-01,1977-06-30
020640,99999,SAITTAROVA,SW,NA,NA,67.333,22.233,240,1973-01-01,2018-06-16
020650,99999,SVEG              &,SW,NA,NA,62.033,14.367,360,1955-01-01,1977-06-30
020660,99999,SUNDSVALL/HARNOSAND,SW,NA,ESNN,62.533,17.45,4,1955-01-01,1977-06-30
020670,99999,SARNA,SW,NA,NA,61.683,13.133,505,1955-01-03,1977-06-30
020680,99999,DELSBO,SW,NA,NA,61.8,16.567,93,1973-01-01,1977-06-30
020690,99999,SODERHAMN (SWE-AFB),SW,NA,ESCL,61.267,17.1,26,1955-01-01,1977-06-30
020700,99999,GUSTAVSFORS       &,SW,NA,NA,60.15,13.8,198,1973-01-01,1977-06-30
020710,99999,NORRKOPING-SOL,SW,NA,NA,58.583,16.15,58,1955-01-01,1959-12-31
020711,99999,BORLANGE,SW,NA,NA,60.417,15.517,153,1973-01-01,1973-01-21
020720,99999,PARKALOMPOLO,SW,NA,NA,67.733,22.833,313,2001-06-01,2018-06-16
020730,99999,KARLSTAD          &,SW,NA,ESSQ,59.367,13.467,46,1955-01-01,1977-06-30
020740,99999,OREBRO/EKEBY,SW,NA,NA,59.267,15.333,33,1973-01-01,1977-06-30
020750,99999,VASTERAS/HASSLO AFB,SW,NA,ESCD,59.583,16.633,6,1973-01-01,1977-06-30
020760,99999,UPPSALA           &,SW,NA,ESCM,59.883,17.6,21,1973-01-01,1977-06-30
020770,99999,STOCKHOLM/BROMMA  &,SW,NA,ESSB,59.35,17.95,15,1955-01-01,1977-06-30
020790,99999,SATENAS (SWE-AFB),SW,NA,ESIB,58.433,12.7,54,1973-01-01,1977-06-30
020800,99999,KARESUANDO,SW,NA,NA,68.45,22.45,331,1935-01-01,2012-08-31
020810,99999,KARESUANDO,SW,NA,NA,68.45,22.45,330,1955-01-01,2018-06-16
020820,99999,LANDSORT          &,SW,NA,NA,58.75,17.867,32,1973-01-01,1977-06-30
020830,99999,GOTSKA SANDON     &,SW,NA,NA,58.4,19.2,12,1973-01-01,1977-06-30
020840,99999,LANNAVAARA        &,SW,NA,NA,68.05,22,360,1955-01-01,2004-05-07
020850,99999,RANGEDALA (AUTO),SW,NA,NA,57.717,13.117,259,1973-01-01,1977-06-30
020860,99999,LAINIO,SW,NA,NA,67.767,22.35,317,1955-01-01,2005-03-17
020870,99999,JONKOPING         &,SW,NA,ESSJ,57.767,14.083,226,1955-01-01,1977-06-30
020880,99999,KOMPELUSVAARA,SW,NA,NA,67.083,22.217,263,1973-01-01,2002-05-21
020890,99999,OLANDS NORRA UDDE &,SW,NA,NA,57.367,17.1,4,1973-01-01,1977-06-30
020900,99999,VISBY             &,SW,NA,ESSV,57.667,18.35,51,1955-01-01,1977-06-30
020910,99999,VISBY-SOL,SW,NA,NA,57.667,18.35,49,1973-01-01,1977-06-30
020920,99999,MUODOSLOMPOLO,SW,NA,NA,67.95,23.467,240,1973-01-01,2004-09-17
020930,99999,VAXJO             &,SW,NA,NA,56.867,14.8,166,1973-01-01,1977-06-30
020940,99999,UNGSKAR,SW,NA,NA,56.033,15.8,1,1955-01-01,1977-06-30
020950,99999,PAJALA,SW,NA,NA,67.2,23.383,171,1955-01-01,2018-06-16
020960,99999,PAJALA,SW,NA,NA,67.217,23.4,168,1955-01-01,2008-02-18
020970,99999,MALMO /BULLTOFTON,SZ,NA,NA,55.6,13.067,14.9,1955-01-01,1974-07-02
020980,99999,MALMO/STURUP,SW,NA,ESMS,55.55,13.367,72,1973-01-01,1977-06-30
020990,99999,YSTAD             &,SW,NA,NA,55.433,13.833,34,1973-01-01,1977-06-30
021000,99999,NAIMAKKA,SW,NA,NA,68.683,21.533,403,1973-01-01,1977-06-30
021010,99999,HEMAVAN,SW,NA,ESUT,65.806,15.083,458.1,1973-01-02,2018-06-16
021020,99999,STEKENJOKK,SW,NA,NA,65.1,14.517,1036,1958-11-01,2018-06-16
021030,99999,HEMAVAN-GIEREVARTO,SW,NA,NA,65.783,15.067,793,1987-11-18,2018-06-16
021040,99999,HEMAVAN,SW,NA,NA,65.817,15.083,485,1977-07-01,2008-02-18
021050,99999,ABELVATTNET,SW,NA,NA,65.533,14.983,670,1973-01-01,2004-02-21
021060,99999,JOKKMOKK (SWE-AFB),SW,NA,NA,66.6,19.833,256,1973-01-01,1977-06-30
021080,99999,KLIMPFJALL,SW,NA,NA,65.067,14.8,593,1977-07-01,2005-09-21
021090,99999,ABRAUR,SW,NA,NA,65.9,19.1,342,1973-01-02,1977-06-30
021100,99999,GIELAS,SW,NA,NA,65.333,15.067,577,1987-05-18,2018-06-16
021110,99999,VIDSEL (SWE-AFB),SW,NA,ESPE,65.867,20.133,180,1973-01-02,1977-06-30
021120,99999,SYLARNA,SW,NA,NA,63.05,12.267,1035,1977-07-01,2004-08-21
021140,99999,NORRAKER,SW,NA,NA,64.45,15.6,346,1975-08-07,1977-06-30
021150,99999,STORLIEN-VISJOVALE&,SW,NA,NA,63.3,12.133,640,1955-01-01,1977-06-30
021160,99999,MORSIL,SW,NA,NA,63.317,13.65,400,1973-01-01,2005-02-21
021170,99999,NORDMALING,SW,NA,NA,63.567,19.5,6,1955-01-01,1977-06-30
021180,99999,DIKANAS/SKANSNAS,SW,NA,NA,65.317,16.033,525,1973-01-01,2005-01-21
021190,99999,KVIKKJOKK ARRENJARKA,SW,NA,NA,66.883,18.017,320,1973-01-01,2018-06-16
021200,99999,KVIKKJOKK-ARRENJARKA,SW,NA,NA,66.883,18.017,315,1935-01-01,2013-03-31
021205,99999,STORUMAN,SW,NA,NA,64.95,17.7,279,2005-04-19,2018-06-16
021210,99999,MIERKENIS,SW,NA,NA,66.683,16.117,615,2001-06-01,2018-06-16
021220,99999,STENUDDEN,SW,NA,NA,66.533,17.667,453,1979-08-02,2004-03-21
021230,99999,JAKKVIK,SW,NA,NA,66.317,17.1,552,1973-01-01,2016-04-21
021240,99999,ARJEPLOG,SW,NA,NA,66.05,17.833,432,1977-04-05,2018-06-16
021250,99999,OSTMARK,SW,NA,NA,60.317,12.7,178,1973-01-01,1977-06-30
021260,99999,GUNNARN,SW,NA,NA,65.017,17.7,251,1973-01-01,2015-08-18
021270,99999,STENSELE,SW,NA,NA,65.067,17.167,327,1931-01-03,2005-08-23
021280,99999,GUNNARN,SW,NA,ESPD,65,17.7,283,1973-01-01,2013-04-02
021290,99999,GUNNARN SOL (AUT),SW,NA,NA,64.967,17.7,278,1973-01-01,1986-11-25
021300,99999,ROPARUDDEN,SW,NA,NA,66.483,16.417,481,1973-01-01,2016-04-21
021310,99999,ARVIKA,SW,NA,NA,59.667,12.583,75,1973-01-01,1977-06-30
021330,99999,SNAVLUNDA,SW,NA,NA,58.967,14.9,144,1973-01-01,1977-06-30
021350,99999,BURESJON,SW,NA,NA,65.567,17.867,393,1973-01-01,2018-06-16
021360,99999,STORBERG,SW,NA,NA,65.5,18.95,454,2003-05-19,2004-08-29
021380,99999,GRUNDKALLEN,SW,NA,NA,60.5,18.867,23,1973-01-01,1977-06-30
021410,99999,TJAKAAPE,SW,NA,NA,66.317,19.217,582,1973-01-01,2018-06-16
021420,99999,JOKKMOKK,SW,NA,ESNJ,66.496,20.147,275.5,1977-07-01,2000-05-10
021430,99999,PALJAMYREN,SW,NA,NA,66.217,19.133,570,1973-01-01,2003-07-31
021440,99999,ABRAUR,SW,NA,NA,65.983,18.933,374,1977-07-01,2004-06-26
021450,99999,TELLEJAUR,SW,NA,NA,66.15,19.633,436,2003-07-25,2004-03-22
021460,99999,VAJMAT,SW,NA,NA,66.5,19.683,324,2001-07-01,2016-04-21
021470,99999,MALA-BRANNAN,SW,NA,NA,65.15,18.6,363,1973-01-01,2018-06-16
021480,99999,NORRKOPING/BRAVALLA,SW,NA,ESCK,58.617,16.117,27,1973-01-01,1977-06-30
021490,99999,ARVIDSJAUR,SW,NA,NA,65.6,19.267,384,2001-07-01,2018-06-16
021500,99999,NYKOPING/SKAVST AFB,SW,NA,ESCJ,58.783,16.917,42,1973-01-01,1977-06-30
021510,99999,JOKKMOKK FPL,SW,NA,NA,66.483,20.167,275,1973-01-01,2018-06-16
021520,99999,SUDOK,SW,NA,NA,66.3,20.417,174,1973-01-01,2005-09-19
021540,99999,VIDSEL,SW,NA,ESPE,65.875,20.15,182,1977-07-01,2018-06-16
021550,99999,HAGSHULT (SWE-AFB),SW,NA,ESMV,57.3,14.133,169,1955-01-01,1977-06-30
021560,99999,STENSJON (AUT),SW,NA,NA,63.967,13.717,680,1977-07-01,2003-10-28
021580,99999,FALLFORS,SW,NA,NA,65.133,20.783,190,1979-07-26,2002-08-07
021590,99999,FALLFORS,SW,NA,ESUF,65.12,20.77,195,1996-08-01,2005-06-29
021600,99999,NATTAVAARA,SW,NA,NA,66.75,21.05,327,2001-08-29,2005-03-07
021610,99999,NATTAVAARA,SW,NA,NA,66.75,20.933,327,1973-01-01,2018-06-16
021620,99999,MARKARYD,SW,NA,NA,56.467,13.65,118,1973-01-01,1977-06-30
021630,99999,LJUNGBYHED(SWE-AFB),SW,NA,ESDA,56.083,13.233,43,1973-01-01,1977-06-30
021640,99999,PALKEM,SW,NA,NA,66.383,21.633,263,1973-05-01,2003-07-19
021660,99999,RONNEBY (SWE-AFB),SW,NA,ESDF,56.267,15.283,58,1973-01-01,1977-06-30
021670,99999,FALSTERBO (LGT-H),SW,NA,NA,55.383,12.817,5,1973-01-01,1977-06-30
021690,99999,HEDEN,SW,NA,ESPJ,65.867,21.45,36,2002-05-30,2002-08-01
021700,99999,SAVAST,SW,NA,NA,65.75,21.767,12,2010-11-17,2016-04-21
021710,99999,BODEN,SW,NA,NA,65.817,21.633,18,1979-08-02,2018-06-16
021720,99999,ALVSBYN,SW,NA,NA,65.683,20.967,50,1979-07-10,1979-11-23
021730,99999,ALVSBYN,SW,NA,NA,65.667,21.067,43,2001-07-01,2018-06-16
021740,99999,LAKATRASK,SW,NA,NA,66.283,21.133,186,2001-07-01,2018-06-16
021760,99999,PITE-RONNSKAR,SW,NA,NA,65.033,21.567,4,1997-09-01,2018-06-16
021810,99999,OVERKALIX SVARTBYN,SW,NA,NA,66.267,22.85,62,1996-08-01,2018-06-16
021820,99999,OVERKALIX,SW,NA,NA,66.267,22.833,47,1979-08-03,2002-06-02
021830,99999,LULEA-SOL,SW,NA,NA,65.55,22.117,32,2004-08-02,2004-10-20
021840,99999,PAHAROVA,SW,NA,NA,66.817,22.333,229,2001-07-01,2018-06-16
021850,99999,LULEA-KALLAX,SW,NA,NA,65.55,22.133,34,2001-04-02,2001-10-08
021860,99999,KALLAX,SW,NA,ESPA,65.544,22.122,19.8,1977-07-01,2018-06-16
021880,99999,RODKALLEN,SW,NA,NA,65.317,22.383,2,1973-01-01,2018-06-16
021900,99999,KORPILOMBOLO,SW,NA,NA,66.85,23.033,180,2001-07-16,2004-04-02
021910,99999,STORON,SW,NA,NA,65.7,23.1,4,2001-07-01,2018-06-16
021960,99999,HAPARANDA,SW,NA,NA,65.833,24.15,6,1931-01-01,2012-12-31
021970,99999,HAPARANDA,SW,NA,NA,65.817,24.117,16,2008-10-27,2018-06-16
021990,99999,YLINENJARVI,SW,NA,NA,66.617,23.467,132,2001-07-01,2018-06-16
022000,99999,EDEVIK,SW,NA,NA,63.983,12.867,425,1977-07-01,2004-12-25
022020,99999,TORNETRASK LAKE,SW,NA,NA,68.217,19.717,393,1973-01-01,1977-06-30
022040,99999,NIKKALUOKTA,SW,NA,NA,67.85,19.033,470,1973-01-01,1977-06-30
022060,99999,STORLIEN-STORVALLEN,SW,NA,NA,63.283,12.133,583,1935-01-01,2013-02-28
022070,99999,STORLIEN-VISJOVALEN A,SW,NA,NA,63.283,12.117,583,1973-01-01,2018-06-16
022090,99999,SYLARNA,SW,NA,NA,63.05,12.283,1030,1973-01-01,2018-06-16
022100,99999,BLAHAMMAREN,SW,NA,NA,63.183,12.167,1090,2010-09-20,2018-06-16
022150,99999,ARESKUTAN,SW,NA,NA,63.433,13.083,1280,1997-09-01,2004-08-22
022160,99999,MATTMAR,SW,NA,NA,63.3,13.883,365,1973-01-01,2016-04-21
022170,99999,ARE,SW,NA,NA,63.367,13.167,435,2001-07-01,2016-04-21
